"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_june_BC01.cladeReads"	"kraken2_16s_classification_june_BC02.cladeReads"	"kraken2_16s_classification_june_BC03.cladeReads"	"kraken2_16s_classification_june_BC04.cladeReads"	"kraken2_16s_classification_june_BC05.cladeReads"	"kraken2_16s_classification_june_BC06.cladeReads"	"kraken2_16s_classification_june_BC07.cladeReads"	"kraken2_16s_classification_june_BC08.cladeReads"	"kraken2_16s_classification_june_BC09.cladeReads"	"kraken2_16s_classification_june_BC10.cladeReads"	"kraken2_16s_classification_june_BC11.cladeReads"	"kraken2_16s_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_june_BC01.cladeReads.."	"kraken2_16s_classification_june_BC02.cladeReads.."	"kraken2_16s_classification_june_BC03.cladeReads.."	"kraken2_16s_classification_june_BC04.cladeReads.."	"kraken2_16s_classification_june_BC05.cladeReads.."	"kraken2_16s_classification_june_BC06.cladeReads.."	"kraken2_16s_classification_june_BC07.cladeReads.."	"kraken2_16s_classification_june_BC08.cladeReads.."	"kraken2_16s_classification_june_BC09.cladeReads.."	"kraken2_16s_classification_june_BC10.cladeReads.."	"kraken2_16s_classification_june_BC11.cladeReads.."	"kraken2_16s_classification_june_BC12.cladeReads.."	"lineage"
"bacteriap25"	"F"	11496	4	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	4	NA	0.004881	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.004881	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Desulfobacca"	"G"	3253	8	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	0.004426	NA	NA	NA	NA	0.004426	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
"Smithella"	"G"	3255	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.00122	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
"Syntrophobacteraceae"	"F"	3258	8	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	NA	NA	0.004426	NA	NA	NA	NA	0.004426	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales"
"Syntrophobacter"	"G"	3264	6	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	0.00332	NA	NA	NA	NA	0.00332	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophobacteraceae"
"uncultured"	"G"	3266	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001107	NA	NA	NA	NA	0.001107	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophobacteraceae"
"Geothermobacter"	"G"	3199	4	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	3	NA	0.003661	NA	NA	NA	NA	0.002213	NA	NA	NA	NA	NA	0.003661	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae"
"Silvanigrella"	"G"	26285	3	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	3	NA	0.003661	NA	NA	NA	NA	0.001107	NA	NA	NA	NA	NA	0.003661	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Oligoflexales>Oligoflexaceae"
"053A03-B-DI-P58"	"F"	14611	2	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.00244	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.00244	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Oligoflexales"
"uncultured"	"G"	3138	3	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	1	NA	0.00166	NA	NA	NA	NA	0.00166	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Sva0485"	"O"	3250	8	NA	NA	NA	NA	8	NA	NA	NA	NA	NA	1	NA	0.004426	NA	NA	NA	NA	0.004426	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Bilophila"	"G"	3170	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"Desulfovermiculus"	"G"	3163	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales>Desulfohalobiaceae"
"PB19"	"O"	26287	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"MBNT15"	"O"	26280	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"s74e-6049"	"F"	25036	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"KD1-131"	"F"	25010	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Larkinella"	"G"	24805	5	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	5	NA	0.006101	NA	NA	NA	NA	0.001107	NA	NA	NA	NA	NA	0.006101	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Fibrella"	"G"	24799	4	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	4	NA	0.004881	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.004881	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Leadbetterella"	"G"	24806	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.00122	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Reichenbachiella"	"G"	24755	3	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	3	NA	0.003661	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.003661	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Rhodonellum"	"G"	24756	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Adhaeribacter"	"G"	24777	21	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	21	NA	0.02562	NA	NA	NA	NA	0.002766	NA	NA	NA	NA	NA	0.02562	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Hymenobacteraceae"
"Sporocytophaga"	"G"	24764	3	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	3	NA	0.003661	NA	NA	NA	NA	0.001107	NA	NA	NA	NA	NA	0.003661	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cytophagaceae"
"MWH-CFBk5"	"F"	24782	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Flavihumibacter"	"G"	24678	3	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	0.00166	NA	NA	NA	NA	0.00166	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Parafilimonas"	"G"	24689	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Parasediminibacterium"	"G"	24690	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Niabella"	"G"	24686	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Filimonas"	"G"	24675	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Saprospira"	"G"	24711	2	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.00244	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.00244	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Saprospiraceae"
"uncultured"	"G"	24976	9	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	9	NA	0.01098	NA	NA	NA	NA	0.001107	NA	NA	NA	NA	NA	0.01098	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Algibacter"	"G"	24846	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Arcticiflavibacter"	"G"	24851	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.00122	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Ulvibacter"	"G"	24965	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Hoppeia"	"G"	24894	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.00122	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Seonamhaeicola"	"G"	24950	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Crocinitomix"	"G"	24828	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.00122	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Crocinitomicaceae"
"NS7 marine group"	"F"	24979	3	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	2	NA	0.00244	NA	NA	NA	NA	0.00166	NA	NA	NA	NA	NA	0.00244	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"Candidatus Sulcia"	"G"	24823	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Blattabacteriaceae"
"Draconibacterium"	"G"	24643	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prolixibacteraceae"
"Prevotella 7"	"G"	11182	3	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	1	NA	0.00166	NA	NA	NA	NA	0.00166	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"GZKB124"	"F"	925	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.00122	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Balneolales"	"O"	25075	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Rhodothermia"
"Balneolaceae"	"F"	25076	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Rhodothermia>Balneolales"
"uncultured"	"G"	25090	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Rhodothermia>Balneolales>Balneolaceae"
"Diplosphaera"	"G"	26976	19	NA	NA	NA	NA	19	NA	NA	NA	NA	NA	5	NA	0.01051	NA	NA	NA	NA	0.01051	NA	NA	NA	NA	NA	0.006101	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"MB11C04 marine group"	"G"	26986	3	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	1	NA	0.00166	NA	NA	NA	NA	0.00166	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"A714019"	"G"	26982	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001107	NA	NA	NA	NA	0.001107	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Haloferula"	"G"	27003	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Rubritaleaceae"
"Roseimicrobium"	"G"	4044	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Verrucomicrobiaceae"
"DEV007"	"F"	4032	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales"
"Chthoniobacteraceae"	"F"	26957	4	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	2	NA	0.00244	NA	NA	NA	NA	0.002213	NA	NA	NA	NA	NA	0.00244	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Chthoniobacterales"
"LD29"	"G"	26960	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001107	NA	NA	NA	NA	0.001107	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Chthoniobacterales>Chthoniobacteraceae"
"Chthoniobacter"	"G"	26959	2	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.00244	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.00244	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Chthoniobacterales>Chthoniobacteraceae"
"Candidatus Udaeobacter"	"G"	26958	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Chthoniobacterales>Chthoniobacteraceae"
"01D2Z36"	"F"	26956	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Chthoniobacterales"
"Limisphaera"	"G"	26995	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Pedosphaerales>Pedosphaeraceae"
"LD1-PB3"	"O"	26967	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001107	NA	NA	NA	NA	0.001107	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"S-BQ2-57 soil group"	"O"	26998	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"[Eubacterium] tenue group"	"G"	14380	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae"
"Clostridium sensu stricto 12"	"G"	1876	4	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	2	NA	0.00244	NA	NA	NA	NA	0.002213	NA	NA	NA	NA	NA	0.00244	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;1"
"Clostridium sensu stricto 11"	"G"	1875	3	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	0.00166	NA	NA	NA	NA	0.00166	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;1"
"Clostridium sensu stricto 19"	"G"	1883	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001107	NA	NA	NA	NA	0.001107	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;1"
"Oxobacter"	"G"	1894	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	0.00122	NA	NA	NA	NA	0.001107	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;1"
"uncultured"	"G"	1899	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;1"
"Clostridium sensu stricto 15"	"G"	1879	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;1"
"Fonticella"	"G"	1893	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;1"
"Agathobacter"	"G"	25644	3	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	2	NA	0.00244	NA	NA	NA	NA	0.00166	NA	NA	NA	NA	NA	0.00244	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Lachnospiraceae UCG-001"	"G"	11321	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Butyrivibrio 2"	"G"	11300	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Cellulosilyticum"	"G"	1995	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Lachnospiraceae UCG-008"	"G"	11328	1	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	0.0005683	NA	NA	NA	NA	0.0005533	NA	NA	0.0005683	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Lachnospiraceae XPB1014 group"	"G"	11331	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Anaerocolumna"	"G"	25646	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Fusicatenibacter"	"G"	11305	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.00122	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Hungatella"	"G"	11306	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"[Eubacterium] ruminantium group"	"G"	11340	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.00122	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Ruminiclostridium 5"	"G"	11355	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001107	NA	NA	NA	NA	0.001107	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Ruminiclostridium"	"G"	11353	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	0.00122	NA	NA	NA	NA	0.001107	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Candidatus Soleaferrea"	"G"	11350	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001107	NA	NA	NA	NA	0.001107	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Ruminococcaceae UCG-014"	"G"	11371	1	NA	NA	NA	NA	1	1	NA	1	NA	NA	1	NA	0.6993	NA	NA	NA	NA	0.0005533	0.6993	NA	0.0005683	NA	NA	0.00122	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Papillibacter"	"G"	2065	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Intestinimonas"	"G"	2062	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"uncultured"	"G"	1868	3	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	1	NA	0.00166	NA	NA	NA	NA	0.00166	NA	NA	NA	NA	NA	0.00122	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Christensenellaceae"
"[Eubacterium] brachy group"	"G"	11296	3	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	3	NA	0.003661	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	0.003661	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XIII"
"TSAC18"	"F"	2080	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001107	NA	NA	NA	NA	0.001107	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Virgibacillus"	"G"	1727	18	NA	NA	NA	NA	1	NA	NA	18	NA	NA	NA	NA	0.01023	NA	NA	NA	NA	0.0005533	NA	NA	0.01023	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Thermobacillus"	"G"	1749	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Saccharibacillus"	"G"	1748	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Thermoactinomycetaceae"	"F"	1782	4	NA	NA	NA	NA	4	NA	NA	1	NA	NA	NA	NA	0.002213	NA	NA	NA	NA	0.002213	NA	NA	0.0005683	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Novibacillus"	"G"	25628	4	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	0.002213	NA	NA	NA	NA	0.002213	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Thermoactinomycetaceae"
"Paenisporosarcina"	"G"	1763	2	NA	NA	NA	NA	1	NA	NA	2	NA	NA	NA	NA	0.001137	NA	NA	NA	NA	0.0005533	NA	NA	0.001137	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"uncultured"	"G"	1770	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	0.0005533	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Family XII"	"F"	1734	7	NA	NA	NA	NA	3	NA	NA	7	NA	NA	NA	NA	0.003978	NA	NA	NA	NA	0.00166	NA	NA	0.003978	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales"
