"name"	"taxRank"	"taxID"	"Max"	"BC01.txt.cladeReads"	"BC02.txt.cladeReads"	"BC03.txt.cladeReads"	"BC04.txt.cladeReads"	"BC05.txt.cladeReads"	"BC06.txt.cladeReads"	"BC07.txt.cladeReads"	"BC08.txt.cladeReads"	"BC09.txt.cladeReads"	"BC10.txt.cladeReads"	"BC11.txt.cladeReads"	"BC12.txt.cladeReads"	"Max.1"	"BC01.txt.cladeReads.."	"BC02.txt.cladeReads.."	"BC03.txt.cladeReads.."	"BC04.txt.cladeReads.."	"BC05.txt.cladeReads.."	"BC06.txt.cladeReads.."	"BC07.txt.cladeReads.."	"BC08.txt.cladeReads.."	"BC09.txt.cladeReads.."	"BC10.txt.cladeReads.."	"BC11.txt.cladeReads.."	"BC12.txt.cladeReads.."	"lineage"
"Methanosaetaceae"	"F"	143067	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomicrobia>Methanosarcinales"
"Methanothrix"	"G"	2222	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomicrobia>Methanosarcinales>Methanosaetaceae"
"Methanobacteria"	"C"	183925	3	1	2	1	NA	3	NA	NA	NA	NA	NA	NA	NA	0.02724	0.0005097	0.02724	0.0006291	NA	0.001587	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota"
"Methanobacteriales"	"O"	2158	3	1	2	1	NA	3	NA	NA	NA	NA	NA	NA	NA	0.02724	0.0005097	0.02724	0.0006291	NA	0.001587	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanobacteria"
"Methanobacteriaceae"	"F"	2159	3	1	2	1	NA	3	NA	NA	NA	NA	NA	NA	NA	0.02724	0.0005097	0.02724	0.0006291	NA	0.001587	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanobacteria>Methanobacteriales"
"Methanobrevibacter"	"G"	2172	2	1	2	1	NA	2	NA	NA	NA	NA	NA	NA	NA	0.02724	0.0005097	0.02724	0.0006291	NA	0.001058	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanobacteria>Methanobacteriales>Methanobacteriaceae"
"Methanobrevibacter sp. AbM4"	"S"	224719	2	1	2	1	NA	2	NA	NA	NA	NA	NA	NA	NA	0.02724	0.0005097	0.02724	0.0006291	NA	0.001058	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanobacteria>Methanobacteriales>Methanobacteriaceae>Methanobrevibacter"
"Halobacteria"	"C"	183963	4	1	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05447	0.0005097	0.05447	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota"
"Haloferacales"	"O"	1644055	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006291	0.0005097	NA	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Halobacteria"
"Halorubraceae"	"F"	1963271	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005097	0.0005097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Halobacteria>Haloferacales"
"Acidovorax avenae"	"S"	80867	1	NA	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	0.6849	NA	0.01362	NA	NA	0.0005289	0.6849	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Acidovorax"
"Collimonas fungivorans"	"S"	158899	6	NA	1	NA	NA	6	NA	NA	NA	NA	NA	4	NA	0.01362	NA	0.01362	NA	NA	0.003173	NA	NA	NA	NA	NA	0.004511	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Collimonas"
"Janthinobacterium sp. 1_2014MBL_MicDiv"	"S"	1644131	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium"
"Bordetella genomosp. 8"	"S"	1416806	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Bordetella"
"Burkholderia stagnalis"	"S"	1503054	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia sp. HB1"	"S"	1678678	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02724	NA	0.02724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia glumae"	"S"	337	3	NA	1	NA	NA	2	NA	NA	NA	NA	NA	3	1	0.5495	NA	0.01362	NA	NA	0.001058	NA	NA	NA	NA	NA	0.003383	0.5495	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Candidatus Kinetoplastibacterium desouzaii"	"S"	994692	28	NA	1	3	NA	13	NA	NA	1	NA	NA	28	NA	0.03158	NA	0.01362	0.001887	NA	0.006875	NA	NA	0.0005618	NA	NA	0.03158	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria>Kinetoplastibacterium"
"Rhodobacteraceae bacterium"	"S"	1904441	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>unclassified&nbsp;Rhodobacteraceae"
"Sulfitobacter"	"G"	60136	2	NA	1	NA	NA	2	NA	NA	NA	NA	1	1	NA	1.786	NA	0.01362	NA	NA	0.001058	NA	NA	NA	NA	1.786	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sulfitobacter pseudonitzschiae"	"S"	1402135	2	NA	1	NA	NA	2	NA	NA	NA	NA	NA	1	NA	0.01362	NA	0.01362	NA	NA	0.001058	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Sulfitobacter"
"Rhizobium leguminosarum"	"S"	384	2	NA	1	2	NA	2	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	0.001258	NA	0.001058	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Rhizobium"
"Rhizobium sp. 10195"	"S"	2028343	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Rhizobium"
"Methylobacterium populi"	"S"	223967	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium"
"Brucella suis"	"S"	29461	2	NA	1	1	NA	NA	NA	NA	NA	NA	NA	2	NA	0.01362	NA	0.01362	0.0006291	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Brucellaceae>Brucella"
"Zymomonas"	"G"	541	15	NA	1	3	NA	15	NA	NA	NA	NA	NA	3	NA	0.01362	NA	0.01362	0.001887	NA	0.007933	NA	NA	NA	NA	NA	0.003383	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Zymomonas mobilis"	"S"	542	15	NA	1	3	NA	15	NA	NA	NA	NA	NA	3	NA	0.01362	NA	0.01362	0.001887	NA	0.007933	NA	NA	NA	NA	NA	0.003383	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Zymomonas"
"Altererythrobacter mangrovi"	"S"	1982042	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.01362	NA	0.01362	NA	NA	0.0005289	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Altererythrobacter"
"Roseomonas sp. FDAARGOS_362"	"S"	2018065	5	NA	1	NA	NA	5	NA	NA	NA	1	NA	2	NA	0.9259	NA	0.01362	NA	NA	0.002644	NA	NA	NA	0.9259	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Roseomonas"
"Erwinia billingiae"	"S"	182337	17	NA	1	NA	NA	NA	NA	NA	17	1	NA	10	NA	0.9259	NA	0.01362	NA	NA	NA	NA	NA	0.00955	0.9259	NA	0.01128	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Erwinia"
"Enterobacteriaceae bacterium ENNIH3"	"S"	1920128	42	NA	1	1	NA	NA	NA	NA	42	NA	NA	NA	NA	0.0236	NA	0.01362	0.0006291	NA	NA	NA	NA	0.0236	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>unclassified&nbsp;Enterobacteriaceae>unclassified&nbsp;Enterobacteriaceae&nbsp;(miscellaneous)"
"Cedecea"	"G"	158483	3	NA	1	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	0.001685	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae"
"Cedecea neteri"	"S"	158822	3	NA	1	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	0.001685	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Cedecea"
"Serratia sp. SCBI"	"S"	488142	2	NA	1	NA	NA	NA	NA	NA	2	NA	NA	1	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	0.001124	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia"
"Pseudomonas fulva"	"S"	47880	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group"
"Pseudomonas poae"	"S"	200451	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas sp. ATCC 13867"	"S"	1294143	3	NA	1	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	0.001685	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. M30-35"	"S"	1981174	7	NA	1	NA	NA	1	NA	NA	2	NA	NA	7	NA	0.01362	NA	0.01362	NA	NA	0.0005289	NA	NA	0.001124	NA	NA	0.007894	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Lysobacter gummosus"	"S"	262324	3	NA	1	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	0.001587	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Lysobacter"
"Xanthomonas hortorum"	"S"	56454	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Xanthomonas"
"Halothiobacillus neapolitanus"	"S"	927	14	NA	1	NA	NA	11	NA	NA	3	NA	NA	14	NA	0.01579	NA	0.01362	NA	NA	0.005818	NA	NA	0.001685	NA	NA	0.01579	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Halothiobacillaceae>Halothiobacillus"
"Halotalea"	"G"	376488	4	NA	2	1	NA	2	NA	NA	NA	NA	NA	4	NA	0.02724	NA	0.02724	0.0006291	NA	0.001058	NA	NA	NA	NA	NA	0.004511	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae"
"Halotalea alkalilenta"	"S"	376489	4	NA	2	1	NA	2	NA	NA	NA	NA	NA	4	NA	0.02724	NA	0.02724	0.0006291	NA	0.001058	NA	NA	NA	NA	NA	0.004511	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Halotalea"
"Halomonas chromatireducens"	"S"	507626	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Halomonas"
"Lacimicrobium"	"G"	1751872	7	NA	2	NA	NA	4	NA	NA	7	NA	NA	NA	NA	0.02724	NA	0.02724	NA	NA	0.002116	NA	NA	0.003933	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae"
"Lacimicrobium alkaliphilum"	"S"	1526571	7	NA	2	NA	NA	4	NA	NA	7	NA	NA	NA	NA	0.02724	NA	0.02724	NA	NA	0.002116	NA	NA	0.003933	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Lacimicrobium"
"Glaciecola"	"G"	89404	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae"
"Glaciecola nitratireducens"	"S"	300231	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Glaciecola"
"Shewanella denitrificans"	"S"	192073	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Haemophilus parainfluenzae"	"S"	729	3	NA	1	NA	NA	3	NA	NA	NA	NA	NA	2	NA	0.01362	NA	0.01362	NA	NA	0.001587	NA	NA	NA	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Haemophilus"
"Saccharophagus"	"G"	316625	4	NA	1	NA	NA	1	NA	NA	4	NA	NA	1	NA	0.01362	NA	0.01362	NA	NA	0.0005289	NA	NA	0.002247	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Cellvibrionaceae"
"Saccharophagus degradans"	"S"	86304	4	NA	1	NA	NA	1	NA	NA	4	NA	NA	1	NA	0.01362	NA	0.01362	NA	NA	0.0005289	NA	NA	0.002247	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Cellvibrionaceae>Saccharophagus"
"Gilliamella"	"G"	1193503	28	NA	1	1	NA	NA	NA	NA	28	NA	NA	2	NA	0.01573	NA	0.01362	0.0006291	NA	NA	NA	NA	0.01573	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Orbales>Orbaceae"
"Gilliamella apicola"	"S"	1196095	28	NA	1	1	NA	NA	NA	NA	28	NA	NA	2	NA	0.01573	NA	0.01362	0.0006291	NA	NA	NA	NA	0.01573	NA	NA	0.002255	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Orbales>Orbaceae>Gilliamella"
"Myxococcus hansupus"	"S"	1297742	1	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Myxococcaceae>Myxococcus"
"Anaeromyxobacter sp. Fw109-5"	"S"	404589	2	NA	1	NA	NA	2	NA	1	NA	NA	NA	NA	NA	1.087	NA	0.01362	NA	NA	0.001058	NA	1.087	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Anaeromyxobacteraceae>Anaeromyxobacter"
"Desulfomicrobium baculatum"	"S"	899	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.01362	NA	0.01362	NA	NA	0.0005289	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfomicrobiaceae>Desulfomicrobium"
"Pelobacter acetylenicus"	"S"	29542	2	NA	1	1	NA	2	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	0.0006291	NA	0.001058	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae>Pelobacter"
"Lachnoclostridium phocaeense"	"S"	1871021	3	NA	1	1	NA	NA	NA	NA	NA	NA	NA	3	NA	0.01362	NA	0.01362	0.0006291	NA	NA	NA	NA	NA	NA	NA	0.003383	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>Lachnoclostridium"
"Moorella"	"G"	44260	5	NA	1	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	0.002809	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae>Moorella&nbsp;group"
"Moorella thermoacetica"	"S"	1525	5	NA	1	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	0.002809	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae>Moorella&nbsp;group>Moorella"
"Aerococcus urinae"	"S"	1376	63	NA	1	1	NA	NA	NA	NA	63	NA	NA	NA	NA	0.03539	NA	0.01362	0.0006291	NA	NA	NA	NA	0.03539	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae>Aerococcus"
"Bacillus sp. FJAT-14266"	"S"	1837130	187	NA	1	1	NA	3	NA	NA	187	NA	NA	1	NA	0.1051	NA	0.01362	0.0006291	NA	0.001587	NA	NA	0.1051	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Paenibacillus sp. BIHB4019"	"S"	1870819	7	NA	1	NA	NA	NA	NA	NA	7	NA	NA	1	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	0.003933	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Anaerococcus mediterraneensis"	"S"	1870984	25	NA	1	1	NA	2	NA	NA	25	NA	NA	1	NA	0.01404	NA	0.01362	0.0006291	NA	0.001058	NA	NA	0.01404	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Tissierellia>Tissierellales>Peptoniphilaceae>Anaerococcus"
"Microbacterium sp. str. 'China'"	"S"	2103230	12	NA	2	1	NA	9	NA	NA	9	NA	NA	12	NA	0.02724	NA	0.02724	0.0006291	NA	0.00476	NA	NA	0.005056	NA	NA	0.01353	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Microbacterium"
"Pseudarthrobacter"	"G"	1742993	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0.5495	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	0.5495	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Pseudarthrobacter chlorophenolicus"	"S"	85085	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0.5495	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	0.5495	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae>Pseudarthrobacter"
"Brachybacterium"	"G"	43668	5	NA	2	2	NA	3	NA	NA	1	NA	NA	5	NA	0.02724	NA	0.02724	0.001258	NA	0.001587	NA	NA	0.0005618	NA	NA	0.005639	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Dermabacteraceae"
"Brachybacterium faecium"	"S"	43669	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Dermabacteraceae>Brachybacterium"
"Brachybacterium sp. VR2415"	"S"	2017485	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Dermabacteraceae>Brachybacterium"
"Dermacoccaceae"	"F"	145357	1	NA	1	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.01362	NA	0.01362	0.0006291	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales"
"Dermacoccus"	"G"	57495	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Dermacoccaceae"
"Dermacoccus nishinomiyaensis"	"S"	1274	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Dermacoccaceae>Dermacoccus"
"Mycobacterium avium complex (MAC)"	"S"	120793	2	NA	2	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1.087	NA	0.02724	0.0006291	NA	NA	NA	1.087	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium"
"Mycobacterium avium"	"S"	1764	1	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1.087	NA	0.01362	NA	NA	NA	NA	1.087	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium>Mycobacterium&nbsp;avium&nbsp;complex&nbsp;(MAC)"
"Mycobacterium chimaera"	"S"	222805	1	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	0.0006291	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium>Mycobacterium&nbsp;avium&nbsp;complex&nbsp;(MAC)"
"Mycobacterium sp. KMS"	"S"	189918	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01362	NA	0.01362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium"
