"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_june_BC01.cladeReads"	"kraken2_classification_june_BC02.cladeReads"	"kraken2_classification_june_BC03.cladeReads"	"kraken2_classification_june_BC04.cladeReads"	"kraken2_classification_june_BC05.cladeReads"	"kraken2_classification_june_BC06.cladeReads"	"kraken2_classification_june_BC07.cladeReads"	"kraken2_classification_june_BC08.cladeReads"	"kraken2_classification_june_BC09.cladeReads"	"kraken2_classification_june_BC10.cladeReads"	"kraken2_classification_june_BC11.cladeReads"	"kraken2_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_classification_june_BC01.cladeReads.."	"kraken2_classification_june_BC02.cladeReads.."	"kraken2_classification_june_BC03.cladeReads.."	"kraken2_classification_june_BC04.cladeReads.."	"kraken2_classification_june_BC05.cladeReads.."	"kraken2_classification_june_BC06.cladeReads.."	"kraken2_classification_june_BC07.cladeReads.."	"kraken2_classification_june_BC08.cladeReads.."	"kraken2_classification_june_BC09.cladeReads.."	"kraken2_classification_june_BC10.cladeReads.."	"kraken2_classification_june_BC11.cladeReads.."	"kraken2_classification_june_BC12.cladeReads.."	"lineage"
"Microbacterium sp. PAMC 28756"	"S"	1795053	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006427	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Microbacterium"
"Microbacterium sp. XT11"	"S"	367477	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006427	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Microbacterium"
"Microterricola"	"G"	518733	1	NA	NA	1	NA	NA	NA	NA	1	NA	NA	1	NA	0.001195	NA	NA	0.0006427	NA	NA	NA	NA	0.0005623	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Microterricola viridarii"	"S"	412690	1	NA	NA	1	NA	NA	NA	NA	1	NA	NA	1	NA	0.001195	NA	NA	0.0006427	NA	NA	NA	NA	0.0005623	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Microterricola"
"Serinicoccus"	"G"	265976	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006427	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Intrasporangiaceae"
"Serinicoccus sp. JLT9"	"S"	1758689	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006427	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Intrasporangiaceae>Serinicoccus"
"Intrasporangium"	"G"	53357	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006427	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Intrasporangiaceae"
"Intrasporangium calvum"	"S"	53358	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006427	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Intrasporangiaceae>Intrasporangium"
"Beutenbergiaceae"	"F"	125316	3	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001928	NA	NA	0.001928	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales"
"Miniimonas"	"G"	947525	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006427	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Beutenbergiaceae"
"Miniimonas sp. S16"	"S"	2171623	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006427	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Beutenbergiaceae>Miniimonas"
"Streptomyces sp. Sge12"	"S"	1972846	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006427	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces formicae"	"S"	1616117	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006427	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sviceus"	"S"	285530	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006427	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. CB09001"	"S"	2083284	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006427	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces lydicus"	"S"	47763	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006427	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces xiamenensis"	"S"	408015	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006427	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptosporangiaceae"	"F"	2004	2	NA	NA	1	NA	1	NA	NA	NA	NA	NA	2	NA	0.00239	NA	NA	0.0006427	NA	0.0005392	NA	NA	NA	NA	NA	0.00239	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales"
"Nonomuraea"	"G"	83681	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00239	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	0.00239	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Streptosporangiaceae"
"Nonomuraea sp. ATCC 55076"	"S"	1909395	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00239	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	0.00239	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Streptosporangiaceae>Nonomuraea"
"Marmoricola"	"G"	86795	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00239	NA	NA	0.001285	NA	NA	NA	NA	NA	NA	NA	0.00239	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"Marmoricola scoriae"	"S"	642780	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00239	NA	NA	0.001285	NA	NA	NA	NA	NA	NA	NA	0.00239	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Marmoricola"
"Aeromicrobium marinum"	"S"	219314	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	0.001195	NA	NA	0.0006427	NA	0.0005392	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Aeromicrobium"
"Auraticoccus"	"G"	1278221	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001285	NA	NA	0.001285	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Auraticoccus monumenti"	"S"	675864	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001285	NA	NA	0.001285	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Auraticoccus"
"Tessaracoccus sp. T2.5-30"	"S"	1909732	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006427	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Tessaracoccus"
"Tessaracoccus aquimaris"	"S"	1332264	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006427	NA	NA	0.0006427	NA	0.0005392	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae>Tessaracoccus"
"Actinoplanes teichomyceticus"	"S"	1867	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006427	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae>Actinoplanes"
"Allokutzneria"	"G"	1137960	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006427	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae"
"Allokutzneria albata"	"S"	211114	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006427	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae>Allokutzneria"
"Frankia sp. EAN1pec"	"S"	298653	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006427	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Frankiales>Frankiaceae>Frankia"
"Glycomycetales"	"O"	85014	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006427	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Glycomycetaceae"	"F"	85034	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006427	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Glycomycetales"
"Stackebrandtia"	"G"	283810	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006427	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Glycomycetales>Glycomycetaceae"
"Stackebrandtia nassauensis"	"S"	283811	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006427	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Glycomycetales>Glycomycetaceae>Stackebrandtia"
"Denitrobacterium"	"G"	79603	4	NA	NA	3	NA	4	NA	NA	NA	NA	NA	NA	NA	0.002157	NA	NA	0.001928	NA	0.002157	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Denitrobacterium detoxificans"	"S"	79604	4	NA	NA	3	NA	4	NA	NA	NA	NA	NA	NA	NA	0.002157	NA	NA	0.001928	NA	0.002157	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Denitrobacterium"
"Eggerthella lenta"	"S"	84112	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	0.001195	NA	NA	0.0006427	NA	0.0005392	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Eggerthella"
"Slackia"	"G"	84108	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006427	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Slackia heliotrinireducens"	"S"	84110	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006427	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Slackia"
"Libanicoccus"	"G"	1935188	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001195	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae"
"Libanicoccus massiliensis"	"S"	1871022	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001195	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae>Libanicoccus"
"Coriobacteriaceae"	"F"	84107	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001285	NA	NA	0.001285	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales"
"Collinsella"	"G"	102106	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001285	NA	NA	0.001285	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Coriobacteriaceae"
"Collinsella aerofaciens"	"S"	74426	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001285	NA	NA	0.001285	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Coriobacteriaceae>Collinsella"
"Rubrobacter xylanophilus"	"S"	49319	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006427	NA	NA	0.0006427	NA	0.0005392	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Rubrobacteria>Rubrobacterales>Rubrobacteraceae>Rubrobacter"
"Actinobacteria bacterium IMCC26077"	"S"	1848755	2	NA	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001078	NA	NA	0.0006427	NA	0.001078	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>unclassified&nbsp;Actinobacteria"
"Roseiflexus castenholzii"	"S"	120962	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006427	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Chloroflexi>Chloroflexia>Chloroflexales>Roseiflexineae>Roseiflexaceae>Roseiflexus"
"Sphaerobacteridae"	"-"	85000	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001195	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Chloroflexi>Thermomicrobia"
"Sphaerobacterales"	"O"	85001	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001195	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Chloroflexi>Thermomicrobia>Sphaerobacteridae"
"Sphaerobacterineae"	"-"	255728	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001195	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Chloroflexi>Thermomicrobia>Sphaerobacteridae>Sphaerobacterales"
"Sphaerobacteraceae"	"F"	85002	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001195	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Chloroflexi>Thermomicrobia>Sphaerobacteridae>Sphaerobacterales>Sphaerobacterineae"
"Sphaerobacter"	"G"	2056	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001195	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Chloroflexi>Thermomicrobia>Sphaerobacteridae>Sphaerobacterales>Sphaerobacterineae>Sphaerobacteraceae"
"Sphaerobacter thermophilus"	"S"	2057	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001195	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Chloroflexi>Thermomicrobia>Sphaerobacteridae>Sphaerobacterales>Sphaerobacterineae>Sphaerobacteraceae>Sphaerobacter"
"aphid secondary symbionts"	"-"	146507	63	NA	NA	2	NA	3	NA	NA	63	NA	NA	4	NA	0.03543	NA	NA	0.001285	NA	0.001617	NA	NA	0.03543	NA	NA	0.00478	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>unclassified&nbsp;Enterobacteriaceae>ant,&nbsp;tsetse,&nbsp;mealybug,&nbsp;aphid,&nbsp;etc.&nbsp;endosymbionts"
"Candidatus Hamiltonella"	"G"	568987	35	NA	NA	2	NA	2	NA	NA	35	NA	NA	3	NA	0.01968	NA	NA	0.001285	NA	0.001078	NA	NA	0.01968	NA	NA	0.003585	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>unclassified&nbsp;Enterobacteriaceae>ant,&nbsp;tsetse,&nbsp;mealybug,&nbsp;aphid,&nbsp;etc.&nbsp;endosymbionts>aphid&nbsp;secondary&nbsp;symbionts"
"Candidatus Hamiltonella defensa"	"S"	138072	35	NA	NA	2	NA	2	NA	NA	35	NA	NA	3	NA	0.01968	NA	NA	0.001285	NA	0.001078	NA	NA	0.01968	NA	NA	0.003585	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>unclassified&nbsp;Enterobacteriaceae>ant,&nbsp;tsetse,&nbsp;mealybug,&nbsp;aphid,&nbsp;etc.&nbsp;endosymbionts>aphid&nbsp;secondary&nbsp;symbionts>Candidatus&nbsp;Hamiltonella"
"Enterobacter hormaechei"	"S"	158836	33	NA	NA	1	NA	NA	NA	NA	33	NA	NA	1	NA	0.01856	NA	NA	0.0006427	NA	NA	NA	NA	0.01856	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex"
"Citrobacter koseri"	"S"	545	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006427	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter"
"Candidatus Riesia pediculicola"	"S"	401619	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006427	NA	NA	0.0006427	NA	0.0005392	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Candidatus&nbsp;Riesia"
"Buttiauxella"	"G"	82976	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	0.001195	NA	NA	0.0006427	NA	0.0005392	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae"
"Buttiauxella sp. 3AFRM03"	"S"	2479367	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	0.001195	NA	NA	0.0006427	NA	0.0005392	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Buttiauxella"
"Raoultella"	"G"	160674	2	NA	NA	1	NA	NA	1	NA	2	NA	NA	1	NA	0.7463	NA	NA	0.0006427	NA	NA	0.7463	NA	0.001125	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae"
"Raoultella ornithinolytica"	"S"	54291	2	NA	NA	1	NA	NA	NA	NA	2	NA	NA	1	NA	0.001195	NA	NA	0.0006427	NA	NA	NA	NA	0.001125	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Raoultella"
"Erwinia gerundensis"	"S"	1619313	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006427	NA	NA	0.0006427	NA	0.0005392	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Erwinia"
"Pantoea sp. At-9b"	"S"	592316	11	NA	NA	1	NA	1	NA	NA	11	NA	NA	7	NA	0.008365	NA	NA	0.0006427	NA	0.0005392	NA	NA	0.006186	NA	NA	0.008365	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea"
"Tatumella"	"G"	82986	3	NA	NA	3	NA	NA	NA	NA	3	NA	NA	1	NA	0.001928	NA	NA	0.001928	NA	NA	NA	NA	0.001687	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae"
"Tatumella ptyseos"	"S"	82987	3	NA	NA	3	NA	NA	NA	NA	2	NA	NA	1	NA	0.001928	NA	NA	0.001928	NA	NA	NA	NA	0.001125	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Tatumella"
"Yersinia kristensenii"	"S"	28152	114	NA	NA	2	NA	1	NA	NA	114	NA	NA	9	NA	0.06411	NA	NA	0.001285	NA	0.0005392	NA	NA	0.06411	NA	NA	0.01076	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia"
"Providencia stuartii"	"S"	588	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001195	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Providencia"
"Photorhabdus asymbiotica"	"S"	291112	1	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0006427	NA	NA	0.0006427	NA	NA	NA	NA	0.0005623	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Photorhabdus"
"Legionella clemsonensis"	"S"	1867846	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001285	NA	NA	0.001285	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella"
"Legionella oakridgensis"	"S"	29423	4	NA	NA	1	NA	4	NA	NA	NA	NA	NA	4	NA	0.00478	NA	NA	0.0006427	NA	0.002157	NA	NA	NA	NA	NA	0.00478	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella"
"Pseudomonas fragi"	"S"	296	1	NA	NA	1	NA	NA	NA	NA	1	NA	NA	1	NA	0.001195	NA	NA	0.0006427	NA	NA	NA	NA	0.0005623	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;chlororaphis&nbsp;group"
"Pseudomonas sabulinigri"	"S"	472181	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006427	NA	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
