"name"	"taxRank"	"taxID"	"Max"	"BC01.txt.cladeReads"	"BC02.txt.cladeReads"	"BC03.txt.cladeReads"	"BC04.txt.cladeReads"	"BC05.txt.cladeReads"	"BC06.txt.cladeReads"	"BC07.txt.cladeReads"	"BC08.txt.cladeReads"	"BC09.txt.cladeReads"	"BC10.txt.cladeReads"	"BC11.txt.cladeReads"	"BC12.txt.cladeReads"	"Max.1"	"BC01.txt.cladeReads.."	"BC02.txt.cladeReads.."	"BC03.txt.cladeReads.."	"BC04.txt.cladeReads.."	"BC05.txt.cladeReads.."	"BC06.txt.cladeReads.."	"BC07.txt.cladeReads.."	"BC08.txt.cladeReads.."	"BC09.txt.cladeReads.."	"BC10.txt.cladeReads.."	"BC11.txt.cladeReads.."	"BC12.txt.cladeReads.."	"lineage"
"Acinetobacter johnsonii"	"S"	40214	12	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	12	NA	0.01694	NA	NA	NA	NA	NA	NA	NA	0.001144	NA	NA	0.01694	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter"
"Alteromonas stellipolaris"	"S"	233316	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Alteromonas"
"Marinobacter salarius"	"S"	1420917	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001412	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Marinobacter"
"Marinobacter salinus"	"S"	1874317	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Marinobacter"
"Shewanella oneidensis"	"S"	70863	8	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0.004574	NA	NA	NA	NA	NA	NA	NA	0.004574	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Shewanella sp. W3-18-1"	"S"	351745	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.002287	NA	NA	NA	NA	NA	NA	NA	0.002287	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Shewanella violacea"	"S"	60217	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	2	NA	0.002823	NA	NA	NA	NA	NA	NA	NA	0.001144	NA	NA	0.002823	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Shewanella marisflavi"	"S"	260364	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Pseudoalteromonas phenolica"	"S"	161398	11	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	1	NA	0.00629	NA	NA	NA	NA	NA	NA	NA	0.00629	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae>Pseudoalteromonas"
"Pseudoalteromonas sp. 13-15"	"S"	1761891	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae>Pseudoalteromonas"
"Thalassotalea crassostreae"	"S"	1763536	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001715	NA	NA	NA	NA	NA	NA	NA	0.001715	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Colwelliaceae>Thalassotalea"
"Haemophilus sp. oral taxon 036"	"S"	712310	62	NA	NA	NA	NA	NA	NA	NA	62	NA	NA	1	NA	0.03545	NA	NA	NA	NA	NA	NA	NA	0.03545	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Haemophilus"
"[Haemophilus] ducreyi"	"S"	730	12	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	NA	0.006861	NA	NA	NA	NA	NA	NA	NA	0.006861	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Haemophilus"
"Haemophilus pittmaniae"	"S"	249188	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Haemophilus"
"Aggregatibacter aphrophilus"	"S"	732	25	NA	NA	NA	NA	NA	NA	NA	25	NA	NA	1	NA	0.01429	NA	NA	NA	NA	NA	NA	NA	0.01429	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Aggregatibacter"
"Aggregatibacter actinomycetemcomitans"	"S"	714	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	2	NA	0.002823	NA	NA	NA	NA	NA	NA	NA	0.001715	NA	NA	0.002823	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Aggregatibacter"
"Gallibacterium anatis"	"S"	750	21	NA	NA	NA	NA	NA	NA	NA	21	NA	NA	NA	NA	0.01201	NA	NA	NA	NA	NA	NA	NA	0.01201	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Gallibacterium"
"Actinobacillus suis"	"S"	716	9	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	0.005146	NA	NA	NA	NA	NA	NA	NA	0.005146	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Actinobacillus"
"Aeromonas sp. CU5"	"S"	2033033	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001715	NA	NA	NA	NA	NA	NA	NA	0.001715	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas sp. O23A"	"S"	697046	3	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	3	NA	0.004235	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	0.004235	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Oceanisphaera sp. AMac2203"	"S"	1903694	3	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	3	NA	0.004235	NA	NA	NA	NA	NA	NA	NA	0.001144	NA	NA	0.004235	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Oceanisphaera"
"Halomonas sp. 1513"	"S"	1883416	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001412	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Halomonas"
"Halomonas aestuarii"	"S"	1897729	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Halomonas"
"Salinicola tamaricis"	"S"	1771309	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Salinicola"
"Kangiella koreensis"	"S"	261964	22	NA	NA	NA	NA	NA	NA	NA	22	NA	NA	NA	NA	0.01258	NA	NA	NA	NA	NA	NA	NA	0.01258	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Kangiellaceae>Kangiella"
"Marinomonas posidonica"	"S"	936476	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Oceanospirillaceae>Marinomonas"
"Bacterioplanes sanyensis"	"S"	1249553	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Oceanospirillaceae>Bacterioplanes"
"Francisella sp. FSC1006"	"S"	1547445	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Francisellaceae>Francisella"
"Thioalkalivibrio sp. K90mix"	"S"	396595	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.002287	NA	NA	NA	NA	NA	NA	NA	0.002287	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae>Thioalkalivibrio"
"Methylomonas methanica"	"S"	421	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001412	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylococcaceae>Methylomonas"
"Microbulbifer agarilyticus"	"S"	260552	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	1	1	1.176	NA	NA	NA	NA	NA	NA	NA	0.001144	NA	NA	0.001412	1.176	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Microbulbiferaceae>Microbulbifer"
"Microbulbifer thermotolerans"	"S"	252514	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001412	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Microbulbiferaceae>Microbulbifer"
"Gluconacetobacter diazotrophicus"	"S"	33996	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001412	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Gluconacetobacter"
"Bradyrhizobium diazoefficiens"	"S"	1355477	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bradyrhizobium"
"Burkholderia stabilis"	"S"	95485	8	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0.004574	NA	NA	NA	NA	NA	NA	NA	0.004574	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia ambifaria"	"S"	152480	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001412	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia territorii"	"S"	1503055	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Pandoraea faecigallinarum"	"S"	656179	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea"
"Helicobacter sp. MIT 01-6242"	"S"	222136	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	2	NA	0.002823	NA	NA	NA	NA	NA	NA	NA	0.001144	NA	NA	0.002823	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter"
"Helicobacter cinaedi"	"S"	213	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter"
"Campylobacter iguaniorum"	"S"	1244531	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter"
"Bacillus atrophaeus"	"S"	1452	40	NA	NA	NA	NA	NA	NA	NA	40	NA	NA	NA	NA	0.02287	NA	NA	NA	NA	NA	NA	NA	0.02287	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group"
"Bacillus paralicheniformis"	"S"	1648923	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.002287	NA	NA	NA	NA	NA	NA	NA	0.002287	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group"
"Bacillus vallismortis"	"S"	72361	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group"
"Bacillus sp. ABP14"	"S"	1892404	28	NA	NA	NA	NA	NA	NA	NA	28	NA	NA	NA	NA	0.01601	NA	NA	NA	NA	NA	NA	NA	0.01601	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus cellulosilyticus"	"S"	1413	17	NA	NA	NA	NA	NA	NA	NA	17	NA	NA	NA	NA	0.00972	NA	NA	NA	NA	NA	NA	NA	0.00972	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus gibsonii"	"S"	79881	16	NA	NA	NA	NA	NA	NA	NA	16	NA	NA	NA	NA	0.009149	NA	NA	NA	NA	NA	NA	NA	0.009149	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus methanolicus"	"S"	1471	15	NA	NA	NA	NA	NA	NA	NA	15	NA	NA	NA	NA	0.008577	NA	NA	NA	NA	NA	NA	NA	0.008577	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus xiamenensis"	"S"	1178537	13	NA	NA	NA	NA	NA	NA	NA	13	NA	NA	NA	NA	0.007433	NA	NA	NA	NA	NA	NA	NA	0.007433	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus clausii"	"S"	79880	12	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	NA	0.006861	NA	NA	NA	NA	NA	NA	NA	0.006861	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus safensis"	"S"	561879	9	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	0.005146	NA	NA	NA	NA	NA	NA	NA	0.005146	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. SDLI1"	"S"	1774743	9	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	0.005146	NA	NA	NA	NA	NA	NA	NA	0.005146	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus pseudofirmus"	"S"	79885	8	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0.004574	NA	NA	NA	NA	NA	NA	NA	0.004574	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. 1NLA3E"	"S"	666686	8	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0.004574	NA	NA	NA	NA	NA	NA	NA	0.004574	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus kochii"	"S"	859143	6	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	1	NA	0.003431	NA	NA	NA	NA	NA	NA	NA	0.003431	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. 275"	"S"	1941347	6	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0.003431	NA	NA	NA	NA	NA	NA	NA	0.003431	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus smithii"	"S"	1479	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.002287	NA	NA	NA	NA	NA	NA	NA	0.002287	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. Pc3"	"S"	1446792	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001715	NA	NA	NA	NA	NA	NA	NA	0.001715	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. OxB-1"	"S"	98228	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus oceanisediminis"	"S"	665099	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. FDAARGOS_235"	"S"	1839798	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Geobacillus thermoleovorans"	"S"	33941	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	2	NA	0.002859	NA	NA	NA	NA	NA	NA	NA	0.002859	NA	NA	0.002823	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Geobacillus>Geobacillus&nbsp;thermoleovorans&nbsp;group"
"Geobacillus sp. Y4.1MC1"	"S"	581103	40	NA	NA	NA	NA	NA	NA	NA	40	NA	NA	NA	NA	0.02287	NA	NA	NA	NA	NA	NA	NA	0.02287	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Geobacillus"
"Geobacillus sp. WCH70"	"S"	471223	19	NA	NA	NA	NA	NA	NA	NA	19	NA	NA	1	NA	0.01086	NA	NA	NA	NA	NA	NA	NA	0.01086	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Geobacillus"
"Geobacillus sp. C56-T3"	"S"	691437	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Geobacillus"
"Geobacillus sp. Y412MC52"	"S"	550542	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Geobacillus"
"Geobacillus genomosp. 3"	"S"	1921421	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	NA	NA	NA	0.0005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Geobacillus"
"Virgibacillus halodenitrificans"	"S"	1482	13	NA	NA	NA	NA	NA	NA	NA	13	NA	NA	1	NA	0.007433	NA	NA	NA	NA	NA	NA	NA	0.007433	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Virgibacillus"
"Virgibacillus pantothenticus"	"S"	1473	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Virgibacillus"
"Virgibacillus sp. 6R"	"S"	1911587	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Virgibacillus"
"Lysinibacillus fusiformis"	"S"	28031	10	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	0.005718	NA	NA	NA	NA	NA	NA	NA	0.005718	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Lysinibacillus"
"Anoxybacillus amylolyticus"	"S"	294699	17	NA	NA	NA	NA	NA	NA	NA	17	NA	NA	NA	NA	0.00972	NA	NA	NA	NA	NA	NA	NA	0.00972	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Anoxybacillus"
"Anoxybacillus flavithermus"	"S"	33934	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001715	NA	NA	NA	NA	NA	NA	NA	0.001715	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Anoxybacillus"
"Terribacillus aidingensis"	"S"	586416	61	NA	NA	NA	NA	NA	NA	NA	61	NA	NA	1	NA	0.03488	NA	NA	NA	NA	NA	NA	NA	0.03488	NA	NA	0.001412	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Terribacillus"
"Parageobacillus thermoglucosidasius"	"S"	1426	17	NA	NA	NA	NA	NA	NA	NA	17	NA	NA	NA	NA	0.00972	NA	NA	NA	NA	NA	NA	NA	0.00972	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Parageobacillus"
"Oceanobacillus iheyensis"	"S"	182710	13	NA	NA	NA	NA	NA	NA	NA	13	NA	NA	2	NA	0.007433	NA	NA	NA	NA	NA	NA	NA	0.007433	NA	NA	0.002823	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Oceanobacillus"
"Aeribacillus pallidus"	"S"	33936	8	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0.004574	NA	NA	NA	NA	NA	NA	NA	0.004574	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Aeribacillus"
"Halobacillus halophilus"	"S"	1570	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	NA	NA	NA	0.001144	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Halobacillus"
