"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_june_BC01.cladeReads"	"kraken2_16s_k21_classification_june_BC02.cladeReads"	"kraken2_16s_k21_classification_june_BC03.cladeReads"	"kraken2_16s_k21_classification_june_BC04.cladeReads"	"kraken2_16s_k21_classification_june_BC05.cladeReads"	"kraken2_16s_k21_classification_june_BC06.cladeReads"	"kraken2_16s_k21_classification_june_BC07.cladeReads"	"kraken2_16s_k21_classification_june_BC08.cladeReads"	"kraken2_16s_k21_classification_june_BC09.cladeReads"	"kraken2_16s_k21_classification_june_BC10.cladeReads"	"kraken2_16s_k21_classification_june_BC11.cladeReads"	"kraken2_16s_k21_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_june_BC01.cladeReads.."	"kraken2_16s_k21_classification_june_BC02.cladeReads.."	"kraken2_16s_k21_classification_june_BC03.cladeReads.."	"kraken2_16s_k21_classification_june_BC04.cladeReads.."	"kraken2_16s_k21_classification_june_BC05.cladeReads.."	"kraken2_16s_k21_classification_june_BC06.cladeReads.."	"kraken2_16s_k21_classification_june_BC07.cladeReads.."	"kraken2_16s_k21_classification_june_BC08.cladeReads.."	"kraken2_16s_k21_classification_june_BC09.cladeReads.."	"kraken2_16s_k21_classification_june_BC10.cladeReads.."	"kraken2_16s_k21_classification_june_BC11.cladeReads.."	"kraken2_16s_k21_classification_june_BC12.cladeReads.."	"lineage"
"Candidatus Blochmannia"	"G"	3478	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001124	NA	NA	NA	NA	NA	NA	NA	0.001124	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Cedecea"	"G"	3496	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001124	NA	NA	NA	NA	NA	NA	NA	0.001124	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Purcelliella"	"G"	3487	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Pseudocitrobacter"	"G"	14642	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Moranella"	"G"	3484	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"endosymbionts8"	"G"	14653	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Enterobacillus"	"G"	26645	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Buttiauxella"	"G"	3475	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Photorhabdus"	"G"	3515	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Brenneria"	"G"	3472	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Lonsdalea"	"G"	3510	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Paralcaligenes"	"G"	26427	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Ruminobacter"	"G"	3328	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Succinivibrionaceae"
"Muribacter"	"G"	14676	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001124	NA	NA	NA	NA	NA	NA	NA	0.001124	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"Marinomonadaceae"	"F"	26766	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Marinomonas"	"G"	26767	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Marinomonadaceae"
"IheB2-23"	"G"	26697	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylomonaceae"
"UBA10353 marine group"	"O"	26861	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Lentilitoribacter"	"G"	26110	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Magnetospirillaceae"	"F"	26183	7	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	7	NA	0.007894	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	0.007894	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Magnetospirillum"	"G"	26184	6	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	6	NA	0.006766	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	0.006766	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Magnetospirillaceae"
"Vulcanibacillus"	"G"	1728	10	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	0.005618	NA	NA	NA	NA	NA	NA	NA	0.005618	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Geobacillus"	"G"	1696	8	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0.004494	NA	NA	NA	NA	NA	NA	NA	0.004494	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Halobacillus"	"G"	1700	6	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	1	NA	0.003371	NA	NA	NA	NA	NA	NA	NA	0.003371	NA	NA	0.001128	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Fictibacillus"	"G"	1694	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.002809	NA	NA	NA	NA	NA	NA	NA	0.002809	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Gracilibacillus"	"G"	1698	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001124	NA	NA	NA	NA	NA	NA	NA	0.001124	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Halolactibacillus"	"G"	1701	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Terribacillus"	"G"	1723	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Cerasibacillus"	"G"	1692	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Lentibacillus"	"G"	1702	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"uncultured"	"G"	1729	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Salimicrobium"	"G"	1714	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Aureibacillus"	"G"	25614	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Aquibacillus"	"G"	11265	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Salinicoccus"	"G"	1779	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001124	NA	NA	NA	NA	NA	NA	NA	0.001124	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Staphylococcaceae"
"Jeotgalicoccus"	"G"	1776	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Staphylococcaceae"
"Macrococcus"	"G"	1777	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Staphylococcaceae"
"Brochothrix"	"G"	1738	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Listeriaceae"
"Solibacillus"	"G"	1767	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.002809	NA	NA	NA	NA	NA	NA	NA	0.002809	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Filibacter"	"G"	1758	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Jeotgalibacillus"	"G"	1760	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Kurthia"	"G"	1761	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Planomicrobium"	"G"	1765	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Domibacillus"	"G"	11272	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Desulfuribacillus"	"G"	11271	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Sporolactobacillaceae"	"F"	1771	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.002247	NA	NA	NA	NA	NA	NA	NA	0.002247	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Sporolactobacillus"	"G"	1773	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.002247	NA	NA	NA	NA	NA	NA	NA	0.002247	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Sporolactobacillaceae"
"Alicyclobacillus"	"G"	1676	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Alicyclobacillaceae"
"Pediococcus"	"G"	1838	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.002809	NA	NA	NA	NA	NA	NA	NA	0.002809	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae"
"Vagococcus"	"G"	1835	6	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0.003371	NA	NA	NA	NA	NA	NA	NA	0.003371	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae"
"Pilibacter"	"G"	1833	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001124	NA	NA	NA	NA	NA	NA	NA	0.001124	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae"
"Tetragenococcus"	"G"	1834	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001124	NA	NA	NA	NA	NA	NA	NA	0.001124	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae"
"Catellicoccus"	"G"	1830	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae"
"Pisciglobus"	"G"	1825	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Carnobacterium"	"G"	1818	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Abiotrophia"	"G"	1803	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae"
"P5D1-392"	"F"	1847	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Butyricicoccus"	"G"	2055	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	0.001128	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Family XVII"	"F"	1966	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001124	NA	NA	NA	NA	NA	NA	NA	0.001124	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Sulfobacillus"	"G"	1967	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001124	NA	NA	NA	NA	NA	NA	NA	0.001124	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XVII"
"Desulfitobacterium"	"G"	2030	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"livecontrolB21"	"F"	2082	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Acetobacterium"	"G"	1929	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	0.001128	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Eubacteriaceae"
"Treponema 2"	"G"	26935	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	0.001128	NA	"Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae"
"Mollicutes RF39"	"O"	26946	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Tenericutes>Mollicutes"
"Marinimicrobia (SAR406 clade)"	"P"	11409	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	0.001128	NA	"Bacteria"
"Leptospirillum"	"G"	2284	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae"
"Myrtales"	"O"	5281	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta>Streptophyta>Embryophyta>Tracheophyta>Spermatophyta>Magnoliophyta"
"Punica"	"G"	5298	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	NA	NA	NA	0.0005618	NA	NA	NA	NA	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta>Streptophyta>Embryophyta>Tracheophyta>Spermatophyta>Magnoliophyta>Myrtales"
"Glaciimonas"	"G"	26396	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Lampropedia"	"G"	26406	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidatus Protistobacter"	"G"	26376	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"MM1"	"G"	26517	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Quatrionicoccus"	"G"	26572	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"GOUTA6"	"G"	26543	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"cr616"	"G"	26549	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"mle1-7"	"G"	26550	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"Microvirgula"	"G"	26346	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Aquaspirillaceae"
"Formivibrio"	"G"	26479	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	0.005639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005639	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinibacteraceae"
"Leeiaceae"	"F"	26512	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Leeia"	"G"	26513	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Leeiaceae"
"Budvicia"	"G"	3474	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"endosymbionts2"	"G"	14647	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Alkanindiges"	"G"	3712	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Xylella"	"G"	3823	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Alishewanella"	"G"	3338	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0.004511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004511	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae"
"Thalassotalea"	"G"	11506	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Colwelliaceae"
"Moritellaceae"	"F"	3388	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"uncultured"	"G"	26315	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Moritellaceae"
"uncultured"	"F"	14621	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Gallaecimonadaceae"	"F"	26311	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Gallaecimonas"	"G"	26312	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Gallaecimonadaceae"
"Porticoccaceae"	"F"	11538	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003383	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales"
"Porticoccus"	"G"	11540	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002255	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Porticoccaceae"
"C1-B045"	"G"	11539	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001128	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Porticoccaceae"
