	1-April_genus.tsv	1-August_genus.tsv	1-June_genus.tsv	2-April_genus.tsv	2-August_genus.tsv	3-April_genus.tsv	4-April_genus.tsv	4-August_genus.tsv	5-April_genus.tsv	5-August_genus.tsv	6-August_genus.tsv	6-June_genus.tsv	7-April_genus.tsv	8-April_genus.tsv	9.1-August_genus.tsv	9.2-August_genus.tsv	Mock-April_genus.tsv	Mock-August_genus.tsv	Mock-June_genus.tsv	N-August_genus.tsv
Kerstersia	5.0	2.0	1.0	9.0	2.0	5.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ketogulonicigenium	0.0	1.0	2.0	1.0	3.0	0.0	0.0	5.0	0.0	1.0	3.0	4.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Kiloniellaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Kingella	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kinneretia	0.0	0.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kistimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kitasatospora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Klebsiella	8.0	8.0	13.0	10.0	0.0	7.0	7.0	9.0	1.0	2.0	4.0	0.0	20.0	14.0	3.0	0.0	109.0	92.0	134.0	8.0
Kluyvera	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	6.0	17.0	0.0
Knoellia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0
Kocuria	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0
Kosakonia	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	23.0	12.0	32.0	0.0
Kouleothrix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0
Kurthia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LD29	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Labedella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Labrenzia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Labrys	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0
Lachnoclostridium	4.0	0.0	0.0	9.0	0.0	8.0	0.0	0.0	9.0	1.0	0.0	0.0	2.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0
Lachnoclostridium 5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lachnospira	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lachnospiraceae (uncultured)	15.0	0.0	3.0	18.0	4.0	15.0	5.0	7.0	10.0	5.0	3.0	0.0	2.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0
Lachnospiraceae AC2044 group	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Lachnospiraceae FCS020 group	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lachnospiraceae NC2004 group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Lachnospiraceae ND3007 group	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Lachnospiraceae NK3A20 group	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lachnospiraceae NK4A136 group	6.0	0.0	0.0	17.0	1.0	12.0	1.0	6.0	10.0	7.0	4.0	0.0	4.0	8.0	2.0	0.0	0.0	0.0	0.0	11.0
Lachnospiraceae UCG-001	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lachnospiraceae UCG-004	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lachnospiraceae UCG-008	1.0	1.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Lachnospiraceae XPB1014 group	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lachnotalea	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lacibacter	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lacibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lacihabitans	41.0	7.0	22.0	20.0	1.0	42.0	55.0	11.0	78.0	12.0	10.0	50.0	15.0	28.0	6.0	0.0	0.0	0.0	0.0	45.0
Lactobacillus	7.0	1.0	14.0	4.0	5.0	8.0	3.0	0.0	7.0	12.0	8.0	8.0	7.0	11.0	1.0	9.0	1327.0	1304.0	1465.0	0.0
Lactococcus	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	2.0	0.0
Lactovum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Lacunisphaera	14.0	18.0	9.0	23.0	11.0	26.0	25.0	55.0	39.0	49.0	26.0	10.0	97.0	11.0	16.0	3.0	0.0	0.0	0.0	4.0
Lamprocystis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lampropedia	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lapillicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Laribacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Larkinella	2.0	2.0	0.0	0.0	2.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
Lautropia	24.0	12.0	16.0	36.0	14.0	19.0	18.0	39.0	26.0	37.0	41.0	21.0	17.0	46.0	12.0	13.0	0.0	0.0	0.0	12.0
Lawsonella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Leadbetterella	9.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Leeiaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Legionella	22.0	28.0	11.0	37.0	16.0	14.0	22.0	57.0	10.0	31.0	15.0	14.0	201.0	44.0	25.0	22.0	0.0	0.0	0.0	0.0
Legionellaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Leifsonia	0.0	10.0	14.0	2.0	11.0	0.0	0.0	7.0	0.0	3.0	5.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	2.0
Leisingera	2.0	0.0	1.0	8.0	10.0	3.0	1.0	11.0	2.0	4.0	9.0	8.0	11.0	6.0	6.0	5.0	0.0	0.0	0.0	0.0
Lelliottia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0
Lentibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lentilitoribacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lentimicrobium	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	5.0	3.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0
Lentimonas	1.0	0.0	0.0	11.0	0.0	19.0	15.0	19.0	16.0	33.0	22.0	0.0	24.0	5.0	7.0	0.0	0.0	0.0	0.0	3.0
Lentisphaera	0.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	1.0	4.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Leptolyngbya ANT.L52.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Leptolyngbyaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Leptospira	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	6.0	0.0	2.0	0.0	0.0	32.0	2.0	0.0	0.0	0.0	0.0	0.0
Leptospirillum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Leptothrix	58.0	45.0	56.0	100.0	31.0	53.0	79.0	54.0	66.0	82.0	68.0	123.0	29.0	86.0	14.0	30.0	0.0	0.0	0.0	15.0
Leptotrichiaceae (uncultured)	6.0	1.0	0.0	1.0	2.0	4.0	0.0	2.0	5.0	1.0	4.0	0.0	1.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0
Leucobacter	0.0	9.0	16.0	1.0	9.0	5.0	1.0	2.0	2.0	9.0	5.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	10.0
Leuconostoc	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lewinella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Limnobacter	23.0	18.0	17.0	21.0	12.0	11.0	17.0	21.0	18.0	16.0	12.0	8.0	18.0	27.0	6.0	8.0	0.0	0.0	0.0	3.0
Limnohabitans	1936.0	2269.0	2877.0	2778.0	1857.0	1750.0	2624.0	2851.0	2255.0	3523.0	3460.0	5170.0	728.0	1136.0	755.0	1226.0	4.0	3.0	9.0	1295.0
Limnothrix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Listeria	0.0	1.0	4.0	1.0	2.0	3.0	1.0	3.0	1.0	6.0	3.0	9.0	1.0	1.0	1.0	0.0	1134.0	1452.0	1736.0	0.0
Litorimicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Loktanella	1.0	1.0	8.0	11.0	16.0	1.0	4.0	12.0	8.0	7.0	8.0	18.0	17.0	11.0	13.0	13.0	0.0	0.0	0.0	0.0
Lonsdalea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Luteibacter	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
Luteimonas	0.0	0.0	0.0	19.0	0.0	0.0	1.0	2.0	3.0	3.0	7.0	3.0	3.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0
Luteitalea	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Luteolibacter	0.0	0.0	0.0	2.0	0.0	0.0	4.0	2.0	2.0	1.0	1.0	4.0	7.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Lutimaribacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lutispora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	11.0
Lyngbya PCC-7419	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lysinibacillus	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	2.0	0.0
Lysinimonas	0.0	0.0	6.0	1.0	5.0	0.0	0.0	3.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0
Lysobacter	6.0	6.0	7.0	25.0	3.0	1.0	3.0	16.0	11.0	8.0	4.0	11.0	3.0	57.0	2.0	6.0	0.0	0.0	0.0	8.0
M2PT2-76 termite group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MB11C04 marine group	1.0	0.0	0.0	1.0	0.0	4.0	2.0	5.0	0.0	10.0	1.0	0.0	5.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0
MD3-55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ML602J-51	0.0	6.0	18.0	3.0	19.0	2.0	2.0	4.0	1.0	4.0	6.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	10.0
MM2	0.0	1.0	4.0	0.0	0.0	0.0	0.0	4.0	1.0	3.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MN 122.2a	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	4.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0
MND1	12.0	13.0	23.0	41.0	20.0	6.0	13.0	37.0	24.0	17.0	17.0	15.0	7.0	14.0	6.0	11.0	0.0	0.0	0.0	6.0
MSBL3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MWH-Ta3	3.0	57.0	60.0	3.0	87.0	3.0	4.0	71.0	0.0	63.0	40.0	9.0	2.0	1.0	19.0	5.0	0.0	1.0	0.0	53.0
MWH-UniP1 aquatic group	61.0	51.0	66.0	77.0	42.0	62.0	69.0	63.0	54.0	59.0	96.0	75.0	33.0	47.0	32.0	28.0	0.0	0.0	0.0	34.0
Macellibacteroides	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Macromonas	10.0	18.0	11.0	21.0	8.0	10.0	18.0	12.0	13.0	21.0	19.0	14.0	9.0	12.0	5.0	0.0	0.0	0.0	0.0	0.0
Magnetococcus	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Magnetospira	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Magnetospiraceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0
Magnetospirillaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Magnetospirillum	0.0	3.0	3.0	3.0	2.0	3.0	2.0	18.0	0.0	3.0	0.0	0.0	25.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Malikia	10.0	6.0	11.0	19.0	3.0	9.0	20.0	11.0	14.0	15.0	7.0	14.0	7.0	6.0	2.0	0.0	0.0	0.0	0.0	4.0
Mameliella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Mangrovibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Maribius	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Marinagarivorans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Marinibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Marinifilaceae (uncultured)	2.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Marinifilum	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Marinilabiliaceae (uncultured)	1.0	2.0	0.0	0.0	4.0	1.0	0.0	0.0	5.0	0.0	2.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Marinobacter	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Marinobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Marinomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Marinoscillum	5.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	4.0	2.0	1.0	0.0	2.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
Marinospirillum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Marinovum	0.0	0.0	0.0	2.0	3.0	0.0	3.0	4.0	0.0	0.0	3.0	4.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
Maritalea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Maritimibacter	0.0	0.0	0.0	3.0	4.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	5.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Maritimimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Marivita	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	3.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Marivivens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Marmoricola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Martelella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Massilia	933.0	289.0	335.0	1035.0	210.0	660.0	763.0	452.0	797.0	438.0	540.0	490.0	429.0	577.0	146.0	252.0	4.0	1.0	1.0	247.0
Megamonas	2.0	2.0	0.0	0.0	0.0	3.0	0.0	2.0	3.0	5.0	1.0	3.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Megasphaera	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Meniscus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mesorhizobium	5.0	7.0	11.0	37.0	22.0	2.0	17.0	25.0	10.0	11.0	12.0	13.0	77.0	42.0	14.0	15.0	0.0	0.0	0.0	7.0
Metallibacterium	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methylacidiphilaceae (uncultured)	1.0	0.0	0.0	1.0	0.0	2.0	4.0	4.0	3.0	6.0	5.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Methylarcula	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methylibium	2.0	0.0	0.0	2.0	0.0	2.0	3.0	2.0	0.0	1.0	3.0	0.0	0.0	2.0	1.0	9.0	0.0	0.0	0.0	0.0
Methylobacillus	12.0	4.0	20.0	1.0	2.0	6.0	5.0	4.0	2.0	9.0	13.0	6.0	12.0	3.0	1.0	0.0	0.0	0.0	0.0	3.0
Methylobacterium	3.0	3.0	5.0	20.0	8.0	1.0	11.0	9.0	10.0	2.0	10.0	0.0	498.0	15.0	5.0	14.0	0.0	0.0	0.0	698.0
Methylocapsa	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methyloceanibacter	0.0	0.0	0.0	6.0	3.0	0.0	1.0	4.0	0.0	0.0	2.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Methylocella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methylococcaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methylocystis	0.0	0.0	0.0	4.0	2.0	2.0	3.0	3.0	0.0	4.0	0.0	0.0	8.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Methyloferula	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methyloligellaceae (uncultured)	0.0	5.0	8.0	32.0	25.0	4.0	11.0	27.0	2.0	6.0	11.0	12.0	69.0	5.0	2.0	7.0	0.0	0.0	0.0	12.0
Methyloparacoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Methylophaga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methylophilaceae (uncultured)	42.0	130.0	342.0	8.0	70.0	30.0	25.0	286.0	37.0	288.0	377.0	245.0	28.0	17.0	92.0	94.0	0.0	0.0	0.0	209.0
Methylophilus	34.0	11.0	31.0	12.0	2.0	7.0	19.0	38.0	14.0	25.0	27.0	43.0	47.0	6.0	6.0	0.0	0.0	0.0	0.0	9.0
Methylopila	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methylorosula	0.0	1.0	0.0	2.0	0.0	0.0	3.0	1.0	0.0	1.0	2.0	0.0	2.0	19.0	6.0	8.0	0.0	0.0	0.0	0.0
Methylosinus	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methylotenera	131.0	29.0	64.0	36.0	6.0	40.0	50.0	53.0	36.0	23.0	25.0	28.0	117.0	41.0	10.0	7.0	0.0	0.0	0.0	25.0
Methyloversatilis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Methylovirgula	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0
Methylovorus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Micavibrionaceae (uncultured)	0.0	1.0	0.0	0.0	8.0	0.0	1.0	11.0	11.0	6.0	1.0	0.0	16.0	2.0	11.0	0.0	0.0	0.0	0.0	0.0
