	1-April_genus.tsv	1-August_genus.tsv	1-June_genus.tsv	2-April_genus.tsv	2-August_genus.tsv	3-April_genus.tsv	4-April_genus.tsv	4-August_genus.tsv	5-April_genus.tsv	5-August_genus.tsv	6-August_genus.tsv	6-June_genus.tsv	7-April_genus.tsv	8-April_genus.tsv	9.1-August_genus.tsv	9.2-August_genus.tsv	Mock-April_genus.tsv	Mock-August_genus.tsv	Mock-June_genus.tsv	N-August_genus.tsv
Ferrovum	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Ferruginibacter	14.0	5.0	2.0	12.0	3.0	9.0	21.0	5.0	38.0	11.0	9.0	17.0	11.0	157.0	8.0	9.0	0.0	0.0	0.0	13.0
Fibrella	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fibrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fibrobacteraceae (uncultured)	18.0	37.0	18.0	24.0	34.0	23.0	14.0	63.0	22.0	44.0	23.0	5.0	16.0	7.0	15.0	6.0	0.0	0.0	0.0	5.0
Fictibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Filimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Filomicrobium	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
Fimbriiglobus	0.0	5.0	0.0	8.0	0.0	0.0	1.0	10.0	0.0	5.0	2.0	0.0	2.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0
Fimbriimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fischerella PCC-9339	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flammeovirga	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flammeovirgaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flavihumibacter	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Flavisolibacter	0.0	2.0	0.0	0.0	3.0	5.0	3.0	2.0	7.0	6.0	2.0	0.0	0.0	19.0	2.0	0.0	0.0	0.0	0.0	0.0
Flavitalea	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Flavobacteriaceae (uncultured)	2.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	5.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flavobacterium	1348.0	681.0	743.0	212.0	899.0	1613.0	1065.0	240.0	1138.0	247.0	216.0	97.0	290.0	343.0	261.0	420.0	3.0	2.0	0.0	1705.0
Flectobacillus	38.0	34.0	32.0	4.0	29.0	31.0	27.0	9.0	18.0	22.0	16.0	12.0	12.0	14.0	19.0	22.0	0.0	0.0	0.0	33.0
Flexibacter	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fluviicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fluviicola	193.0	171.0	169.0	34.0	284.0	230.0	112.0	60.0	166.0	101.0	74.0	22.0	63.0	49.0	189.0	154.0	0.0	0.0	0.0	199.0
Fluviimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fodinicola	0.0	1.0	0.0	1.0	2.0	0.0	2.0	6.0	0.0	4.0	1.0	0.0	0.0	8.0	60.0	69.0	0.0	0.0	0.0	11.0
Fonticella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fontimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Formivibrio	0.0	1.0	5.0	0.0	0.0	0.0	0.0	6.0	0.0	1.0	1.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Fournierella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Francisella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Franconibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	6.0	0.0
Frateuria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Friedmanniella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Frigidibacter	0.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Frigoribacterium	0.0	12.0	11.0	1.0	13.0	0.0	0.0	5.0	0.0	8.0	3.0	2.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	9.0
Frondihabitans	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
FukuN18 freshwater group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FukuN57	0.0	2.0	0.0	1.0	0.0	0.0	3.0	6.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Fulvivirga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fusibacter	0.0	0.0	0.0	0.0	0.0	5.0	1.0	1.0	3.0	5.0	1.0	0.0	2.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0
Fusicatenibacter	7.0	0.0	0.0	5.0	0.0	8.0	6.0	0.0	2.0	5.0	1.0	0.0	1.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
Fusobacterium	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA-900066225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA-900066575	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GKS98 freshwater group	72.0	25.0	117.0	58.0	12.0	29.0	17.0	64.0	45.0	97.0	107.0	63.0	29.0	34.0	151.0	186.0	0.0	0.0	0.0	55.0
GOUTA6	1.0	4.0	0.0	5.0	0.0	1.0	0.0	1.0	2.0	2.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GOUTB8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GWE2-31-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gaiella	0.0	0.0	0.0	2.0	1.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Galbitalea	0.0	2.0	2.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gallionella	13.0	12.0	9.0	29.0	5.0	11.0	10.0	19.0	22.0	22.0	8.0	2.0	28.0	7.0	2.0	0.0	0.0	0.0	0.0	15.0
Gallionellaceae (uncultured)	1.0	2.0	0.0	5.0	0.0	3.0	6.0	2.0	7.0	7.0	2.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	5.0
Garciella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geitlerinema PCC-7105	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Gemella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geminicoccaceae (uncultured)	0.0	0.0	0.0	3.0	0.0	0.0	1.0	3.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geminicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geminocystis PCC-6308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Gemmata	0.0	1.0	3.0	19.0	1.0	0.0	4.0	7.0	2.0	3.0	1.0	9.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Gemmataceae (uncultured)	6.0	8.0	3.0	51.0	5.0	0.0	13.0	22.0	6.0	13.0	8.0	8.0	12.0	21.0	2.0	8.0	0.0	0.0	0.0	0.0
Gemmatimonadaceae (uncultured)	4.0	16.0	8.0	50.0	28.0	4.0	7.0	47.0	18.0	9.0	18.0	15.0	167.0	26.0	8.0	9.0	0.0	0.0	0.0	11.0
Gemmatimonas	0.0	2.0	0.0	12.0	12.0	0.0	0.0	23.0	8.0	38.0	56.0	4.0	41.0	16.0	84.0	138.0	0.0	0.0	0.0	6.0
Gemmobacter	8.0	6.0	23.0	26.0	20.0	2.0	10.0	26.0	6.0	14.0	24.0	26.0	39.0	9.0	27.0	25.0	0.0	0.0	0.0	4.0
Geoalkalibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geobacter	4.0	0.0	0.0	8.0	1.0	4.0	4.0	8.0	14.0	2.0	5.0	2.0	70.0	16.0	1.0	0.0	0.0	0.0	0.0	0.0
Geodermatophilus	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Geomicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Georgfuchsia	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geothermobacter	0.0	1.0	2.0	6.0	2.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	25.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Geothrix	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Gibbsiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Giesbergeria	1.0	1.0	0.0	3.0	0.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Gillisia	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Glaciimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gleocapsa	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Glutamicibacter	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0
Gordonia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gottschalkia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Granulicatella	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	4.0	1.0	1.0	0.0
Granulosicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gulbenkiania	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HIMB11	1.0	2.0	0.0	3.0	2.0	0.0	0.0	2.0	0.0	3.0	1.0	1.0	7.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0
Haematobacter	20.0	30.0	88.0	98.0	134.0	32.0	81.0	151.0	32.0	76.0	94.0	150.0	288.0	65.0	168.0	162.0	0.0	1.0	0.0	12.0
Haematospirillum	0.0	3.0	0.0	0.0	13.0	0.0	2.0	43.0	0.0	11.0	7.0	0.0	5.0	0.0	7.0	10.0	0.0	0.0	0.0	0.0
Haemophilus	1.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	4.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0
Hafnia-Obesumbacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Haliangium	8.0	30.0	19.0	168.0	13.0	20.0	37.0	160.0	76.0	51.0	42.0	27.0	54.0	1088.0	10.0	6.0	0.0	0.0	0.0	28.0
Halioglobus	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0
Haliscomenobacter	0.0	0.0	0.0	1.0	0.0	1.0	10.0	1.0	2.0	5.0	2.0	3.0	2.0	249.0	0.0	0.0	0.0	0.0	0.0	0.0
Halobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Halobacteriovorax	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Halocynthiibacter	7.0	10.0	24.0	32.0	55.0	7.0	15.0	72.0	5.0	22.0	48.0	48.0	54.0	22.0	85.0	60.0	0.0	0.0	0.0	4.0
Halodurantibacterium	0.0	1.0	13.0	5.0	15.0	0.0	3.0	14.0	0.0	1.0	3.0	5.0	21.0	1.0	14.0	8.0	0.0	0.0	0.0	0.0
Haloferula	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Halomonas	0.0	2.0	1.0	4.0	0.0	0.0	2.0	3.0	3.0	2.0	0.0	0.0	102.0	15.0	3.0	0.0	0.0	0.0	0.0	6.0
Halothiobacillaceae (uncultured)	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Halovulum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hansschlegelia	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HdN1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Helcobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Helicobacter	3.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	5.0	0.0	0.0	0.0	0.0	2.0	7.0	12.0	0.0	0.0	0.0	0.0
Helicobacteraceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Herbaspirillum	87.0	30.0	26.0	69.0	23.0	62.0	62.0	65.0	72.0	56.0	61.0	61.0	45.0	61.0	26.0	21.0	0.0	0.0	0.0	22.0
Herbiconiux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Herbinix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Herminiimonas	52.0	68.0	47.0	50.0	43.0	25.0	40.0	88.0	31.0	93.0	92.0	62.0	23.0	22.0	12.0	10.0	0.0	0.0	0.0	26.0
Herpetosiphon	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hirschia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0
Hoeflea	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Holophagaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Holosporaceae (uncultured)	0.0	1.0	0.0	2.0	0.0	0.0	1.0	1.0	1.0	3.0	3.0	0.0	2.0	2.0	7.0	0.0	0.0	0.0	0.0	0.0
Huakuichenia	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hungatella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Hydrocarboniphaga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hydrogenispora	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hydrogenophaga	321.0	170.0	303.0	612.0	141.0	248.0	324.0	238.0	328.0	259.0	247.0	360.0	134.0	197.0	108.0	148.0	1.0	2.0	2.0	127.0
Hydrogenophilaceae (uncultured)	3.0	5.0	4.0	2.0	2.0	3.0	2.0	1.0	11.0	3.0	3.0	0.0	17.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Hydrogenophilus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Hylemonella	1.0	3.0	0.0	2.0	0.0	0.0	0.0	14.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hymenobacter	6.0	9.0	2.0	1.0	0.0	13.0	2.0	2.0	2.0	1.0	2.0	0.0	1.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0
Hyphomicrobiaceae (uncultured)	0.0	0.0	0.0	3.0	1.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	14.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Hyphomicrobium	5.0	14.0	30.0	76.0	61.0	4.0	36.0	74.0	24.0	26.0	33.0	31.0	160.0	113.0	28.0	41.0	0.0	0.0	0.0	0.0
Hyphomonadaceae (uncultured)	0.0	2.0	0.0	1.0	2.0	0.0	0.0	1.0	2.0	0.0	3.0	0.0	7.0	14.0	1.0	0.0	0.0	0.0	0.0	0.0
Hyphomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hypnocyclicus	9.0	3.0	8.0	0.0	0.0	5.0	3.0	0.0	5.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
IMCC26134	13.0	17.0	83.0	27.0	13.0	23.0	46.0	128.0	76.0	106.0	53.0	205.0	57.0	8.0	4.0	7.0	0.0	0.0	0.0	0.0
IMCC26207	0.0	0.0	3.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	10.0	0.0	3.0	0.0	0.0	0.0	0.0
IS-44	0.0	7.0	1.0	7.0	0.0	2.0	1.0	4.0	5.0	5.0	5.0	0.0	2.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
Iamia	0.0	1.0	2.0	3.0	2.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0
Ideonella	29.0	24.0	27.0	47.0	21.0	27.0	28.0	39.0	40.0	41.0	55.0	49.0	16.0	51.0	15.0	19.0	0.0	0.0	0.0	16.0
Ignatzschineria	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ignavibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IheB2-31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ilumatobacter	0.0	3.0	7.0	5.0	1.0	0.0	3.0	5.0	1.0	2.0	3.0	4.0	3.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
Ilumatobacteraceae (uncultured)	0.0	0.0	2.0	5.0	5.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	4.0	0.0	0.0	0.0	0.0
Immundisolibacteraceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Inhella	7.0	4.0	4.0	10.0	0.0	5.0	5.0	6.0	7.0	9.0	0.0	7.0	3.0	7.0	3.0	8.0	0.0	0.0	0.0	15.0
Insolitispirillum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Intestinibacter	0.0	0.0	0.0	3.0	5.0	0.0	0.0	8.0	2.0	3.0	6.0	4.0	0.0	12.0	4.0	7.0	0.0	0.0	0.0	128.0
Intestinimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Intrasporangiaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Iodobacter	0.0	0.0	1.0	0.0	0.0	2.0	5.0	3.0	0.0	0.0	0.0	0.0	18.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Isosphaeraceae (uncultured)	3.0	3.0	0.0	9.0	4.0	1.0	1.0	13.0	0.0	8.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Izhakiella	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	2.0	0.0
JGI 0001001-H03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Janibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Jannaschia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Janthinobacterium	106.0	63.0	53.0	113.0	37.0	74.0	71.0	66.0	88.0	62.0	78.0	89.0	43.0	61.0	25.0	47.0	0.0	0.0	0.0	32.0
Jejudonia	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Jeotgalibaca	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	1.0	0.0	5.0	0.0
Jeotgalicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KCM-B-112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kaistia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kamptonema PCC-6407	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
