	1-April_genus.tsv	1-August_genus.tsv	1-June_genus.tsv	2-April_genus.tsv	2-August_genus.tsv	3-April_genus.tsv	4-April_genus.tsv	4-August_genus.tsv	5-April_genus.tsv	5-August_genus.tsv	6-August_genus.tsv	6-June_genus.tsv	7-April_genus.tsv	8-April_genus.tsv	9.1-August_genus.tsv	9.2-August_genus.tsv	Mock-April_genus.tsv	Mock-August_genus.tsv	Mock-June_genus.tsv	N-August_genus.tsv
Beijerinckia	0.0	1.0	0.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	10.0	5.0	4.0	0.0	0.0	0.0	0.0	0.0
Beijerinckiaceae (uncultured)	0.0	1.0	3.0	8.0	6.0	0.0	1.0	6.0	2.0	2.0	2.0	0.0	24.0	9.0	5.0	4.0	0.0	0.0	0.0	0.0
Belnapia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bifidobacterium	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Blastocatellaceae (uncultured)	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Blastochloris	0.0	1.0	0.0	3.0	3.0	0.0	0.0	4.0	1.0	1.0	1.0	0.0	12.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0
Blastomonas	0.0	0.0	0.0	3.0	3.0	1.0	4.0	1.0	4.0	1.0	2.0	0.0	8.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0
Blastopirellula	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Blautia	16.0	0.0	3.0	30.0	5.0	23.0	15.0	2.0	20.0	7.0	7.0	1.0	8.0	48.0	5.0	0.0	0.0	0.0	0.0	4.0
Bordetella	11.0	5.0	12.0	10.0	2.0	11.0	9.0	5.0	13.0	14.0	18.0	7.0	11.0	29.0	7.0	6.0	0.0	0.0	0.0	7.0
Bosea	0.0	2.0	3.0	7.0	3.0	1.0	1.0	8.0	2.0	2.0	4.0	0.0	19.0	9.0	4.0	7.0	0.0	0.0	0.0	0.0
Boseongicola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Brachybacterium	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0
Brachymonas	74.0	67.0	93.0	111.0	46.0	48.0	94.0	79.0	85.0	114.0	104.0	119.0	22.0	56.0	14.0	41.0	0.0	0.0	0.0	20.0
Bradyrhizobium	6.0	9.0	10.0	49.0	31.0	14.0	11.0	40.0	16.0	20.0	16.0	14.0	145.0	73.0	29.0	22.0	0.0	0.0	0.0	1834.0
Brenneria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Brevibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Brevibacterium	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Brevundimonas	25.0	5.0	10.0	147.0	29.0	52.0	61.0	24.0	61.0	20.0	31.0	36.0	355.0	59.0	34.0	26.0	0.0	0.0	0.0	0.0
Brochothrix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Brooklawnia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Brucella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bryobacter	0.0	2.0	0.0	4.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0
Buchnera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0
Budvicia	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Burkholderia-Caballeronia-Paraburkholderia	491.0	320.0	369.0	614.0	202.0	339.0	504.0	457.0	505.0	458.0	526.0	514.0	382.0	689.0	146.0	210.0	1.0	0.0	0.0	190.0
Burkholderiaceae (uncultured)	379.0	313.0	428.0	629.0	232.0	296.0	405.0	424.0	439.0	518.0	451.0	658.0	195.0	409.0	130.0	233.0	1.0	2.0	0.0	220.0
Buttiauxella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Butyricicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Butyricimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Butyrivibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Butyrivibrio 2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Byssovorax	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
C1-B045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C39	0.0	9.0	11.0	3.0	8.0	4.0	3.0	15.0	1.0	7.0	5.0	0.0	0.0	3.0	17.0	21.0	0.0	0.0	0.0	16.0
CL500-29 marine group	2.0	7.0	20.0	14.0	12.0	1.0	7.0	16.0	3.0	21.0	9.0	0.0	1.0	26.0	115.0	98.0	0.0	0.0	0.0	0.0
CL500-3	0.0	0.0	0.0	0.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	14.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
CM1G08	2.0	0.0	0.0	8.0	0.0	5.0	5.0	0.0	15.0	2.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Caedibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Caedibacteraceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Caenimonas	23.0	17.0	18.0	26.0	13.0	13.0	18.0	23.0	21.0	33.0	43.0	28.0	9.0	26.0	6.0	19.0	0.0	0.0	0.0	12.0
Caldilineaceae (uncultured)	0.0	1.0	0.0	3.0	1.0	0.0	0.0	1.0	4.0	0.0	1.0	0.0	0.0	20.0	2.0	0.0	0.0	0.0	0.0	0.0
Caldimonas	3.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Calothrix KVSF5	0.0	2.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Calothrix PCC-6303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Camelimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Caminicella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Campylobacter	2.0	1.0	0.0	0.0	0.0	2.0	6.0	4.0	7.0	9.0	3.0	0.0	4.0	2.0	17.0	9.0	0.0	0.0	0.0	0.0
Candidatus Accumulibacter	10.0	2.0	3.0	15.0	1.0	6.0	4.0	3.0	12.0	6.0	6.0	1.0	63.0	35.0	2.0	0.0	0.0	0.0	0.0	0.0
Candidatus Actinomarina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Alysiosphaera	0.0	0.0	2.0	8.0	7.0	0.0	2.0	4.0	0.0	2.0	1.0	2.0	4.0	26.0	4.0	5.0	0.0	0.0	0.0	0.0
Candidatus Amoebophilus	3.0	3.0	0.0	0.0	0.0	7.0	1.0	3.0	2.0	1.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
Candidatus Anammoximicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Ancillula	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Annandia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Aquiluna	6.0	91.0	114.0	22.0	141.0	17.0	14.0	58.0	7.0	31.0	51.0	8.0	3.0	7.0	52.0	25.0	0.0	0.0	0.0	112.0
Candidatus Aquirestis	36.0	0.0	0.0	7.0	0.0	22.0	9.0	0.0	41.0	4.0	5.0	7.0	11.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Bacilloplasma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Bealeia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
Candidatus Benitsuchiphilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Candidatus Berkiella	4.0	3.0	0.0	1.0	0.0	0.0	1.0	4.0	0.0	1.0	1.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Blochmannia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Candidatus Captivus	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0
Candidatus Competibacter	0.0	0.0	0.0	10.0	0.0	0.0	3.0	0.0	2.0	3.0	2.0	0.0	28.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Endoecteinascidia	0.0	0.0	0.0	3.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Endomicrobium	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Finniella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	7.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Flaviluna	0.0	5.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Candidatus Glomeribacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Gortzia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Hartigia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Jidaibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Kinetoplastibacterium	3.0	1.0	0.0	6.0	3.0	1.0	2.0	2.0	2.0	6.0	3.0	1.0	2.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0
Candidatus Liberibacter	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Limnoluna	0.0	4.0	8.0	2.0	9.0	1.0	2.0	14.0	2.0	8.0	2.0	2.0	0.0	1.0	6.0	11.0	0.0	0.0	0.0	5.0
Candidatus Megaira	1.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	7.0	1.0	2.0	0.0	11.0	0.0	7.0	10.0	0.0	0.0	0.0	0.0
Candidatus Methylomirabilis	0.0	1.0	0.0	1.0	0.0	0.0	2.0	7.0	0.0	7.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Methylopumilus	5.0	3.0	5.0	0.0	0.0	3.0	1.0	11.0	2.0	8.0	4.0	1.0	4.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0
Candidatus Microthrix	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Midichloria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Moduliflexus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Nitrotoga	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	6.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Omnitrophus	5.0	4.0	4.0	12.0	6.0	17.0	15.0	19.0	26.0	20.0	24.0	4.0	5.0	10.0	2.0	0.0	0.0	0.0	0.0	0.0
Candidatus Ovatusbacter	2.0	2.0	0.0	2.0	4.0	0.0	1.0	5.0	0.0	2.0	3.0	0.0	12.0	7.0	0.0	0.0	0.0	0.0	0.0	11.0
Candidatus Paracaedibacter	1.0	2.0	2.0	3.0	5.0	2.0	5.0	2.0	2.0	0.0	0.0	0.0	10.0	4.0	15.0	12.0	0.0	0.0	0.0	0.0
Candidatus Planktoluna	7.0	18.0	115.0	11.0	38.0	15.0	13.0	25.0	12.0	20.0	23.0	18.0	4.0	9.0	46.0	31.0	0.0	0.0	0.0	5.0
Candidatus Planktophila	4.0	3.0	10.0	0.0	8.0	5.0	2.0	15.0	4.0	13.0	11.0	0.0	0.0	2.0	81.0	80.0	0.0	0.0	0.0	0.0
Candidatus Portiera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Profftella	2.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0	0.0	3.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Regiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Saccharimonas	0.0	1.0	0.0	1.0	2.0	1.0	2.0	1.0	2.0	2.0	5.0	0.0	0.0	6.0	7.0	0.0	0.0	0.0	0.0	0.0
Candidatus Soleaferrea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Solibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Stammerula	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Symbiobacter	81.0	99.0	140.0	107.0	76.0	69.0	122.0	122.0	90.0	160.0	142.0	154.0	34.0	55.0	22.0	45.0	0.0	0.0	0.0	65.0
Candidatus Tenderia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Tremblaya	1.0	1.0	0.0	2.0	0.0	4.0	3.0	0.0	2.0	0.0	2.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Trichorickettsia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Turbabacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Udaeobacter	0.0	0.0	0.0	2.0	0.0	2.0	0.0	4.0	0.0	6.0	1.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Candidatus Vidania	7.0	1.0	10.0	9.0	7.0	7.0	7.0	5.0	4.0	20.0	9.0	8.0	5.0	12.0	0.0	3.0	0.0	0.0	0.0	0.0
Candidatus Xiphinematobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Zinderia	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidimonas	2.0	0.0	0.0	4.0	0.0	0.0	2.0	2.0	0.0	3.0	4.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Capnocytophaga	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Caproiciproducens	0.0	0.0	0.0	1.0	4.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Cardiobacteriaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Carnobacterium	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Castellaniella	7.0	3.0	5.0	5.0	2.0	6.0	5.0	3.0	6.0	1.0	4.0	3.0	2.0	6.0	2.0	4.0	0.0	0.0	0.0	7.0
Catellicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Caulobacter	10.0	5.0	2.0	37.0	17.0	12.0	21.0	37.0	19.0	3.0	10.0	5.0	175.0	22.0	9.0	15.0	0.0	0.0	0.0	0.0
Caulobacteraceae (uncultured)	2.0	0.0	0.0	5.0	3.0	2.0	3.0	6.0	5.0	0.0	1.0	0.0	28.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Cavicella	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cedecea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Celeribacter	1.0	2.0	3.0	3.0	9.0	2.0	2.0	17.0	1.0	3.0	6.0	5.0	13.0	7.0	13.0	6.0	0.0	0.0	0.0	0.0
Cellulomonas	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Cellulosilyticum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cellulosimicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Cellvibrio	2.0	4.0	3.0	6.0	3.0	0.0	4.0	20.0	1.0	0.0	0.0	0.0	7.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0
Cellvibrionaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Cephaloticoccus	7.0	0.0	5.0	7.0	0.0	16.0	7.0	8.0	9.0	20.0	6.0	7.0	18.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0
Cerasicoccus	7.0	0.0	0.0	28.0	0.0	22.0	9.0	21.0	34.0	38.0	31.0	0.0	31.0	3.0	16.0	9.0	0.0	0.0	0.0	2.0
Cereibacter	14.0	37.0	69.0	42.0	220.0	9.0	43.0	163.0	10.0	57.0	104.0	104.0	116.0	17.0	198.0	176.0	0.0	0.0	0.0	20.0
Cetobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chalicogloea CCALA 975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chelativorans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chelatococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chitinibacter	0.0	4.0	2.0	0.0	7.0	0.0	0.0	34.0	0.0	4.0	8.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Chitinilyticum	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chitinimonas	0.0	5.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chitinivorax	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	3.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Chitinophaga	1.0	1.0	0.0	1.0	0.0	2.0	2.0	0.0	4.0	0.0	3.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Chitinophagaceae (uncultured)	37.0	18.0	7.0	10.0	18.0	22.0	18.0	13.0	40.0	31.0	21.0	11.0	13.0	91.0	19.0	39.0	0.0	0.0	0.0	12.0
Christensenellaceae (uncultured)	0.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Christensenellaceae R-7 group	14.0	6.0	9.0	43.0	6.0	19.0	11.0	13.0	10.0	5.0	9.0	9.0	7.0	27.0	5.0	0.0	0.0	0.0	0.0	0.0
Chromatiaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chromatium	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chromobacterium	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Chroococcidiopsaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chroococcidiopsis PCC-6712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chryseobacterium	4.0	4.0	0.0	1.0	5.0	8.0	6.0	2.0	5.0	5.0	1.0	0.0	1.0	1.0	4.0	8.0	0.0	0.0	0.0	6.0
Chryseoglobus	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chryseolinea	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
Chryseomicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chthoniobacter	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chthonobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Ciceribacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Citreicella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Citrobacter	2.0	2.0	4.0	2.0	1.0	0.0	2.0	2.0	0.0	1.0	1.0	0.0	4.0	1.0	0.0	0.0	57.0	66.0	59.0	0.0
Clade Ia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clavibacter	1.0	4.0	13.0	2.0	11.0	0.0	0.0	5.0	0.0	6.0	6.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	11.0
Cloacibacterium	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
