	1-April_genus.tsv	1-August_genus.tsv	1-June_genus.tsv	2-April_genus.tsv	2-August_genus.tsv	3-April_genus.tsv	4-April_genus.tsv	4-August_genus.tsv	5-April_genus.tsv	5-August_genus.tsv	6-August_genus.tsv	6-June_genus.tsv	7-April_genus.tsv	8-April_genus.tsv	9.1-August_genus.tsv	9.2-August_genus.tsv	Mock-April_genus.tsv	Mock-August_genus.tsv	Mock-June_genus.tsv	N-August_genus.tsv
Ferrovum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ferruginibacter	13.0	3.0	3.0	11.0	2.0	6.0	29.0	5.0	39.0	6.0	9.0	13.0	7.0	128.0	3.0	3.0	0.0	0.0	0.0	5.0
Fibrella	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fibrobacter	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fibrobacteraceae (uncultured)	20.0	26.0	12.0	23.0	29.0	20.0	18.0	73.0	31.0	43.0	19.0	5.0	20.0	5.0	13.0	3.0	0.0	0.0	0.0	4.0
Fictibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Filimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Filomicrobium	0.0	0.0	0.0	5.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	6.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Fimbriiglobus	0.0	2.0	0.0	4.0	3.0	0.0	1.0	7.0	0.0	0.0	0.0	0.0	9.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0
Fimbriimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fischerella PCC-9339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flammeovirga	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flammeovirgaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flavihumibacter	0.0	0.0	0.0	2.0	0.0	0.0	2.0	1.0	5.0	3.0	0.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Flavisolibacter	3.0	2.0	0.0	2.0	4.0	2.0	4.0	2.0	7.0	5.0	5.0	0.0	1.0	22.0	4.0	0.0	0.0	0.0	0.0	0.0
Flavitalea	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Flavobacteriaceae (uncultured)	1.0	3.0	0.0	0.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Flavobacterium	1386.0	665.0	779.0	264.0	859.0	1603.0	1112.0	257.0	1224.0	238.0	210.0	121.0	302.0	282.0	273.0	387.0	2.0	1.0	1.0	1663.0
Flectobacillus	32.0	32.0	25.0	9.0	34.0	42.0	31.0	8.0	13.0	18.0	6.0	8.0	7.0	16.0	16.0	20.0	0.0	0.0	0.0	31.0
Flexibacter	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fluviicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fluviicola	174.0	184.0	147.0	33.0	283.0	235.0	132.0	56.0	215.0	99.0	58.0	20.0	67.0	63.0	165.0	174.0	0.0	0.0	0.0	231.0
Fluviimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fodinicola	0.0	2.0	0.0	1.0	2.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	7.0	55.0	65.0	0.0	0.0	0.0	6.0
Fonticella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fontimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Formivibrio	0.0	2.0	5.0	0.0	2.0	0.0	0.0	7.0	0.0	2.0	2.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Fournierella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Francisella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Franconibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	8.0	0.0
Frateuria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Friedmanniella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Frigidibacter	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0
Frigoribacterium	0.0	7.0	12.0	3.0	18.0	0.0	1.0	7.0	0.0	5.0	4.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	17.0
Frondihabitans	0.0	1.0	3.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
FukuN18 freshwater group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FukuN57	0.0	0.0	3.0	3.0	0.0	0.0	2.0	5.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Fulvivirga	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fusibacter	0.0	0.0	0.0	1.0	5.0	4.0	1.0	1.0	7.0	2.0	1.0	0.0	0.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0
Fusicatenibacter	4.0	1.0	0.0	1.0	0.0	5.0	3.0	0.0	4.0	1.0	0.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Fusobacterium	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA-900066225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA-900066575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GKS98 freshwater group	70.0	28.0	111.0	65.0	19.0	31.0	17.0	71.0	40.0	88.0	108.0	57.0	21.0	31.0	143.0	165.0	0.0	1.0	0.0	64.0
GOUTA6	2.0	2.0	0.0	5.0	0.0	1.0	0.0	7.0	5.0	7.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GOUTB8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GWE2-31-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gaiella	0.0	3.0	0.0	1.0	2.0	0.0	0.0	6.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Galbitalea	0.0	1.0	3.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gallionella	22.0	8.0	10.0	23.0	2.0	9.0	24.0	16.0	28.0	10.0	14.0	3.0	14.0	12.0	2.0	0.0	0.0	0.0	0.0	15.0
Gallionellaceae (uncultured)	1.0	0.0	0.0	2.0	0.0	6.0	2.0	3.0	7.0	2.0	2.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
Garciella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geitlerinema PCC-7105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gemella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geminicoccaceae (uncultured)	0.0	0.0	0.0	6.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geminicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geminocystis PCC-6308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Gemmata	0.0	2.0	6.0	16.0	3.0	0.0	3.0	4.0	1.0	3.0	5.0	7.0	3.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0
Gemmataceae (uncultured)	6.0	5.0	3.0	48.0	1.0	1.0	10.0	24.0	6.0	4.0	11.0	8.0	7.0	21.0	1.0	7.0	0.0	0.0	0.0	0.0
Gemmatimonadaceae (uncultured)	6.0	13.0	8.0	41.0	21.0	6.0	8.0	58.0	29.0	17.0	17.0	24.0	173.0	29.0	6.0	9.0	0.0	0.0	0.0	5.0
Gemmatimonas	3.0	4.0	0.0	13.0	5.0	4.0	4.0	35.0	6.0	28.0	80.0	3.0	39.0	14.0	84.0	128.0	0.0	0.0	0.0	5.0
Gemmobacter	2.0	5.0	14.0	28.0	30.0	2.0	4.0	30.0	3.0	18.0	15.0	24.0	39.0	11.0	49.0	22.0	0.0	0.0	0.0	3.0
Geoalkalibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Geobacter	6.0	1.0	0.0	11.0	0.0	3.0	5.0	9.0	17.0	3.0	4.0	6.0	69.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0
Geodermatophilus	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Geomicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Georgfuchsia	1.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	4.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geothermobacter	0.0	2.0	6.0	4.0	2.0	0.0	3.0	1.0	1.0	2.0	1.0	0.0	15.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Geothrix	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Gibbsiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Giesbergeria	1.0	1.0	0.0	8.0	0.0	1.0	1.0	5.0	3.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Gillisia	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Glaciimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Gleocapsa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Glutamicibacter	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0
Gordonia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gottschalkia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Granulicatella	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	4.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	4.0	1.0	0.0	0.0
Granulosicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gulbenkiania	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HIMB11	0.0	0.0	0.0	1.0	3.0	0.0	1.0	8.0	0.0	0.0	3.0	2.0	4.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0
Haematobacter	21.0	27.0	122.0	106.0	164.0	32.0	77.0	125.0	30.0	58.0	116.0	139.0	264.0	69.0	142.0	164.0	0.0	0.0	0.0	16.0
Haematospirillum	0.0	1.0	0.0	0.0	23.0	0.0	2.0	27.0	0.0	12.0	9.0	0.0	7.0	0.0	15.0	6.0	0.0	0.0	0.0	0.0
Haemophilus	7.0	0.0	0.0	3.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Hafnia-Obesumbacterium	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Haliangium	8.0	31.0	27.0	171.0	9.0	15.0	18.0	145.0	72.0	53.0	38.0	31.0	35.0	1101.0	12.0	5.0	0.0	1.0	0.0	29.0
Halioglobus	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	15.0
Haliscomenobacter	3.0	0.0	0.0	2.0	0.0	1.0	6.0	0.0	2.0	1.0	0.0	4.0	1.0	267.0	0.0	0.0	0.0	0.0	0.0	0.0
Halobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Halobacteriovorax	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Halocynthiibacter	2.0	12.0	35.0	31.0	67.0	7.0	15.0	59.0	4.0	28.0	44.0	55.0	50.0	30.0	93.0	61.0	0.0	0.0	0.0	3.0
Halodurantibacterium	0.0	4.0	11.0	9.0	19.0	1.0	3.0	19.0	0.0	5.0	8.0	9.0	17.0	1.0	12.0	16.0	0.0	0.0	0.0	0.0
Haloferula	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Halomonas	1.0	3.0	6.0	5.0	0.0	2.0	3.0	2.0	4.0	1.0	0.0	0.0	100.0	18.0	1.0	0.0	0.0	0.0	0.0	4.0
Halothiobacillaceae (uncultured)	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Halovulum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hansschlegelia	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HdN1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Helcobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Helicobacter	6.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	5.0	1.0	0.0	0.0	1.0	1.0	6.0	12.0	0.0	0.0	0.0	0.0
Helicobacteraceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Herbaspirillum	77.0	25.0	31.0	75.0	15.0	66.0	64.0	47.0	81.0	56.0	72.0	43.0	38.0	46.0	20.0	27.0	0.0	0.0	0.0	27.0
Herbiconiux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Herbinix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Herminiimonas	47.0	55.0	47.0	49.0	34.0	34.0	42.0	60.0	32.0	100.0	94.0	70.0	23.0	14.0	5.0	7.0	0.0	0.0	0.0	24.0
Herpetosiphon	0.0	6.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hirschia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Hoeflea	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Holophagaceae (uncultured)	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Holosporaceae (uncultured)	2.0	5.0	0.0	2.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	9.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0
Huakuichenia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hungatella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hydrocarboniphaga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hydrogenispora	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hydrogenophaga	334.0	192.0	293.0	587.0	155.0	244.0	354.0	247.0	354.0	280.0	234.0	365.0	154.0	166.0	101.0	136.0	1.0	0.0	1.0	143.0
Hydrogenophilaceae (uncultured)	3.0	6.0	4.0	3.0	1.0	2.0	2.0	4.0	7.0	3.0	4.0	0.0	15.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
Hydrogenophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Hylemonella	1.0	1.0	0.0	4.0	3.0	0.0	0.0	14.0	0.0	2.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Hymenobacter	5.0	5.0	6.0	2.0	8.0	11.0	3.0	1.0	3.0	3.0	2.0	0.0	3.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0
Hyphomicrobiaceae (uncultured)	0.0	0.0	0.0	2.0	4.0	0.0	1.0	2.0	0.0	2.0	1.0	0.0	8.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Hyphomicrobium	8.0	10.0	26.0	55.0	51.0	9.0	23.0	77.0	16.0	36.0	41.0	27.0	146.0	122.0	33.0	36.0	0.0	0.0	0.0	0.0
Hyphomonadaceae (uncultured)	0.0	0.0	0.0	4.0	1.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	6.0	19.0	2.0	0.0	0.0	0.0	0.0	0.0
Hyphomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hypnocyclicus	17.0	0.0	4.0	0.0	0.0	10.0	2.0	3.0	8.0	2.0	2.0	0.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0
IMCC26134	11.0	23.0	90.0	18.0	11.0	20.0	29.0	151.0	36.0	89.0	52.0	211.0	39.0	4.0	8.0	3.0	0.0	0.0	0.0	0.0
IMCC26207	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	9.0	2.0	4.0	0.0	0.0	0.0	0.0
IS-44	2.0	4.0	5.0	6.0	0.0	1.0	2.0	2.0	4.0	4.0	3.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Iamia	0.0	0.0	3.0	3.0	5.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	10.0	2.0	0.0	0.0	0.0	0.0	0.0
Ideonella	16.0	38.0	27.0	57.0	25.0	20.0	27.0	33.0	23.0	40.0	47.0	54.0	9.0	45.0	11.0	19.0	0.0	0.0	0.0	11.0
Ignatzschineria	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ignavibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IheB2-31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ilumatobacter	0.0	2.0	11.0	5.0	7.0	0.0	1.0	3.0	3.0	5.0	3.0	5.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0
Ilumatobacteraceae (uncultured)	0.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	3.0	1.0	7.0	0.0	0.0	0.0	0.0
Immundisolibacteraceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Inhella	4.0	3.0	3.0	5.0	2.0	6.0	5.0	6.0	3.0	8.0	5.0	7.0	3.0	7.0	3.0	3.0	0.0	0.0	0.0	16.0
Insolitispirillum	0.0	1.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Intestinibacter	0.0	5.0	2.0	1.0	11.0	0.0	0.0	4.0	1.0	10.0	7.0	2.0	0.0	11.0	8.0	6.0	0.0	0.0	0.0	100.0
Intestinimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Intrasporangiaceae (uncultured)	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Iodobacter	0.0	0.0	2.0	0.0	0.0	1.0	2.0	1.0	1.0	0.0	0.0	0.0	20.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Isosphaeraceae (uncultured)	0.0	4.0	0.0	7.0	5.0	0.0	3.0	15.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Izhakiella	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0
JGI 0001001-H03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Janibacter	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Jannaschia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Janthinobacterium	129.0	48.0	73.0	118.0	51.0	86.0	106.0	53.0	79.0	87.0	89.0	89.0	45.0	71.0	21.0	46.0	1.0	0.0	0.0	31.0
Jejudonia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Jeotgalibaca	1.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	8.0	0.0	0.0	1.0	3.0	1.0	0.0
Jeotgalicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KCM-B-112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kaistia	0.0	1.0	0.0	3.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Kamptonema PCC-6407	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
