"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_loman_loman.kreport.cladeReads"	"Max.1"	"kraken2_classification_loman_loman.kreport.cladeReads.."	"lineage"
"Sulfuricurvum"	"G"	286130	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae"
"Sulfuricurvum kujiense"	"S"	148813	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Sulfuricurvum"
"Sulfuricurvum kujiense DSM 16994"	"-"	709032	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Sulfuricurvum>Sulfuricurvum&nbsp;kujiense"
"unclassified Epsilonproteobacteria"	"-"	34035	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria"
"Sulfurovum"	"G"	265570	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>unclassified&nbsp;Epsilonproteobacteria"
"Sulfurovum sp. NBC37-1"	"S"	387093	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>unclassified&nbsp;Epsilonproteobacteria>Sulfurovum"
"Deltaproteobacteria"	"C"	28221	25	25	0.01975	0.01975	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions"
"Myxococcales"	"O"	29	10	10	0.007901	0.007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Sorangiineae"	"-"	80812	5	5	0.003951	0.003951	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales"
"Polyangiaceae"	"F"	49	5	5	0.003951	0.003951	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae"
"Sorangium"	"G"	39643	4	4	0.00316	0.00316	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae>Polyangiaceae"
"Sorangium cellulosum"	"S"	56	4	4	0.00316	0.00316	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae>Polyangiaceae>Sorangium"
"Sorangium cellulosum So0157-2"	"-"	1254432	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae>Polyangiaceae>Sorangium>Sorangium&nbsp;cellulosum"
"Chondromyces"	"G"	50	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae>Polyangiaceae"
"Chondromyces crocatus"	"S"	52	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae>Polyangiaceae>Chondromyces"
"Cystobacterineae"	"-"	80811	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales"
"Anaeromyxobacteraceae"	"F"	1524215	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae"
"Anaeromyxobacter"	"G"	161492	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Anaeromyxobacteraceae"
"Anaeromyxobacter dehalogenans"	"S"	161493	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Anaeromyxobacteraceae>Anaeromyxobacter"
"Anaeromyxobacter dehalogenans 2CP-1"	"-"	455488	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Anaeromyxobacteraceae>Anaeromyxobacter>Anaeromyxobacter&nbsp;dehalogenans"
"Myxococcaceae"	"F"	31	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae"
"Myxococcus"	"G"	32	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Myxococcaceae"
"Myxococcus xanthus"	"S"	34	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Myxococcaceae>Myxococcus"
"Myxococcus xanthus DK 1622"	"-"	246197	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Myxococcaceae>Myxococcus>Myxococcus&nbsp;xanthus"
"Nannocystineae"	"-"	224462	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales"
"Kofleriaceae"	"F"	224464	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Nannocystineae"
"Haliangium"	"G"	162027	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Nannocystineae>Kofleriaceae"
"Haliangium ochraceum"	"S"	80816	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Nannocystineae>Kofleriaceae>Haliangium"
"Haliangium ochraceum DSM 14365"	"-"	502025	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Nannocystineae>Kofleriaceae>Haliangium>Haliangium&nbsp;ochraceum"
"Desulfovibrionales"	"O"	213115	5	5	0.003951	0.003951	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Desulfovibrionaceae"	"F"	194924	5	5	0.003951	0.003951	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales"
"Desulfovibrio"	"G"	872	4	4	0.00316	0.00316	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"Desulfovibrio desulfuricans"	"S"	876	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio desulfuricans ATCC 27774"	"-"	525146	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio>Desulfovibrio&nbsp;desulfuricans"
"Desulfovibrio hydrothermalis"	"S"	191026	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio hydrothermalis AM13 = DSM 14728"	"-"	1121451	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio>Desulfovibrio&nbsp;hydrothermalis"
"Desulfovibrio sp. FW1012B"	"S"	644968	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Candidatus Desulfovibrio trichonymphae"	"S"	1725232	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Pseudodesulfovibrio"	"G"	2035811	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"Pseudodesulfovibrio indicus"	"S"	1716143	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Pseudodesulfovibrio"
"Desulfuromonadales"	"O"	69541	4	4	0.00316	0.00316	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Geobacteraceae"	"F"	213422	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales"
"Geobacter"	"G"	28231	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae"
"Geobacter uraniireducens"	"S"	351604	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter"
"Geobacter uraniireducens Rf4"	"-"	351605	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter>Geobacter&nbsp;uraniireducens"
"Geobacter sp. M21"	"S"	443144	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter"
"Geobacter sp. DSM 9736"	"S"	1277350	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter"
"Desulfuromonadaceae"	"F"	213421	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales"
"Pelobacter"	"G"	18	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae"
"Pelobacter carbinolicus"	"S"	19	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae>Pelobacter"
"Pelobacter carbinolicus DSM 2380"	"-"	338963	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae>Pelobacter>Pelobacter&nbsp;carbinolicus"
"Desulfobacterales"	"O"	213118	4	4	0.00316	0.00316	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Desulfobacteraceae"	"F"	213119	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales"
"Desulfobacula"	"G"	28222	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfobacula toluolica"	"S"	28223	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae>Desulfobacula"
"Desulfobacula toluolica Tol2"	"-"	651182	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae>Desulfobacula>Desulfobacula&nbsp;toluolica"
"Desulfobulbaceae"	"F"	213121	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales"
"Desulfotalea"	"G"	109168	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Desulfotalea psychrophila"	"S"	84980	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae>Desulfotalea"
"Desulfotalea psychrophila LSv54"	"-"	177439	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae>Desulfotalea>Desulfotalea&nbsp;psychrophila"
"Desulfurellales"	"O"	213113	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Desulfurellaceae"	"F"	117942	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfurellales"
"Desulfurella"	"G"	33001	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfurellales>Desulfurellaceae"
"Desulfurella acetivorans"	"S"	33002	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfurellales>Desulfurellaceae>Desulfurella"
"Desulfurella acetivorans A63"	"-"	694431	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfurellales>Desulfurellaceae>Desulfurella>Desulfurella&nbsp;acetivorans"
"Syntrophobacterales"	"O"	213462	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Syntrophobacteraceae"	"F"	213465	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales"
"Syntrophobacter"	"G"	29526	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales>Syntrophobacteraceae"
"Syntrophobacter fumaroxidans"	"S"	119484	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales>Syntrophobacteraceae>Syntrophobacter"
"Syntrophobacter fumaroxidans MPOB"	"-"	335543	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales>Syntrophobacteraceae>Syntrophobacter>Syntrophobacter&nbsp;fumaroxidans"
"Acidithiobacillia"	"C"	1807140	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria"
"Acidithiobacillales"	"O"	225057	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Acidithiobacillia"
"Acidithiobacillaceae"	"F"	225058	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Acidithiobacillia>Acidithiobacillales"
"Acidithiobacillus"	"G"	119977	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Acidithiobacillia>Acidithiobacillales>Acidithiobacillaceae"
"Acidithiobacillus ferrooxidans"	"S"	920	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Acidithiobacillia>Acidithiobacillales>Acidithiobacillaceae>Acidithiobacillus"
"FCB group"	"-"	1783270	107	107	0.08454	0.08454	"cellular&nbsp;organisms>Bacteria"
"Bacteroidetes/Chlorobi group"	"-"	68336	106	106	0.08375	0.08375	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group"
"Bacteroidetes"	"P"	976	102	102	0.08059	0.08059	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group"
"Flavobacteriia"	"C"	117743	56	56	0.04425	0.04425	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes"
"Flavobacteriales"	"O"	200644	56	56	0.04425	0.04425	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia"
"Flavobacteriaceae"	"F"	49546	53	53	0.04188	0.04188	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales"
"Polaribacter"	"G"	52959	7	7	0.005531	0.005531	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Polaribacter sp. MED152"	"S"	313598	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Polaribacter"
"Polaribacter reichenbachii"	"S"	996801	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Polaribacter"
"Polaribacter sp. Hel1_33_78"	"S"	1336804	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Polaribacter"
"Polaribacter sp. BM10"	"S"	1529069	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Polaribacter"
"Polaribacter vadi"	"S"	1774273	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Polaribacter"
"Polaribacter sp. KT 15"	"S"	1896175	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Polaribacter"
"Capnocytophaga"	"G"	1016	5	5	0.003951	0.003951	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Capnocytophaga canimorsus"	"S"	28188	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Capnocytophaga"
"Capnocytophaga sp. ChDC OS43"	"S"	209053	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Capnocytophaga"
"Capnocytophaga sp. oral taxon 878"	"S"	1316596	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Capnocytophaga"
"Capnocytophaga sp. H2931"	"S"	1945657	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Capnocytophaga"
"Chryseobacterium"	"G"	59732	5	5	0.003951	0.003951	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Chryseobacterium indologenes"	"S"	253	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Chryseobacterium"
"Chryseobacterium taklimakanense"	"S"	536441	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Chryseobacterium"
"Chryseobacterium piperi"	"S"	558152	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Chryseobacterium"
"Chryseobacterium sp. StRB126"	"S"	878220	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Chryseobacterium"
"Chryseobacterium sp. IHB B 17019"	"S"	1721091	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Chryseobacterium"
"Gramella"	"G"	292691	5	5	0.003951	0.003951	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Gramella sp. SH35"	"S"	2126553	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Gramella"
"Gramella forsetii"	"S"	411153	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Gramella"
"Gramella forsetii KT0803"	"-"	411154	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Gramella>Gramella&nbsp;forsetii"
"Gramella sp. MAR_2010_147"	"S"	1250205	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Gramella"
"Gramella sp. MAR_2010_102"	"S"	1250231	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Gramella"
"unclassified Flavobacteriaceae"	"-"	61432	4	4	0.00316	0.00316	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Flavobacteriaceae bacterium MAR_2010_188"	"S"	1250295	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>unclassified&nbsp;Flavobacteriaceae"
"Flavobacteriaceae bacterium"	"S"	1871037	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>unclassified&nbsp;Flavobacteriaceae"
"Flavobacterium"	"G"	237	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Flavobacterium branchiophilum"	"S"	55197	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium branchiophilum FL-15"	"-"	1034807	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium>Flavobacterium&nbsp;branchiophilum"
"Flavobacterium sp. HYN0048"	"S"	2162713	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium johnsoniae"	"S"	986	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
