"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_august_BC01.cladeReads"	"centrifuge_classification_august_BC02.cladeReads"	"centrifuge_classification_august_BC03.cladeReads"	"centrifuge_classification_august_BC04.cladeReads"	"centrifuge_classification_august_BC05.cladeReads"	"centrifuge_classification_august_BC06.cladeReads"	"centrifuge_classification_august_BC07.cladeReads"	"centrifuge_classification_august_BC08.cladeReads"	"centrifuge_classification_august_BC09.cladeReads"	"centrifuge_classification_august_BC10.cladeReads"	"centrifuge_classification_august_BC11.cladeReads"	"centrifuge_classification_august_BC12.cladeReads"	"Max.1"	"centrifuge_classification_august_BC01.cladeReads.."	"centrifuge_classification_august_BC02.cladeReads.."	"centrifuge_classification_august_BC03.cladeReads.."	"centrifuge_classification_august_BC04.cladeReads.."	"centrifuge_classification_august_BC05.cladeReads.."	"centrifuge_classification_august_BC06.cladeReads.."	"centrifuge_classification_august_BC07.cladeReads.."	"centrifuge_classification_august_BC08.cladeReads.."	"centrifuge_classification_august_BC09.cladeReads.."	"centrifuge_classification_august_BC10.cladeReads.."	"centrifuge_classification_august_BC11.cladeReads.."	"centrifuge_classification_august_BC12.cladeReads.."	"lineage"
"Pseudomonas monteilii"	"S"	76759	6	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	2	NA	0.0003588	NA	NA	NA	NA	NA	NA	NA	0.0003588	NA	NA	0.0002357	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group"
"Pseudomonas kribbensis"	"S"	1628086	10	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	0.0005981	NA	NA	NA	NA	NA	NA	NA	0.0005981	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas brassicacearum"	"S"	930166	8	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	1	NA	0.0004785	NA	NA	NA	NA	NA	NA	NA	0.0004785	NA	NA	0.0001179	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas brassicacearum subsp. brassicacearum"	"-"	86264	8	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0.0004785	NA	NA	NA	NA	NA	NA	NA	0.0004785	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;brassicacearum"
"Pseudomonas brassicacearum subsp. brassicacearum NFM421"	"-"	994484	8	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0.0004785	NA	NA	NA	NA	NA	NA	NA	0.0004785	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;brassicacearum>Pseudomonas&nbsp;brassicacearum&nbsp;subsp.&nbsp;brassicacearum"
"Pseudomonas sp. CCOS 191"	"S"	1649877	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	1	NA	0.000299	NA	NA	NA	NA	NA	NA	NA	0.000299	NA	NA	0.0001179	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. R3-18-08"	"S"	1173283	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.0001794	NA	NA	NA	NA	NA	NA	NA	0.0001794	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. JY-Q"	"S"	1338689	3	NA	NA	NA	NA	NA	NA	NA	3	NA	1	NA	NA	0.000764	NA	NA	NA	NA	NA	NA	NA	0.0001794	NA	0.000764	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas alcaliphila"	"S"	101564	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.981e-05	NA	NA	NA	NA	NA	NA	NA	5.981e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas alcaliphila JAB1"	"-"	741155	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.981e-05	NA	NA	NA	NA	NA	NA	NA	5.981e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;alcaliphila"
"Pseudomonas rhizosphaerae"	"S"	216142	5	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	5	NA	0.0005893	NA	NA	NA	NA	NA	NA	NA	5.981e-05	NA	NA	0.0005893	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas yamanorum"	"S"	515393	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.981e-05	NA	NA	NA	NA	NA	NA	NA	5.981e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudoalteromonas sp. Bsw20308"	"S"	283699	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0001196	NA	NA	NA	NA	NA	NA	NA	0.0001196	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae>Pseudoalteromonas"
"Pseudoalteromonas luteoviolacea"	"S"	43657	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.981e-05	NA	NA	NA	NA	NA	NA	NA	5.981e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae>Pseudoalteromonas"
"Alteromonas mediterranea MED64"	"-"	1300254	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.981e-05	NA	NA	NA	NA	NA	NA	NA	5.981e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Alteromonas>Alteromonas&nbsp;mediterranea"
"Alteromonas macleodii str. 'Balearic Sea AD45'"	"-"	1004787	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0001196	NA	NA	NA	NA	NA	NA	NA	0.0001196	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Alteromonas>Alteromonas&nbsp;macleodii"
"Alteromonas sp. RW2A1"	"S"	1917158	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.0001179	NA	NA	NA	NA	NA	NA	NA	5.981e-05	NA	NA	0.0001179	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Alteromonas"
"Marinobacter sp. CP1"	"S"	1671721	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.0001794	NA	NA	NA	NA	NA	NA	NA	0.0001794	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Marinobacter"
"Marinobacter sp. LQ44"	"S"	1749259	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.981e-05	NA	NA	NA	NA	NA	NA	NA	5.981e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Marinobacter"
"Marinobacter salinus"	"S"	1874317	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.981e-05	NA	NA	NA	NA	NA	NA	NA	5.981e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Marinobacter"
"Shewanella violacea"	"S"	60217	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.0001179	NA	NA	NA	NA	NA	NA	NA	5.981e-05	NA	NA	0.0001179	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Shewanella violacea DSS12"	"-"	637905	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.0001179	NA	NA	NA	NA	NA	NA	NA	5.981e-05	NA	NA	0.0001179	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella>Shewanella&nbsp;violacea"
"Colwellia sp. PAMC 20917"	"S"	1816218	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.981e-05	NA	NA	NA	NA	NA	NA	NA	5.981e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Colwelliaceae>Colwellia"
"Litorilituus"	"G"	1407056	43	NA	NA	NA	NA	NA	NA	NA	43	NA	NA	NA	1	0.002572	NA	NA	NA	NA	NA	NA	NA	0.002572	NA	NA	NA	0.002288	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Colwelliaceae"
"Litorilituus sediminis"	"S"	718192	43	NA	NA	NA	NA	NA	NA	NA	43	NA	NA	NA	1	0.002572	NA	NA	NA	NA	NA	NA	NA	0.002572	NA	NA	NA	0.002288	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Colwelliaceae>Litorilituus"
"Moritella yayanosii"	"S"	69539	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.0001794	NA	NA	NA	NA	NA	NA	NA	0.0001794	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Moritellaceae>Moritella"
"Haemophilus influenzae 86-028NP"	"-"	281310	47	NA	NA	NA	NA	NA	NA	NA	47	NA	NA	NA	NA	0.002811	NA	NA	NA	NA	NA	NA	NA	0.002811	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Haemophilus>Haemophilus&nbsp;influenzae"
"Haemophilus sp. oral taxon 036"	"S"	712310	8	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	1	NA	0.0004785	NA	NA	NA	NA	NA	NA	NA	0.0004785	NA	NA	0.0001179	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Haemophilus"
"Actinobacillus pleuropneumoniae serovar 5"	"-"	44294	30	NA	NA	NA	NA	NA	NA	NA	30	NA	NA	1	NA	0.001794	NA	NA	NA	NA	NA	NA	NA	0.001794	NA	NA	0.0001179	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Actinobacillus>Actinobacillus&nbsp;pleuropneumoniae"
"Actinobacillus pleuropneumoniae serovar 5b str. L20"	"-"	416269	30	NA	NA	NA	NA	NA	NA	NA	30	NA	NA	1	NA	0.001794	NA	NA	NA	NA	NA	NA	NA	0.001794	NA	NA	0.0001179	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Actinobacillus>Actinobacillus&nbsp;pleuropneumoniae>Actinobacillus&nbsp;pleuropneumoniae&nbsp;serovar&nbsp;5"
"Actinobacillus delphinicola"	"S"	51161	23	NA	NA	NA	NA	NA	NA	NA	23	NA	NA	NA	NA	0.001376	NA	NA	NA	NA	NA	NA	NA	0.001376	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Actinobacillus"
"Halomonas aestuarii"	"S"	1897729	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.981e-05	NA	NA	NA	NA	NA	NA	NA	5.981e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Halomonas"
"Kangiella sediminilitoris"	"S"	1144748	8	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0.0004785	NA	NA	NA	NA	NA	NA	NA	0.0004785	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Kangiellaceae>Kangiella"
"Francisella sp. FSC1006"	"S"	1547445	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.981e-05	NA	NA	NA	NA	NA	NA	NA	5.981e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Francisellaceae>Francisella"
"Allofrancisella"	"G"	1869285	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	0.000764	NA	NA	NA	NA	NA	NA	NA	5.981e-05	NA	0.000764	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Francisellaceae"
"Allofrancisella guangzhouensis"	"S"	594679	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	0.000764	NA	NA	NA	NA	NA	NA	NA	5.981e-05	NA	0.000764	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Francisellaceae>Allofrancisella"
"Xanthomonas citri pv. citri"	"-"	611301	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.981e-05	NA	NA	NA	NA	NA	NA	NA	5.981e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Xanthomonas>Xanthomonas&nbsp;citri&nbsp;group>Xanthomonas&nbsp;citri"
"Sulfitobacter sp. SK012"	"S"	1389005	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.981e-05	NA	NA	NA	NA	NA	NA	NA	5.981e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Sulfitobacter"
"Helicobacter acinonychis"	"S"	212	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.0001794	NA	NA	NA	NA	NA	NA	NA	0.0001794	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter"
"Helicobacter acinonychis str. Sheeba"	"-"	382638	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.0001794	NA	NA	NA	NA	NA	NA	NA	0.0001794	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter>Helicobacter&nbsp;acinonychis"
"Helicobacter cinaedi"	"S"	213	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.0001179	NA	NA	NA	NA	NA	NA	NA	5.981e-05	NA	NA	0.0001179	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter"
"Bacillus subtilis subsp. spizizenii TU-B-10"	"-"	1052585	335	NA	NA	NA	NA	NA	NA	NA	335	NA	NA	NA	NA	0.02004	NA	NA	NA	NA	NA	NA	NA	0.02004	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group>Bacillus&nbsp;subtilis>Bacillus&nbsp;subtilis&nbsp;subsp.&nbsp;spizizenii"
"Bacillus subtilis subsp. subtilis str. RO-NN-1"	"-"	1052588	105	NA	NA	NA	NA	NA	NA	NA	105	NA	NA	NA	NA	0.00628	NA	NA	NA	NA	NA	NA	NA	0.00628	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group>Bacillus&nbsp;subtilis>Bacillus&nbsp;subtilis&nbsp;subsp.&nbsp;subtilis"
"Bacillus subtilis subsp. subtilis str. 168"	"-"	224308	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.0001794	NA	NA	NA	NA	NA	NA	NA	0.0001794	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group>Bacillus&nbsp;subtilis>Bacillus&nbsp;subtilis&nbsp;subsp.&nbsp;subtilis"
"Bacillus subtilis subsp. subtilis str. BAB-1"	"-"	1302650	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.0001794	NA	NA	NA	NA	NA	NA	NA	0.0001794	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group>Bacillus&nbsp;subtilis>Bacillus&nbsp;subtilis&nbsp;subsp.&nbsp;subtilis"
"Bacillus subtilis QB928"	"-"	1220533	7	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	0.0004187	NA	NA	NA	NA	NA	NA	NA	0.0004187	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group>Bacillus&nbsp;subtilis"
"Bacillus subtilis TO-A"	"-"	1340494	6	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0.0003588	NA	NA	NA	NA	NA	NA	NA	0.0003588	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group>Bacillus&nbsp;subtilis"
"Bacillus subtilis XF-1"	"-"	1233100	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.0002392	NA	NA	NA	NA	NA	NA	NA	0.0002392	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group>Bacillus&nbsp;subtilis"
"Bacillus subtilis HJ5"	"-"	1453990	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.0002392	NA	NA	NA	NA	NA	NA	NA	0.0002392	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group>Bacillus&nbsp;subtilis"
"Bacillus velezensis AS43.3"	"-"	1225788	266	NA	NA	NA	NA	NA	NA	NA	266	NA	NA	1	NA	0.01591	NA	NA	NA	NA	NA	NA	NA	0.01591	NA	NA	0.0001179	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group>Bacillus&nbsp;amyloliquefaciens&nbsp;group>Bacillus&nbsp;velezensis"
"Bacillus velezensis TrigoCor1448"	"-"	1449088	157	NA	NA	NA	NA	NA	NA	NA	157	NA	NA	NA	NA	0.00939	NA	NA	NA	NA	NA	NA	NA	0.00939	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group>Bacillus&nbsp;amyloliquefaciens&nbsp;group>Bacillus&nbsp;velezensis"
"Bacillus velezensis UCMB5033"	"-"	1338518	135	NA	NA	NA	NA	NA	NA	NA	135	NA	NA	NA	NA	0.008074	NA	NA	NA	NA	NA	NA	NA	0.008074	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group>Bacillus&nbsp;amyloliquefaciens&nbsp;group>Bacillus&nbsp;velezensis"
"Bacillus velezensis UCMB5113"	"-"	1150476	96	NA	NA	NA	NA	NA	NA	NA	96	NA	NA	NA	NA	0.005742	NA	NA	NA	NA	NA	NA	NA	0.005742	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group>Bacillus&nbsp;amyloliquefaciens&nbsp;group>Bacillus&nbsp;velezensis"
"Bacillus velezensis CAU B946"	"-"	1114958	6	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0.0003588	NA	NA	NA	NA	NA	NA	NA	0.0003588	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group>Bacillus&nbsp;amyloliquefaciens&nbsp;group>Bacillus&nbsp;velezensis"
"Bacillus amyloliquefaciens LFB112"	"-"	1415165	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.981e-05	NA	NA	NA	NA	NA	NA	NA	5.981e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group>Bacillus&nbsp;amyloliquefaciens&nbsp;group>Bacillus&nbsp;amyloliquefaciens"
"Bacillus atrophaeus"	"S"	1452	489	NA	NA	NA	NA	NA	NA	NA	489	NA	NA	NA	NA	0.02925	NA	NA	NA	NA	NA	NA	NA	0.02925	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group"
"Bacillus atrophaeus 1942"	"-"	720555	26	NA	NA	NA	NA	NA	NA	NA	26	NA	NA	NA	NA	0.001555	NA	NA	NA	NA	NA	NA	NA	0.001555	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group>Bacillus&nbsp;atrophaeus"
"Bacillus mojavensis subgroup"	"S"	653388	18	NA	NA	NA	NA	NA	NA	NA	18	NA	NA	NA	NA	0.001077	NA	NA	NA	NA	NA	NA	NA	0.001077	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group"
"Bacillus halotolerans"	"S"	260554	18	NA	NA	NA	NA	NA	NA	NA	18	NA	NA	NA	NA	0.001077	NA	NA	NA	NA	NA	NA	NA	0.001077	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group>Bacillus&nbsp;mojavensis&nbsp;subgroup"
"Bacillus cereus ATCC 10987"	"-"	222523	31	NA	NA	NA	NA	NA	NA	NA	31	NA	NA	NA	NA	0.001854	NA	NA	NA	NA	NA	NA	NA	0.001854	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;cereus&nbsp;group>Bacillus&nbsp;cereus"
"Bacillus cereus Q1"	"-"	361100	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.000299	NA	NA	NA	NA	NA	NA	NA	0.000299	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;cereus&nbsp;group>Bacillus&nbsp;cereus"
"Bacillus cereus ATCC 4342"	"-"	526977	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.0001794	NA	NA	NA	NA	NA	NA	NA	0.0001794	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;cereus&nbsp;group>Bacillus&nbsp;cereus"
"Bacillus thuringiensis serovar kurstaki str. HD-1"	"-"	1261129	6	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0.0003588	NA	NA	NA	NA	NA	NA	NA	0.0003588	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;cereus&nbsp;group>Bacillus&nbsp;thuringiensis>Bacillus&nbsp;thuringiensis&nbsp;serovar&nbsp;kurstaki"
"Bacillus thuringiensis LM1212"	"-"	1417985	52	NA	NA	NA	NA	NA	NA	NA	52	NA	NA	NA	NA	0.00311	NA	NA	NA	NA	NA	NA	NA	0.00311	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;cereus&nbsp;group>Bacillus&nbsp;thuringiensis"
"Bacillus thuringiensis HD-789"	"-"	1217737	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.981e-05	NA	NA	NA	NA	NA	NA	NA	5.981e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;cereus&nbsp;group>Bacillus&nbsp;thuringiensis"
"Bacillus anthracis str. CDC 684"	"-"	568206	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.000299	NA	NA	NA	NA	NA	NA	NA	0.000299	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;cereus&nbsp;group>Bacillus&nbsp;anthracis"
