"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_april_BC01.cladeReads"	"kraken2_16s_k21_classification_april_BC02.cladeReads"	"kraken2_16s_k21_classification_april_BC03.cladeReads"	"kraken2_16s_k21_classification_april_BC04.cladeReads"	"kraken2_16s_k21_classification_april_BC05.cladeReads"	"kraken2_16s_k21_classification_april_BC06.cladeReads"	"kraken2_16s_k21_classification_april_BC07.cladeReads"	"kraken2_16s_k21_classification_april_BC08.cladeReads"	"kraken2_16s_k21_classification_april_BC09.cladeReads"	"kraken2_16s_k21_classification_april_BC10.cladeReads"	"kraken2_16s_k21_classification_april_BC11.cladeReads"	"kraken2_16s_k21_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_april_BC01.cladeReads.."	"kraken2_16s_k21_classification_april_BC02.cladeReads.."	"kraken2_16s_k21_classification_april_BC03.cladeReads.."	"kraken2_16s_k21_classification_april_BC04.cladeReads.."	"kraken2_16s_k21_classification_april_BC05.cladeReads.."	"kraken2_16s_k21_classification_april_BC06.cladeReads.."	"kraken2_16s_k21_classification_april_BC07.cladeReads.."	"kraken2_16s_k21_classification_april_BC08.cladeReads.."	"kraken2_16s_k21_classification_april_BC09.cladeReads.."	"kraken2_16s_k21_classification_april_BC10.cladeReads.."	"kraken2_16s_k21_classification_april_BC11.cladeReads.."	"kraken2_16s_k21_classification_april_BC12.cladeReads.."	"lineage"
"Pseudorhizobium"	"G"	26123	1	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	0.0003301	NA	5e-04	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Paramesorhizobium"	"G"	14522	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	0.0003301	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	0.0003251	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Candidatus Hodgkinia"	"G"	26098	1	NA	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	0.0004325	NA	NA	NA	0.0003301	NA	NA	0.0004325	NA	NA	0.0003251	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Azorhizobium"	"G"	2548	14	NA	NA	NA	14	NA	2	1	NA	NA	6	NA	NA	0.004621	NA	NA	NA	0.004621	NA	0.001	0.0004325	NA	NA	0.001951	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Variibacter"	"G"	11442	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	0.0003301	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	0.0003251	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"GAS113"	"G"	26152	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0003301	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Alsobacter"	"G"	11437	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0003301	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales&nbsp;Incertae&nbsp;Sedis"
"Rhodobium"	"G"	26074	1	NA	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	0.0004325	NA	NA	NA	0.0003301	NA	NA	0.0004325	NA	NA	0.0003251	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methyloligellaceae"
"Ancalomicrobium"	"G"	26082	8	NA	NA	NA	8	1	NA	1	NA	NA	NA	1	NA	0.1079	NA	NA	NA	0.002641	0.1079	NA	0.0004325	NA	NA	NA	0.0004992	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Pleomorphomonadaceae"
"Methylobrevis"	"G"	26085	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0003301	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Pleomorphomonadaceae"
"D05-2"	"F"	2465	21	NA	NA	NA	18	NA	NA	1	NA	NA	21	1	NA	0.006828	NA	NA	NA	0.005942	NA	NA	0.0004325	NA	NA	0.006828	0.0004992	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Pseudovibrio"	"G"	26140	4	NA	NA	NA	4	NA	NA	1	NA	NA	2	NA	NA	0.00132	NA	NA	NA	0.00132	NA	NA	0.0004325	NA	NA	0.0006502	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Stappiaceae"
"Nesiotobacter"	"G"	26137	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0003301	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Stappiaceae"
"Stappia"	"G"	26143	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	0.0003301	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	0.0003251	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Stappiaceae"
"Methylopilaceae"	"F"	26076	5	NA	NA	NA	5	NA	1	2	NA	NA	4	NA	NA	0.00165	NA	NA	NA	0.00165	NA	5e-04	0.000865	NA	NA	0.0013	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Hansschlegelia"	"G"	26078	4	NA	NA	NA	4	NA	1	2	NA	NA	3	NA	NA	0.00132	NA	NA	NA	0.00132	NA	5e-04	0.000865	NA	NA	0.0009754	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylopilaceae"
"Methylopila"	"G"	26079	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0003301	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylopilaceae"
"Amb-16S-1323"	"F"	26039	4	NA	NA	NA	4	1	1	NA	NA	NA	2	1	NA	0.1079	NA	NA	NA	0.00132	0.1079	5e-04	NA	NA	NA	0.0006502	0.0004992	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Afifella"	"G"	2537	2	NA	NA	NA	2	NA	1	NA	NA	NA	NA	2	NA	0.0009985	NA	NA	NA	0.0006602	NA	5e-04	NA	NA	NA	NA	0.0009985	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae"
"Vadicella"	"G"	2663	13	NA	NA	NA	13	NA	NA	NA	NA	NA	4	1	NA	0.004291	NA	NA	NA	0.004291	NA	NA	NA	NA	NA	0.0013	0.0004992	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Aestuariivita"	"G"	11444	8	NA	NA	NA	8	NA	NA	2	NA	NA	2	NA	NA	0.002641	NA	NA	NA	0.002641	NA	NA	0.000865	NA	NA	0.0006502	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Maribius"	"G"	2590	7	NA	NA	NA	7	NA	1	1	NA	1	2	1	NA	0.002311	NA	NA	NA	0.002311	NA	5e-04	0.0004325	NA	0.0004325	0.0006502	0.0004992	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodobaca"	"G"	2623	6	NA	NA	NA	6	NA	1	NA	NA	NA	1	NA	NA	0.001981	NA	NA	NA	0.001981	NA	5e-04	NA	NA	NA	0.0003251	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Boseongicola"	"G"	11447	6	NA	NA	NA	6	NA	1	NA	NA	1	3	NA	NA	0.001981	NA	NA	NA	0.001981	NA	5e-04	NA	NA	0.0004325	0.0009754	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Octadecabacter"	"G"	2603	5	NA	NA	NA	5	NA	NA	NA	NA	NA	2	NA	NA	0.00165	NA	NA	NA	0.00165	NA	NA	NA	NA	NA	0.0006502	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Halovulum"	"G"	14533	4	NA	NA	NA	4	NA	NA	NA	NA	NA	2	NA	NA	0.00132	NA	NA	NA	0.00132	NA	NA	NA	NA	NA	0.0006502	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Salinihabitans"	"G"	2647	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	0.00132	NA	NA	NA	0.00132	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pseudophaeobacter"	"G"	11458	4	NA	NA	NA	3	NA	NA	2	NA	1	4	NA	NA	0.0013	NA	NA	NA	0.0009903	NA	NA	0.000865	NA	0.0004325	0.0013	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Lutimaribacter"	"G"	2588	3	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	1	NA	0.0009903	NA	NA	NA	0.0009903	NA	NA	NA	NA	NA	NA	0.0004992	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Marivivens"	"G"	26168	3	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	0.0009903	NA	NA	NA	0.0009903	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Nioella"	"G"	26170	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	0.0006602	NA	NA	NA	0.0006602	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Litoreibacter"	"G"	2584	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	0.0006602	NA	NA	NA	0.0006602	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Wenxinia"	"G"	2664	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	0.0006602	NA	NA	NA	0.0006602	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Tranquillimonas"	"G"	2660	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	0.0006602	NA	NA	NA	0.0006602	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Mameliella"	"G"	2589	2	NA	NA	NA	2	NA	NA	NA	NA	NA	2	NA	NA	0.0006602	NA	NA	NA	0.0006602	NA	NA	NA	NA	NA	0.0006502	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pseudohalocynthiibacter"	"G"	14537	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0003301	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pacificibacter"	"G"	2604	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.0004992	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	NA	0.0004992	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Citreicella"	"G"	2567	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.0004992	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	NA	0.0004992	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Antarctobacter"	"G"	2563	1	NA	NA	NA	1	NA	1	1	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	0.0003301	NA	5e-04	0.0004325	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Puniceibacterium"	"G"	11459	2	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	NA	0.0006502	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	0.0006502	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Marinibacterium"	"G"	26167	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	0.0003301	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	0.0003251	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pontivivens"	"G"	14536	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	0.0004325	NA	NA	NA	0.0003301	NA	NA	0.0004325	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Cribrihabitans"	"G"	11448	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0003301	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseobacter clade Marinomonas lineage"	"G"	2637	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	0.0003301	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	0.0003251	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Jannaschia"	"G"	2579	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0003301	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Yangia"	"G"	2665	1	NA	NA	NA	1	NA	NA	NA	NA	1	1	NA	NA	0.0004325	NA	NA	NA	0.0003301	NA	NA	NA	NA	0.0004325	0.0003251	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"PMMR1"	"G"	25965	19	NA	NA	NA	19	NA	NA	1	NA	1	6	NA	NA	0.006272	NA	NA	NA	0.006272	NA	NA	0.0004325	NA	0.0004325	0.001951	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"Hyphomonas"	"G"	2400	4	NA	NA	NA	4	NA	NA	1	NA	NA	NA	NA	NA	0.00132	NA	NA	NA	0.00132	NA	NA	0.0004325	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Hyphobacterium"	"G"	25967	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0003301	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Euryhalocaulis"	"G"	25966	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0003301	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Algimonas"	"G"	2395	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0003301	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"uncultured"	"G"	25973	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0003301	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Parvularculaceae"
"Candidatus Cryptoprodotis"	"G"	2782	2	NA	NA	NA	1	NA	2	NA	NA	1	NA	NA	NA	0.001	NA	NA	NA	0.0003301	NA	0.001	NA	NA	0.0004325	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae"
"Candidatus Gigarickettsia"	"G"	11466	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0003301	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae"
"Ac37b"	"G"	26224	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0003301	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae"
"uncultured"	"G"	26223	6	NA	NA	NA	6	NA	3	NA	NA	NA	NA	NA	NA	0.001981	NA	NA	NA	0.001981	NA	0.0015	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Midichloriaceae"
"Candidatus Fokinia"	"G"	26217	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0003301	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Midichloriaceae"
"Lyticum"	"G"	26221	2	NA	NA	NA	1	NA	1	NA	NA	NA	2	NA	NA	0.0006502	NA	NA	NA	0.0003301	NA	5e-04	NA	NA	NA	0.0006502	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Midichloriaceae"
"Neorickettsia"	"G"	2769	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0003301	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae"
"uncultured"	"G"	2771	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	0.0003301	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	0.0003251	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae"
"S25-593"	"F"	2796	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.0004992	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	NA	0.0004992	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"Phaeospirillum"	"G"	26185	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	0.0006602	NA	NA	NA	0.0006602	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Magnetospirillaceae"
"Telmatospirillum"	"G"	26186	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	0.0004325	NA	NA	NA	0.0003301	NA	NA	0.0004325	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Magnetospirillaceae"
"Novispirillum"	"G"	2737	3	NA	NA	NA	3	NA	NA	1	NA	NA	NA	NA	NA	0.0009903	NA	NA	NA	0.0009903	NA	NA	0.0004325	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Insolitispirillum"	"G"	2730	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0003301	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Roseospira"	"G"	2747	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	0.0003301	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	0.0003251	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Roseospirillum"	"G"	2748	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0003301	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Varunaivibrio"	"G"	26181	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0003301	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Magnetospiraceae"
"Terasakiellaceae"	"F"	26192	22	NA	NA	NA	22	NA	NA	2	NA	NA	2	NA	NA	0.007262	NA	NA	NA	0.007262	NA	NA	0.000865	NA	NA	0.0006502	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"uncultured"	"G"	26195	22	NA	NA	NA	22	NA	NA	2	NA	NA	2	NA	NA	0.007262	NA	NA	NA	0.007262	NA	NA	0.000865	NA	NA	0.0006502	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Terasakiellaceae"
"Thalassospiraceae"	"F"	26196	1	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	0.0003301	NA	5e-04	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Thalassospira"	"G"	26197	1	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	0.0003301	NA	5e-04	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Thalassospiraceae"
"Gluconacetobacter"	"G"	25917	3	NA	NA	NA	3	NA	NA	NA	NA	NA	1	1	NA	0.0009903	NA	NA	NA	0.0009903	NA	NA	NA	NA	NA	0.0003251	0.0004992	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Komagataeibacter"	"G"	25921	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	0.0006602	NA	NA	NA	0.0006602	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Craurococcus"	"G"	25914	2	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	NA	0.0006602	NA	NA	NA	0.0006602	NA	NA	NA	NA	NA	0.0003251	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Acidicaldus"	"G"	25903	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0003301	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Neokomagataea"	"G"	25925	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0003301	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Gluconobacter"	"G"	25918	1	NA	NA	NA	1	NA	NA	NA	NA	1	1	NA	NA	0.0004325	NA	NA	NA	0.0003301	NA	NA	NA	NA	0.0004325	0.0003251	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Zavarzinia"	"G"	25940	2	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	NA	0.0006602	NA	NA	NA	0.0006602	NA	NA	NA	NA	NA	0.0003251	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacterales&nbsp;Incertae&nbsp;Sedis"
"Nitrospirillum"	"G"	25950	6	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	0.001981	NA	NA	NA	0.001981	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Azospirillales>Azospirillaceae"
"Desertibacter"	"G"	25949	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0003301	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Azospirillales>Azospirillaceae"
"Inquilinaceae"	"F"	25957	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.0004992	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	NA	0.0004992	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Azospirillales"
"Inquilinus"	"G"	25958	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.0004992	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	NA	0.0004992	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Azospirillales>Inquilinaceae"
"uncultured"	"G"	26266	36	NA	NA	NA	21	NA	1	4	NA	NA	36	NA	NA	0.0117	NA	NA	NA	0.006932	NA	5e-04	0.00173	NA	NA	0.0117	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Tistrellales>Geminicoccaceae"
"Lacibacterium"	"G"	25982	9	NA	NA	NA	9	NA	NA	NA	NA	NA	3	NA	NA	0.002971	NA	NA	NA	0.002971	NA	NA	NA	NA	NA	0.0009754	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Elsterales>Elsteraceae"
"uncultured"	"G"	25983	4	NA	NA	NA	4	NA	1	NA	NA	1	NA	NA	NA	0.00132	NA	NA	NA	0.00132	NA	5e-04	NA	NA	0.0004325	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Elsterales>Elsteraceae"
"Holospora"	"G"	25991	4	NA	NA	NA	4	NA	1	NA	NA	1	NA	1	NA	0.00132	NA	NA	NA	0.00132	NA	5e-04	NA	NA	0.0004325	NA	0.0004992	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Holosporales>Holosporaceae"
"Candidatus Gortzia"	"G"	25989	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	0.0006602	NA	NA	NA	0.0006602	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Holosporales>Holosporaceae"
"Clade III"	"F"	26233	27	NA	NA	NA	27	NA	1	NA	NA	NA	NA	1	NA	0.008912	NA	NA	NA	0.008912	NA	5e-04	NA	NA	NA	NA	0.0004992	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>SAR11&nbsp;clade"
"Clade Ib"	"G"	26230	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0003301	NA	NA	NA	0.0003301	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>SAR11&nbsp;clade>Clade&nbsp;I"
"Clade II"	"F"	26232	8	NA	NA	NA	8	NA	NA	1	NA	1	NA	NA	NA	0.002641	NA	NA	NA	0.002641	NA	NA	0.0004325	NA	0.0004325	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>SAR11&nbsp;clade"
