"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_loman_loman.kreport.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_loman_loman.kreport.cladeReads.."	"lineage"
"Rhodothermales"	"O"	25091	13	13	0.01027	0.01027	"Bacteria>Bacteroidetes>Rhodothermia"
"Rhodothermaceae"	"F"	25092	13	13	0.01027	0.01027	"Bacteria>Bacteroidetes>Rhodothermia>Rhodothermales"
"Salinibacter"	"G"	25098	13	13	0.01027	0.01027	"Bacteria>Bacteroidetes>Rhodothermia>Rhodothermales>Rhodothermaceae"
"Ignavibacteria"	"C"	25048	2	2	0.00158	0.00158	"Bacteria>Bacteroidetes"
"Ignavibacteriales"	"O"	25049	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Ignavibacteria"
"Ignavibacteriaceae"	"F"	25052	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Ignavibacteria>Ignavibacteriales"
"Ignavibacterium"	"G"	25053	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Ignavibacteria>Ignavibacteriales>Ignavibacteriaceae"
"SJA-28"	"O"	25072	1	1	0.0007901	0.0007901	"Bacteria>Bacteroidetes>Ignavibacteria"
"Cyanobacteria"	"P"	1500	9359	9359	7.395	7.395	"Bacteria"
"Oxyphotobacteria"	"C"	25227	9359	9359	7.395	7.395	"Bacteria>Cyanobacteria"
"Chloroplast"	"O"	25228	9351	9351	7.388	7.388	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Nostocales"	"O"	25273	6	6	0.004741	0.004741	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Nostocaceae"	"F"	25335	2	2	0.00158	0.00158	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Nostoc PCC-7524"	"G"	25385	1	1	0.0007901	0.0007901	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Nostocaceae"
"Rivularia PCC-7116"	"G"	25391	1	1	0.0007901	0.0007901	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Nostocaceae"
"Coleofasciculaceae"	"F"	25287	1	1	0.0007901	0.0007901	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Coleofasciculus PCC-7420"	"G"	25289	1	1	0.0007901	0.0007901	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Coleofasciculaceae"
"Cyanobacteriaceae"	"F"	25300	1	1	0.0007901	0.0007901	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Microcystaceae"	"F"	25317	1	1	0.0007901	0.0007901	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Synechocystis PCC-6803"	"G"	25332	1	1	0.0007901	0.0007901	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Microcystaceae"
"Oscillatoriaceae"	"F"	25415	1	1	0.0007901	0.0007901	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Phormidium ETS-05"	"G"	25419	1	1	0.0007901	0.0007901	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Oscillatoriaceae"
"Synechococcales"	"O"	25510	1	1	0.0007901	0.0007901	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Cyanobiaceae"	"F"	25511	1	1	0.0007901	0.0007901	"Bacteria>Cyanobacteria>Oxyphotobacteria>Synechococcales"
"Cyanobium PCC-6307"	"G"	25512	1	1	0.0007901	0.0007901	"Bacteria>Cyanobacteria>Oxyphotobacteria>Synechococcales>Cyanobiaceae"
"Actinobacteria"	"P"	400	874	874	0.6905	0.6905	"Bacteria"
"Actinobacteria"	"C"	419	856	856	0.6763	0.6763	"Bacteria>Actinobacteria"
"Streptomycetales"	"O"	765	315	315	0.2489	0.2489	"Bacteria>Actinobacteria>Actinobacteria"
"Streptomycetaceae"	"F"	766	315	315	0.2489	0.2489	"Bacteria>Actinobacteria>Actinobacteria>Streptomycetales"
"Streptomyces"	"G"	769	313	313	0.2473	0.2473	"Bacteria>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae"
"Kitasatospora"	"G"	767	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae"
"Corynebacteriales"	"O"	447	131	131	0.1035	0.1035	"Bacteria>Actinobacteria>Actinobacteria"
"Corynebacteriaceae"	"F"	448	103	103	0.08138	0.08138	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales"
"Corynebacterium 1"	"G"	11143	90	90	0.07111	0.07111	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae"
"Corynebacterium"	"G"	449	9	9	0.007111	0.007111	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae"
"Lawsonella"	"G"	14206	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae"
"Nocardiaceae"	"F"	460	13	13	0.01027	0.01027	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales"
"Rhodococcus"	"G"	464	8	8	0.006321	0.006321	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae"
"Nocardia"	"G"	463	3	3	0.00237	0.00237	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae"
"Gordonia"	"G"	461	2	2	0.00158	0.00158	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae"
"Mycobacteriaceae"	"F"	457	12	12	0.009481	0.009481	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales"
"Mycobacterium"	"G"	459	12	12	0.009481	0.009481	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae"
"Dietziaceae"	"F"	455	2	2	0.00158	0.00158	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales"
"Dietzia"	"G"	456	2	2	0.00158	0.00158	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales>Dietziaceae"
"Segniliparaceae"	"F"	468	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales"
"uncultured"	"G"	14207	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales>Segniliparaceae"
"Propionibacteriales"	"O"	704	120	120	0.09481	0.09481	"Bacteria>Actinobacteria>Actinobacteria"
"Propionibacteriaceae"	"F"	714	106	106	0.08375	0.08375	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales"
"Cutibacterium"	"G"	24519	99	99	0.07822	0.07822	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Microlunatus"	"G"	724	2	2	0.00158	0.00158	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Acidipropionibacterium"	"G"	24518	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"uncultured"	"G"	734	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Propionibacterium"	"G"	727	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Propioniciclava"	"G"	729	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Nocardioidaceae"	"F"	705	13	13	0.01027	0.01027	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales"
"Nocardioides"	"G"	711	10	10	0.007901	0.007901	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"Marmoricola"	"G"	710	2	2	0.00158	0.00158	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"uncultured"	"G"	713	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"Micrococcales"	"O"	510	117	117	0.09244	0.09244	"Bacteria>Actinobacteria>Actinobacteria"
"Micrococcaceae"	"F"	636	58	58	0.04583	0.04583	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
"Kocuria"	"G"	642	15	15	0.01185	0.01185	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Rothia"	"G"	646	14	14	0.01106	0.01106	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Arthrobacter"	"G"	638	11	11	0.008691	0.008691	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Pseudarthrobacter"	"G"	14220	8	8	0.006321	0.006321	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Micrococcus"	"G"	643	5	5	0.003951	0.003951	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Paeniglutamicibacter"	"G"	14219	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Paenarthrobacter"	"G"	14218	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Glutamicibacter"	"G"	14216	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Microbacteriaceae"	"F"	580	38	38	0.03002	0.03002	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
"Microbacterium"	"G"	616	21	21	0.01659	0.01659	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Agromyces"	"G"	583	4	4	0.00316	0.00316	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Curtobacterium"	"G"	596	3	3	0.00237	0.00237	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Leucobacter"	"G"	610	3	3	0.00237	0.00237	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Salinibacterium"	"G"	630	2	2	0.00158	0.00158	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Subtercola"	"G"	632	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Plantibacter"	"G"	623	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Candidatus Aquiluna"	"G"	587	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Intrasporangiaceae"	"F"	557	6	6	0.004741	0.004741	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
"Knoellia"	"G"	564	2	2	0.00158	0.00158	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Intrasporangiaceae"
"Tetrasphaera"	"G"	576	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Intrasporangiaceae"
"Lapillicoccus"	"G"	566	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Intrasporangiaceae"
"Ornithinicoccus"	"G"	569	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Intrasporangiaceae"
"Ornithinimicrobium"	"G"	570	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Intrasporangiaceae"
"Brevibacteriaceae"	"F"	521	3	3	0.00237	0.00237	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
"Brevibacterium"	"G"	522	3	3	0.00237	0.00237	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Brevibacteriaceae"
"Beutenbergiaceae"	"F"	512	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
"Salana"	"G"	515	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Beutenbergiaceae"
"Promicromonosporaceae"	"F"	654	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
"Cellulosimicrobium"	"G"	655	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Promicromonosporaceae"
"Micrococcales Incertae Sedis"	"F"	652	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
"Timonella"	"G"	13898	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Micrococcales&nbsp;Incertae&nbsp;Sedis"
"Dermatophilaceae"	"F"	550	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
"uncultured"	"G"	556	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Dermatophilaceae"
"Dermabacteraceae"	"F"	534	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
"Helcobacillus"	"G"	538	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Dermabacteraceae"
"Bogoriellaceae"	"F"	517	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
"Georgenia"	"G"	519	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Bogoriellaceae"
"Actinomycetales"	"O"	420	31	31	0.02449	0.02449	"Bacteria>Actinobacteria>Actinobacteria"
"Actinomycetaceae"	"F"	421	30	30	0.0237	0.0237	"Bacteria>Actinobacteria>Actinobacteria>Actinomycetales"
"Actinomyces"	"G"	423	29	29	0.02291	0.02291	"Bacteria>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae"
"Mobiluncus"	"G"	425	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae"
"Actinomycetales Incertae Sedis"	"F"	14204	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Actinomycetales"
"Candidatus Ancillula"	"G"	14205	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetales&nbsp;Incertae&nbsp;Sedis"
"Pseudonocardiales"	"O"	735	13	13	0.01027	0.01027	"Bacteria>Actinobacteria>Actinobacteria"
"Pseudonocardiaceae"	"F"	736	13	13	0.01027	0.01027	"Bacteria>Actinobacteria>Actinobacteria>Pseudonocardiales"
"Pseudonocardia"	"G"	755	5	5	0.003951	0.003951	"Bacteria>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae"
"Amycolatopsis"	"G"	744	3	3	0.00237	0.00237	"Bacteria>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae"
"Lechevalieria"	"G"	751	2	2	0.00158	0.00158	"Bacteria>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae"
"Actinokineospora"	"G"	738	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae"
"Saccharothrix"	"G"	758	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae"
"Saccharomonospora"	"G"	756	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae"
"Streptosporangiales"	"O"	770	9	9	0.007111	0.007111	"Bacteria>Actinobacteria>Actinobacteria"
"Streptosporangiaceae"	"F"	783	7	7	0.005531	0.005531	"Bacteria>Actinobacteria>Actinobacteria>Streptosporangiales"
"Streptosporangium"	"G"	794	3	3	0.00237	0.00237	"Bacteria>Actinobacteria>Actinobacteria>Streptosporangiales>Streptosporangiaceae"
"Nonomuraea"	"G"	788	2	2	0.00158	0.00158	"Bacteria>Actinobacteria>Actinobacteria>Streptosporangiales>Streptosporangiaceae"
"Sphaerisporangium"	"G"	793	2	2	0.00158	0.00158	"Bacteria>Actinobacteria>Actinobacteria>Streptosporangiales>Streptosporangiaceae"
"Nocardiopsaceae"	"F"	772	2	2	0.00158	0.00158	"Bacteria>Actinobacteria>Actinobacteria>Streptosporangiales"
"Nocardiopsis"	"G"	777	2	2	0.00158	0.00158	"Bacteria>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae"
"Micromonosporales"	"O"	672	6	6	0.004741	0.004741	"Bacteria>Actinobacteria>Actinobacteria"
"Micromonosporaceae"	"F"	673	6	6	0.004741	0.004741	"Bacteria>Actinobacteria>Actinobacteria>Micromonosporales"
"Micromonospora"	"G"	688	3	3	0.00237	0.00237	"Bacteria>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae"
"Actinoplanes"	"G"	675	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae"
"Asanoa"	"G"	677	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae"
"Catellatospora"	"G"	678	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae"
"Frankiales"	"O"	475	4	4	0.00316	0.00316	"Bacteria>Actinobacteria>Actinobacteria"
"Acidothermaceae"	"F"	476	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Frankiales"
"Acidothermus"	"G"	477	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Acidothermaceae"
"Frankiaceae"	"F"	481	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Frankiales"
"Frankia"	"G"	482	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Frankiaceae"
"Sporichthyaceae"	"F"	491	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Frankiales"
"uncultured"	"F"	496	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Frankiales"
"Glycomycetales"	"O"	497	3	3	0.00237	0.00237	"Bacteria>Actinobacteria>Actinobacteria"
"Glycomycetaceae"	"F"	498	3	3	0.00237	0.00237	"Bacteria>Actinobacteria>Actinobacteria>Glycomycetales"
"Glycomyces"	"G"	499	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Glycomycetales>Glycomycetaceae"
"Bifidobacteriales"	"O"	432	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria"
"Bifidobacteriaceae"	"F"	433	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Bifidobacteriales"
"Scardovia"	"G"	440	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae"
"PeM15"	"O"	703	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Actinobacteria"
"Acidimicrobiia"	"C"	401	6	6	0.004741	0.004741	"Bacteria>Actinobacteria"
"Actinomarinales"	"O"	24478	4	4	0.00316	0.00316	"Bacteria>Actinobacteria>Acidimicrobiia"
"uncultured"	"F"	24481	4	4	0.00316	0.00316	"Bacteria>Actinobacteria>Acidimicrobiia>Actinomarinales"
"Microtrichales"	"O"	24483	2	2	0.00158	0.00158	"Bacteria>Actinobacteria>Acidimicrobiia"
"Microtrichaceae"	"F"	24490	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales"
"uncultured"	"G"	24494	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales>Microtrichaceae"
"uncultured"	"F"	24495	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Acidimicrobiia>Microtrichales"
"Thermoleophilia"	"C"	844	5	5	0.003951	0.003951	"Bacteria>Actinobacteria"
"Gaiellales"	"O"	845	4	4	0.00316	0.00316	"Bacteria>Actinobacteria>Thermoleophilia"
"uncultured"	"F"	848	4	4	0.00316	0.00316	"Bacteria>Actinobacteria>Thermoleophilia>Gaiellales"
"Solirubrobacterales"	"O"	849	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Thermoleophilia"
"Solirubrobacteraceae"	"F"	863	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Thermoleophilia>Solirubrobacterales"
"Solirubrobacter"	"G"	864	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Thermoleophilia>Solirubrobacterales>Solirubrobacteraceae"
"Coriobacteriia"	"C"	809	2	2	0.00158	0.00158	"Bacteria>Actinobacteria"
"Coriobacteriales"	"O"	810	2	2	0.00158	0.00158	"Bacteria>Actinobacteria>Coriobacteriia"
"Coriobacteriaceae"	"F"	811	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Coriobacteriia>Coriobacteriales"
"Collinsella"	"G"	815	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Coriobacteriia>Coriobacteriales>Coriobacteriaceae"
"Eggerthellaceae"	"F"	24544	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Coriobacteriia>Coriobacteriales"
"Enterorhabdus"	"G"	24552	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria>Coriobacteriia>Coriobacteriales>Eggerthellaceae"
"Rubrobacteria"	"C"	839	2	2	0.00158	0.00158	"Bacteria>Actinobacteria"
"Rubrobacterales"	"O"	840	2	2	0.00158	0.00158	"Bacteria>Actinobacteria>Rubrobacteria"
"Rubrobacteriaceae"	"F"	841	2	2	0.00158	0.00158	"Bacteria>Actinobacteria>Rubrobacteria>Rubrobacterales"
"Rubrobacter"	"G"	842	2	2	0.00158	0.00158	"Bacteria>Actinobacteria>Rubrobacteria>Rubrobacterales>Rubrobacteriaceae"
"MB-A2-108"	"C"	829	1	1	0.0007901	0.0007901	"Bacteria>Actinobacteria"
"Patescibacteria"	"P"	25752	260	260	0.2054	0.2054	"Bacteria"
"Parcubacteria"	"C"	25786	82	82	0.06479	0.06479	"Bacteria>Patescibacteria"
"Candidatus Nomurabacteria"	"O"	25803	12	12	0.009481	0.009481	"Bacteria>Patescibacteria>Parcubacteria"
"Candidatus Kaiserbacteria"	"O"	25798	10	10	0.007901	0.007901	"Bacteria>Patescibacteria>Parcubacteria"
"Candidatus Adlerbacteria"	"O"	25790	6	6	0.004741	0.004741	"Bacteria>Patescibacteria>Parcubacteria"
"Candidatus Azambacteria"	"O"	25791	6	6	0.004741	0.004741	"Bacteria>Patescibacteria>Parcubacteria"
"Candidatus Campbellbacteria"	"O"	25793	5	5	0.003951	0.003951	"Bacteria>Patescibacteria>Parcubacteria"
"GW2011-GWA2-46-7"	"O"	25814	5	5	0.003951	0.003951	"Bacteria>Patescibacteria>Parcubacteria"
"Candidatus Moranbacteria"	"O"	25801	5	5	0.003951	0.003951	"Bacteria>Patescibacteria>Parcubacteria"
"Candidatus Zambryskibacteria"	"O"	25813	4	4	0.00316	0.00316	"Bacteria>Patescibacteria>Parcubacteria"
"Paceibacterales"	"O"	25817	3	3	0.00237	0.00237	"Bacteria>Patescibacteria>Parcubacteria"
"Paceibacteraceae"	"F"	25818	3	3	0.00237	0.00237	"Bacteria>Patescibacteria>Parcubacteria>Paceibacterales"
"Candidatus Paceibacter"	"G"	25819	3	3	0.00237	0.00237	"Bacteria>Patescibacteria>Parcubacteria>Paceibacterales>Paceibacteraceae"
"Candidatus Spechtbacteria"	"O"	25806	3	3	0.00237	0.00237	"Bacteria>Patescibacteria>Parcubacteria"
"Candidatus Portnoybacteria"	"O"	25804	3	3	0.00237	0.00237	"Bacteria>Patescibacteria>Parcubacteria"
"Candidatus Jorgensenbacteria"	"O"	25797	3	3	0.00237	0.00237	"Bacteria>Patescibacteria>Parcubacteria"
"32-520"	"O"	25787	2	2	0.00158	0.00158	"Bacteria>Patescibacteria>Parcubacteria"
"Candidatus Yanofskybacteria"	"O"	25811	2	2	0.00158	0.00158	"Bacteria>Patescibacteria>Parcubacteria"
"Candidatus Lloydbacteria"	"O"	25800	2	2	0.00158	0.00158	"Bacteria>Patescibacteria>Parcubacteria"
"Candidatus Nealsonbacteria"	"O"	25802	1	1	0.0007901	0.0007901	"Bacteria>Patescibacteria>Parcubacteria"
"Candidatus Liptonbacteria"	"O"	25799	1	1	0.0007901	0.0007901	"Bacteria>Patescibacteria>Parcubacteria"
"Candidatus Doudnabacteria"	"O"	25795	1	1	0.0007901	0.0007901	"Bacteria>Patescibacteria>Parcubacteria"
"GWA2-38-13b"	"O"	25815	1	1	0.0007901	0.0007901	"Bacteria>Patescibacteria>Parcubacteria"
"GWB1-42-6"	"O"	25816	1	1	0.0007901	0.0007901	"Bacteria>Patescibacteria>Parcubacteria"
"Saccharimonadia"	"C"	25821	73	73	0.05768	0.05768	"Bacteria>Patescibacteria"
"Saccharimonadales"	"O"	25822	73	73	0.05768	0.05768	"Bacteria>Patescibacteria>Saccharimonadia"
"Saccharimonadaceae"	"F"	25823	36	36	0.02844	0.02844	"Bacteria>Patescibacteria>Saccharimonadia>Saccharimonadales"
"Candidatus Saccharimonas"	"G"	25824	18	18	0.01422	0.01422	"Bacteria>Patescibacteria>Saccharimonadia>Saccharimonadales>Saccharimonadaceae"
"Microgenomatia"	"C"	25772	45	45	0.03555	0.03555	"Bacteria>Patescibacteria"
"Candidatus Woesebacteria"	"O"	25784	16	16	0.01264	0.01264	"Bacteria>Patescibacteria>Microgenomatia"
"Candidatus Roizmanbacteria"	"O"	25782	11	11	0.008691	0.008691	"Bacteria>Patescibacteria>Microgenomatia"
"Candidatus Pacebacteria"	"O"	25781	7	7	0.005531	0.005531	"Bacteria>Patescibacteria>Microgenomatia"
"Candidatus Levybacteria"	"O"	25780	4	4	0.00316	0.00316	"Bacteria>Patescibacteria>Microgenomatia"
"Candidatus Shapirobacteria"	"O"	25783	3	3	0.00237	0.00237	"Bacteria>Patescibacteria>Microgenomatia"
"Candidatus Collierbacteria"	"O"	25776	1	1	0.0007901	0.0007901	"Bacteria>Patescibacteria>Microgenomatia"
"Candidatus Curtissbacteria"	"O"	25777	1	1	0.0007901	0.0007901	"Bacteria>Patescibacteria>Microgenomatia"
"Candidatus Daviesbacteria"	"O"	25778	1	1	0.0007901	0.0007901	"Bacteria>Patescibacteria>Microgenomatia"
"Gracilibacteria"	"C"	25764	36	36	0.02844	0.02844	"Bacteria>Patescibacteria"
"Absconditabacteriales (SR1)"	"O"	25765	14	14	0.01106	0.01106	"Bacteria>Patescibacteria>Gracilibacteria"
"Candidatus Peribacteria"	"O"	25768	5	5	0.003951	0.003951	"Bacteria>Patescibacteria>Gracilibacteria"
"JGI 0000069-P22"	"O"	25769	5	5	0.003951	0.003951	"Bacteria>Patescibacteria>Gracilibacteria"
"Candidatus Abawacabacteria"	"O"	25766	3	3	0.00237	0.00237	"Bacteria>Patescibacteria>Gracilibacteria"
"Candidatus Peregrinibacteria"	"O"	25767	2	2	0.00158	0.00158	"Bacteria>Patescibacteria>Gracilibacteria"
"WS6 (Dojkabacteria)"	"C"	25825	8	8	0.006321	0.006321	"Bacteria>Patescibacteria"
"ABY1"	"C"	25753	3	3	0.00237	0.00237	"Bacteria>Patescibacteria"
"Candidatus Kerfeldbacteria"	"O"	25757	1	1	0.0007901	0.0007901	"Bacteria>Patescibacteria>ABY1"
"Candidatus Kuenenbacteria"	"O"	25759	1	1	0.0007901	0.0007901	"Bacteria>Patescibacteria>ABY1"
"Candidatus Uhrbacteria"	"O"	25761	1	1	0.0007901	0.0007901	"Bacteria>Patescibacteria>ABY1"
"CPR2"	"C"	25763	2	2	0.00158	0.00158	"Bacteria>Patescibacteria"
"WWE3"	"C"	25826	1	1	0.0007901	0.0007901	"Bacteria>Patescibacteria"
