"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_june_BC01.cladeReads"	"centrifuge_16s_classification_june_BC02.cladeReads"	"centrifuge_16s_classification_june_BC03.cladeReads"	"centrifuge_16s_classification_june_BC04.cladeReads"	"centrifuge_16s_classification_june_BC05.cladeReads"	"centrifuge_16s_classification_june_BC06.cladeReads"	"centrifuge_16s_classification_june_BC07.cladeReads"	"centrifuge_16s_classification_june_BC08.cladeReads"	"centrifuge_16s_classification_june_BC09.cladeReads"	"centrifuge_16s_classification_june_BC10.cladeReads"	"centrifuge_16s_classification_june_BC11.cladeReads"	"centrifuge_16s_classification_june_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_june_BC01.cladeReads.."	"centrifuge_16s_classification_june_BC02.cladeReads.."	"centrifuge_16s_classification_june_BC03.cladeReads.."	"centrifuge_16s_classification_june_BC04.cladeReads.."	"centrifuge_16s_classification_june_BC05.cladeReads.."	"centrifuge_16s_classification_june_BC06.cladeReads.."	"centrifuge_16s_classification_june_BC07.cladeReads.."	"centrifuge_16s_classification_june_BC08.cladeReads.."	"centrifuge_16s_classification_june_BC09.cladeReads.."	"centrifuge_16s_classification_june_BC10.cladeReads.."	"centrifuge_16s_classification_june_BC11.cladeReads.."	"centrifuge_16s_classification_june_BC12.cladeReads.."	"lineage"
"Xenorhabdus nematophila"	"S"	628	8	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	1	NA	0.004724	NA	NA	NA	NA	NA	NA	NA	0.004724	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Xenorhabdus"
"Xenorhabdus poinarii"	"S"	40577	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.002362	NA	NA	NA	NA	NA	NA	NA	0.002362	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Xenorhabdus"
"Xenorhabdus bovienii"	"S"	40576	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Xenorhabdus"
"Xenorhabdus stockiae"	"S"	351614	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Xenorhabdus"
"Xenorhabdus sp. SGmg1"	"S"	757432	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Xenorhabdus"
"Xenorhabdus sp. XB"	"S"	1116363	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Xenorhabdus"
"Xenorhabdus sp. CB10"	"S"	1810669	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Xenorhabdus"
"Proteus"	"G"	583	12	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	2	NA	0.007086	NA	NA	NA	NA	NA	NA	NA	0.007086	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae"
"Proteus sp. SSBC1"	"S"	1150174	6	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0.003543	NA	NA	NA	NA	NA	NA	NA	0.003543	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Proteus"
"Proteus mirabilis"	"S"	584	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Proteus"
"Proteus vulgaris"	"S"	585	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001245	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Proteus"
"Proteus penneri"	"S"	102862	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Proteus"
"Proteus sp. BAB-3430"	"S"	1437758	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Proteus"
"Proteus sp. ZC09-2"	"S"	1785694	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Proteus"
"Providencia alcalifaciens"	"S"	126385	6	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0.003543	NA	NA	NA	NA	NA	NA	NA	0.003543	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Providencia"
"environmental samples"	"-"	390516	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Providencia"
"uncultured Providencia sp."	"S"	390517	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Providencia>environmental&nbsp;samples"
"Providencia sp. AR8"	"S"	665036	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Providencia"
"Providencia sp. KDM3"	"S"	1269817	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Providencia"
"Morganella"	"G"	581	9	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	0.005314	NA	NA	NA	NA	NA	NA	NA	0.005314	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae"
"Morganella morganii"	"S"	582	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.002952	NA	NA	NA	NA	NA	NA	NA	0.002952	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Morganella"
"Morganella morganii subsp. sibonii"	"-"	180435	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Morganella>Morganella&nbsp;morganii"
"environmental samples"	"-"	300848	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Morganella"
"uncultured Morganella sp."	"S"	300849	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Morganella>environmental&nbsp;samples"
"Morganella sp. RP-42"	"S"	761545	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Morganella"
"Morganella sp. RTCE01"	"S"	1303348	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Morganella"
"Morganella sp. BAB-5312"	"S"	1679105	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Morganella"
"Arsenophonus nasoniae"	"S"	638	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Arsenophonus"
"Arsenophonus endosymbiont of Aphis craccivora"	"S"	1231049	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Arsenophonus"
"Photorhabdus"	"G"	29487	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae"
"Photorhabdus luminescens"	"S"	29488	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Photorhabdus"
"unclassified Enterobacterales"	"-"	451511	13	NA	NA	NA	NA	NA	NA	NA	13	NA	NA	1	NA	0.007676	NA	NA	NA	NA	NA	NA	NA	0.007676	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales"
"Phytobacter"	"G"	447792	8	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0.004724	NA	NA	NA	NA	NA	NA	NA	0.004724	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>unclassified&nbsp;Enterobacterales"
"Phytobacter diazotrophicus"	"S"	395631	8	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0.004724	NA	NA	NA	NA	NA	NA	NA	0.004724	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>unclassified&nbsp;Enterobacterales>Phytobacter"
"Plesiomonas"	"G"	702	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	1	NA	0.001771	NA	NA	NA	NA	NA	NA	NA	0.001771	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>unclassified&nbsp;Enterobacterales"
"Plesiomonas shigelloides"	"S"	703	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	1	NA	0.001771	NA	NA	NA	NA	NA	NA	NA	0.001771	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>unclassified&nbsp;Enterobacterales>Plesiomonas"
"Grimontella"	"G"	223385	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>unclassified&nbsp;Enterobacterales"
"Grimontella senegalensis"	"S"	223386	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>unclassified&nbsp;Enterobacterales>Grimontella"
"Averyella"	"G"	347014	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>unclassified&nbsp;Enterobacterales"
"Averyella dalhousiensis"	"S"	347015	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>unclassified&nbsp;Enterobacterales>Averyella"
"Vibrio parahaemolyticus VP250"	"-"	1238208	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group>Vibrio&nbsp;parahaemolyticus"
"Vibrio alginolyticus"	"S"	663	10	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	0.005905	NA	NA	NA	NA	NA	NA	NA	0.005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group"
"Vibrio owensii"	"S"	696485	9	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	0.005314	NA	NA	NA	NA	NA	NA	NA	0.005314	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group"
"Vibrio campbellii"	"S"	680	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.002362	NA	NA	NA	NA	NA	NA	NA	0.002362	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group"
"Vibrio natriegens"	"S"	691	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group"
"Vibrio azureus"	"S"	512649	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group"
"Vibrio rotiferianus"	"S"	190895	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group"
"Vibrio sp. SR2"	"S"	208222	34	NA	NA	NA	NA	NA	NA	NA	34	NA	NA	NA	NA	0.02008	NA	NA	NA	NA	NA	NA	NA	0.02008	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio coralliilyticus"	"S"	190893	22	NA	NA	NA	NA	NA	NA	NA	22	NA	NA	NA	NA	0.01299	NA	NA	NA	NA	NA	NA	NA	0.01299	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio coralliilyticus ATCC BAA-450"	"-"	675814	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;coralliilyticus"
"Vibrio sp. T-G2-10-B2"	"S"	634764	18	NA	NA	NA	NA	NA	NA	NA	18	NA	NA	NA	NA	0.01063	NA	NA	NA	NA	NA	NA	NA	0.01063	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio sp. MOLA 65"	"S"	523615	12	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	NA	0.007086	NA	NA	NA	NA	NA	NA	NA	0.007086	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio fortis"	"S"	212667	11	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	NA	NA	0.006495	NA	NA	NA	NA	NA	NA	NA	0.006495	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio proteolyticus"	"S"	671	10	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	0.005905	NA	NA	NA	NA	NA	NA	NA	0.005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio sp. SB-G4"	"S"	557773	9	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	0.005314	NA	NA	NA	NA	NA	NA	NA	0.005314	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio rumoiensis"	"S"	76258	8	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0.004724	NA	NA	NA	NA	NA	NA	NA	0.004724	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio rumoiensis 1S-45"	"-"	1188252	8	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0.004724	NA	NA	NA	NA	NA	NA	NA	0.004724	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;rumoiensis"
"Vibrio ponticus"	"S"	265668	6	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0.003543	NA	NA	NA	NA	NA	NA	NA	0.003543	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio pomeroyi"	"S"	198832	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.002952	NA	NA	NA	NA	NA	NA	NA	0.002952	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio sp. MY-2008-Ua2"	"S"	588846	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.002952	NA	NA	NA	NA	NA	NA	NA	0.002952	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio cholerae"	"S"	666	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	1	NA	0.001771	NA	NA	NA	NA	NA	NA	NA	0.001771	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio sp. G18(2013)"	"S"	1293251	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio vulnificus"	"S"	672	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio vulnificus MO6-24/O"	"-"	914127	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;vulnificus"
"Vibrio sp. EHP5"	"S"	392914	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio sp. sw0106-08(2)"	"S"	1705910	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio sp."	"S"	678	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio aestuarianus"	"S"	28171	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio splendidus"	"S"	29497	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio anguillarum"	"S"	55601	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio anguillarum serovar O1"	"-"	42323	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;anguillarum"
"Vibrio sp. 01"	"S"	161723	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio chagasii"	"S"	170679	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio sp. GM4"	"S"	315821	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio sp. MSSRF10"	"S"	344204	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio sp. SW29"	"S"	368229	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio sp. 0908"	"S"	452802	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio sp. 09022"	"S"	452804	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio sp. 6B9"	"S"	549537	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
