"name"	"taxRank"	"taxID"	"Max"	"kraken_16S.cladeReads"	"Max.1"	"kraken_16S.cladeReads.."	"lineage"
"Anaerolineaceae"	"F"	1388	5	5	0.003951	0.003951	"Bacteria>Chloroflexi>Anaerolineae>Anaerolineales"
"uncultured"	"G"	1395	3	3	0.00237	0.00237	"Bacteria>Chloroflexi>Anaerolineae>Anaerolineales>Anaerolineaceae"
"ADurb.Bin120"	"G"	25122	1	1	0.0007901	0.0007901	"Bacteria>Chloroflexi>Anaerolineae>Anaerolineales>Anaerolineaceae"
"Ardenticatenales"	"O"	25127	1	1	0.0007901	0.0007901	"Bacteria>Chloroflexi>Anaerolineae"
"uncultured"	"F"	25131	1	1	0.0007901	0.0007901	"Bacteria>Chloroflexi>Anaerolineae>Ardenticatenales"
"MSB-5B2"	"O"	25139	1	1	0.0007901	0.0007901	"Bacteria>Chloroflexi>Anaerolineae"
"Dehalococcoidia"	"C"	1428	6	6	0.004741	0.004741	"Bacteria>Chloroflexi"
"SAR202 clade"	"O"	25185	3	3	0.00237	0.00237	"Bacteria>Chloroflexi>Dehalococcoidia"
"FW22"	"O"	1437	1	1	0.0007901	0.0007901	"Bacteria>Chloroflexi>Dehalococcoidia"
"Sh765B-AG-111"	"O"	1442	1	1	0.0007901	0.0007901	"Bacteria>Chloroflexi>Dehalococcoidia"
"Chloroflexia"	"C"	1411	4	4	0.00316	0.00316	"Bacteria>Chloroflexi"
"Chloroflexales"	"O"	1413	4	4	0.00316	0.00316	"Bacteria>Chloroflexi>Chloroflexia"
"Chloroflexaceae"	"F"	1414	2	2	0.00158	0.00158	"Bacteria>Chloroflexi>Chloroflexia>Chloroflexales"
"Candidatus Chloroploca"	"G"	11230	1	1	0.0007901	0.0007901	"Bacteria>Chloroflexi>Chloroflexia>Chloroflexales>Chloroflexaceae"
"Candidatus Chlorothrix"	"G"	25151	1	1	0.0007901	0.0007901	"Bacteria>Chloroflexi>Chloroflexia>Chloroflexales>Chloroflexaceae"
"Roseiflexaceae"	"F"	1422	2	2	0.00158	0.00158	"Bacteria>Chloroflexi>Chloroflexia>Chloroflexales"
"uncultured"	"G"	25158	2	2	0.00158	0.00158	"Bacteria>Chloroflexi>Chloroflexia>Chloroflexales>Roseiflexaceae"
"Ktedonobacteria"	"C"	1450	4	4	0.00316	0.00316	"Bacteria>Chloroflexi"
"Ktedonobacterales"	"O"	1456	4	4	0.00316	0.00316	"Bacteria>Chloroflexi>Ktedonobacteria"
"Ktedonobacteraceae"	"F"	1464	4	4	0.00316	0.00316	"Bacteria>Chloroflexi>Ktedonobacteria>Ktedonobacterales"
"HSB OF53-F07"	"G"	25197	2	2	0.00158	0.00158	"Bacteria>Chloroflexi>Ktedonobacteria>Ktedonobacterales>Ktedonobacteraceae"
"uncultured"	"G"	1466	1	1	0.0007901	0.0007901	"Bacteria>Chloroflexi>Ktedonobacteria>Ktedonobacterales>Ktedonobacteraceae"
"1959-1"	"G"	25193	1	1	0.0007901	0.0007901	"Bacteria>Chloroflexi>Ktedonobacteria>Ktedonobacterales>Ktedonobacteraceae"
"Gitt-GS-136"	"C"	1445	1	1	0.0007901	0.0007901	"Bacteria>Chloroflexi"
"P2-11E"	"C"	1476	1	1	0.0007901	0.0007901	"Bacteria>Chloroflexi"
"Patescibacteria"	"P"	25752	28	28	0.02212	0.02212	"Bacteria"
"Parcubacteria"	"C"	25786	12	12	0.009481	0.009481	"Bacteria>Patescibacteria"
"Candidatus Colwellbacteria"	"O"	25794	3	3	0.00237	0.00237	"Bacteria>Patescibacteria>Parcubacteria"
"Candidatus Kaiserbacteria"	"O"	25798	3	3	0.00237	0.00237	"Bacteria>Patescibacteria>Parcubacteria"
"GWA2-38-13b"	"O"	25815	2	2	0.00158	0.00158	"Bacteria>Patescibacteria>Parcubacteria"
"Candidatus Azambacteria"	"O"	25791	1	1	0.0007901	0.0007901	"Bacteria>Patescibacteria>Parcubacteria"
"Candidatus Campbellbacteria"	"O"	25793	1	1	0.0007901	0.0007901	"Bacteria>Patescibacteria>Parcubacteria"
"Candidatus Yanofskybacteria"	"O"	25811	1	1	0.0007901	0.0007901	"Bacteria>Patescibacteria>Parcubacteria"
"Microgenomatia"	"C"	25772	5	5	0.003951	0.003951	"Bacteria>Patescibacteria"
"Candidatus Amesbacteria"	"O"	25773	1	1	0.0007901	0.0007901	"Bacteria>Patescibacteria>Microgenomatia"
"Candidatus Gottesmanbacteria"	"O"	25779	1	1	0.0007901	0.0007901	"Bacteria>Patescibacteria>Microgenomatia"
"Candidatus Levybacteria"	"O"	25780	1	1	0.0007901	0.0007901	"Bacteria>Patescibacteria>Microgenomatia"
"Candidatus Pacebacteria"	"O"	25781	1	1	0.0007901	0.0007901	"Bacteria>Patescibacteria>Microgenomatia"
"Candidatus Woesebacteria"	"O"	25784	1	1	0.0007901	0.0007901	"Bacteria>Patescibacteria>Microgenomatia"
"Gracilibacteria"	"C"	25764	4	4	0.00316	0.00316	"Bacteria>Patescibacteria"
"ABY1"	"C"	25753	3	3	0.00237	0.00237	"Bacteria>Patescibacteria"
"Candidatus Buchananbacteria"	"O"	25754	1	1	0.0007901	0.0007901	"Bacteria>Patescibacteria>ABY1"
"Candidatus Magasanikbacteria"	"O"	25760	1	1	0.0007901	0.0007901	"Bacteria>Patescibacteria>ABY1"
"Candidatus Uhrbacteria"	"O"	25761	1	1	0.0007901	0.0007901	"Bacteria>Patescibacteria>ABY1"
"Saccharimonadia"	"C"	25821	1	1	0.0007901	0.0007901	"Bacteria>Patescibacteria"
"Saccharimonadales"	"O"	25822	1	1	0.0007901	0.0007901	"Bacteria>Patescibacteria>Saccharimonadia"
"WS6 (Dojkabacteria)"	"C"	25825	1	1	0.0007901	0.0007901	"Bacteria>Patescibacteria"
"Acidobacteria"	"P"	321	23	23	0.01817	0.01817	"Bacteria"
"Acidobacteriia"	"C"	24413	5	5	0.003951	0.003951	"Bacteria>Acidobacteria"
"Acidobacteriales"	"O"	24414	5	5	0.003951	0.003951	"Bacteria>Acidobacteria>Acidobacteriia"
"uncultured"	"F"	24429	3	3	0.00237	0.00237	"Bacteria>Acidobacteria>Acidobacteriia>Acidobacteriales"
"Acidobacteriaceae (Subgroup 1)"	"F"	24415	2	2	0.00158	0.00158	"Bacteria>Acidobacteria>Acidobacteriia>Acidobacteriales"
"Granulicella"	"G"	24421	2	2	0.00158	0.00158	"Bacteria>Acidobacteria>Acidobacteriia>Acidobacteriales>Acidobacteriaceae&nbsp;(Subgroup&nbsp;1)"
"Subgroup 22"	"C"	398	3	3	0.00237	0.00237	"Bacteria>Acidobacteria"
"Blastocatellia (Subgroup 4)"	"C"	24446	3	3	0.00237	0.00237	"Bacteria>Acidobacteria"
"Blastocatellales"	"O"	24448	3	3	0.00237	0.00237	"Bacteria>Acidobacteria>Blastocatellia&nbsp;(Subgroup&nbsp;4)"
"Blastocatellaceae"	"F"	24449	3	3	0.00237	0.00237	"Bacteria>Acidobacteria>Blastocatellia&nbsp;(Subgroup&nbsp;4)>Blastocatellales"
"Blastocatella"	"G"	24451	2	2	0.00158	0.00158	"Bacteria>Acidobacteria>Blastocatellia&nbsp;(Subgroup&nbsp;4)>Blastocatellales>Blastocatellaceae"
"Aminicenantia"	"C"	24444	2	2	0.00158	0.00158	"Bacteria>Acidobacteria"
"Aminicenantales"	"O"	24445	2	2	0.00158	0.00158	"Bacteria>Acidobacteria>Aminicenantia"
"Subgroup 18"	"C"	14189	2	2	0.00158	0.00158	"Bacteria>Acidobacteria"
"Subgroup 6"	"C"	14196	2	2	0.00158	0.00158	"Bacteria>Acidobacteria"
"Holophagae"	"C"	372	1	1	0.0007901	0.0007901	"Bacteria>Acidobacteria"
"Subgroup 7"	"O"	396	1	1	0.0007901	0.0007901	"Bacteria>Acidobacteria>Holophagae"
"Fischerbacteria"	"C"	24466	1	1	0.0007901	0.0007901	"Bacteria>Acidobacteria"
"Subgroup 17"	"C"	14188	1	1	0.0007901	0.0007901	"Bacteria>Acidobacteria"
"Subgroup 9"	"C"	14200	1	1	0.0007901	0.0007901	"Bacteria>Acidobacteria"
"Tenericutes"	"P"	3919	15	15	0.01185	0.01185	"Bacteria"
"Mollicutes"	"C"	3920	15	15	0.01185	0.01185	"Bacteria>Tenericutes"
"Mycoplasmatales"	"O"	3946	7	7	0.005531	0.005531	"Bacteria>Tenericutes>Mollicutes"
"Mycoplasmataceae"	"F"	3947	7	7	0.005531	0.005531	"Bacteria>Tenericutes>Mollicutes>Mycoplasmatales"
"Mycoplasma"	"G"	3950	5	5	0.003951	0.003951	"Bacteria>Tenericutes>Mollicutes>Mycoplasmatales>Mycoplasmataceae"
"Ureaplasma"	"G"	3951	1	1	0.0007901	0.0007901	"Bacteria>Tenericutes>Mollicutes>Mycoplasmatales>Mycoplasmataceae"
"Anaeroplasmatales"	"O"	3924	3	3	0.00237	0.00237	"Bacteria>Tenericutes>Mollicutes"
"Anaeroplasmataceae"	"F"	3925	3	3	0.00237	0.00237	"Bacteria>Tenericutes>Mollicutes>Anaeroplasmatales"
"Anaeroplasma"	"G"	3926	3	3	0.00237	0.00237	"Bacteria>Tenericutes>Mollicutes>Anaeroplasmatales>Anaeroplasmataceae"
"Mollicutes Incertae Sedis"	"O"	3943	2	2	0.00158	0.00158	"Bacteria>Tenericutes>Mollicutes"
"Unknown Family"	"F"	3944	2	2	0.00158	0.00158	"Bacteria>Tenericutes>Mollicutes>Mollicutes&nbsp;Incertae&nbsp;Sedis"
"Candidatus Phytoplasma"	"G"	3945	2	2	0.00158	0.00158	"Bacteria>Tenericutes>Mollicutes>Mollicutes&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"Mollicutes RF39"	"O"	26946	2	2	0.00158	0.00158	"Bacteria>Tenericutes>Mollicutes"
"Izimaplasmatales"	"O"	26943	1	1	0.0007901	0.0007901	"Bacteria>Tenericutes>Mollicutes"
"Verrucomicrobia"	"P"	3982	14	14	0.01106	0.01106	"Bacteria"
"Verrucomicrobiae"	"C"	4029	14	14	0.01106	0.01106	"Bacteria>Verrucomicrobia"
"Chthoniobacterales"	"O"	26955	6	6	0.004741	0.004741	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Chthoniobacteraceae"	"F"	26957	3	3	0.00237	0.00237	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Chthoniobacterales"
"Chthoniobacter"	"G"	26959	2	2	0.00158	0.00158	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Chthoniobacterales>Chthoniobacteraceae"
"Candidatus Udaeobacter"	"G"	26958	1	1	0.0007901	0.0007901	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Chthoniobacterales>Chthoniobacteraceae"
"01D2Z36"	"F"	26956	2	2	0.00158	0.00158	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Chthoniobacterales"
"Xiphinematobacteraceae"	"F"	26964	1	1	0.0007901	0.0007901	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Chthoniobacterales"
"Candidatus Xiphinematobacter"	"G"	26965	1	1	0.0007901	0.0007901	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Chthoniobacterales>Xiphinematobacteraceae"
"Verrucomicrobiales"	"O"	4030	2	2	0.00158	0.00158	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Rubritaleaceae"	"F"	4034	1	1	0.0007901	0.0007901	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales"
"Rubritalea"	"G"	4035	1	1	0.0007901	0.0007901	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Rubritaleaceae"
"Pedosphaerales"	"O"	26992	2	2	0.00158	0.00158	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Pedosphaeraceae"	"F"	26993	2	2	0.00158	0.00158	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Pedosphaerales"
"Arctic97B-4 marine group"	"O"	26953	1	1	0.0007901	0.0007901	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Methylacidiphilales"	"O"	26968	1	1	0.0007901	0.0007901	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Methylacidiphilaceae"	"F"	26969	1	1	0.0007901	0.0007901	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Methylacidiphilales"
"uncultured"	"G"	26971	1	1	0.0007901	0.0007901	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Methylacidiphilales>Methylacidiphilaceae"
"S-BQ2-57 soil group"	"O"	26998	1	1	0.0007901	0.0007901	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"uncultured"	"O"	27008	1	1	0.0007901	0.0007901	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Spirochaetes"	"P"	26899	11	11	0.008691	0.008691	"Bacteria"
"Spirochaetia"	"C"	26917	7	7	0.005531	0.005531	"Bacteria>Spirochaetes"
"Spirochaetales"	"O"	26921	7	7	0.005531	0.005531	"Bacteria>Spirochaetes>Spirochaetia"
"Spirochaetaceae"	"F"	26922	7	7	0.005531	0.005531	"Bacteria>Spirochaetes>Spirochaetia>Spirochaetales"
"Spirochaeta 2"	"G"	26932	3	3	0.00237	0.00237	"Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae"
"uncultured"	"G"	26936	2	2	0.00158	0.00158	"Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae"
"Sphaerochaeta"	"G"	26931	1	1	0.0007901	0.0007901	"Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae"
"Brachyspirae"	"C"	26900	2	2	0.00158	0.00158	"Bacteria>Spirochaetes"
"Brachyspirales"	"O"	26901	2	2	0.00158	0.00158	"Bacteria>Spirochaetes>Brachyspirae"
"LH041"	"F"	26906	2	2	0.00158	0.00158	"Bacteria>Spirochaetes>Brachyspirae>Brachyspirales"
"Leptospirae"	"C"	26907	2	2	0.00158	0.00158	"Bacteria>Spirochaetes"
"Leptospirales"	"O"	26908	2	2	0.00158	0.00158	"Bacteria>Spirochaetes>Leptospirae"
"Leptospiraceae"	"F"	26909	2	2	0.00158	0.00158	"Bacteria>Spirochaetes>Leptospirae>Leptospirales"
"RBG-16-49-21"	"G"	26912	2	2	0.00158	0.00158	"Bacteria>Spirochaetes>Leptospirae>Leptospirales>Leptospiraceae"
"Omnitrophicaeota"	"P"	25747	8	8	0.006321	0.006321	"Bacteria"
"Omnitrophia"	"C"	25748	1	1	0.0007901	0.0007901	"Bacteria>Omnitrophicaeota"
"Omnitrophales"	"O"	25749	1	1	0.0007901	0.0007901	"Bacteria>Omnitrophicaeota>Omnitrophia"
"Omnitrophaceae"	"F"	25750	1	1	0.0007901	0.0007901	"Bacteria>Omnitrophicaeota>Omnitrophia>Omnitrophales"
"Candidatus Omnitrophus"	"G"	25751	1	1	0.0007901	0.0007901	"Bacteria>Omnitrophicaeota>Omnitrophia>Omnitrophales>Omnitrophaceae"
"Epsilonbacteraeota"	"P"	25565	7	7	0.005531	0.005531	"Bacteria"
"Campylobacteria"	"C"	25566	5	5	0.003951	0.003951	"Bacteria>Epsilonbacteraeota"
"Campylobacterales"	"O"	25567	5	5	0.003951	0.003951	"Bacteria>Epsilonbacteraeota>Campylobacteria"
"Arcobacteraceae"	"F"	25568	2	2	0.00158	0.00158	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales"
"Arcobacter"	"G"	25569	2	2	0.00158	0.00158	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales>Arcobacteraceae"
"Sulfurovaceae"	"F"	25587	1	1	0.0007901	0.0007901	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales"
"Sulfurovum"	"G"	25589	1	1	0.0007901	0.0007901	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales>Sulfurovaceae"
"Thiovulaceae"	"F"	25590	1	1	0.0007901	0.0007901	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales"
"Sulfurimonas"	"G"	25592	1	1	0.0007901	0.0007901	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales>Thiovulaceae"
"Desulfurellia"	"C"	25602	2	2	0.00158	0.00158	"Bacteria>Epsilonbacteraeota"
"Desulfurellales"	"O"	25603	2	2	0.00158	0.00158	"Bacteria>Epsilonbacteraeota>Desulfurellia"
"Hippeaceae"	"F"	25606	2	2	0.00158	0.00158	"Bacteria>Epsilonbacteraeota>Desulfurellia>Desulfurellales"
"Hippea"	"G"	25607	2	2	0.00158	0.00158	"Bacteria>Epsilonbacteraeota>Desulfurellia>Desulfurellales>Hippeaceae"
"Nitrospirae"	"P"	2273	6	6	0.004741	0.004741	"Bacteria"
"Nitrospira"	"C"	2274	3	3	0.00237	0.00237	"Bacteria>Nitrospirae"
"Nitrospirales"	"O"	2275	3	3	0.00237	0.00237	"Bacteria>Nitrospirae>Nitrospira"
"Nitrospiraceae"	"F"	2281	3	3	0.00237	0.00237	"Bacteria>Nitrospirae>Nitrospira>Nitrospirales"
"Nitrospira"	"G"	2285	2	2	0.00158	0.00158	"Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae"
"Leptospirillum"	"G"	2284	1	1	0.0007901	0.0007901	"Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae"
"Thermodesulfovibrionia"	"C"	25738	3	3	0.00237	0.00237	"Bacteria>Nitrospirae"
"uncultured"	"O"	25746	3	3	0.00237	0.00237	"Bacteria>Nitrospirae>Thermodesulfovibrionia"
"Latescibacteria"	"P"	11403	6	6	0.004741	0.004741	"Bacteria"
"Latescibacteria"	"C"	25716	3	3	0.00237	0.00237	"Bacteria>Latescibacteria"
"Latescibacterales"	"O"	25717	3	3	0.00237	0.00237	"Bacteria>Latescibacteria>Latescibacteria"
"Latescibacteraceae"	"F"	25718	3	3	0.00237	0.00237	"Bacteria>Latescibacteria>Latescibacteria>Latescibacterales"
"Dependentiae"	"P"	25541	5	5	0.003951	0.003951	"Bacteria"
"Babeliae"	"C"	25542	5	5	0.003951	0.003951	"Bacteria>Dependentiae"
"Babeliales"	"O"	25543	5	5	0.003951	0.003951	"Bacteria>Dependentiae>Babeliae"
"Babeliaceae"	"F"	25544	1	1	0.0007901	0.0007901	"Bacteria>Dependentiae>Babeliae>Babeliales"
"UBA12409"	"F"	25546	1	1	0.0007901	0.0007901	"Bacteria>Dependentiae>Babeliae>Babeliales"
"UBA12411"	"F"	25547	1	1	0.0007901	0.0007901	"Bacteria>Dependentiae>Babeliae>Babeliales"
"Vermiphilaceae"	"F"	25548	1	1	0.0007901	0.0007901	"Bacteria>Dependentiae>Babeliae>Babeliales"
"Chlamydiae"	"P"	1334	5	5	0.003951	0.003951	"Bacteria"
"Chlamydiae"	"C"	1335	4	4	0.00316	0.00316	"Bacteria>Chlamydiae"
"Chlamydiales"	"O"	1336	4	4	0.00316	0.00316	"Bacteria>Chlamydiae>Chlamydiae"
"Chlamydiaceae"	"F"	1337	4	4	0.00316	0.00316	"Bacteria>Chlamydiae>Chlamydiae>Chlamydiales"
"uncultured"	"G"	1341	3	3	0.00237	0.00237	"Bacteria>Chlamydiae>Chlamydiae>Chlamydiales>Chlamydiaceae"
"Candidatus Clavichlamydia"	"G"	14324	1	1	0.0007901	0.0007901	"Bacteria>Chlamydiae>Chlamydiae>Chlamydiales>Chlamydiaceae"
"LD1-PA32"	"C"	14326	1	1	0.0007901	0.0007901	"Bacteria>Chlamydiae"
"Elusimicrobia"	"P"	1632	4	4	0.00316	0.00316	"Bacteria"
"Endomicrobia"	"C"	25552	4	4	0.00316	0.00316	"Bacteria>Elusimicrobia"
"Endomicrobiales"	"O"	25553	4	4	0.00316	0.00316	"Bacteria>Elusimicrobia>Endomicrobia"
"Endomicrobiaceae"	"F"	25554	4	4	0.00316	0.00316	"Bacteria>Elusimicrobia>Endomicrobia>Endomicrobiales"
"Candidatus Endomicrobium"	"G"	25555	4	4	0.00316	0.00316	"Bacteria>Elusimicrobia>Endomicrobia>Endomicrobiales>Endomicrobiaceae"
"Armatimonadetes"	"P"	894	3	3	0.00237	0.00237	"Bacteria"
"Chthonomonadetes"	"C"	899	2	2	0.00158	0.00158	"Bacteria>Armatimonadetes"
"Chthonomonadales"	"O"	900	2	2	0.00158	0.00158	"Bacteria>Armatimonadetes>Chthonomonadetes"
"Armatimonadia"	"C"	895	1	1	0.0007901	0.0007901	"Bacteria>Armatimonadetes"
"Armatimonadales"	"O"	896	1	1	0.0007901	0.0007901	"Bacteria>Armatimonadetes>Armatimonadia"
"Deinococcus-Thermus"	"P"	1610	2	2	0.00158	0.00158	"Bacteria"
"Deinococci"	"C"	1611	2	2	0.00158	0.00158	"Bacteria>Deinococcus&#x2011;Thermus"
"Deinococcales"	"O"	1612	1	1	0.0007901	0.0007901	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci"
"Trueperaceae"	"F"	1617	1	1	0.0007901	0.0007901	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci>Deinococcales"
"Truepera"	"G"	1618	1	1	0.0007901	0.0007901	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci>Deinococcales>Trueperaceae"
"Thermales"	"O"	1620	1	1	0.0007901	0.0007901	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci"
"Thermaceae"	"F"	1621	1	1	0.0007901	0.0007901	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci>Thermales"
"Thermus"	"G"	1625	1	1	0.0007901	0.0007901	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci>Thermales>Thermaceae"
"Dadabacteria"	"P"	25537	2	2	0.00158	0.00158	"Bacteria"
"Dadabacteriia"	"C"	25538	2	2	0.00158	0.00158	"Bacteria>Dadabacteria"
"Dadabacteriales"	"O"	25539	2	2	0.00158	0.00158	"Bacteria>Dadabacteria>Dadabacteriia"
"Coprothermobacteraeota"	"P"	25222	2	2	0.00158	0.00158	"Bacteria"
"Coprothermobacteria"	"C"	25223	2	2	0.00158	0.00158	"Bacteria>Coprothermobacteraeota"
"Coprothermobacterales"	"O"	25224	2	2	0.00158	0.00158	"Bacteria>Coprothermobacteraeota>Coprothermobacteria"
"Coprothermobacteraceae"	"F"	25225	2	2	0.00158	0.00158	"Bacteria>Coprothermobacteraeota>Coprothermobacteria>Coprothermobacterales"
"Coprothermobacter"	"G"	25226	2	2	0.00158	0.00158	"Bacteria>Coprothermobacteraeota>Coprothermobacteria>Coprothermobacterales>Coprothermobacteraceae"
"Halanaerobiaeota"	"P"	25682	2	2	0.00158	0.00158	"Bacteria"
"Halanaerobiia"	"C"	25683	2	2	0.00158	0.00158	"Bacteria>Halanaerobiaeota"
"Halanaerobiales"	"O"	25684	2	2	0.00158	0.00158	"Bacteria>Halanaerobiaeota>Halanaerobiia"
"Halanaerobiaceae"	"F"	25685	2	2	0.00158	0.00158	"Bacteria>Halanaerobiaeota>Halanaerobiia>Halanaerobiales"
"Halanaerobium"	"G"	25686	1	1	0.0007901	0.0007901	"Bacteria>Halanaerobiaeota>Halanaerobiia>Halanaerobiales>Halanaerobiaceae"
"Halocella"	"G"	25688	1	1	0.0007901	0.0007901	"Bacteria>Halanaerobiaeota>Halanaerobiia>Halanaerobiales>Halanaerobiaceae"
"BRC1"	"P"	14244	2	2	0.00158	0.00158	"Bacteria"
"Marinimicrobia (SAR406 clade)"	"P"	11409	2	2	0.00158	0.00158	"Bacteria"
"Fusobacteria"	"P"	2203	2	2	0.00158	0.00158	"Bacteria"
"Fusobacteriia"	"C"	2204	2	2	0.00158	0.00158	"Bacteria>Fusobacteria"
"Fusobacteriales"	"O"	2205	2	2	0.00158	0.00158	"Bacteria>Fusobacteria>Fusobacteriia"
"Fusobacteriaceae"	"F"	2208	2	2	0.00158	0.00158	"Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales"
"Fusobacterium"	"G"	2210	2	2	0.00158	0.00158	"Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae"
"Gemmatimonadetes"	"P"	2224	2	2	0.00158	0.00158	"Bacteria"
"Gemmatimonadetes"	"C"	2225	1	1	0.0007901	0.0007901	"Bacteria>Gemmatimonadetes"
"Gemmatimonadales"	"O"	2228	1	1	0.0007901	0.0007901	"Bacteria>Gemmatimonadetes>Gemmatimonadetes"
"Gemmatimonadaceae"	"F"	2229	1	1	0.0007901	0.0007901	"Bacteria>Gemmatimonadetes>Gemmatimonadetes>Gemmatimonadales"
"uncultured"	"G"	2231	1	1	0.0007901	0.0007901	"Bacteria>Gemmatimonadetes>Gemmatimonadetes>Gemmatimonadales>Gemmatimonadaceae"
"BD2-11 terrestrial group"	"C"	14410	1	1	0.0007901	0.0007901	"Bacteria>Gemmatimonadetes"
"Thermotogae"	"P"	3963	1	1	0.0007901	0.0007901	"Bacteria"
"Thermotogae"	"C"	3964	1	1	0.0007901	0.0007901	"Bacteria>Thermotogae"
"Thermotogales"	"O"	3965	1	1	0.0007901	0.0007901	"Bacteria>Thermotogae>Thermotogae"
"Fervidobacteriaceae"	"F"	14728	1	1	0.0007901	0.0007901	"Bacteria>Thermotogae>Thermotogae>Thermotogales"
"Fervidobacterium"	"G"	14729	1	1	0.0007901	0.0007901	"Bacteria>Thermotogae>Thermotogae>Thermotogales>Fervidobacteriaceae"
"Nitrospinae"	"P"	14465	1	1	0.0007901	0.0007901	"Bacteria"
"Nitrospinia"	"C"	14470	1	1	0.0007901	0.0007901	"Bacteria>Nitrospinae"
"Nitrospinales"	"O"	14471	1	1	0.0007901	0.0007901	"Bacteria>Nitrospinae>Nitrospinia"
"Nitrospinaceae"	"F"	14472	1	1	0.0007901	0.0007901	"Bacteria>Nitrospinae>Nitrospinia>Nitrospinales"
"LS-NOB"	"G"	25732	1	1	0.0007901	0.0007901	"Bacteria>Nitrospinae>Nitrospinia>Nitrospinales>Nitrospinaceae"
"GN01"	"P"	14408	1	1	0.0007901	0.0007901	"Bacteria"
"Modulibacteria"	"P"	25727	1	1	0.0007901	0.0007901	"Bacteria"
"Moduliflexia"	"C"	25728	1	1	0.0007901	0.0007901	"Bacteria>Modulibacteria"
"Moduliflexales"	"O"	25729	1	1	0.0007901	0.0007901	"Bacteria>Modulibacteria>Moduliflexia"
"Moduliflexaceae"	"F"	25730	1	1	0.0007901	0.0007901	"Bacteria>Modulibacteria>Moduliflexia>Moduliflexales"
"Lentisphaerae"	"P"	2238	1	1	0.0007901	0.0007901	"Bacteria"
"Oligosphaeria"	"C"	2260	1	1	0.0007901	0.0007901	"Bacteria>Lentisphaerae"
"P.palmC41"	"O"	14452	1	1	0.0007901	0.0007901	"Bacteria>Lentisphaerae>Oligosphaeria"
"Hydrogenedentes"	"P"	11400	1	1	0.0007901	0.0007901	"Bacteria"
"Hydrogenedentia"	"C"	25702	1	1	0.0007901	0.0007901	"Bacteria>Hydrogenedentes"
"Hydrogenedentiales"	"O"	25703	1	1	0.0007901	0.0007901	"Bacteria>Hydrogenedentes>Hydrogenedentia"
"Hydrogenedensaceae"	"F"	25704	1	1	0.0007901	0.0007901	"Bacteria>Hydrogenedentes>Hydrogenedentia>Hydrogenedentiales"
"Aquificae"	"P"	871	1	1	0.0007901	0.0007901	"Bacteria"
"Aquificae"	"C"	872	1	1	0.0007901	0.0007901	"Bacteria>Aquificae"
"Hydrogenothermales"	"O"	24575	1	1	0.0007901	0.0007901	"Bacteria>Aquificae>Aquificae"
"Hydrogenothermaceae"	"F"	24576	1	1	0.0007901	0.0007901	"Bacteria>Aquificae>Aquificae>Hydrogenothermales"
"Persephonella"	"G"	24578	1	1	0.0007901	0.0007901	"Bacteria>Aquificae>Aquificae>Hydrogenothermales>Hydrogenothermaceae"
"Calescamantes"	"P"	11225	1	1	0.0007901	0.0007901	"Bacteria"
