"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_april_BC01.cladeReads"	"centrifuge_classification_april_BC02.cladeReads"	"centrifuge_classification_april_BC03.cladeReads"	"centrifuge_classification_april_BC04.cladeReads"	"centrifuge_classification_april_BC05.cladeReads"	"centrifuge_classification_april_BC06.cladeReads"	"centrifuge_classification_april_BC07.cladeReads"	"centrifuge_classification_april_BC08.cladeReads"	"centrifuge_classification_april_BC09.cladeReads"	"centrifuge_classification_april_BC10.cladeReads"	"centrifuge_classification_april_BC11.cladeReads"	"centrifuge_classification_april_BC12.cladeReads"	"Max.1"	"centrifuge_classification_april_BC01.cladeReads.."	"centrifuge_classification_april_BC02.cladeReads.."	"centrifuge_classification_april_BC03.cladeReads.."	"centrifuge_classification_april_BC04.cladeReads.."	"centrifuge_classification_april_BC05.cladeReads.."	"centrifuge_classification_april_BC06.cladeReads.."	"centrifuge_classification_april_BC07.cladeReads.."	"centrifuge_classification_april_BC08.cladeReads.."	"centrifuge_classification_april_BC09.cladeReads.."	"centrifuge_classification_april_BC10.cladeReads.."	"centrifuge_classification_april_BC11.cladeReads.."	"centrifuge_classification_april_BC12.cladeReads.."	"lineage"
"Lentibacillus"	"G"	175304	6	NA	NA	NA	NA	NA	1	NA	6	NA	NA	NA	NA	0.001659	NA	NA	NA	NA	NA	5e-04	NA	0.001659	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Lentibacillus amyloliquefaciens"	"S"	1472767	6	NA	NA	NA	NA	NA	1	NA	6	NA	NA	NA	NA	0.001659	NA	NA	NA	NA	NA	5e-04	NA	0.001659	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Lentibacillus"
"Terribacillus"	"G"	459532	48	NA	NA	NA	NA	NA	1	NA	48	NA	NA	NA	NA	0.01327	NA	NA	NA	NA	NA	5e-04	NA	0.01327	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Terribacillus goriensis"	"S"	386490	48	NA	NA	NA	NA	NA	1	NA	48	NA	NA	NA	NA	0.01327	NA	NA	NA	NA	NA	5e-04	NA	0.01327	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Terribacillus"
"Staphylococcus nepalensis"	"S"	214473	40	NA	NA	NA	NA	NA	1	NA	40	NA	NA	NA	NA	0.01106	NA	NA	NA	NA	NA	5e-04	NA	0.01106	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Paenibacillus lautus"	"S"	1401	3	NA	NA	NA	NA	NA	1	NA	3	NA	NA	NA	NA	0.0008297	NA	NA	NA	NA	NA	5e-04	NA	0.0008297	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus borealis"	"S"	160799	2	NA	NA	NA	NA	NA	1	NA	NA	NA	2	NA	NA	0.0006502	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	0.0006502	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus sp. FSL R5-0912"	"S"	1536771	3	NA	NA	NA	NA	NA	1	NA	NA	1	3	1	NA	0.0009754	NA	NA	NA	NA	NA	5e-04	NA	NA	0.0004325	0.0009754	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Planococcus plakortidis"	"S"	1038856	2	NA	NA	NA	NA	NA	1	NA	2	NA	1	NA	NA	0.0005531	NA	NA	NA	NA	NA	5e-04	NA	0.0005531	NA	0.0003251	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Planococcaceae>Planococcus"
"Exiguobacterium sibiricum"	"S"	332410	8	NA	NA	NA	NA	NA	1	3	NA	NA	8	NA	NA	0.002601	NA	NA	NA	NA	NA	5e-04	0.001297	NA	NA	0.002601	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillales&nbsp;incertae&nbsp;sedis>Bacillales&nbsp;Family&nbsp;XII.&nbsp;Incertae&nbsp;Sedis>Exiguobacterium"
"Exiguobacterium sibiricum 255-15"	"-"	262543	8	NA	NA	NA	NA	NA	1	3	NA	NA	8	NA	NA	0.002601	NA	NA	NA	NA	NA	5e-04	0.001297	NA	NA	0.002601	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillales&nbsp;incertae&nbsp;sedis>Bacillales&nbsp;Family&nbsp;XII.&nbsp;Incertae&nbsp;Sedis>Exiguobacterium>Exiguobacterium&nbsp;sibiricum"
"Selenomonas sp. oral taxon 136"	"S"	713030	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	NA	NA	5e-04	0.0004325	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Negativicutes>Selenomonadales>Selenomonadaceae>Selenomonas"
"Microbacterium oleivorans"	"S"	273677	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	5e-04	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	NA	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Microbacterium"
"Agromyces sp. FW100M-8"	"S"	2509455	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	5e-04	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	NA	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Agromyces"
"Cnuibacter"	"G"	1759331	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Cnuibacter physcomitrellae"	"S"	1619308	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Cnuibacter"
"Candidatus Nanopelagicus limnes"	"S"	1884634	8	NA	NA	NA	NA	NA	5	3	NA	4	8	6	NA	0.002995	NA	NA	NA	NA	NA	0.0025	0.001297	NA	0.00173	0.002601	0.002995	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Candidatus&nbsp;Nanopelagicales>Candidatus&nbsp;Nanopelagicaceae>Candidatus&nbsp;Nanopelagicus"
"Mycolicibacterium phlei"	"S"	1771	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycolicibacterium"
"Corynebacterium atypicum"	"S"	191610	5	NA	NA	NA	NA	NA	3	NA	5	1	NA	NA	NA	0.0015	NA	NA	NA	NA	NA	0.0015	NA	0.001383	0.0004325	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae>Corynebacterium"
"Corynebacterium choanis"	"S"	1862358	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae>Corynebacterium"
"Bifidobacterium thermophilum"	"S"	33905	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.001	NA	NA	NA	NA	NA	0.001	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium"
"Bifidobacterium thermophilum RBL67"	"-"	1254439	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.001	NA	NA	NA	NA	NA	0.001	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium>Bifidobacterium&nbsp;thermophilum"
"Bifidobacterium choerinum"	"S"	35760	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium"
"Bifidobacterium kashiwanohense"	"S"	630129	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium"
"Bifidobacterium kashiwanohense PV20-2"	"-"	1447716	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Bifidobacteriales>Bifidobacteriaceae>Bifidobacterium>Bifidobacterium&nbsp;kashiwanohense"
"Actinoplanes sp. OR16"	"S"	946334	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	5e-04	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	0.0003251	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae>Actinoplanes"
"Actinotignum"	"G"	1653174	3	NA	NA	NA	NA	NA	1	1	NA	NA	3	NA	NA	0.0009754	NA	NA	NA	NA	NA	5e-04	0.0004325	NA	NA	0.0009754	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae"
"Actinotignum schaalii"	"S"	59505	3	NA	NA	NA	NA	NA	1	1	NA	NA	3	NA	NA	0.0009754	NA	NA	NA	NA	NA	5e-04	0.0004325	NA	NA	0.0009754	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Actinotignum"
"Mycoplasma capricolum subsp. capripneumoniae M1601"	"-"	927701	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma>Mycoplasma&nbsp;mycoides&nbsp;group>Mycoplasma&nbsp;capricolum>Mycoplasma&nbsp;capricolum&nbsp;subsp.&nbsp;capripneumoniae"
"Mycoplasma phocirhinis"	"S"	142650	3	NA	NA	NA	NA	NA	3	3	NA	2	NA	NA	NA	0.0015	NA	NA	NA	NA	NA	0.0015	0.001297	NA	0.000865	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma"
"Mycoplasma bovirhinis"	"S"	29553	3	NA	NA	NA	NA	NA	2	1	NA	3	2	3	NA	0.001498	NA	NA	NA	NA	NA	0.001	0.0004325	NA	0.001297	0.0006502	0.001498	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma"
"Mycoplasma canadense"	"S"	29554	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma"
"Spiroplasma kunkelii"	"S"	47834	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	NA	NA	5e-04	0.0004325	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Entomoplasmatales>Spiroplasmataceae>Spiroplasma"
"Spiroplasma kunkelii CR2-3x"	"-"	273035	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	NA	NA	5e-04	0.0004325	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Entomoplasmatales>Spiroplasmataceae>Spiroplasma>Spiroplasma&nbsp;kunkelii"
"Candidatus Phytoplasma asteris"	"S"	85620	2	NA	NA	NA	NA	NA	1	1	2	1	NA	NA	NA	0.0005531	NA	NA	NA	NA	NA	5e-04	0.0004325	0.0005531	0.0004325	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Acholeplasmatales>Acholeplasmataceae>Candidatus&nbsp;Phytoplasma"
"Dehalococcoides mccartyi"	"S"	61435	1	NA	NA	NA	NA	NA	1	1	NA	NA	1	NA	NA	5e-04	NA	NA	NA	NA	NA	5e-04	0.0004325	NA	NA	0.0003251	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Chloroflexi>Dehalococcoidia>Dehalococcoidales>Dehalococcoidaceae>Dehalococcoides"
"Thermus thermophilus"	"S"	274	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	5e-04	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	0.0003251	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Deinococcus&#x2011;Thermus>Deinococci>Thermales>Thermaceae>Thermus"
"Borrelia anserina"	"S"	143	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae>Borrelia"
"Borrelia anserina Es"	"-"	1365188	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae>Borrelia>Borrelia&nbsp;anserina"
"Fusobacterium periodonticum"	"S"	860	4	NA	NA	NA	NA	NA	2	NA	1	3	NA	4	NA	0.001997	NA	NA	NA	NA	NA	0.001	NA	0.0002766	0.001297	NA	0.001997	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Fusobacteriaceae>Fusobacterium"
"Thermotoga profunda"	"S"	1508420	1	NA	NA	NA	NA	NA	1	1	NA	1	NA	NA	NA	5e-04	NA	NA	NA	NA	NA	5e-04	0.0004325	NA	0.0004325	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Thermotogaceae>Thermotoga"
"Thermotoga profunda AZM34c06"	"-"	1408160	1	NA	NA	NA	NA	NA	1	1	NA	1	NA	NA	NA	5e-04	NA	NA	NA	NA	NA	5e-04	0.0004325	NA	0.0004325	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Thermotogaceae>Thermotoga>Thermotoga&nbsp;profunda"
"Desulfurococcus amylolyticus"	"S"	94694	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	1	NA	5e-04	NA	NA	NA	NA	NA	5e-04	0.0004325	NA	NA	NA	0.0004992	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Crenarchaeota>Thermoprotei>Desulfurococcales>Desulfurococcaceae>Desulfurococcus"
"Methanothermobacter"	"G"	145260	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	NA	NA	5e-04	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomada&nbsp;group>Methanobacteria>Methanobacteriales>Methanobacteriaceae"
"Burkholderia dolosa"	"S"	152500	1	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	0.0004325	NA	NA	NA	NA	NA	NA	0.0004325	NA	0.0004325	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Pandoraea pnomenusa 3kgm"	"-"	1416914	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	0.0004992	NA	NA	NA	NA	NA	NA	0.0004325	NA	NA	NA	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea>Pandoraea&nbsp;pnomenusa"
"Pandoraea oxalativorans"	"S"	573737	2	NA	NA	NA	NA	NA	NA	1	NA	NA	2	1	NA	0.0006502	NA	NA	NA	NA	NA	NA	0.0004325	NA	NA	0.0006502	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea"
"Bordetella genomosp. 8"	"S"	1416806	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	0.0004992	NA	NA	NA	NA	NA	NA	0.0004325	NA	NA	NA	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Bordetella"
"Helicobacter pylori 26695-1"	"-"	1391726	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0004325	NA	NA	NA	NA	NA	NA	0.0004325	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter>Helicobacter&nbsp;pylori"
"Helicobacter pylori 26695-1CH"	"-"	1391728	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0004325	NA	NA	NA	NA	NA	NA	0.0004325	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter>Helicobacter&nbsp;pylori>Helicobacter&nbsp;pylori&nbsp;26695&#x2011;1"
"Sulfitobacter sp. SK025"	"S"	1389011	2	NA	NA	NA	NA	NA	NA	2	NA	NA	1	NA	NA	0.000865	NA	NA	NA	NA	NA	NA	0.000865	NA	NA	0.0003251	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Sulfitobacter"
"Ruegeria sp. TM1040"	"S"	292414	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0004325	NA	NA	NA	NA	NA	NA	0.0004325	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Ruegeria"
"Ruegeria sp. NKC1-1"	"S"	2099786	42	NA	NA	NA	NA	NA	NA	1	42	1	1	1	NA	0.01162	NA	NA	NA	NA	NA	NA	0.0004325	0.01162	0.0004325	0.0003251	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Ruegeria"
"Citrobacter amalonaticus Y19"	"-"	1261127	37	NA	NA	NA	NA	NA	NA	1	37	NA	NA	NA	NA	0.01023	NA	NA	NA	NA	NA	NA	0.0004325	0.01023	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter>Citrobacter&nbsp;amalonaticus"
"Citrobacter koseri"	"S"	545	234	NA	NA	NA	NA	NA	NA	1	234	NA	NA	2	NA	0.06472	NA	NA	NA	NA	NA	NA	0.0004325	0.06472	NA	NA	0.0009985	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter"
"Cedecea lapagei"	"S"	158823	43	NA	NA	NA	NA	NA	NA	1	43	NA	NA	1	NA	0.01189	NA	NA	NA	NA	NA	NA	0.0004325	0.01189	NA	NA	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Cedecea"
"Yersinia pestis Pestoides G"	"-"	649716	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	1	NA	0.0004992	NA	NA	NA	NA	NA	NA	0.0004325	NA	NA	0.0003251	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia>Yersinia&nbsp;pseudotuberculosis&nbsp;complex>Yersinia&nbsp;pestis"
"Serratia plymuthica PRI-2C"	"-"	1154756	4	NA	NA	NA	NA	NA	NA	1	NA	NA	4	NA	NA	0.0013	NA	NA	NA	NA	NA	NA	0.0004325	NA	NA	0.0013	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia>Serratia&nbsp;plymuthica"
"Pectobacterium carotovorum subsp. carotovorum PC1"	"-"	561230	1	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	0.0004325	NA	NA	NA	NA	NA	NA	0.0004325	0.0002766	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium>Pectobacterium&nbsp;carotovorum>Pectobacterium&nbsp;carotovorum&nbsp;subsp.&nbsp;carotovorum"
"Pectobacterium carotovorum subsp. brasiliense"	"-"	180957	36	NA	NA	NA	NA	NA	NA	1	36	NA	NA	NA	NA	0.009956	NA	NA	NA	NA	NA	NA	0.0004325	0.009956	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium>Pectobacterium&nbsp;carotovorum"
"Dickeya dianthicola"	"S"	204039	2	NA	NA	NA	NA	NA	NA	1	2	NA	NA	1	NA	0.0005531	NA	NA	NA	NA	NA	NA	0.0004325	0.0005531	NA	NA	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Dickeya"
"Dickeya dianthicola RNS04.9"	"-"	1306405	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	0.0004992	NA	NA	NA	NA	NA	NA	0.0004325	NA	NA	NA	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Dickeya>Dickeya&nbsp;dianthicola"
"Providencia heimbachae"	"S"	333962	4	NA	NA	NA	NA	NA	NA	2	NA	NA	4	1	NA	0.0013	NA	NA	NA	NA	NA	NA	0.000865	NA	NA	0.0013	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Providencia"
"Pseudomonas sp. MRSN12121"	"S"	1611770	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0004325	NA	NA	NA	NA	NA	NA	0.0004325	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Shewanella psychrophila"	"S"	225848	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0004325	NA	NA	NA	NA	NA	NA	0.0004325	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Vibrio breoganii"	"S"	553239	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0004325	NA	NA	NA	NA	NA	NA	0.0004325	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Hymenobacter sp. PAMC 26628"	"S"	1484118	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0004325	NA	NA	NA	NA	NA	NA	0.0004325	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Chryseobacterium piperi"	"S"	558152	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0004325	NA	NA	NA	NA	NA	NA	0.0004325	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Chryseobacterium"
"Chryseobacterium arthrosphaerae"	"S"	651561	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0004325	NA	NA	NA	NA	NA	NA	0.0004325	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Chryseobacterium"
"Aequorivita sublithincola"	"S"	101385	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	1	NA	0.000865	NA	NA	NA	NA	NA	NA	0.000865	NA	NA	NA	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Aequorivita"
"Aequorivita sublithincola DSM 14238"	"-"	746697	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	1	NA	0.000865	NA	NA	NA	NA	NA	NA	0.000865	NA	NA	NA	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Aequorivita>Aequorivita&nbsp;sublithincola"
