"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_loman_loman_bracken.kreport.cladeReads"	"Max.1"	"kraken2_classification_loman_loman_bracken.kreport.cladeReads.."	"lineage"
"Acidithiobacillaceae"	"F"	225058	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Acidithiobacillia>Acidithiobacillales"
"Acidithiobacillus"	"G"	119977	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Acidithiobacillia>Acidithiobacillales>Acidithiobacillaceae"
"Acidithiobacillus ferrooxidans"	"S"	920	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Acidithiobacillia>Acidithiobacillales>Acidithiobacillaceae>Acidithiobacillus"
"FCB group"	"-"	1783270	107	107	0.0846	0.0846	"cellular&nbsp;organisms>Bacteria"
"Bacteroidetes/Chlorobi group"	"-"	68336	106	106	0.08381	0.08381	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group"
"Bacteroidetes"	"P"	976	102	102	0.08065	0.08065	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group"
"Flavobacteriia"	"C"	117743	56	56	0.04428	0.04428	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes"
"Flavobacteriales"	"O"	200644	56	56	0.04428	0.04428	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia"
"Flavobacteriaceae"	"F"	49546	53	53	0.04191	0.04191	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales"
"Polaribacter"	"G"	52959	7	7	0.005535	0.005535	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Polaribacter sp. KT 15"	"S"	1896175	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Polaribacter"
"Polaribacter vadi"	"S"	1774273	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Polaribacter"
"Polaribacter sp. BM10"	"S"	1529069	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Polaribacter"
"Polaribacter sp. Hel1_33_78"	"S"	1336804	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Polaribacter"
"Polaribacter reichenbachii"	"S"	996801	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Polaribacter"
"Polaribacter sp. MED152"	"S"	313598	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Polaribacter"
"Gramella"	"G"	292691	5	5	0.003953	0.003953	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Gramella sp. SH35"	"S"	2126553	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Gramella"
"Gramella sp. MAR_2010_102"	"S"	1250231	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Gramella"
"Gramella sp. MAR_2010_147"	"S"	1250205	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Gramella"
"Gramella forsetii"	"S"	411153	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Gramella"
"Chryseobacterium"	"G"	59732	5	5	0.003953	0.003953	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Chryseobacterium sp. IHB B 17019"	"S"	1721091	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Chryseobacterium"
"Chryseobacterium sp. StRB126"	"S"	878220	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Chryseobacterium"
"Chryseobacterium piperi"	"S"	558152	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Chryseobacterium"
"Chryseobacterium taklimakanense"	"S"	536441	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Chryseobacterium"
"Chryseobacterium indologenes"	"S"	253	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Chryseobacterium"
"Capnocytophaga"	"G"	1016	5	5	0.003953	0.003953	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Capnocytophaga sp. H2931"	"S"	1945657	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Capnocytophaga"
"Capnocytophaga sp. oral taxon 878"	"S"	1316596	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Capnocytophaga"
"Capnocytophaga sp. ChDC OS43"	"S"	209053	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Capnocytophaga"
"Capnocytophaga canimorsus"	"S"	28188	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Capnocytophaga"
"unclassified Flavobacteriaceae"	"-"	61432	4	4	0.003163	0.003163	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Flavobacteriaceae bacterium MAR_2010_188"	"S"	1250295	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>unclassified&nbsp;Flavobacteriaceae"
"Flavobacteriaceae bacterium"	"S"	1871037	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>unclassified&nbsp;Flavobacteriaceae"
"Myroides"	"G"	76831	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Myroides sp. ZB35"	"S"	1458492	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Myroides"
"Myroides profundi"	"S"	480520	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Myroides"
"Flavobacterium"	"G"	237	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Flavobacterium johnsoniae"	"S"	986	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sp. HYN0048"	"S"	2162713	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium branchiophilum"	"S"	55197	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Cellulophaga"	"G"	104264	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Cellulophaga baltica"	"S"	76594	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Cellulophaga"
"Cellulophaga algicola"	"S"	59600	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Cellulophaga"
"Tenacibaculum"	"G"	104267	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Tenacibaculum sp. SZ-18"	"S"	754423	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Tenacibaculum"
"Tenacibaculum jejuense"	"S"	584609	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Tenacibaculum"
"Elizabethkingia"	"G"	308865	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Elizabethkingia anophelis"	"S"	1117645	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Elizabethkingia"
"Elizabethkingia miricola"	"S"	172045	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Elizabethkingia"
"Lacinutrix"	"G"	291183	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Lacinutrix sp. Bg11-31"	"S"	2057808	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Lacinutrix"
"Lacinutrix venerupis"	"S"	1486034	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Lacinutrix"
"Aquimarina"	"G"	290174	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Aquimarina sp. BL5"	"S"	1714860	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Aquimarina"
"Winogradskyella"	"G"	286104	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Winogradskyella sp. J14-2"	"S"	1936080	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Winogradskyella"
"Winogradskyella sp. RHA_55"	"S"	1249933	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Winogradskyella"
"Formosa"	"G"	225842	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Formosa sp. Hel3_A1_48"	"S"	1336795	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Formosa"
"Formosa sp. Hel1_33_131"	"S"	1336794	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Formosa"
"Olleya"	"G"	336276	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Olleya aquimaris"	"S"	639310	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Olleya"
"Arenibacter"	"G"	178469	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Arenibacter algicola"	"S"	616991	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Arenibacter"
"Seonamhaeicola"	"G"	1649495	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Seonamhaeicola sp. S2-3"	"S"	1936081	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Seonamhaeicola"
"Flavivirga"	"G"	1209327	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Flavivirga eckloniae"	"S"	1803846	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavivirga"
"Nonlabens"	"G"	363408	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Nonlabens marinus"	"S"	930802	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Nonlabens"
"Maribacter"	"G"	252356	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Blattabacteriaceae"	"F"	39782	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales"
"Blattabacterium"	"G"	34098	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Blattabacteriaceae"
"Blattabacterium sp. (Mastotermes darwiniensis)"	"S"	39768	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Blattabacteriaceae>Blattabacterium"
"Bacteroidia"	"C"	200643	17	17	0.01344	0.01344	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes"
"Bacteroidales"	"O"	171549	14	14	0.01107	0.01107	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia"
"Bacteroidaceae"	"F"	815	8	8	0.006325	0.006325	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales"
"Bacteroides"	"G"	816	8	8	0.006325	0.006325	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae"
"Bacteroides dorei"	"S"	357276	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Bacteroides zoogleoformans"	"S"	28119	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Bacteroides thetaiotaomicron"	"S"	818	2	2	0.001581	0.001581	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Bacteroides salanitronis"	"S"	376805	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Bacteroides fragilis"	"S"	817	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae>Bacteroides"
"Prevotellaceae"	"F"	171552	4	4	0.003163	0.003163	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales"
"Prevotella"	"G"	838	4	4	0.003163	0.003163	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"Prevotella jejuni"	"S"	1177574	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Prevotella sp. oral taxon 299"	"S"	652716	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae>Prevotella"
"Tannerellaceae"	"F"	2005525	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales"
"Parabacteroides"	"G"	375288	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Tannerellaceae"
"Parabacteroides distasonis"	"S"	823	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Tannerellaceae>Parabacteroides"
"Dysgonamonadaceae"	"F"	2005520	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales"
"Proteiniphilum"	"G"	294702	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Dysgonamonadaceae"
"Proteiniphilum saccharofermentans"	"S"	1642647	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Bacteroidales>Dysgonamonadaceae>Proteiniphilum"
"Marinilabiliales"	"O"	1970189	3	3	0.002372	0.002372	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia"
"Salinivirgaceae"	"F"	1970190	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Marinilabiliales"
"Salinivirga"	"G"	1970191	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Marinilabiliales>Salinivirgaceae"
"Salinivirga cyanobacteriivorans"	"S"	1307839	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Marinilabiliales>Salinivirgaceae>Salinivirga"
"Marinifilaceae"	"F"	1573805	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Marinilabiliales"
"unclassified Marinifilaceae"	"-"	1717716	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Marinilabiliales>Marinifilaceae"
"Marinifilaceae bacterium SPP2"	"S"	1717717	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Marinilabiliales>Marinifilaceae>unclassified&nbsp;Marinifilaceae"
"Marinilabiliaceae"	"F"	558415	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Marinilabiliales"
"Alkalitalea"	"G"	1193324	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Marinilabiliales>Marinilabiliaceae"
"Alkalitalea saponilacus"	"S"	889453	1	1	0.0007907	0.0007907	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Bacteroidia>Marinilabiliales>Marinilabiliaceae>Alkalitalea"
"Cytophagia"	"C"	768503	13	13	0.01028	0.01028	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes"
"Cytophagales"	"O"	768507	13	13	0.01028	0.01028	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia"
"Cytophagaceae"	"F"	89373	4	4	0.003163	0.003163	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales"
