"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_june_BC01.cladeReads"	"centrifuge_classification_june_BC02.cladeReads"	"centrifuge_classification_june_BC03.cladeReads"	"centrifuge_classification_june_BC04.cladeReads"	"centrifuge_classification_june_BC05.cladeReads"	"centrifuge_classification_june_BC06.cladeReads"	"centrifuge_classification_june_BC07.cladeReads"	"centrifuge_classification_june_BC08.cladeReads"	"centrifuge_classification_june_BC09.cladeReads"	"centrifuge_classification_june_BC10.cladeReads"	"centrifuge_classification_june_BC11.cladeReads"	"centrifuge_classification_june_BC12.cladeReads"	"Max.1"	"centrifuge_classification_june_BC01.cladeReads.."	"centrifuge_classification_june_BC02.cladeReads.."	"centrifuge_classification_june_BC03.cladeReads.."	"centrifuge_classification_june_BC04.cladeReads.."	"centrifuge_classification_june_BC05.cladeReads.."	"centrifuge_classification_june_BC06.cladeReads.."	"centrifuge_classification_june_BC07.cladeReads.."	"centrifuge_classification_june_BC08.cladeReads.."	"centrifuge_classification_june_BC09.cladeReads.."	"centrifuge_classification_june_BC10.cladeReads.."	"centrifuge_classification_june_BC11.cladeReads.."	"centrifuge_classification_june_BC12.cladeReads.."	"lineage"
"Kosakonia radicincitans"	"S"	283686	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.002362	NA	NA	NA	NA	NA	NA	NA	0.002362	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Kosakonia"
"Kosakonia radicincitans DSM 16656"	"-"	1177180	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.002362	NA	NA	NA	NA	NA	NA	NA	0.002362	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Kosakonia>Kosakonia&nbsp;radicincitans"
"Kosakonia sacchari"	"S"	1158459	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Kosakonia"
"Kosakonia sacchari SP1"	"-"	1235834	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Kosakonia>Kosakonia&nbsp;sacchari"
"Kosakonia oryzae"	"S"	497725	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Kosakonia"
"Shimwellia"	"G"	1335483	130	NA	NA	NA	NA	NA	NA	NA	130	NA	NA	NA	NA	0.07676	NA	NA	NA	NA	NA	NA	NA	0.07676	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae"
"Shimwellia blattae"	"S"	563	130	NA	NA	NA	NA	NA	NA	NA	130	NA	NA	NA	NA	0.07676	NA	NA	NA	NA	NA	NA	NA	0.07676	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Shimwellia"
"Cronobacter sakazakii ATCC BAA-894"	"-"	290339	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Cronobacter>Cronobacter&nbsp;sakazakii"
"Cronobacter condimenti"	"S"	1163710	7	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	0.004133	NA	NA	NA	NA	NA	NA	NA	0.004133	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Cronobacter"
"Cronobacter condimenti 1330"	"-"	1073999	7	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	0.004133	NA	NA	NA	NA	NA	NA	NA	0.004133	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Cronobacter>Cronobacter&nbsp;condimenti"
"Cronobacter dublinensis"	"S"	413497	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Cronobacter"
"Cronobacter dublinensis subsp. dublinensis"	"-"	413498	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Cronobacter>Cronobacter&nbsp;dublinensis"
"Cronobacter dublinensis subsp. dublinensis LMG 23823"	"-"	1159554	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Cronobacter>Cronobacter&nbsp;dublinensis>Cronobacter&nbsp;dublinensis&nbsp;subsp.&nbsp;dublinensis"
"Cronobacter turicensis"	"S"	413502	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Cronobacter"
"Cronobacter turicensis z3032"	"-"	693216	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Cronobacter>Cronobacter&nbsp;turicensis"
"Cronobacter universalis"	"S"	535744	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Cronobacter"
"Cronobacter universalis NCTC 9529"	"-"	1074000	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Cronobacter>Cronobacter&nbsp;universalis"
"Leclercia"	"G"	83654	33	NA	NA	NA	NA	NA	NA	NA	33	NA	NA	NA	NA	0.01949	NA	NA	NA	NA	NA	NA	NA	0.01949	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae"
"Leclercia sp. LSNIH3"	"S"	1920116	16	NA	NA	NA	NA	NA	NA	NA	16	NA	NA	NA	NA	0.009448	NA	NA	NA	NA	NA	NA	NA	0.009448	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Leclercia"
"Leclercia sp. LSNIH1"	"S"	1920114	11	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	NA	NA	0.006495	NA	NA	NA	NA	NA	NA	NA	0.006495	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Leclercia"
"Leclercia adecarboxylata"	"S"	83655	6	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0.003543	NA	NA	NA	NA	NA	NA	NA	0.003543	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Leclercia"
"Pluralibacter"	"G"	1330546	31	NA	NA	NA	NA	NA	NA	NA	31	NA	NA	NA	NA	0.0183	NA	NA	NA	NA	NA	NA	NA	0.0183	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae"
"Pluralibacter gergoviae"	"S"	61647	30	NA	NA	NA	NA	NA	NA	NA	30	NA	NA	NA	NA	0.01771	NA	NA	NA	NA	NA	NA	NA	0.01771	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Pluralibacter"
"[Enterobacter] lignolyticus"	"S"	1334193	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Pluralibacter"
"[Enterobacter] lignolyticus SCF1"	"-"	701347	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Pluralibacter>[Enterobacter]&nbsp;lignolyticus"
"Cedecea"	"G"	158483	24	NA	NA	NA	NA	NA	NA	NA	24	NA	NA	2	NA	0.01417	NA	NA	NA	NA	NA	NA	NA	0.01417	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae"
"Cedecea lapagei"	"S"	158823	16	NA	NA	NA	NA	NA	NA	NA	16	NA	NA	1	NA	0.009448	NA	NA	NA	NA	NA	NA	NA	0.009448	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Cedecea"
"Cedecea neteri"	"S"	158822	8	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	1	NA	0.004724	NA	NA	NA	NA	NA	NA	NA	0.004724	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Cedecea"
"Raoultella"	"G"	160674	7	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	2	NA	0.004133	NA	NA	NA	NA	NA	NA	NA	0.004133	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae"
"Raoultella terrigena"	"S"	577	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	1	NA	0.002952	NA	NA	NA	NA	NA	NA	NA	0.002952	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Raoultella"
"Raoultella planticola"	"S"	575	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Raoultella"
"Raoultella ornithinolytica"	"S"	54291	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001245	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Raoultella"
"Raoultella ornithinolytica B6"	"-"	1286170	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001245	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Raoultella>Raoultella&nbsp;ornithinolytica"
"Candidatus Moranella"	"G"	1048757	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.002952	NA	NA	NA	NA	NA	NA	NA	0.002952	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae"
"Candidatus Moranella endobia"	"S"	1048758	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.002952	NA	NA	NA	NA	NA	NA	NA	0.002952	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Candidatus&nbsp;Moranella"
"Edwardsiella tarda"	"S"	636	8	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0.004724	NA	NA	NA	NA	NA	NA	NA	0.004724	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Hafniaceae>Edwardsiella"
"Edwardsiella hoshinae"	"S"	93378	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Hafniaceae>Edwardsiella"
"Obesumbacterium"	"G"	82982	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.002362	NA	NA	NA	NA	NA	NA	NA	0.002362	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Hafniaceae"
"Obesumbacterium proteus"	"S"	82983	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.002362	NA	NA	NA	NA	NA	NA	NA	0.002362	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Hafniaceae>Obesumbacterium"
"Hafnia"	"G"	568	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	2	NA	0.002491	NA	NA	NA	NA	NA	NA	NA	0.001771	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Hafniaceae"
"Hafnia alvei"	"S"	569	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	2	NA	0.002491	NA	NA	NA	NA	NA	NA	NA	0.001771	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Hafniaceae>Hafnia"
"Serratia plymuthica S13"	"-"	1348660	27	NA	NA	NA	NA	NA	NA	NA	27	NA	NA	NA	NA	0.01594	NA	NA	NA	NA	NA	NA	NA	0.01594	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia>Serratia&nbsp;plymuthica"
"Serratia sp. FDAARGOS_506"	"S"	2420306	191	NA	NA	NA	NA	NA	NA	NA	191	NA	NA	2	NA	0.1128	NA	NA	NA	NA	NA	NA	NA	0.1128	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia"
"Serratia sp. ATCC 39006"	"S"	104623	32	NA	NA	NA	NA	NA	NA	NA	32	NA	NA	NA	NA	0.0189	NA	NA	NA	NA	NA	NA	NA	0.0189	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia"
"Serratia marcescens SMB2099"	"-"	1401254	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.002952	NA	NA	NA	NA	NA	NA	NA	0.002952	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia>Serratia&nbsp;marcescens"
"Serratia marcescens SM39"	"-"	1334564	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia>Serratia&nbsp;marcescens"
"Serratia fonticola"	"S"	47917	9	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	1	NA	0.005314	NA	NA	NA	NA	NA	NA	NA	0.005314	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia"
"Serratia liquefaciens"	"S"	614	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	2	NA	0.002491	NA	NA	NA	NA	NA	NA	NA	0.001771	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia"
"Yersinia pseudotuberculosis YPIII"	"-"	502800	230	NA	NA	NA	NA	NA	NA	NA	230	NA	NA	1	NA	0.1358	NA	NA	NA	NA	NA	NA	NA	0.1358	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia>Yersinia&nbsp;pseudotuberculosis&nbsp;complex>Yersinia&nbsp;pseudotuberculosis"
"Yersinia pseudotuberculosis IP 32953"	"-"	273123	7	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	0.004133	NA	NA	NA	NA	NA	NA	NA	0.004133	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia>Yersinia&nbsp;pseudotuberculosis&nbsp;complex>Yersinia&nbsp;pseudotuberculosis"
"Yersinia pestis 2944"	"-"	1345702	26	NA	NA	NA	NA	NA	NA	NA	26	NA	NA	1	NA	0.01535	NA	NA	NA	NA	NA	NA	NA	0.01535	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia>Yersinia&nbsp;pseudotuberculosis&nbsp;complex>Yersinia&nbsp;pestis"
"Yersinia pestis 3770"	"-"	1345707	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.002952	NA	NA	NA	NA	NA	NA	NA	0.002952	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia>Yersinia&nbsp;pseudotuberculosis&nbsp;complex>Yersinia&nbsp;pestis"
"Yersinia pestis A1122"	"-"	1035377	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.002362	NA	NA	NA	NA	NA	NA	NA	0.002362	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia>Yersinia&nbsp;pseudotuberculosis&nbsp;complex>Yersinia&nbsp;pestis"
"Yersinia similis"	"S"	367190	31	NA	NA	NA	NA	NA	NA	NA	31	NA	NA	2	NA	0.0183	NA	NA	NA	NA	NA	NA	NA	0.0183	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia>Yersinia&nbsp;pseudotuberculosis&nbsp;complex"
"Yersinia enterocolitica subsp. palearctica"	"-"	150053	52	NA	NA	NA	NA	NA	NA	NA	52	NA	NA	NA	NA	0.0307	NA	NA	NA	NA	NA	NA	NA	0.0307	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia>Yersinia&nbsp;enterocolitica"
"Yersinia enterocolitica subsp. palearctica 105.5R(r)"	"-"	994476	50	NA	NA	NA	NA	NA	NA	NA	50	NA	NA	NA	NA	0.02952	NA	NA	NA	NA	NA	NA	NA	0.02952	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia>Yersinia&nbsp;enterocolitica>Yersinia&nbsp;enterocolitica&nbsp;subsp.&nbsp;palearctica"
"Yersinia rohdei"	"S"	29485	20	NA	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	0.01181	NA	NA	NA	NA	NA	NA	NA	0.01181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia"
"Yersinia kristensenii"	"S"	28152	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	2	NA	0.002491	NA	NA	NA	NA	NA	NA	NA	0.001771	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia"
"Yersinia aldovae"	"S"	29483	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia"
"Yersinia aldovae 670-83"	"-"	1453495	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia>Yersinia&nbsp;aldovae"
"Yersinia intermedia"	"S"	631	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia"
"Rahnella aquatilis"	"S"	34038	21	NA	NA	NA	NA	NA	NA	NA	21	NA	NA	1	NA	0.0124	NA	NA	NA	NA	NA	NA	NA	0.0124	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Rahnella"
"Rahnella aquatilis HX2"	"-"	1151116	20	NA	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	0.01181	NA	NA	NA	NA	NA	NA	NA	0.01181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Rahnella>Rahnella&nbsp;aquatilis"
"Rahnella sp. Y9602"	"S"	741091	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	2	NA	0.002491	NA	NA	NA	NA	NA	NA	NA	0.002362	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Rahnella"
"Chania"	"G"	1745211	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae"
"Chania multitudinisentens"	"S"	1639108	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Chania"
"Chania multitudinisentens RB-25"	"-"	1441930	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Chania>Chania&nbsp;multitudinisentens"
"Pantoea ananatis LMG 5342"	"-"	1123863	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea>Pantoea&nbsp;ananatis"
"Pantoea sp. At-9b"	"S"	592316	32	NA	NA	NA	NA	NA	NA	NA	32	NA	NA	3	NA	0.0189	NA	NA	NA	NA	NA	NA	NA	0.0189	NA	NA	0.003736	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea"
"Pantoea stewartii"	"S"	66269	28	NA	NA	NA	NA	NA	NA	NA	28	NA	NA	NA	NA	0.01653	NA	NA	NA	NA	NA	NA	NA	0.01653	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea"
"Pantoea stewartii subsp. stewartii"	"-"	66271	28	NA	NA	NA	NA	NA	NA	NA	28	NA	NA	NA	NA	0.01653	NA	NA	NA	NA	NA	NA	NA	0.01653	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea>Pantoea&nbsp;stewartii"
"Pantoea stewartii subsp. stewartii DC283"	"-"	660596	28	NA	NA	NA	NA	NA	NA	NA	28	NA	NA	NA	NA	0.01653	NA	NA	NA	NA	NA	NA	NA	0.01653	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea>Pantoea&nbsp;stewartii>Pantoea&nbsp;stewartii&nbsp;subsp.&nbsp;stewartii"
"Pantoea agglomerans group"	"S"	1654067	26	NA	NA	NA	NA	NA	NA	NA	26	NA	NA	20	NA	0.02491	NA	NA	NA	NA	NA	NA	NA	0.01535	NA	NA	0.02491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea"
"Pantoea agglomerans"	"S"	549	26	NA	NA	NA	NA	NA	NA	NA	26	NA	NA	20	NA	0.02491	NA	NA	NA	NA	NA	NA	NA	0.01535	NA	NA	0.02491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea>Pantoea&nbsp;agglomerans&nbsp;group"
"Pantoea alhagi"	"S"	1891675	26	NA	NA	NA	NA	NA	NA	NA	26	NA	NA	1	NA	0.01535	NA	NA	NA	NA	NA	NA	NA	0.01535	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea"
"Pantoea sp. PSNIH1"	"S"	1484158	6	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	1	NA	0.003543	NA	NA	NA	NA	NA	NA	NA	0.003543	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea"
