"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_august_BC01.cladeReads"	"kraken2_16s_k21_classification_august_BC02.cladeReads"	"kraken2_16s_k21_classification_august_BC03.cladeReads"	"kraken2_16s_k21_classification_august_BC04.cladeReads"	"kraken2_16s_k21_classification_august_BC05.cladeReads"	"kraken2_16s_k21_classification_august_BC06.cladeReads"	"kraken2_16s_k21_classification_august_BC07.cladeReads"	"kraken2_16s_k21_classification_august_BC08.cladeReads"	"kraken2_16s_k21_classification_august_BC09.cladeReads"	"kraken2_16s_k21_classification_august_BC10.cladeReads"	"kraken2_16s_k21_classification_august_BC11.cladeReads"	"kraken2_16s_k21_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_august_BC01.cladeReads.."	"kraken2_16s_k21_classification_august_BC02.cladeReads.."	"kraken2_16s_k21_classification_august_BC03.cladeReads.."	"kraken2_16s_k21_classification_august_BC04.cladeReads.."	"kraken2_16s_k21_classification_august_BC05.cladeReads.."	"kraken2_16s_k21_classification_august_BC06.cladeReads.."	"kraken2_16s_k21_classification_august_BC07.cladeReads.."	"kraken2_16s_k21_classification_august_BC08.cladeReads.."	"kraken2_16s_k21_classification_august_BC09.cladeReads.."	"kraken2_16s_k21_classification_august_BC10.cladeReads.."	"kraken2_16s_k21_classification_august_BC11.cladeReads.."	"kraken2_16s_k21_classification_august_BC12.cladeReads.."	"lineage"
"Candidatus Uhrbacteria"	"O"	25761	12	NA	NA	NA	NA	12	NA	NA	NA	NA	NA	1	NA	0.001391	NA	NA	NA	NA	0.001391	NA	NA	NA	NA	NA	0.0001179	NA	"Bacteria>Patescibacteria>ABY1"
"Paceibacterales"	"O"	25817	1	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	0.0001159	NA	NA	NA	NA	0.0001159	0.0001153	NA	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria>Parcubacteria"
"Paceibacteraceae"	"F"	25818	1	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	0.0001159	NA	NA	NA	NA	0.0001159	0.0001153	NA	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria>Parcubacteria>Paceibacterales"
"Candidatus Paceibacter"	"G"	25819	1	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	0.0001159	NA	NA	NA	NA	0.0001159	0.0001153	NA	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria>Parcubacteria>Paceibacterales>Paceibacteraceae"
"WWE3"	"C"	25826	4	NA	NA	NA	NA	3	1	4	NA	NA	NA	2	NA	0.0005567	NA	NA	NA	NA	0.0003478	0.0001153	0.0005567	NA	NA	NA	0.0002357	NA	"Bacteria>Patescibacteria"
"Zavarzinella"	"G"	25856	61	NA	NA	NA	NA	7	4	61	NA	NA	NA	8	NA	0.008489	NA	NA	NA	NA	0.0008116	0.0004614	0.008489	NA	NA	NA	0.0009428	NA	"Bacteria>Planctomycetes>Planctomycetacia>Gemmatales>Gemmataceae"
"Aquisphaera"	"G"	25860	14	NA	NA	NA	NA	3	1	14	NA	NA	1	7	NA	0.001948	NA	NA	NA	NA	0.0003478	0.0001153	0.001948	NA	NA	0.000764	0.000825	NA	"Bacteria>Planctomycetes>Planctomycetacia>Isosphaerales>Isosphaeraceae"
"Candidatus Nostocoida"	"G"	25861	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.0001179	NA	NA	NA	NA	0.0001159	NA	NA	NA	NA	NA	0.0001179	NA	"Bacteria>Planctomycetes>Planctomycetacia>Isosphaerales>Isosphaeraceae"
"Isosphaera"	"G"	25862	4	NA	NA	NA	NA	1	1	4	NA	NA	NA	NA	NA	0.0005567	NA	NA	NA	NA	0.0001159	0.0001153	0.0005567	NA	NA	NA	NA	NA	"Bacteria>Planctomycetes>Planctomycetacia>Isosphaerales>Isosphaeraceae"
"Singulisphaera"	"G"	25864	29	NA	NA	NA	NA	1	13	29	NA	NA	1	13	NA	0.004036	NA	NA	NA	NA	0.0001159	0.0015	0.004036	NA	NA	0.000764	0.001532	NA	"Bacteria>Planctomycetes>Planctomycetacia>Isosphaerales>Isosphaeraceae"
"uncultured"	"G"	25884	39	NA	NA	NA	NA	9	6	39	NA	NA	1	17	NA	0.005428	NA	NA	NA	NA	0.001043	0.0006921	0.005428	NA	NA	0.000764	0.002004	NA	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales>Pirellulaceae"
"Rubripirellula"	"G"	25879	4	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	4	NA	0.0004714	NA	NA	NA	NA	0.0002319	NA	NA	NA	NA	NA	0.0004714	NA	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales>Pirellulaceae"
"Bythopirellula"	"G"	25869	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0001159	NA	NA	NA	NA	0.0001159	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales>Pirellulaceae"
"Gimesiaceae"	"F"	25885	1	NA	NA	NA	NA	1	1	1	NA	NA	NA	1	NA	0.0001392	NA	NA	NA	NA	0.0001159	0.0001153	0.0001392	NA	NA	NA	0.0001179	NA	"Bacteria>Planctomycetes>Planctomycetacia>Planctomycetales"
"uncultured"	"G"	25887	1	NA	NA	NA	NA	1	1	1	NA	NA	NA	1	NA	0.0001392	NA	NA	NA	NA	0.0001159	0.0001153	0.0001392	NA	NA	NA	0.0001179	NA	"Bacteria>Planctomycetes>Planctomycetacia>Planctomycetales>Gimesiaceae"
"Schlesneriaceae"	"F"	25894	10	NA	NA	NA	NA	1	3	10	NA	NA	NA	1	NA	0.001392	NA	NA	NA	NA	0.0001159	0.000346	0.001392	NA	NA	NA	0.0001179	NA	"Bacteria>Planctomycetes>Planctomycetacia>Planctomycetales"
"Schlesneria"	"G"	25896	10	NA	NA	NA	NA	1	3	10	NA	NA	NA	NA	NA	0.001392	NA	NA	NA	NA	0.0001159	0.000346	0.001392	NA	NA	NA	NA	NA	"Bacteria>Planctomycetes>Planctomycetacia>Planctomycetales>Schlesneriaceae"
"uncultured"	"O"	25898	7	NA	NA	NA	NA	2	7	2	NA	NA	3	3	NA	0.002292	NA	NA	NA	NA	0.0002319	0.0008074	0.0002783	NA	NA	0.002292	0.0003536	NA	"Bacteria>Planctomycetes>Planctomycetacia"
"SM23-30"	"F"	25847	2	NA	NA	NA	NA	1	2	NA	NA	NA	NA	NA	NA	0.0002307	NA	NA	NA	NA	0.0001159	0.0002307	NA	NA	NA	NA	NA	NA	"Bacteria>Planctomycetes>Phycisphaerae>MSBL9"
"CCM11a"	"O"	2305	5	NA	NA	NA	NA	3	3	1	NA	NA	NA	5	NA	0.0005893	NA	NA	NA	NA	0.0003478	0.000346	0.0001392	NA	NA	NA	0.0005893	NA	"Bacteria>Planctomycetes>Phycisphaerae"
"C86"	"O"	2304	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	0.0002319	NA	NA	NA	NA	0.0002319	NA	NA	NA	NA	NA	0.0001179	NA	"Bacteria>Planctomycetes>Phycisphaerae"
"S-70"	"O"	2330	3	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	3	NA	0.0003536	NA	NA	NA	NA	0.0001159	NA	NA	NA	NA	NA	0.0003536	NA	"Bacteria>Planctomycetes>Phycisphaerae"
"OM190"	"C"	2299	15	NA	NA	NA	NA	10	9	15	NA	NA	6	9	NA	0.004584	NA	NA	NA	NA	0.001159	0.001038	0.002088	NA	NA	0.004584	0.001061	NA	"Bacteria>Planctomycetes"
"B122"	"F"	1651	9	NA	NA	NA	NA	2	9	6	NA	NA	NA	3	NA	0.001038	NA	NA	NA	NA	0.0002319	0.001038	0.000835	NA	NA	NA	0.0003536	NA	"Bacteria>Fibrobacteres>Fibrobacteria>Fibrobacterales"
"possible family 01"	"F"	1665	2	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA	NA	0.0002319	NA	NA	NA	NA	0.0002319	0.0002307	NA	NA	NA	NA	NA	NA	"Bacteria>Fibrobacteres>Fibrobacteria>Fibrobacterales"
"Chitinivibrionia"	"C"	13923	14	NA	NA	NA	NA	4	1	14	NA	NA	1	1	NA	0.001948	NA	NA	NA	NA	0.0004637	0.0001153	0.001948	NA	NA	0.000764	0.0001179	NA	"Bacteria>Fibrobacteres"
"uncultured"	"O"	14346	14	NA	NA	NA	NA	4	1	14	NA	NA	NA	1	NA	0.001948	NA	NA	NA	NA	0.0004637	0.0001153	0.001948	NA	NA	NA	0.0001179	NA	"Bacteria>Fibrobacteres>Chitinivibrionia"
"Unknown Order"	"O"	14197	5	NA	NA	NA	NA	2	1	5	NA	NA	NA	2	NA	0.0006958	NA	NA	NA	NA	0.0002319	0.0001153	0.0006958	NA	NA	NA	0.0002357	NA	"Bacteria>Acidobacteria>Subgroup&nbsp;6"
"Unknown Family"	"F"	14198	5	NA	NA	NA	NA	2	1	5	NA	NA	NA	2	NA	0.0006958	NA	NA	NA	NA	0.0002319	0.0001153	0.0006958	NA	NA	NA	0.0002357	NA	"Bacteria>Acidobacteria>Subgroup&nbsp;6>Unknown&nbsp;Order"
"Luteitalea"	"G"	24468	2	NA	NA	NA	NA	2	1	2	NA	NA	NA	2	NA	0.0002783	NA	NA	NA	NA	0.0002319	0.0001153	0.0002783	NA	NA	NA	0.0002357	NA	"Bacteria>Acidobacteria>Subgroup&nbsp;6>Unknown&nbsp;Order>Unknown&nbsp;Family"
"Bryobacter"	"G"	24434	66	NA	NA	NA	NA	10	6	66	NA	NA	NA	8	NA	0.009185	NA	NA	NA	NA	0.001159	0.0006921	0.009185	NA	NA	NA	0.0009428	NA	"Bacteria>Acidobacteria>Acidobacteriia>Solibacterales>Solibacteraceae&nbsp;(Subgroup&nbsp;3)"
"GOUTB8"	"G"	24437	9	NA	NA	NA	NA	2	NA	9	NA	NA	NA	1	NA	0.001253	NA	NA	NA	NA	0.0002319	NA	0.001253	NA	NA	NA	0.0001179	NA	"Bacteria>Acidobacteria>Acidobacteriia>Solibacterales>Solibacteraceae&nbsp;(Subgroup&nbsp;3)"
"Subgroup 13"	"O"	24442	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0001159	NA	NA	NA	NA	0.0001159	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Acidobacteria>Acidobacteriia"
"uncultured"	"G"	24456	5	NA	NA	NA	NA	5	5	2	NA	NA	NA	NA	NA	0.0005797	NA	NA	NA	NA	0.0005797	0.0005767	0.0002783	NA	NA	NA	NA	NA	"Bacteria>Acidobacteria>Blastocatellia&nbsp;(Subgroup&nbsp;4)>Blastocatellales>Blastocatellaceae"
"DS-100"	"O"	24460	4	NA	NA	NA	NA	4	3	3	NA	NA	NA	NA	NA	0.0004637	NA	NA	NA	NA	0.0004637	0.000346	0.0004175	NA	NA	NA	NA	NA	"Bacteria>Acidobacteria>Blastocatellia&nbsp;(Subgroup&nbsp;4)"
"11-24"	"O"	24447	33	NA	NA	NA	NA	2	3	33	NA	NA	NA	5	NA	0.004593	NA	NA	NA	NA	0.0002319	0.000346	0.004593	NA	NA	NA	0.0005893	NA	"Bacteria>Acidobacteria>Blastocatellia&nbsp;(Subgroup&nbsp;4)"
"Pyrinomonadales"	"O"	24462	1	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	0.4184	NA	NA	NA	NA	0.0001159	NA	NA	NA	0.4184	NA	NA	NA	"Bacteria>Acidobacteria>Blastocatellia&nbsp;(Subgroup&nbsp;4)"
"Pyrinomonadaceae"	"F"	24463	1	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	0.4184	NA	NA	NA	NA	0.0001159	NA	NA	NA	0.4184	NA	NA	NA	"Bacteria>Acidobacteria>Blastocatellia&nbsp;(Subgroup&nbsp;4)>Pyrinomonadales"
"RB41"	"G"	24465	1	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	0.4184	NA	NA	NA	NA	0.0001159	NA	NA	NA	0.4184	NA	NA	NA	"Bacteria>Acidobacteria>Blastocatellia&nbsp;(Subgroup&nbsp;4)>Pyrinomonadales>Pyrinomonadaceae"
"Thermoanaerobaculum"	"G"	24476	5	NA	NA	NA	NA	2	5	NA	NA	NA	NA	2	NA	0.0005767	NA	NA	NA	NA	0.0002319	0.0005767	NA	NA	NA	NA	0.0002357	NA	"Bacteria>Acidobacteria>Thermoanaerobaculia>Thermoanaerobaculales>Thermoanaerobaculaceae"
"TPD-58"	"G"	24475	5	NA	NA	NA	NA	1	5	1	NA	NA	NA	1	NA	0.0005767	NA	NA	NA	NA	0.0001159	0.0005767	0.0001392	NA	NA	NA	0.0001179	NA	"Bacteria>Acidobacteria>Thermoanaerobaculia>Thermoanaerobaculales>Thermoanaerobaculaceae"
"Acanthopleuribacterales"	"O"	373	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.0001179	NA	NA	NA	NA	0.0001159	NA	NA	NA	NA	NA	0.0001179	NA	"Bacteria>Acidobacteria>Holophagae"
"Acanthopleuribacteraceae"	"F"	374	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.0001179	NA	NA	NA	NA	0.0001159	NA	NA	NA	NA	NA	0.0001179	NA	"Bacteria>Acidobacteria>Holophagae>Acanthopleuribacterales"
"Acanthopleuribacter"	"G"	375	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.0001179	NA	NA	NA	NA	0.0001159	NA	NA	NA	NA	NA	0.0001179	NA	"Bacteria>Acidobacteria>Holophagae>Acanthopleuribacterales>Acanthopleuribacteraceae"
"Aminicenantia"	"C"	24444	15	NA	NA	NA	NA	13	15	4	1	NA	1	4	NA	0.00173	NA	NA	NA	NA	0.001507	0.00173	0.0005567	5.981e-05	NA	0.000764	0.0004714	NA	"Bacteria>Acidobacteria"
"Aminicenantales"	"O"	24445	15	NA	NA	NA	NA	13	15	4	1	NA	1	4	NA	0.00173	NA	NA	NA	NA	0.001507	0.00173	0.0005567	5.981e-05	NA	0.000764	0.0004714	NA	"Bacteria>Acidobacteria>Aminicenantia"
"Subgroup 17"	"C"	14188	12	NA	NA	NA	NA	5	5	12	NA	NA	1	7	NA	0.00167	NA	NA	NA	NA	0.0005797	0.0005767	0.00167	NA	NA	0.000764	0.000825	NA	"Bacteria>Acidobacteria"
"Subgroup 25"	"C"	14194	8	NA	NA	NA	NA	5	2	6	1	NA	NA	8	NA	0.0009428	NA	NA	NA	NA	0.0005797	0.0002307	0.000835	5.981e-05	NA	NA	0.0009428	NA	"Bacteria>Acidobacteria"
"Subgroup 18"	"C"	14189	11	NA	NA	NA	NA	2	4	11	NA	NA	NA	2	NA	0.001531	NA	NA	NA	NA	0.0002319	0.0004614	0.001531	NA	NA	NA	0.0002357	NA	"Bacteria>Acidobacteria"
"Subgroup 5"	"C"	14195	18	NA	NA	NA	NA	1	2	18	NA	NA	NA	15	NA	0.002505	NA	NA	NA	NA	0.0001159	0.0002307	0.002505	NA	NA	NA	0.001768	NA	"Bacteria>Acidobacteria"
"UBA12411"	"F"	25547	3	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	1	NA	0.0003478	NA	NA	NA	NA	0.0003478	NA	NA	NA	NA	NA	0.0001179	NA	"Bacteria>Dependentiae>Babeliae>Babeliales"
"4-29-1"	"C"	25734	14	NA	NA	NA	NA	11	11	7	NA	NA	NA	14	NA	0.00165	NA	NA	NA	NA	0.001275	0.001269	0.0009742	NA	NA	NA	0.00165	NA	"Bacteria>Nitrospirae"
"OLB13"	"G"	25144	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0001159	NA	NA	NA	NA	0.0001159	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Anaerolineae>SBR1031>A4b"
"Litorilinea"	"G"	25136	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0001159	NA	NA	NA	NA	0.0001159	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Anaerolineae>Caldilineales>Caldilineaceae"
"uncultured"	"O"	25150	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.0002319	NA	NA	NA	NA	0.0002319	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Anaerolineae"
"TK10"	"C"	1481	5	NA	NA	NA	NA	5	2	NA	NA	NA	NA	NA	NA	0.0005797	NA	NA	NA	NA	0.0005797	0.0002307	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi"
"SAR202 clade"	"O"	25185	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0001159	NA	NA	NA	NA	0.0001159	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Dehalococcoidia"
"Dehalococcoidales"	"O"	1429	26	NA	NA	NA	NA	1	NA	26	NA	NA	NA	1	NA	0.003618	NA	NA	NA	NA	0.0001159	NA	0.003618	NA	NA	NA	0.0001179	NA	"Bacteria>Chloroflexi>Dehalococcoidia"
"Dehalococcoidales Incertae Sedis"	"F"	1433	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0001159	NA	NA	NA	NA	0.0001159	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Dehalococcoidia>Dehalococcoidales"
"Dehalobium"	"G"	1434	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0001159	NA	NA	NA	NA	0.0001159	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Dehalococcoidia>Dehalococcoidales>Dehalococcoidales&nbsp;Incertae&nbsp;Sedis"
"Ktedonobacteria"	"C"	1450	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0001159	NA	NA	NA	NA	0.0001159	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi"
"MVP-21"	"O"	1470	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0001159	NA	NA	NA	NA	0.0001159	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Ktedonobacteria"
"M2PT2-76 termite group"	"G"	26928	4	NA	NA	NA	NA	3	4	NA	NA	NA	NA	NA	NA	0.0004614	NA	NA	NA	NA	0.0003478	0.0004614	NA	NA	NA	NA	NA	NA	"Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae"
"GWE2-31-10"	"G"	26927	3	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	3	NA	0.0003536	NA	NA	NA	NA	0.0001159	NA	NA	NA	NA	NA	0.0003536	NA	"Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae"
"Sphaerochaeta"	"G"	26931	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0001159	NA	NA	NA	NA	0.0001159	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae"
"Treponema"	"G"	26934	8	NA	NA	NA	NA	1	8	4	NA	NA	NA	5	NA	0.0009228	NA	NA	NA	NA	0.0001159	0.0009228	0.0005567	NA	NA	NA	0.0005893	NA	"Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae"
"Deinococcaceae"	"F"	1613	33	NA	NA	NA	NA	33	27	10	NA	NA	4	4	NA	0.003826	NA	NA	NA	NA	0.003826	0.003114	0.001392	NA	NA	0.003056	0.0004714	NA	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci>Deinococcales"
"Deinococcus"	"G"	1615	33	NA	NA	NA	NA	33	27	9	NA	NA	4	3	NA	0.003826	NA	NA	NA	NA	0.003826	0.003114	0.001253	NA	NA	0.003056	0.0003536	NA	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci>Deinococcales>Deinococcaceae"
"Lineage IIb"	"C"	25557	21	NA	NA	NA	NA	7	5	21	NA	NA	NA	16	NA	0.002923	NA	NA	NA	NA	0.0008116	0.0005767	0.002923	NA	NA	NA	0.001886	NA	"Bacteria>Elusimicrobia"
"Latescibacteria"	"C"	25716	21	NA	NA	NA	NA	12	7	21	NA	NA	1	9	NA	0.002923	NA	NA	NA	NA	0.001391	0.0008074	0.002923	NA	NA	0.000764	0.001061	NA	"Bacteria>Latescibacteria"
"Latescibacterales"	"O"	25717	21	NA	NA	NA	NA	12	7	21	NA	NA	1	9	NA	0.002923	NA	NA	NA	NA	0.001391	0.0008074	0.002923	NA	NA	0.000764	0.001061	NA	"Bacteria>Latescibacteria>Latescibacteria"
"Latescibacteraceae"	"F"	25718	21	NA	NA	NA	NA	12	7	21	NA	NA	1	9	NA	0.002923	NA	NA	NA	NA	0.001391	0.0008074	0.002923	NA	NA	0.000764	0.001061	NA	"Bacteria>Latescibacteria>Latescibacteria>Latescibacterales"
"Candidatus Latescibacter"	"G"	25719	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.0002319	NA	NA	NA	NA	0.0002319	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Latescibacteria>Latescibacteria>Latescibacterales>Latescibacteraceae"
"WS2"	"P"	14742	156	NA	NA	NA	NA	23	18	156	1	NA	3	6	NA	0.02171	NA	NA	NA	NA	0.002667	0.002076	0.02171	5.981e-05	NA	0.002292	0.0007071	NA	"Bacteria"
"Rokubacteria"	"P"	26887	44	NA	NA	NA	NA	10	25	31	NA	NA	NA	44	NA	0.005186	NA	NA	NA	NA	0.001159	0.002884	0.004314	NA	NA	NA	0.005186	NA	"Bacteria"
"NC10"	"C"	26888	44	NA	NA	NA	NA	10	25	31	NA	NA	NA	44	NA	0.005186	NA	NA	NA	NA	0.001159	0.002884	0.004314	NA	NA	NA	0.005186	NA	"Bacteria>Rokubacteria"
"Methylomirabilales"	"O"	26889	25	NA	NA	NA	NA	5	17	24	NA	NA	NA	25	NA	0.00334	NA	NA	NA	NA	0.0005797	0.001961	0.00334	NA	NA	NA	0.002946	NA	"Bacteria>Rokubacteria>NC10"
"Methylomirabilaceae"	"F"	26890	25	NA	NA	NA	NA	5	17	24	NA	NA	NA	25	NA	0.00334	NA	NA	NA	NA	0.0005797	0.001961	0.00334	NA	NA	NA	0.002946	NA	"Bacteria>Rokubacteria>NC10>Methylomirabilales"
"Candidatus Methylomirabilis"	"G"	26891	25	NA	NA	NA	NA	4	12	24	NA	NA	NA	25	NA	0.00334	NA	NA	NA	NA	0.0004637	0.001384	0.00334	NA	NA	NA	0.002946	NA	"Bacteria>Rokubacteria>NC10>Methylomirabilales>Methylomirabilaceae"
"Sh765B-TzT-35"	"G"	26894	5	NA	NA	NA	NA	1	5	NA	NA	NA	NA	NA	NA	0.0005767	NA	NA	NA	NA	0.0001159	0.0005767	NA	NA	NA	NA	NA	NA	"Bacteria>Rokubacteria>NC10>Methylomirabilales>Methylomirabilaceae"
"Rokubacteriales"	"O"	26897	19	NA	NA	NA	NA	5	8	7	NA	NA	NA	19	NA	0.002239	NA	NA	NA	NA	0.0005797	0.0009228	0.0009742	NA	NA	NA	0.002239	NA	"Bacteria>Rokubacteria>NC10"
"WPS-2"	"P"	27010	9	NA	NA	NA	NA	5	9	1	NA	NA	1	6	NA	0.001038	NA	NA	NA	NA	0.0005797	0.001038	0.0001392	NA	NA	0.000764	0.0007071	NA	"Bacteria"
"WOR-1"	"P"	27009	2	NA	NA	NA	NA	2	1	NA	NA	NA	NA	2	NA	0.0002357	NA	NA	NA	NA	0.0002319	0.0001153	NA	NA	NA	NA	0.0002357	NA	"Bacteria"
"Deferribacteres"	"P"	1594	7	NA	NA	NA	NA	1	NA	7	NA	NA	NA	3	NA	0.0009742	NA	NA	NA	NA	0.0001159	NA	0.0009742	NA	NA	NA	0.0003536	NA	"Bacteria"
"Deferribacteres"	"C"	1595	7	NA	NA	NA	NA	1	NA	7	NA	NA	NA	3	NA	0.0009742	NA	NA	NA	NA	0.0001159	NA	0.0009742	NA	NA	NA	0.0003536	NA	"Bacteria>Deferribacteres"
"Deferribacterales"	"O"	1596	7	NA	NA	NA	NA	1	NA	7	NA	NA	NA	3	NA	0.0009742	NA	NA	NA	NA	0.0001159	NA	0.0009742	NA	NA	NA	0.0003536	NA	"Bacteria>Deferribacteres>Deferribacteres"
"Deferribacteraceae"	"F"	1597	7	NA	NA	NA	NA	1	NA	7	NA	NA	NA	3	NA	0.0009742	NA	NA	NA	NA	0.0001159	NA	0.0009742	NA	NA	NA	0.0003536	NA	"Bacteria>Deferribacteres>Deferribacteres>Deferribacterales"
"Seleniivibrio"	"G"	25540	2	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.0002357	NA	NA	NA	NA	0.0001159	NA	NA	NA	NA	NA	0.0002357	NA	"Bacteria>Deferribacteres>Deferribacteres>Deferribacterales>Deferribacteraceae"
"Firestonebacteria"	"P"	25612	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0001159	NA	NA	NA	NA	0.0001159	NA	NA	NA	NA	NA	NA	NA	"Bacteria"
"WS1"	"P"	14741	5	NA	NA	NA	NA	1	5	1	NA	NA	NA	4	NA	0.0005767	NA	NA	NA	NA	0.0001159	0.0005767	0.0001392	NA	NA	NA	0.0004714	NA	"Bacteria"
"uncultured"	"G"	3916	1	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	0.0001159	NA	NA	NA	NA	0.0001159	0.0001153	NA	NA	NA	NA	NA	NA	"Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae"
"s3t2d-1089"	"G"	26470	6	NA	NA	NA	NA	NA	3	3	NA	NA	NA	6	NA	0.0007071	NA	NA	NA	NA	NA	0.000346	0.0004175	NA	NA	NA	0.0007071	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidatus Protistobacter"	"G"	26376	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001153	NA	NA	NA	NA	NA	0.0001153	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Georgfuchsia"	"G"	26568	3	NA	NA	NA	NA	NA	1	3	NA	NA	NA	1	NA	0.0004175	NA	NA	NA	NA	NA	0.0001153	0.0004175	NA	NA	NA	0.0001179	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Uruburuella"	"G"	26536	2	NA	NA	NA	NA	NA	2	NA	1	NA	1	2	NA	0.000764	NA	NA	NA	NA	NA	0.0002307	NA	5.981e-05	NA	0.000764	0.0002357	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Neisseriaceae"
"Sulfuritortus"	"G"	26507	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1	NA	0.0002307	NA	NA	NA	NA	NA	0.0002307	NA	NA	NA	NA	0.0001179	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Hydrogenophilaceae"
"Amantichitinum"	"G"	26473	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001153	NA	NA	NA	NA	NA	0.0001153	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinibacteraceae"
"Microvirgula"	"G"	26346	53	NA	NA	NA	NA	NA	6	53	NA	NA	7	10	NA	0.007376	NA	NA	NA	NA	NA	0.0006921	0.007376	NA	NA	0.005348	0.001179	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Aquaspirillaceae"
