"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_august_BC01.cladeReads"	"kraken2_16s_k21_classification_august_BC02.cladeReads"	"kraken2_16s_k21_classification_august_BC03.cladeReads"	"kraken2_16s_k21_classification_august_BC04.cladeReads"	"kraken2_16s_k21_classification_august_BC05.cladeReads"	"kraken2_16s_k21_classification_august_BC06.cladeReads"	"kraken2_16s_k21_classification_august_BC07.cladeReads"	"kraken2_16s_k21_classification_august_BC08.cladeReads"	"kraken2_16s_k21_classification_august_BC09.cladeReads"	"kraken2_16s_k21_classification_august_BC10.cladeReads"	"kraken2_16s_k21_classification_august_BC11.cladeReads"	"kraken2_16s_k21_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_august_BC01.cladeReads.."	"kraken2_16s_k21_classification_august_BC02.cladeReads.."	"kraken2_16s_k21_classification_august_BC03.cladeReads.."	"kraken2_16s_k21_classification_august_BC04.cladeReads.."	"kraken2_16s_k21_classification_august_BC05.cladeReads.."	"kraken2_16s_k21_classification_august_BC06.cladeReads.."	"kraken2_16s_k21_classification_august_BC07.cladeReads.."	"kraken2_16s_k21_classification_august_BC08.cladeReads.."	"kraken2_16s_k21_classification_august_BC09.cladeReads.."	"kraken2_16s_k21_classification_august_BC10.cladeReads.."	"kraken2_16s_k21_classification_august_BC11.cladeReads.."	"kraken2_16s_k21_classification_august_BC12.cladeReads.."	"lineage"
"Citreicella"	"G"	2567	2	NA	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA	0.0002933	NA	NA	NA	NA	NA	0.0002406	0.0002933	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rubrimonas"	"G"	2644	4	NA	NA	NA	NA	NA	1	4	1	NA	NA	1	NA	0.0005866	NA	NA	NA	NA	NA	0.0001203	0.0005866	6.037e-05	NA	NA	0.0001237	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Litorimicrobium"	"G"	2585	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	1	NA	0.0001467	NA	NA	NA	NA	NA	0.0001203	0.0001467	NA	NA	NA	0.0001237	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Palleronia"	"G"	2605	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Plastorhodobacter"	"G"	14535	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Chelativorans"	"G"	26101	8	NA	NA	NA	NA	NA	2	8	NA	NA	NA	NA	NA	0.001173	NA	NA	NA	NA	NA	0.0002406	0.001173	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Ahrensia"	"G"	26089	2	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	NA	0.0002933	NA	NA	NA	NA	NA	0.0001203	0.0002933	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Roseitalea"	"G"	26124	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0001237	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	0.0001237	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Angulomicrobium"	"G"	26149	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Methylocapsa"	"G"	2439	4	NA	NA	NA	NA	NA	1	4	NA	NA	1	1	NA	0.0008019	NA	NA	NA	NA	NA	0.0001203	0.0005866	NA	NA	0.0008019	0.0001237	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methyloligella"	"G"	26073	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	0.0003609	NA	NA	NA	NA	NA	0.0003609	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methyloligellaceae"
"Pleomorphomonas"	"G"	26086	3	NA	NA	NA	NA	NA	2	2	NA	NA	NA	3	NA	0.0003711	NA	NA	NA	NA	NA	0.0002406	0.0002933	NA	NA	NA	0.0003711	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Pleomorphomonadaceae"
"C2U"	"F"	2464	4	NA	NA	NA	NA	NA	4	2	NA	NA	NA	3	NA	0.0004812	NA	NA	NA	NA	NA	0.0004812	0.0002933	NA	NA	NA	0.0003711	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Rhodospirillum"	"G"	2745	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Caenispirillum"	"G"	2720	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"[Aquaspirillum] polymorphum group"	"G"	26187	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	0.0001467	NA	NA	NA	NA	NA	0.0001203	0.0001467	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Magnetospirillaceae"
"Candidatus Hemipteriphilus"	"G"	26225	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0001237	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	0.0001237	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae"
"Lyticum"	"G"	26221	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Midichloriaceae"
"Rhodocista"	"G"	25952	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Azospirillales>Azospirillaceae"
"uncultured"	"F"	25959	3	NA	NA	NA	NA	NA	3	NA	NA	NA	2	NA	NA	0.001604	NA	NA	NA	NA	NA	0.0003609	NA	NA	NA	0.001604	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Azospirillales"
"Acidocella"	"G"	25907	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0001237	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	0.0001237	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Komagataeibacter"	"G"	25921	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	0.0001467	NA	NA	NA	NA	NA	0.0001203	0.0001467	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Acidicaldus"	"G"	25903	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"uncultured"	"G"	26231	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>SAR11&nbsp;clade>Clade&nbsp;I"
"Lacibacterium"	"G"	25982	24	NA	NA	NA	NA	NA	3	24	NA	NA	1	6	NA	0.00352	NA	NA	NA	NA	NA	0.0003609	0.00352	NA	NA	0.0008019	0.0007422	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Elsterales>Elsteraceae"
"uncultured"	"G"	25983	3	NA	NA	NA	NA	NA	1	3	NA	NA	1	NA	NA	0.0008019	NA	NA	NA	NA	NA	0.0001203	0.00044	NA	NA	0.0008019	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Elsterales>Elsteraceae"
"Fodinicurvataceae"	"F"	26200	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	2	NA	0.0003609	NA	NA	NA	NA	NA	0.0003609	NA	NA	NA	NA	0.0002474	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodovibrionales"
"uncultured"	"G"	26204	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	2	NA	0.0003609	NA	NA	NA	NA	NA	0.0003609	NA	NA	NA	NA	0.0002474	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodovibrionales>Fodinicurvataceae"
"uncultured"	"G"	26211	3	NA	NA	NA	NA	NA	1	3	NA	NA	NA	NA	NA	0.00044	NA	NA	NA	NA	NA	0.0001203	0.00044	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodovibrionales>Kiloniellaceae"
"Limibacillus"	"G"	26207	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodovibrionales>Kiloniellaceae"
"Minicystis"	"G"	14608	2	NA	NA	NA	NA	NA	2	2	NA	NA	NA	1	NA	0.0002933	NA	NA	NA	NA	NA	0.0002406	0.0002933	NA	NA	NA	0.0001237	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Polyangiaceae"
"Polyangium"	"G"	11490	2	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	2	NA	0.0002474	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	0.0002474	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Polyangiaceae"
"Labilithrix"	"G"	11489	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Polyangiaceae"
"Desulfobacterium"	"G"	3121	16	NA	NA	NA	NA	NA	3	16	NA	NA	NA	2	NA	0.002347	NA	NA	NA	NA	NA	0.0003609	0.002347	NA	NA	NA	0.0002474	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfocella"	"G"	3124	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfotignum"	"G"	3135	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	0.0001467	NA	NA	NA	NA	NA	0.0001203	0.0001467	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfoprunum"	"G"	14589	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Desulforhopalus"	"G"	3144	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	0.0001467	NA	NA	NA	NA	NA	0.0001203	0.0001467	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"uncultured"	"G"	3175	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	0.0001467	NA	NA	NA	NA	NA	0.0001203	0.0001467	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"Unknown Family"	"F"	26270	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Deltaproteobacteria&nbsp;Incertae&nbsp;Sedis"
"Deferrisoma"	"G"	26271	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Deltaproteobacteria&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"Pseudopedobacter"	"G"	25029	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"S15-21"	"F"	25016	6	NA	NA	NA	NA	NA	2	NA	NA	NA	1	6	NA	0.0008019	NA	NA	NA	NA	NA	0.0002406	NA	NA	NA	0.0008019	0.0007422	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"CMW-169"	"F"	25005	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Echinicola"	"G"	24735	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	0.0008019	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	0.0008019	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Roseivirga"	"G"	24757	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Imperialibacter"	"G"	24741	1	NA	NA	NA	NA	NA	1	1	NA	NA	1	NA	NA	0.0008019	NA	NA	NA	NA	NA	0.0001203	0.0001467	NA	NA	0.0008019	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Mariniradius"	"G"	24745	3	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	3	1	0.002356	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	0.0003711	0.002356	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Flexibacter"	"G"	24786	10	NA	NA	NA	NA	NA	1	4	NA	NA	1	10	NA	0.001237	NA	NA	NA	NA	NA	0.0001203	0.0005866	NA	NA	0.0008019	0.001237	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Rhodocytophaga"	"G"	24763	3	NA	NA	NA	NA	NA	3	1	NA	NA	NA	3	NA	0.0003711	NA	NA	NA	NA	NA	0.0003609	0.0001467	NA	NA	NA	0.0003711	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cytophagaceae"
"Rapidithrix"	"G"	24773	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0001237	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	0.0001237	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Flammeovirgaceae"
"Limibacter"	"G"	24770	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Flammeovirgaceae"
"Bernardetiaceae"	"F"	24720	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"uncultured"	"G"	24724	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Bernardetiaceae"
"Psychroserpens"	"G"	24941	3	NA	NA	NA	NA	NA	3	NA	NA	NA	2	NA	NA	0.001604	NA	NA	NA	NA	NA	0.0003609	NA	NA	NA	0.001604	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Ulvibacter"	"G"	24965	3	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	3	NA	0.0003711	NA	NA	NA	NA	NA	0.0002406	NA	NA	NA	NA	0.0003711	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Gaetbulibacter"	"G"	24885	2	NA	NA	NA	NA	NA	2	1	NA	NA	NA	2	NA	0.0002474	NA	NA	NA	NA	NA	0.0002406	0.0001467	NA	NA	NA	0.0002474	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Bizionia"	"G"	24862	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Aquimarina"	"G"	24850	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	1	0.002356	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	0.0001237	0.002356	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"NS3a marine group"	"G"	24923	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	0.0001467	NA	NA	NA	NA	NA	0.0001203	0.0001467	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Polaribacter 4"	"G"	24935	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0001237	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	0.0001237	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Polaribacter 3"	"G"	24934	2	NA	NA	NA	NA	NA	1	NA	NA	NA	2	2	NA	0.001604	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	0.001604	0.0002474	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Lacinutrix"	"G"	24904	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Arcticiflavibacter"	"G"	24851	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Flavicella"	"G"	24876	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Sediminicola"	"G"	24949	6	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	6	NA	0.0007422	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	0.0007422	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Formosa"	"G"	24882	2	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	2	NA	0.0002474	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	0.0002474	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Imtechella"	"G"	24898	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Wandonia"	"G"	24832	4	NA	NA	NA	NA	NA	2	NA	NA	NA	1	4	NA	0.0008019	NA	NA	NA	NA	NA	0.0002406	NA	NA	NA	0.0008019	0.0004948	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Crocinitomicaceae"
"Lishizhenia"	"G"	24830	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Crocinitomicaceae"
"Cryomorpha"	"G"	24835	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0001237	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	0.0001237	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Cryomorphaceae"
"Candidatus Sulcia"	"G"	24823	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Blattabacteriaceae"
"Blattabacterium"	"G"	24821	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Blattabacteriaceae"
"Schleiferiaceae"	"F"	24981	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0001237	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	0.0001237	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"Schleiferia"	"G"	24982	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0001237	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	0.0001237	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Schleiferiaceae"
"Membranicola"	"G"	24706	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Saprospiraceae"
"Aureispira"	"G"	24702	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0001237	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	0.0001237	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Saprospiraceae"
"Meniscus"	"G"	14276	5	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	5	1	0.002356	NA	NA	NA	NA	NA	0.0004812	NA	NA	NA	NA	0.0006185	0.002356	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prolixibacteraceae"
"Tangfeifania"	"G"	24646	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prolixibacteraceae"
"Rikenella"	"G"	973	2	NA	NA	NA	NA	NA	2	1	NA	NA	NA	1	NA	0.0002406	NA	NA	NA	NA	NA	0.0002406	0.0001467	NA	NA	NA	0.0001237	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Rikenellaceae"
"Prevotellaceae UCG-003"	"G"	11187	4	NA	NA	NA	NA	NA	2	4	NA	NA	NA	NA	NA	0.0005866	NA	NA	NA	NA	NA	0.0002406	0.0005866	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"Prevotella 2"	"G"	11180	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.0002406	NA	NA	NA	NA	NA	0.0002406	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"Prevotellaceae UCG-004"	"G"	11188	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"Anaerophaga"	"G"	24622	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Marinilabiliaceae"
"Sanguibacteroides"	"G"	24617	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Marinifilaceae"
"Candidatus Azobacteroides"	"G"	24603	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Dysgonomonadaceae"
"Macellibacteroides"	"G"	24659	5	NA	NA	NA	NA	NA	4	3	NA	NA	NA	5	NA	0.0006185	NA	NA	NA	NA	NA	0.0004812	0.00044	NA	NA	NA	0.0006185	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Tannerellaceae"
"uncultured"	"F"	987	4	NA	NA	NA	NA	NA	3	4	NA	NA	NA	4	NA	0.0005866	NA	NA	NA	NA	NA	0.0003609	0.0005866	NA	NA	NA	0.0004948	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"COB P4-1 termite group"	"F"	922	2	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	2	NA	0.0002474	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	0.0002474	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"GZKB124"	"F"	925	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Ika33"	"F"	24612	2	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	2	NA	0.0002474	NA	NA	NA	NA	NA	0.0001203	NA	NA	NA	NA	0.0002474	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"SM1A07"	"O"	25001	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1	NA	0.0002406	NA	NA	NA	NA	NA	0.0002406	NA	NA	NA	NA	0.0001237	NA	"Bacteria>Bacteroidetes>Bacteroidia"
