"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_june_BC01.cladeReads"	"kraken2_16s_k21_classification_june_BC02.cladeReads"	"kraken2_16s_k21_classification_june_BC03.cladeReads"	"kraken2_16s_k21_classification_june_BC04.cladeReads"	"kraken2_16s_k21_classification_june_BC05.cladeReads"	"kraken2_16s_k21_classification_june_BC06.cladeReads"	"kraken2_16s_k21_classification_june_BC07.cladeReads"	"kraken2_16s_k21_classification_june_BC08.cladeReads"	"kraken2_16s_k21_classification_june_BC09.cladeReads"	"kraken2_16s_k21_classification_june_BC10.cladeReads"	"kraken2_16s_k21_classification_june_BC11.cladeReads"	"kraken2_16s_k21_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_june_BC01.cladeReads.."	"kraken2_16s_k21_classification_june_BC02.cladeReads.."	"kraken2_16s_k21_classification_june_BC03.cladeReads.."	"kraken2_16s_k21_classification_june_BC04.cladeReads.."	"kraken2_16s_k21_classification_june_BC05.cladeReads.."	"kraken2_16s_k21_classification_june_BC06.cladeReads.."	"kraken2_16s_k21_classification_june_BC07.cladeReads.."	"kraken2_16s_k21_classification_june_BC08.cladeReads.."	"kraken2_16s_k21_classification_june_BC09.cladeReads.."	"kraken2_16s_k21_classification_june_BC10.cladeReads.."	"kraken2_16s_k21_classification_june_BC11.cladeReads.."	"kraken2_16s_k21_classification_june_BC12.cladeReads.."	"lineage"
"uncultured"	"O"	25746	3	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	2	NA	0.002491	NA	NA	NA	NA	0.001774	NA	NA	NA	NA	NA	0.002491	NA	"Bacteria>Nitrospirae>Thermodesulfovibrionia"
"4-29-1"	"C"	25734	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001183	NA	NA	NA	NA	0.001183	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Nitrospirae"
"Ardenticatenales"	"O"	25127	3	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	0.001774	NA	NA	NA	NA	0.001774	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Anaerolineae"
"Ardenticatenaceae"	"F"	25128	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001183	NA	NA	NA	NA	0.001183	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Anaerolineae>Ardenticatenales"
"uncultured"	"G"	25130	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001183	NA	NA	NA	NA	0.001183	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Anaerolineae>Ardenticatenales>Ardenticatenaceae"
"uncultured"	"F"	25131	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005915	NA	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Anaerolineae>Ardenticatenales"
"Brachyspirae"	"C"	26900	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005915	NA	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Spirochaetes"
"Brachyspirales"	"O"	26901	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005915	NA	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Spirochaetes>Brachyspirae"
"LH041"	"F"	26906	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005915	NA	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Spirochaetes>Brachyspirae>Brachyspirales"
"uncultured"	"G"	26936	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005915	NA	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae"
"Zixibacteria"	"P"	27012	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001183	NA	NA	NA	NA	0.001183	NA	NA	NA	NA	NA	NA	NA	"Bacteria"
"Margulisbacteria"	"P"	25726	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005915	NA	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"Bacteria"
"Acetothermia"	"P"	11130	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005915	NA	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"Bacteria"
"Acetothermiia"	"C"	24412	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005915	NA	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Acetothermia"
"Lineage IV"	"O"	1642	5	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	5	NA	0.006227	NA	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	0.006227	NA	"Bacteria>Elusimicrobia>Elusimicrobia"
"Yokenella"	"G"	3532	46	NA	NA	NA	NA	NA	NA	NA	46	NA	NA	NA	NA	0.02716	NA	NA	NA	NA	NA	NA	NA	0.02716	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Providencia"	"G"	3519	42	NA	NA	NA	NA	NA	NA	NA	42	NA	NA	4	NA	0.0248	NA	NA	NA	NA	NA	NA	NA	0.0248	NA	NA	0.004981	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Edwardsiella"	"G"	3501	25	NA	NA	NA	NA	NA	NA	NA	25	NA	NA	2	NA	0.01476	NA	NA	NA	NA	NA	NA	NA	0.01476	NA	NA	0.002491	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Pectobacterium"	"G"	3514	24	NA	NA	NA	NA	NA	NA	NA	24	NA	NA	4	NA	0.01417	NA	NA	NA	NA	NA	NA	NA	0.01417	NA	NA	0.004981	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Siccibacter"	"G"	26649	24	NA	NA	NA	NA	NA	NA	NA	24	NA	NA	NA	NA	0.01417	NA	NA	NA	NA	NA	NA	NA	0.01417	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Cronobacter"	"G"	3499	24	NA	NA	NA	NA	NA	NA	NA	24	NA	NA	2	NA	0.01417	NA	NA	NA	NA	NA	NA	NA	0.01417	NA	NA	0.002491	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Rosenbergiella"	"G"	14643	22	NA	NA	NA	NA	NA	NA	NA	22	NA	NA	1	NA	0.01299	NA	NA	NA	NA	NA	NA	NA	0.01299	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Sodalis"	"G"	3525	18	NA	NA	NA	NA	NA	NA	NA	18	NA	NA	1	NA	0.01063	NA	NA	NA	NA	NA	NA	NA	0.01063	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Morganella"	"G"	3512	14	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	1	NA	0.008267	NA	NA	NA	NA	NA	NA	NA	0.008267	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Tatumella"	"G"	3526	10	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	0.005905	NA	NA	NA	NA	NA	NA	NA	0.005905	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Thorsellia"	"G"	3527	9	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	0.005314	NA	NA	NA	NA	NA	NA	NA	0.005314	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Lelliottia"	"G"	14638	8	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0.004724	NA	NA	NA	NA	NA	NA	NA	0.004724	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Rahnella"	"G"	3520	7	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	1	NA	0.004133	NA	NA	NA	NA	NA	NA	NA	0.004133	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Izhakiella"	"G"	26647	6	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	1	NA	0.003543	NA	NA	NA	NA	NA	NA	NA	0.003543	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Buchnera"	"G"	3473	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.002362	NA	NA	NA	NA	NA	NA	NA	0.002362	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Benitsuchiphilus"	"G"	3477	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.002362	NA	NA	NA	NA	NA	NA	NA	0.002362	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Shimwellia"	"G"	3524	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Enterobacillus"	"G"	26645	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Buttiauxella"	"G"	3475	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Photorhabdus"	"G"	3515	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Plesiomonas"	"G"	3516	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Arsenophonus"	"G"	3470	3	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	3	NA	0.003736	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	0.003736	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"endosymbionts11"	"G"	26651	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Atlantibacter"	"G"	26644	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"endosymbionts5"	"G"	14650	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"endosymbionts2"	"G"	14647	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001245	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Pseudocitrobacter"	"G"	14642	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Mangrovibacter"	"G"	14639	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Trabulsiella"	"G"	3528	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Dyella"	"G"	26869	3	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	3	NA	0.003736	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	0.003736	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Geobacillus"	"G"	1696	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.002362	NA	NA	NA	NA	NA	NA	NA	0.002362	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Anoxybacillus"	"G"	1686	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Salimicrobium"	"G"	1714	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Virgibacillus"	"G"	1727	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Halobacillus"	"G"	1700	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Vulcanibacillus"	"G"	1728	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Gracilibacillus"	"G"	1698	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Lentibacillus"	"G"	1702	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Brochothrix"	"G"	1738	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Listeriaceae"
"Planomicrobium"	"G"	1765	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Domibacillus"	"G"	11272	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Planococcus"	"G"	1764	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Pediococcus"	"G"	1838	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae"
"Tetragenococcus"	"G"	1834	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.002952	NA	NA	NA	NA	NA	NA	NA	0.002952	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae"
"Vagococcus"	"G"	1835	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.002952	NA	NA	NA	NA	NA	NA	NA	0.002952	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae"
"Pilibacter"	"G"	1833	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae"
"Lactococcus"	"G"	1851	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	NA	NA	NA	0.001771	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae"
"Granulicatella"	"G"	1821	19	NA	NA	NA	NA	NA	NA	NA	19	NA	NA	NA	NA	0.01122	NA	NA	NA	NA	NA	NA	NA	0.01122	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Dolosigranulum"	"G"	1820	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	NA	NA	NA	0.001181	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Weissella"	"G"	1843	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Leuconostocaceae"
"Desulfitobacterium"	"G"	2030	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Pseudanabaenales"	"O"	25499	27	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	27	NA	0.03362	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	0.03362	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Pseudanabaenaceae"	"F"	25500	27	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	27	NA	0.03362	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	0.03362	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Pseudanabaenales"
"Pseudanabaena PCC-7429"	"G"	25504	27	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	27	NA	0.03362	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	0.03362	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Pseudanabaenales>Pseudanabaenaceae"
"uncultured"	"G"	11424	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001245	NA	NA	NA	NA	NA	NA	NA	0.0005905	NA	NA	0.001245	NA	"Bacteria>Planctomycetes>Phycisphaerae>Phycisphaerales>Phycisphaeraceae"
"[Polyangium] brachysporum group"	"G"	26469	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	0.009963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.009963	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Zhizhongheella"	"G"	26467	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002491	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pelistega"	"G"	26432	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidatus Nasuia"	"G"	26374	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Methylovorus"	"G"	26522	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Quatrionicoccus"	"G"	26572	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Chromobacterium"	"G"	26488	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003736	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chromobacteriaceae"
"Microvirgula"	"G"	26346	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Aquaspirillaceae"
"Simonsiella"	"G"	26533	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Neisseriaceae"
"Pragia"	"G"	3517	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002491	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Oceanimonas"	"G"	3319	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae"
"Ruminobacter"	"G"	3328	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Succinivibrionaceae"
"Azotobacter"	"G"	3721	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002491	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae"
"Alkanindiges"	"G"	3712	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002491	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Moraxella"	"G"	3714	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Paraperlucidibaca"	"G"	26804	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Silanimonas"	"G"	3817	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Colwelliaceae"	"F"	3378	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Colwellia"	"G"	3379	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Colwelliaceae"
"uncultured"	"F"	14621	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Gallaecimonadaceae"	"F"	26311	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Gallaecimonas"	"G"	26312	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Gallaecimonadaceae"
"Cellvibrionaceae"	"F"	11514	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	0.01121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01121	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales"
"Cellvibrio"	"G"	11516	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	0.01121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01121	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Cellvibrionaceae"
"Porticoccaceae"	"F"	11538	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003736	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales"
"Porticoccus"	"G"	11540	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003736	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Porticoccaceae"
