"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_august_BC01.cladeReads"	"kraken2_16s_classification_august_BC02.cladeReads"	"kraken2_16s_classification_august_BC03.cladeReads"	"kraken2_16s_classification_august_BC04.cladeReads"	"kraken2_16s_classification_august_BC05.cladeReads"	"kraken2_16s_classification_august_BC06.cladeReads"	"kraken2_16s_classification_august_BC07.cladeReads"	"kraken2_16s_classification_august_BC08.cladeReads"	"kraken2_16s_classification_august_BC09.cladeReads"	"kraken2_16s_classification_august_BC10.cladeReads"	"kraken2_16s_classification_august_BC11.cladeReads"	"kraken2_16s_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_august_BC01.cladeReads.."	"kraken2_16s_classification_august_BC02.cladeReads.."	"kraken2_16s_classification_august_BC03.cladeReads.."	"kraken2_16s_classification_august_BC04.cladeReads.."	"kraken2_16s_classification_august_BC05.cladeReads.."	"kraken2_16s_classification_august_BC06.cladeReads.."	"kraken2_16s_classification_august_BC07.cladeReads.."	"kraken2_16s_classification_august_BC08.cladeReads.."	"kraken2_16s_classification_august_BC09.cladeReads.."	"kraken2_16s_classification_august_BC10.cladeReads.."	"kraken2_16s_classification_august_BC11.cladeReads.."	"kraken2_16s_classification_august_BC12.cladeReads.."	"lineage"
"Parvimonas"	"G"	1945	1	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	0.0001169	NA	NA	NA	NA	0.0001139	0.0001144	NA	NA	NA	NA	0.0001169	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XI"
"Pseudoramibacter"	"G"	1934	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0001139	NA	NA	NA	NA	0.0001139	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Eubacteriaceae"
"Dethiobacter"	"G"	2074	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.0001169	NA	NA	NA	NA	0.0001139	NA	NA	NA	NA	NA	0.0001169	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Syntrophomonadaceae"
"Family XVIII"	"F"	1970	9	NA	NA	NA	NA	3	9	1	1	NA	NA	2	NA	0.001029	NA	NA	NA	NA	0.0003417	0.001029	0.0001394	5.909e-05	NA	NA	0.0002337	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"uncultured"	"G"	1973	4	NA	NA	NA	NA	1	4	1	1	NA	NA	2	NA	0.0004574	NA	NA	NA	NA	0.0001139	0.0004574	0.0001394	5.909e-05	NA	NA	0.0002337	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XVIII"
"Caldinitratiruptor"	"G"	1971	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0001139	NA	NA	NA	NA	0.0001139	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XVIII"
"Clostridiales Incertae Sedis"	"F"	1920	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0001139	NA	NA	NA	NA	0.0001139	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Dethiosulfatibacter"	"G"	1921	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0001139	NA	NA	NA	NA	0.0001139	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;Incertae&nbsp;Sedis"
"uncultured"	"F"	2083	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0001139	NA	NA	NA	NA	0.0001139	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Anaerobranca"	"G"	1963	1	NA	NA	NA	NA	1	1	NA	1	NA	NA	1	NA	0.0001169	NA	NA	NA	NA	0.0001139	0.0001144	NA	5.909e-05	NA	NA	0.0001169	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XIV"
"Family XVII"	"F"	1966	5	NA	NA	NA	NA	1	NA	NA	5	NA	NA	1	NA	0.0002954	NA	NA	NA	NA	0.0001139	NA	NA	0.0002954	NA	NA	0.0001169	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Sulfobacillus"	"G"	1967	5	NA	NA	NA	NA	1	NA	NA	5	NA	NA	NA	NA	0.0002954	NA	NA	NA	NA	0.0001139	NA	NA	0.0002954	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XVII"
"DTU014"	"O"	25673	21	NA	NA	NA	NA	16	21	7	NA	NA	NA	4	NA	0.002402	NA	NA	NA	NA	0.001822	0.002402	0.0009757	NA	NA	NA	0.0004674	NA	"Bacteria>Firmicutes>Clostridia"
"Thermoanaerobacter"	"G"	2139	1	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	0.0001169	NA	NA	NA	NA	0.0001139	0.0001144	NA	NA	NA	NA	0.0001169	NA	"Bacteria>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae"
"Moorella"	"G"	2135	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0001139	NA	NA	NA	NA	0.0001139	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae"
"Family III"	"F"	2113	2	NA	NA	NA	NA	2	1	NA	1	NA	NA	1	NA	0.0002278	NA	NA	NA	NA	0.0002278	0.0001144	NA	5.909e-05	NA	NA	0.0001169	NA	"Bacteria>Firmicutes>Clostridia>Thermoanaerobacterales"
"Tepidanaerobacter"	"G"	2117	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0001139	NA	NA	NA	NA	0.0001139	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Thermoanaerobacterales>Family&nbsp;III"
"Caldicellulosiruptor"	"G"	2115	1	NA	NA	NA	NA	1	NA	NA	1	NA	NA	1	NA	0.0001169	NA	NA	NA	NA	0.0001139	NA	NA	5.909e-05	NA	NA	0.0001169	NA	"Bacteria>Firmicutes>Clostridia>Thermoanaerobacterales>Family&nbsp;III"
"SRB2"	"F"	2125	1	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	0.0001169	NA	NA	NA	NA	0.0001139	0.0001144	NA	NA	NA	NA	0.0001169	NA	"Bacteria>Firmicutes>Clostridia>Thermoanaerobacterales"
"M55-D21"	"O"	14387	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0001139	NA	NA	NA	NA	0.0001139	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia"
"Fictibacillus"	"G"	1694	21	NA	NA	NA	NA	1	1	NA	21	NA	NA	1	NA	0.001241	NA	NA	NA	NA	0.0001139	0.0001144	NA	0.001241	NA	NA	0.0001169	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Aeribacillus"	"G"	1681	8	NA	NA	NA	NA	1	NA	NA	8	NA	NA	1	NA	0.0004727	NA	NA	NA	NA	0.0001139	NA	NA	0.0004727	NA	NA	0.0001169	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Ureibacillus"	"G"	1726	3	NA	NA	NA	NA	1	3	NA	NA	NA	NA	NA	NA	0.0003431	NA	NA	NA	NA	0.0001139	0.0003431	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Salibacterium"	"G"	14353	3	NA	NA	NA	NA	1	3	NA	NA	NA	NA	NA	NA	0.0003431	NA	NA	NA	NA	0.0001139	0.0003431	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Saccharibacillus"	"G"	1748	49	NA	NA	NA	NA	7	13	49	2	NA	NA	26	NA	0.00683	NA	NA	NA	NA	0.0007972	0.001487	0.00683	0.0001182	NA	NA	0.003038	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Brevibacillus"	"G"	1743	29	NA	NA	NA	NA	3	4	5	29	NA	1	2	1	0.002165	NA	NA	NA	NA	0.0003417	0.0004574	0.000697	0.001714	NA	0.0007195	0.0002337	0.002165	"Bacteria>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Thermobacillus"	"G"	1749	5	NA	NA	NA	NA	1	2	5	2	NA	NA	NA	NA	0.000697	NA	NA	NA	NA	0.0001139	0.0002287	0.000697	0.0001182	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Aneurinibacillus"	"G"	1742	7	NA	NA	NA	NA	1	NA	NA	7	NA	NA	NA	NA	0.0004136	NA	NA	NA	NA	0.0001139	NA	NA	0.0004136	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Sporosarcina"	"G"	1768	19	NA	NA	NA	NA	11	10	19	14	NA	1	7	NA	0.002648	NA	NA	NA	NA	0.001253	0.001144	0.002648	0.0008272	NA	0.0007195	0.000818	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Paenisporosarcina"	"G"	1763	12	NA	NA	NA	NA	3	3	4	12	NA	NA	2	NA	0.000709	NA	NA	NA	NA	0.0003417	0.0003431	0.0005576	0.000709	NA	NA	0.0002337	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Chungangia"	"G"	1757	6	NA	NA	NA	NA	1	NA	1	6	NA	NA	1	NA	0.0003545	NA	NA	NA	NA	0.0001139	NA	0.0001394	0.0003545	NA	NA	0.0001169	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"[Renibacterium] salmoninarum group"	"G"	25618	3	NA	NA	NA	NA	1	NA	3	1	NA	NA	NA	NA	0.0004182	NA	NA	NA	NA	0.0001139	NA	0.0004182	5.909e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Alicyclobacillaceae"	"F"	1675	13	NA	NA	NA	NA	13	9	10	10	NA	1	3	NA	0.001481	NA	NA	NA	NA	0.001481	0.001029	0.001394	0.0005909	NA	0.0007195	0.0003506	NA	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Tumebacillus"	"G"	1678	10	NA	NA	NA	NA	8	6	10	NA	NA	NA	2	NA	0.001394	NA	NA	NA	NA	0.0009111	0.0006862	0.001394	NA	NA	NA	0.0002337	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Alicyclobacillaceae"
"Acidibacillus"	"G"	14349	5	NA	NA	NA	NA	2	3	NA	5	NA	NA	NA	NA	0.0003431	NA	NA	NA	NA	0.0002278	0.0003431	NA	0.0002954	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Alicyclobacillaceae"
"Alicyclobacillus"	"G"	1676	3	NA	NA	NA	NA	2	NA	NA	3	NA	1	1	NA	0.0007195	NA	NA	NA	NA	0.0002278	NA	NA	0.0001773	NA	0.0007195	0.0001169	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Alicyclobacillaceae"
"Kyrpidia"	"G"	1677	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0001139	NA	NA	NA	NA	0.0001139	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Alicyclobacillaceae"
"Family XII"	"F"	1734	41	NA	NA	NA	NA	12	15	14	41	NA	3	9	NA	0.002423	NA	NA	NA	NA	0.001367	0.001715	0.001951	0.002423	NA	0.002158	0.001052	NA	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Exiguobacterium"	"G"	1735	41	NA	NA	NA	NA	12	15	14	41	NA	3	9	NA	0.002423	NA	NA	NA	NA	0.001367	0.001715	0.001951	0.002423	NA	0.002158	0.001052	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Family&nbsp;XII"
"Sporolactobacillaceae"	"F"	1771	22	NA	NA	NA	NA	1	1	1	22	NA	NA	NA	NA	0.0013	NA	NA	NA	NA	0.0001139	0.0001144	0.0001394	0.0013	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Salipaludibacillus"	"G"	25620	2	NA	NA	NA	NA	1	NA	NA	2	NA	NA	NA	NA	0.0001182	NA	NA	NA	NA	0.0001139	NA	NA	0.0001182	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Sporolactobacillaceae"
"Catellicoccus"	"G"	1830	8	NA	NA	NA	NA	3	8	NA	5	NA	NA	NA	NA	0.0009149	NA	NA	NA	NA	0.0003417	0.0009149	NA	0.0002954	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae"
"Lactovum"	"G"	1852	39	NA	NA	NA	NA	1	NA	NA	39	NA	NA	NA	NA	0.002304	NA	NA	NA	NA	0.0001139	NA	NA	0.002304	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae"
"Alkalibacterium"	"G"	1812	4	NA	NA	NA	NA	4	1	NA	1	NA	NA	2	1	0.002165	NA	NA	NA	NA	0.0004556	0.0001144	NA	5.909e-05	NA	NA	0.0002337	0.002165	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Atopostipes"	"G"	1817	6	NA	NA	NA	NA	1	NA	NA	6	NA	NA	NA	NA	0.0003545	NA	NA	NA	NA	0.0001139	NA	NA	0.0003545	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Marinilactibacillus"	"G"	1824	2	NA	NA	NA	NA	1	NA	NA	2	NA	NA	NA	NA	0.0001182	NA	NA	NA	NA	0.0001139	NA	NA	0.0001182	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Dolosigranulum"	"G"	1820	9	NA	NA	NA	NA	1	NA	1	9	NA	1	NA	NA	0.0007195	NA	NA	NA	NA	0.0001139	NA	0.0001394	0.0005318	NA	0.0007195	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Anaerosinus"	"G"	2178	18	NA	NA	NA	NA	13	18	6	NA	NA	1	2	NA	0.002058	NA	NA	NA	NA	0.001481	0.002058	0.0008364	NA	NA	0.0007195	0.0002337	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Selenomonas"	"G"	2194	30	NA	NA	NA	NA	7	30	5	NA	NA	1	8	NA	0.003431	NA	NA	NA	NA	0.0007972	0.003431	0.000697	NA	NA	0.0007195	0.0009348	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Anaerospora"	"G"	2179	19	NA	NA	NA	NA	5	5	19	NA	NA	NA	2	NA	0.002648	NA	NA	NA	NA	0.0005694	0.0005718	0.002648	NA	NA	NA	0.0002337	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Anaerosporomusa"	"G"	14403	6	NA	NA	NA	NA	3	3	6	NA	NA	NA	NA	NA	0.0008364	NA	NA	NA	NA	0.0003417	0.0003431	0.0008364	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Selenomonas 3"	"G"	11396	5	NA	NA	NA	NA	2	3	4	NA	NA	NA	5	NA	0.0005843	NA	NA	NA	NA	0.0002278	0.0003431	0.0005576	NA	NA	NA	0.0005843	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Zymophilus"	"G"	2199	2	NA	NA	NA	NA	1	2	NA	NA	NA	NA	NA	NA	0.0002287	NA	NA	NA	NA	0.0001139	0.0002287	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Sporolituus"	"G"	2195	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0001139	NA	NA	NA	NA	0.0001139	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Selenomonas 1"	"G"	11395	4	NA	NA	NA	NA	1	3	4	NA	NA	NA	1	NA	0.0005576	NA	NA	NA	NA	0.0001139	0.0003431	0.0005576	NA	NA	NA	0.0001169	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Propionispora"	"G"	2191	8	NA	NA	NA	NA	1	NA	8	NA	NA	NA	NA	NA	0.001115	NA	NA	NA	NA	0.0001139	NA	0.001115	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Pectinatus"	"G"	2188	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0001139	NA	NA	NA	NA	0.0001139	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Erysipelotrichaceae UCG-004"	"G"	11385	6	NA	NA	NA	NA	4	6	4	NA	NA	NA	1	NA	0.0006862	NA	NA	NA	NA	0.0004556	0.0006862	0.0005576	NA	NA	NA	0.0001169	NA	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Solobacterium"	"G"	2161	2	NA	NA	NA	NA	2	NA	1	NA	NA	NA	NA	NA	0.0002278	NA	NA	NA	NA	0.0002278	NA	0.0001394	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Catenibacterium"	"G"	2153	2	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA	NA	0.0002287	NA	NA	NA	NA	0.0002278	0.0002287	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Catenisphaera"	"G"	14395	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0001139	NA	NA	NA	NA	0.0001139	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Turicibacter"	"G"	2162	3	NA	NA	NA	NA	1	3	NA	1	NA	1	1	NA	0.0007195	NA	NA	NA	NA	0.0001139	0.0003431	NA	5.909e-05	NA	0.0007195	0.0001169	NA	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Erysipelotrichaceae UCG-009"	"G"	11389	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0001139	NA	NA	NA	NA	0.0001139	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"BD2-11 terrestrial group"	"C"	14410	8	NA	NA	NA	NA	4	7	1	NA	NA	1	8	1	0.002165	NA	NA	NA	NA	0.0004556	0.0008005	0.0001394	NA	NA	0.0007195	0.0009348	0.002165	"Bacteria>Gemmatimonadetes"
"S0134 terrestrial group"	"C"	14419	17	NA	NA	NA	NA	3	9	17	NA	NA	NA	10	NA	0.00237	NA	NA	NA	NA	0.0003417	0.001029	0.00237	NA	NA	NA	0.001169	NA	"Bacteria>Gemmatimonadetes"
"Longimicrobia"	"C"	14413	3	NA	NA	NA	NA	3	3	1	NA	NA	1	3	NA	0.0007195	NA	NA	NA	NA	0.0003417	0.0003431	0.0001394	NA	NA	0.0007195	0.0003506	NA	"Bacteria>Gemmatimonadetes"
"Longimicrobiales"	"O"	14414	3	NA	NA	NA	NA	3	3	1	NA	NA	1	3	NA	0.0007195	NA	NA	NA	NA	0.0003417	0.0003431	0.0001394	NA	NA	0.0007195	0.0003506	NA	"Bacteria>Gemmatimonadetes>Longimicrobia"
"Longimicrobiaceae"	"F"	14415	3	NA	NA	NA	NA	3	3	1	NA	NA	1	3	NA	0.0007195	NA	NA	NA	NA	0.0003417	0.0003431	0.0001394	NA	NA	0.0007195	0.0003506	NA	"Bacteria>Gemmatimonadetes>Longimicrobia>Longimicrobiales"
"Longimicrobium"	"G"	14416	2	NA	NA	NA	NA	2	1	NA	NA	NA	NA	NA	NA	0.0002278	NA	NA	NA	NA	0.0002278	0.0001144	NA	NA	NA	NA	NA	NA	"Bacteria>Gemmatimonadetes>Longimicrobia>Longimicrobiales>Longimicrobiaceae"
"MD2902-B12"	"C"	14417	3	NA	NA	NA	NA	1	NA	3	NA	NA	NA	1	NA	0.0004182	NA	NA	NA	NA	0.0001139	NA	0.0004182	NA	NA	NA	0.0001169	NA	"Bacteria>Gemmatimonadetes"
"Candidatus Curtissbacteria"	"O"	25777	10	NA	NA	NA	NA	1	1	10	NA	NA	1	1	NA	0.001394	NA	NA	NA	NA	0.0001139	0.0001144	0.001394	NA	NA	0.0007195	0.0001169	NA	"Bacteria>Patescibacteria>Microgenomatia"
"Candidatus Yanofskybacteria"	"O"	25811	2	NA	NA	NA	NA	2	2	NA	NA	NA	NA	1	NA	0.0002287	NA	NA	NA	NA	0.0002278	0.0002287	NA	NA	NA	NA	0.0001169	NA	"Bacteria>Patescibacteria>Parcubacteria"
"Candidatus Campbellbacteria"	"O"	25793	2	NA	NA	NA	NA	2	1	NA	NA	NA	NA	1	NA	0.0002278	NA	NA	NA	NA	0.0002278	0.0001144	NA	NA	NA	NA	0.0001169	NA	"Bacteria>Patescibacteria>Parcubacteria"
"Candidatus Azambacteria"	"O"	25791	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	1	0.002165	NA	NA	NA	NA	0.0001139	NA	NA	NA	NA	NA	0.0001169	0.002165	"Bacteria>Patescibacteria>Parcubacteria"
"Candidatus Nomurabacteria"	"O"	25803	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0001139	NA	NA	NA	NA	0.0001139	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria>Parcubacteria"
"Paceibacterales"	"O"	25817	1	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	0.0001144	NA	NA	NA	NA	0.0001139	0.0001144	NA	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria>Parcubacteria"
"Paceibacteraceae"	"F"	25818	1	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	0.0001144	NA	NA	NA	NA	0.0001139	0.0001144	NA	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria>Parcubacteria>Paceibacterales"
"Candidatus Paceibacter"	"G"	25819	1	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	0.0001144	NA	NA	NA	NA	0.0001139	0.0001144	NA	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria>Parcubacteria>Paceibacterales>Paceibacteraceae"
"Kazania"	"C"	25770	21	NA	NA	NA	NA	11	5	12	NA	NA	21	7	NA	0.01511	NA	NA	NA	NA	0.001253	0.0005718	0.001673	NA	NA	0.01511	0.000818	NA	"Bacteria>Patescibacteria"
"Zavarzinella"	"G"	25856	104	NA	NA	NA	NA	9	5	104	NA	NA	NA	14	NA	0.0145	NA	NA	NA	NA	0.001025	0.0005718	0.0145	NA	NA	NA	0.001636	NA	"Bacteria>Planctomycetes>Planctomycetacia>Gemmatales>Gemmataceae"
"Aquisphaera"	"G"	25860	13	NA	NA	NA	NA	4	4	13	NA	NA	NA	8	NA	0.001812	NA	NA	NA	NA	0.0004556	0.0004574	0.001812	NA	NA	NA	0.0009348	NA	"Bacteria>Planctomycetes>Planctomycetacia>Isosphaerales>Isosphaeraceae"
"Paludisphaera"	"G"	25863	8	NA	NA	NA	NA	1	1	5	NA	NA	1	8	NA	0.0009348	NA	NA	NA	NA	0.0001139	0.0001144	0.000697	NA	NA	0.0007195	0.0009348	NA	"Bacteria>Planctomycetes>Planctomycetacia>Isosphaerales>Isosphaeraceae"
"Isosphaera"	"G"	25862	2	NA	NA	NA	NA	1	2	2	NA	NA	NA	1	NA	0.0002788	NA	NA	NA	NA	0.0001139	0.0002287	0.0002788	NA	NA	NA	0.0001169	NA	"Bacteria>Planctomycetes>Planctomycetacia>Isosphaerales>Isosphaeraceae"
"Blastopirellula"	"G"	25868	19	NA	NA	NA	NA	14	7	19	NA	NA	1	11	NA	0.002648	NA	NA	NA	NA	0.001594	0.0008005	0.002648	NA	NA	0.0007195	0.001285	NA	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales>Pirellulaceae"
"Rubripirellula"	"G"	25879	4	NA	NA	NA	NA	3	NA	NA	1	NA	NA	4	NA	0.0004674	NA	NA	NA	NA	0.0003417	NA	NA	5.909e-05	NA	NA	0.0004674	NA	"Bacteria>Planctomycetes>Planctomycetacia>Pirellulales>Pirellulaceae"
"Planctomicrobium"	"G"	25890	1	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	0.0001394	NA	NA	NA	NA	0.0001139	0.0001144	0.0001394	NA	NA	NA	NA	NA	"Bacteria>Planctomycetes>Planctomycetacia>Planctomycetales>Rubinisphaeraceae"
"Schlesneriaceae"	"F"	25894	11	NA	NA	NA	NA	1	3	11	NA	NA	NA	1	NA	0.001533	NA	NA	NA	NA	0.0001139	0.0003431	0.001533	NA	NA	NA	0.0001169	NA	"Bacteria>Planctomycetes>Planctomycetacia>Planctomycetales"
"Schlesneria"	"G"	25896	11	NA	NA	NA	NA	1	3	11	NA	NA	NA	NA	NA	0.001533	NA	NA	NA	NA	0.0001139	0.0003431	0.001533	NA	NA	NA	NA	NA	"Bacteria>Planctomycetes>Planctomycetacia>Planctomycetales>Schlesneriaceae"
"uncultured"	"O"	25898	8	NA	NA	NA	NA	4	8	2	NA	NA	3	2	NA	0.002158	NA	NA	NA	NA	0.0004556	0.0009149	0.0002788	NA	NA	0.002158	0.0002337	NA	"Bacteria>Planctomycetes>Planctomycetacia"
"Urania-1B-19 marine sediment group"	"G"	2324	1	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	0.0001394	NA	NA	NA	NA	0.0001139	NA	0.0001394	NA	NA	NA	NA	NA	"Bacteria>Planctomycetes>Phycisphaerae>Phycisphaerales>Phycisphaeraceae"
"Tepidisphaeraceae"	"F"	14497	18	NA	NA	NA	NA	1	18	4	NA	NA	NA	3	NA	0.002058	NA	NA	NA	NA	0.0001139	0.002058	0.0005576	NA	NA	NA	0.0003506	NA	"Bacteria>Planctomycetes>Phycisphaerae>Tepidisphaerales"
"Tepidisphaera"	"G"	14498	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0001139	NA	NA	NA	NA	0.0001139	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Planctomycetes>Phycisphaerae>Tepidisphaerales>Tepidisphaeraceae"
"CCM11a"	"O"	2305	8	NA	NA	NA	NA	3	5	2	NA	NA	1	8	NA	0.0009348	NA	NA	NA	NA	0.0003417	0.0005718	0.0002788	NA	NA	0.0007195	0.0009348	NA	"Bacteria>Planctomycetes>Phycisphaerae"
"S-70"	"O"	2330	3	NA	NA	NA	NA	2	1	NA	NA	NA	NA	3	NA	0.0003506	NA	NA	NA	NA	0.0002278	0.0001144	NA	NA	NA	NA	0.0003506	NA	"Bacteria>Planctomycetes>Phycisphaerae"
"C86"	"O"	2304	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0001139	NA	NA	NA	NA	0.0001139	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Planctomycetes>Phycisphaerae"
"Pla4 lineage"	"C"	2336	38	NA	NA	NA	NA	14	10	38	NA	NA	2	23	1	0.005297	NA	NA	NA	NA	0.001594	0.001144	0.005297	NA	NA	0.001439	0.002688	0.002165	"Bacteria>Planctomycetes"
