"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_august_BC01.cladeReads"	"kraken2_16s_k21_classification_august_BC02.cladeReads"	"kraken2_16s_k21_classification_august_BC03.cladeReads"	"kraken2_16s_k21_classification_august_BC04.cladeReads"	"kraken2_16s_k21_classification_august_BC05.cladeReads"	"kraken2_16s_k21_classification_august_BC06.cladeReads"	"kraken2_16s_k21_classification_august_BC07.cladeReads"	"kraken2_16s_k21_classification_august_BC08.cladeReads"	"kraken2_16s_k21_classification_august_BC09.cladeReads"	"kraken2_16s_k21_classification_august_BC10.cladeReads"	"kraken2_16s_k21_classification_august_BC11.cladeReads"	"kraken2_16s_k21_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_august_BC01.cladeReads.."	"kraken2_16s_k21_classification_august_BC02.cladeReads.."	"kraken2_16s_k21_classification_august_BC03.cladeReads.."	"kraken2_16s_k21_classification_august_BC04.cladeReads.."	"kraken2_16s_k21_classification_august_BC05.cladeReads.."	"kraken2_16s_k21_classification_august_BC06.cladeReads.."	"kraken2_16s_k21_classification_august_BC07.cladeReads.."	"kraken2_16s_k21_classification_august_BC08.cladeReads.."	"kraken2_16s_k21_classification_august_BC09.cladeReads.."	"kraken2_16s_k21_classification_august_BC10.cladeReads.."	"kraken2_16s_k21_classification_august_BC11.cladeReads.."	"kraken2_16s_k21_classification_august_BC12.cladeReads.."	"lineage"
"TC1"	"F"	25672	4	NA	NA	NA	NA	NA	2	2	NA	NA	NA	4	NA	0.0004349	NA	NA	NA	NA	NA	0.0002139	0.0002576	NA	NA	NA	0.0004349	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Clostridiaceae 3"	"F"	1907	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.0002139	NA	NA	NA	NA	NA	0.0002139	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Caloranaerobacter"	"G"	1909	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;3"
"Clostridiisalibacter"	"G"	1910	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;3"
"Defluviitaleaceae"	"F"	1924	2	NA	NA	NA	NA	NA	2	1	NA	NA	NA	1	NA	0.0002139	NA	NA	NA	NA	NA	0.0002139	0.0001288	NA	NA	NA	0.0001087	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Defluviitaleaceae UCG-011"	"G"	11287	2	NA	NA	NA	NA	NA	2	1	NA	NA	NA	1	NA	0.0002139	NA	NA	NA	NA	NA	0.0002139	0.0001288	NA	NA	NA	0.0001087	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Defluviitaleaceae"
"GoM-GC232-4463-Bac1"	"F"	1974	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"MBA03"	"O"	14388	7	NA	NA	NA	NA	NA	5	1	2	NA	NA	7	NA	0.000761	NA	NA	NA	NA	NA	0.0005347	0.0001288	0.000117	NA	NA	0.000761	NA	"Bacteria>Firmicutes>Clostridia"
"Natranaerobiales"	"O"	2107	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia"
"Natranaerobiaceae"	"F"	2108	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Natranaerobiales"
"Natranaerobius"	"G"	2109	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Natranaerobiales>Natranaerobiaceae"
"Anaerobacillus"	"G"	1685	11	NA	NA	NA	NA	NA	1	NA	11	NA	NA	NA	NA	0.0006433	NA	NA	NA	NA	NA	0.0001069	NA	0.0006433	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Aquibacillus"	"G"	11265	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Oceanobacillus"	"G"	1707	48	NA	NA	NA	NA	NA	1	NA	48	NA	NA	1	NA	0.002807	NA	NA	NA	NA	NA	0.0001069	NA	0.002807	NA	NA	0.0001087	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"uncultured"	"G"	1750	3	NA	NA	NA	NA	NA	1	NA	3	NA	NA	NA	NA	0.0001754	NA	NA	NA	NA	NA	0.0001069	NA	0.0001754	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Macrococcus"	"G"	1777	5	NA	NA	NA	NA	NA	1	NA	5	NA	NA	NA	NA	0.0002924	NA	NA	NA	NA	NA	0.0001069	NA	0.0002924	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Staphylococcaceae"
"Salinicoccus"	"G"	1779	13	NA	NA	NA	NA	NA	1	NA	13	NA	NA	NA	NA	0.0007603	NA	NA	NA	NA	NA	0.0001069	NA	0.0007603	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Staphylococcaceae"
"Jeotgalibacillus"	"G"	1760	9	NA	NA	NA	NA	NA	2	NA	9	NA	NA	NA	NA	0.0005263	NA	NA	NA	NA	NA	0.0002139	NA	0.0005263	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Kurthia"	"G"	1761	12	NA	NA	NA	NA	NA	2	1	12	NA	NA	NA	NA	0.0007018	NA	NA	NA	NA	NA	0.0002139	0.0001288	0.0007018	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"uncultured"	"G"	1770	2	NA	NA	NA	NA	NA	2	1	NA	NA	1	NA	NA	0.0006684	NA	NA	NA	NA	NA	0.0002139	0.0001288	NA	NA	0.0006684	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Family X"	"F"	1730	7	NA	NA	NA	NA	NA	1	NA	7	NA	NA	NA	NA	0.0004094	NA	NA	NA	NA	NA	0.0001069	NA	0.0004094	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Thermicanus"	"G"	1731	7	NA	NA	NA	NA	NA	1	NA	7	NA	NA	NA	NA	0.0004094	NA	NA	NA	NA	NA	0.0001069	NA	0.0004094	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Family&nbsp;X"
"Sporolactobacillus"	"G"	1773	15	NA	NA	NA	NA	NA	1	NA	15	NA	NA	NA	NA	0.0008772	NA	NA	NA	NA	NA	0.0001069	NA	0.0008772	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Sporolactobacillaceae"
"Weissella"	"G"	1843	44	NA	NA	NA	NA	NA	2	2	44	NA	NA	2	NA	0.002573	NA	NA	NA	NA	NA	0.0002139	0.0002576	0.002573	NA	NA	0.0002174	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Leuconostocaceae"
"Quinella"	"G"	2192	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	0.0001069	0.0001288	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Schwartzia"	"G"	2193	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	1	NA	0.0001288	NA	NA	NA	NA	NA	0.0001069	0.0001288	NA	NA	NA	0.0001087	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Thermosinus"	"G"	2197	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	0.0001069	0.0001288	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"BRH-c20a"	"C"	25613	5	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	3	NA	0.0005347	NA	NA	NA	NA	NA	0.0005347	NA	NA	NA	NA	0.0003262	NA	"Bacteria>Firmicutes"
"Limnochordia"	"C"	14398	2	NA	NA	NA	NA	NA	2	1	NA	NA	NA	2	NA	0.0002174	NA	NA	NA	NA	NA	0.0002139	0.0001288	NA	NA	NA	0.0002174	NA	"Bacteria>Firmicutes"
"Limnochordales"	"O"	14399	2	NA	NA	NA	NA	NA	2	1	NA	NA	NA	2	NA	0.0002174	NA	NA	NA	NA	NA	0.0002139	0.0001288	NA	NA	NA	0.0002174	NA	"Bacteria>Firmicutes>Limnochordia"
"Limnochordaceae"	"F"	14400	2	NA	NA	NA	NA	NA	2	1	NA	NA	NA	2	NA	0.0002174	NA	NA	NA	NA	NA	0.0002139	0.0001288	NA	NA	NA	0.0002174	NA	"Bacteria>Firmicutes>Limnochordia>Limnochordales"
"Candidatus Beckwithbacteria"	"O"	25774	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	NA	"Bacteria>Patescibacteria>Microgenomatia"
"Candidatus Jorgensenbacteria"	"O"	25797	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	1	NA	0.0001288	NA	NA	NA	NA	NA	0.0001069	0.0001288	NA	NA	NA	0.0001087	NA	"Bacteria>Patescibacteria>Parcubacteria"
"Candidatus Nostocoida"	"G"	25861	2	NA	NA	NA	NA	NA	2	1	NA	NA	NA	NA	NA	0.0002139	NA	NA	NA	NA	NA	0.0002139	0.0001288	NA	NA	NA	NA	NA	"Bacteria>Planctomycetes>Planctomycetacia>Isosphaerales>Isosphaeraceae"
"GWC2-45-44"	"F"	25843	14	NA	NA	NA	NA	NA	3	14	NA	NA	NA	3	NA	0.001803	NA	NA	NA	NA	NA	0.0003208	0.001803	NA	NA	NA	0.0003262	NA	"Bacteria>Planctomycetes>Phycisphaerae>MSBL9"
"KCLunmb-38-53"	"F"	25844	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0001087	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	0.0001087	NA	"Bacteria>Planctomycetes>Phycisphaerae>MSBL9"
"GWA2-50-13"	"F"	25836	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0001087	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	0.0001087	NA	"Bacteria>Planctomycetes>Brocadiae>Brocadiales"
"AKAU4049"	"C"	14409	4	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	1	NA	0.0004277	NA	NA	NA	NA	NA	0.0004277	NA	NA	NA	NA	0.0001087	NA	"Bacteria>Gemmatimonadetes"
"PAUC43f marine benthic group"	"C"	14418	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	0.0001069	0.0001288	NA	NA	NA	NA	NA	"Bacteria>Gemmatimonadetes"
"09D2Z48"	"F"	1650	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	0.0001069	0.0001288	NA	NA	NA	NA	NA	"Bacteria>Fibrobacteres>Fibrobacteria>Fibrobacterales"
"TG3"	"F"	25610	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	0.0001069	0.0001288	NA	NA	NA	NA	NA	"Bacteria>Fibrobacteres>Fibrobacteria>Fibrobacterales"
"Granulicella"	"G"	24421	2	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	NA	0.0002576	NA	NA	NA	NA	NA	0.0001069	0.0002576	NA	NA	NA	NA	NA	"Bacteria>Acidobacteria>Acidobacteriia>Acidobacteriales>Acidobacteriaceae&nbsp;(Subgroup&nbsp;1)"
"Tellurimicrobium"	"G"	24455	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	NA	"Bacteria>Acidobacteria>Blastocatellia&nbsp;(Subgroup&nbsp;4)>Blastocatellales>Blastocatellaceae"
"Subgroup 19"	"C"	14190	7	NA	NA	NA	NA	NA	7	2	1	NA	NA	NA	NA	0.0007485	NA	NA	NA	NA	NA	0.0007485	0.0002576	5.848e-05	NA	NA	NA	NA	"Bacteria>Acidobacteria"
"Subgroup 15"	"C"	14187	3	NA	NA	NA	NA	NA	3	NA	NA	NA	1	NA	NA	0.0006684	NA	NA	NA	NA	NA	0.0003208	NA	NA	NA	0.0006684	NA	NA	"Bacteria>Acidobacteria"
"Subgroup 9"	"C"	14200	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	0.0001069	0.0001288	NA	NA	NA	NA	NA	"Bacteria>Acidobacteria"
"OLB13"	"G"	25144	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Anaerolineae>SBR1031>A4b"
"ADurb.Bin180"	"O"	25121	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0001087	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	0.0001087	NA	"Bacteria>Chloroflexi>Anaerolineae"
"S085"	"O"	25184	16	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	16	NA	0.00174	NA	NA	NA	NA	NA	0.0007485	NA	NA	NA	NA	0.00174	NA	"Bacteria>Chloroflexi>Dehalococcoidia"
"MSBL5"	"O"	1440	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi>Dehalococcoidia"
"Sh765B-AG-111"	"O"	1442	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0001087	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	0.0001087	NA	"Bacteria>Chloroflexi>Dehalococcoidia"
"Gitt-GS-136"	"C"	1445	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	2	NA	0.0002174	NA	NA	NA	NA	NA	0.0002139	NA	NA	NA	NA	0.0002174	NA	"Bacteria>Chloroflexi"
"NLS2-31"	"C"	14331	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.0002139	NA	NA	NA	NA	NA	0.0002139	NA	NA	NA	NA	NA	NA	"Bacteria>Chloroflexi"
"Alkalispirochaeta"	"G"	26923	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0001087	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	0.0001087	NA	"Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae"
"Oceanivirga"	"G"	14405	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	NA	"Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae"
"SBYX-4944"	"F"	14443	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	NA	"Bacteria>Lentisphaerae>Lentisphaeria>Victivallales"
"Thermales"	"O"	1620	3	NA	NA	NA	NA	NA	2	3	NA	NA	NA	2	NA	0.0003864	NA	NA	NA	NA	NA	0.0002139	0.0003864	NA	NA	NA	0.0002174	NA	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci"
"Thermaceae"	"F"	1621	3	NA	NA	NA	NA	NA	2	3	NA	NA	NA	2	NA	0.0003864	NA	NA	NA	NA	NA	0.0002139	0.0003864	NA	NA	NA	0.0002174	NA	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci>Thermales"
"Thermus"	"G"	1625	2	NA	NA	NA	NA	NA	2	1	NA	NA	NA	1	NA	0.0002139	NA	NA	NA	NA	NA	0.0002139	0.0001288	NA	NA	NA	0.0001087	NA	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci>Thermales>Thermaceae"
"Z114MB74"	"G"	26895	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	NA	"Bacteria>Rokubacteria>NC10>Methylomirabilales>Methylomirabilaceae"
"Nitrospinia"	"C"	14470	3	NA	NA	NA	NA	NA	1	3	1	NA	NA	1	NA	0.0003864	NA	NA	NA	NA	NA	0.0001069	0.0003864	5.848e-05	NA	NA	0.0001087	NA	"Bacteria>Nitrospinae"
"Nitrospinales"	"O"	14471	3	NA	NA	NA	NA	NA	1	3	1	NA	NA	1	NA	0.0003864	NA	NA	NA	NA	NA	0.0001069	0.0003864	5.848e-05	NA	NA	0.0001087	NA	"Bacteria>Nitrospinae>Nitrospinia"
"Nitrospinaceae"	"F"	14472	3	NA	NA	NA	NA	NA	1	3	1	NA	NA	1	NA	0.0003864	NA	NA	NA	NA	NA	0.0001069	0.0003864	5.848e-05	NA	NA	0.0001087	NA	"Bacteria>Nitrospinae>Nitrospinia>Nitrospinales"
"LS-NOB"	"G"	25732	2	NA	NA	NA	NA	NA	1	2	1	NA	NA	1	NA	0.0002576	NA	NA	NA	NA	NA	0.0001069	0.0002576	5.848e-05	NA	NA	0.0001087	NA	"Bacteria>Nitrospinae>Nitrospinia>Nitrospinales>Nitrospinaceae"
"PBS-18"	"F"	25217	7	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	2	1	0.002068	NA	NA	NA	NA	NA	0.0007485	NA	NA	NA	NA	0.0002174	0.002068	"Bacteria>Cloacimonetes>Cloacimonadia>Cloacimonadales"
"LK-44f"	"F"	25214	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	NA	"Bacteria>Cloacimonetes>Cloacimonadia>Cloacimonadales"
"Caldithrix"	"G"	25106	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	NA	"Bacteria>Calditrichaeota>Calditrichia>Calditrichales>Calditrichaceae"
"Candidatus Tammella"	"G"	3907	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.0002139	NA	NA	NA	NA	NA	0.0002139	NA	NA	NA	NA	NA	NA	"Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae"
"Halarsenatibacter"	"G"	25687	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	NA	"Bacteria>Halanaerobiaeota>Halanaerobiia>Halanaerobiales>Halanaerobiaceae"
"Halobacteroidaceae"	"F"	25690	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	NA	"Bacteria>Halanaerobiaeota>Halanaerobiia>Halanaerobiales"
"Selenihalanaerobacter"	"G"	25699	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	NA	"Bacteria>Halanaerobiaeota>Halanaerobiia>Halanaerobiales>Halobacteroidaceae"
"Marinimicrobia (SAR406 clade)"	"P"	11409	3	NA	NA	NA	NA	NA	3	NA	1	NA	1	NA	NA	0.0006684	NA	NA	NA	NA	NA	0.0003208	NA	5.848e-05	NA	0.0006684	NA	NA	"Bacteria"
"Hydrogenobaculaceae"	"F"	24573	1	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	0.0001069	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Aquificae>Aquificae>Aquificales"
"Hydrogenobaculum"	"G"	24574	1	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	0.0001069	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Aquificae>Aquificae>Aquificales>Hydrogenobaculaceae"
"Coprothermobacteraeota"	"P"	25222	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0001087	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	0.0001087	NA	"Bacteria"
"Coprothermobacteria"	"C"	25223	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0001087	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	0.0001087	NA	"Bacteria>Coprothermobacteraeota"
"Coprothermobacterales"	"O"	25224	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0001087	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	0.0001087	NA	"Bacteria>Coprothermobacteraeota>Coprothermobacteria"
"Coprothermobacteraceae"	"F"	25225	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0001087	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	0.0001087	NA	"Bacteria>Coprothermobacteraeota>Coprothermobacteria>Coprothermobacterales"
"Coprothermobacter"	"G"	25226	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0001087	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	0.0001087	NA	"Bacteria>Coprothermobacteraeota>Coprothermobacteria>Coprothermobacterales>Coprothermobacteraceae"
"Aerophobetes"	"P"	11161	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0001087	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	0.0001087	NA	"Bacteria"
"Chlorophyta"	"-"	5606	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	NA	"Eukaryota>Archaeplastida>Chloroplastida"
"Trebouxiophyceae"	"C"	5747	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	NA	"Eukaryota>Archaeplastida>Chloroplastida>Chlorophyta"
"Chlorellales"	"O"	12656	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	NA	"Eukaryota>Archaeplastida>Chloroplastida>Chlorophyta>Trebouxiophyceae"
"Eremosphaera"	"G"	12669	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	NA	"Eukaryota>Archaeplastida>Chloroplastida>Chlorophyta>Trebouxiophyceae>Chlorellales"
"Bangiales"	"P"	5888	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	0.0006684	NA	NA	NA	NA	NA	0.0001069	NA	NA	NA	0.0006684	NA	NA	"Eukaryota>Archaeplastida>Rhodophyceae"
"Bathyarchaeia"	"C"	24234	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.0002139	NA	NA	NA	NA	NA	0.0002139	NA	NA	NA	NA	NA	NA	"Archaea>Crenarchaeota"
"Jeongeupia"	"G"	26481	3	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	1	NA	0.0003864	NA	NA	NA	NA	NA	NA	0.0003864	NA	NA	NA	0.0001087	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinibacteraceae"
"Chitiniphilus"	"G"	26477	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	0.0002576	NA	NA	NA	NA	NA	NA	0.0002576	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chitinibacteraceae"
"Ferriphaselus"	"G"	26499	2	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	NA	0.0002174	NA	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	0.0002174	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Gallionellaceae"
"Pseudogulbenkiania"	"G"	26492	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	0.0006684	NA	NA	NA	NA	NA	NA	0.0001288	NA	NA	0.0006684	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Chromobacteriaceae"
"endosymbionts8"	"G"	14653	9	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	1	NA	0.001159	NA	NA	NA	NA	NA	NA	0.001159	NA	NA	NA	0.0001087	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Hamiltonella"	"G"	3481	3	NA	NA	NA	NA	NA	NA	3	2	NA	NA	NA	NA	0.0003864	NA	NA	NA	NA	NA	NA	0.0003864	0.000117	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Budvicia"	"G"	3474	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	0.0002576	NA	NA	NA	NA	NA	NA	0.0002576	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"endosymbionts1"	"G"	14646	2	NA	NA	NA	NA	NA	NA	2	2	NA	NA	NA	NA	0.0002576	NA	NA	NA	NA	NA	NA	0.0002576	0.000117	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Cedecea"	"G"	3496	11	NA	NA	NA	NA	NA	NA	1	11	NA	NA	NA	NA	0.0006433	NA	NA	NA	NA	NA	NA	0.0001288	0.0006433	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Buttiauxella"	"G"	3475	12	NA	NA	NA	NA	NA	NA	1	12	NA	NA	4	NA	0.0007018	NA	NA	NA	NA	NA	NA	0.0001288	0.0007018	NA	NA	0.0004349	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Gibbsiella"	"G"	14635	6	NA	NA	NA	NA	NA	NA	1	6	NA	NA	1	NA	0.0003509	NA	NA	NA	NA	NA	NA	0.0001288	0.0003509	NA	NA	0.0001087	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Ishikawaella"	"G"	3482	2	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	NA	0.0001288	0.000117	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
