"name"	"taxRank"	"taxID"	"Max"	"BC01.cladeReads"	"BC02.cladeReads"	"BC03.cladeReads"	"BC04.cladeReads"	"BC05.cladeReads"	"BC06.cladeReads"	"BC07.cladeReads"	"BC08.cladeReads"	"BC09.cladeReads"	"BC10.cladeReads"	"BC11.cladeReads"	"BC12.cladeReads"	"Max.1"	"BC01.cladeReads.."	"BC02.cladeReads.."	"BC03.cladeReads.."	"BC04.cladeReads.."	"BC05.cladeReads.."	"BC06.cladeReads.."	"BC07.cladeReads.."	"BC08.cladeReads.."	"BC09.cladeReads.."	"BC10.cladeReads.."	"BC11.cladeReads.."	"BC12.cladeReads.."	"lineage"
"Chlamydia pecorum"	"S"	85991	3	NA	NA	NA	NA	1	1	NA	3	NA	NA	NA	NA	0.0001774	NA	NA	NA	NA	0.0001395	0.0001419	NA	0.0001774	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Chlamydiae>Chlamydiia>Chlamydiales>Chlamydiaceae>Chlamydia/Chlamydophila&nbsp;group>Chlamydia"
"Parachlamydia acanthamoebae"	"S"	83552	12	NA	NA	NA	NA	4	8	12	4	NA	1	8	NA	0.001957	NA	NA	NA	NA	0.000558	0.001135	0.001957	0.0002366	NA	0.0008076	0.001073	NA	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Chlamydiae>Chlamydiia>Parachlamydiales>Parachlamydiaceae>Parachlamydia"
"Borrelia anserina"	"S"	143	3	NA	NA	NA	NA	3	NA	2	NA	NA	NA	NA	NA	0.0004185	NA	NA	NA	NA	0.0004185	NA	0.0003262	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae>Borrelia"
"Borreliella garinii"	"S"	29519	2	NA	NA	NA	NA	1	NA	2	NA	NA	NA	1	NA	0.0003262	NA	NA	NA	NA	0.0001395	NA	0.0003262	NA	NA	NA	0.0001341	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Borreliaceae>Borreliella"
"Leptospira borgpetersenii"	"S"	174	5	NA	NA	NA	NA	3	3	4	5	NA	2	1	NA	0.001615	NA	NA	NA	NA	0.0004185	0.0004257	0.0006523	0.0002957	NA	0.001615	0.0001341	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Leptospirales>Leptospiraceae>Leptospira"
"Leptospira santarosai"	"S"	28183	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	1	NA	0.0008076	NA	NA	NA	NA	0.0001395	NA	NA	NA	NA	0.0008076	0.0001341	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Leptospirales>Leptospiraceae>Leptospira"
"Brachyspira hyodysenteriae"	"S"	159	6	NA	NA	NA	NA	6	3	NA	NA	NA	NA	1	NA	0.0008371	NA	NA	NA	NA	0.0008371	0.0004257	NA	NA	NA	NA	0.0001341	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Brachyspirales>Brachyspiraceae>Brachyspira"
"Thermocrinis ruber"	"S"	75906	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0001395	NA	NA	NA	NA	0.0001395	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Aquificae>Aquificae>Aquificales>Aquificaceae>Thermocrinis"
"Thermovibrio ammonificans"	"S"	228745	5	NA	NA	NA	NA	5	2	3	1	NA	NA	1	NA	0.0006976	NA	NA	NA	NA	0.0006976	0.0002838	0.0004892	5.915e-05	NA	NA	0.0001341	NA	"cellular&nbsp;organisms>Bacteria>Aquificae>Aquificae>Desulfurobacteriales>Desulfurobacteriaceae>Thermovibrio"
"Nitrospira moscoviensis"	"S"	42253	162	NA	NA	NA	NA	23	34	162	1	NA	10	28	NA	0.02642	NA	NA	NA	NA	0.003209	0.004825	0.02642	5.915e-05	NA	0.008076	0.003755	NA	"cellular&nbsp;organisms>Bacteria>Nitrospirae>Nitrospira>Nitrospirales>Nitrospiraceae>Nitrospira"
"Pseudothermotoga lettingae"	"S"	177758	2	NA	NA	NA	NA	2	1	1	NA	NA	NA	1	NA	0.000279	NA	NA	NA	NA	0.000279	0.0001419	0.0001631	NA	NA	NA	0.0001341	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Thermotogaceae>Pseudothermotoga"
"Thermotoga caldifontis"	"S"	1508419	26	NA	NA	NA	NA	9	7	26	NA	NA	1	8	NA	0.00424	NA	NA	NA	NA	0.001256	0.0009933	0.00424	NA	NA	0.0008076	0.001073	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Thermotogaceae>Thermotoga"
"Thermotoga naphthophila"	"S"	93930	3	NA	NA	NA	NA	1	1	3	NA	NA	NA	NA	NA	0.0004892	NA	NA	NA	NA	0.0001395	0.0001419	0.0004892	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Thermotogales>Thermotogaceae>Thermotoga"
"Leptotrichia sp. oral taxon 498"	"S"	712368	2	NA	NA	NA	NA	1	NA	NA	2	NA	NA	NA	NA	0.0001395	NA	NA	NA	NA	0.0001395	NA	NA	0.0001183	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae>Leptotrichia"
"Thermoproteus uzoniensis"	"S"	184117	2	NA	NA	NA	NA	2	NA	2	NA	NA	NA	NA	NA	0.0003262	NA	NA	NA	NA	0.000279	NA	0.0003262	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Crenarchaeota>Thermoprotei>Thermoproteales>Thermoproteaceae>Thermoproteus"
"Nitrososphaera viennensis"	"S"	1034015	2	NA	NA	NA	NA	1	NA	2	NA	NA	NA	2	NA	0.0003262	NA	NA	NA	NA	0.0001395	NA	0.0003262	NA	NA	NA	0.0002682	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Thaumarchaeota>Nitrososphaeria>Nitrososphaerales>Nitrososphaeraceae>Nitrososphaera"
"Methanobacterium congolense"	"S"	118062	1	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	0.0001631	NA	NA	NA	NA	0.0001395	NA	0.0001631	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanobacteria>Methanobacteriales>Methanobacteriaceae>Methanobacterium"
"Methanobacterium paludis"	"S"	868131	2	NA	NA	NA	NA	1	1	2	NA	NA	NA	1	1	0.002614	NA	NA	NA	NA	0.0001395	0.0001419	0.0003262	NA	NA	NA	0.0001341	0.002614	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanobacteria>Methanobacteriales>Methanobacteriaceae>Methanobacterium"
"Methanobrevibacter ruminantium"	"S"	83816	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0001395	NA	NA	NA	NA	0.0001395	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanobacteria>Methanobacteriales>Methanobacteriaceae>Methanobrevibacter"
"Methanosphaera stadtmanae"	"S"	2317	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.0001395	NA	NA	NA	NA	0.0001395	NA	NA	NA	NA	NA	0.0001341	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanobacteria>Methanobacteriales>Methanobacteriaceae>Methanosphaera"
"Methanoregula boonei"	"S"	358766	1	NA	NA	NA	NA	1	NA	1	NA	NA	NA	1	NA	0.0001631	NA	NA	NA	NA	0.0001395	NA	0.0001631	NA	NA	NA	0.0001341	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomicrobia>Methanomicrobiales>Methanoregulaceae>Methanoregula"
"Methanosarcina vacuolata"	"S"	2215	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0001395	NA	NA	NA	NA	0.0001395	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomicrobia>Methanosarcinales>Methanosarcinaceae>Methanosarcina"
"Methanococcus vannielii"	"S"	2187	2	NA	NA	NA	NA	2	1	NA	NA	NA	NA	NA	1	0.002614	NA	NA	NA	NA	0.000279	0.0001419	NA	NA	NA	NA	NA	0.002614	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanococci>Methanococcales>Methanococcaceae>Methanococcus"
"Halorubrum trapanicum"	"S"	29284	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.0001395	NA	NA	NA	NA	0.0001395	NA	NA	NA	NA	NA	0.0001341	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Halobacteria>Haloferacales>Halorubraceae>Halorubrum"
"Natrinema pellirubrum"	"S"	69525	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0001395	NA	NA	NA	NA	0.0001395	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Halobacteria>Natrialbales>Natrialbaceae>Natrinema"
"methanogenic archaeon ISO4-H5"	"S"	1495144	1	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	0.0001631	NA	NA	NA	NA	0.0001395	NA	0.0001631	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Thermoplasmata>unclassified&nbsp;Thermoplasmata"
"Thermococcus paralvinellae"	"S"	582419	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0001395	NA	NA	NA	NA	0.0001395	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Thermococci>Thermococcales>Thermococcaceae>Thermococcus"
"Delftia sp. HK171"	"S"	1920191	1	NA	NA	NA	NA	NA	1	1	NA	NA	1	1	NA	0.0008076	NA	NA	NA	NA	NA	0.0001419	0.0001631	NA	NA	0.0008076	0.0001341	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Delftia"
"Bordetella pseudohinzii"	"S"	1331258	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	1	NA	0.0008076	NA	NA	NA	NA	NA	0.0001419	NA	NA	NA	0.0008076	0.0001341	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Bordetella"
"Burkholderia lata"	"S"	482957	3	NA	NA	NA	NA	NA	3	1	NA	NA	NA	1	NA	0.0004257	NA	NA	NA	NA	NA	0.0004257	0.0001631	NA	NA	NA	0.0001341	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia ambifaria"	"S"	152480	11	NA	NA	NA	NA	NA	2	2	11	NA	NA	3	NA	0.0006506	NA	NA	NA	NA	NA	0.0002838	0.0003262	0.0006506	NA	NA	0.0004023	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia metallica"	"S"	488729	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001419	NA	NA	NA	NA	NA	0.0001419	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia sp. PAMC 26561"	"S"	1795043	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001419	NA	NA	NA	NA	NA	0.0001419	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Cupriavidus necator"	"S"	106590	3	NA	NA	NA	NA	NA	3	1	NA	NA	NA	1	NA	0.0004257	NA	NA	NA	NA	NA	0.0004257	0.0001631	NA	NA	NA	0.0001341	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Neisseria sicca"	"S"	490	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001419	NA	NA	NA	NA	NA	0.0001419	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Neisseriaceae>Neisseria"
"Neisseria sp. KEM232"	"S"	655307	2	NA	NA	NA	NA	NA	1	2	NA	NA	1	NA	NA	0.0008076	NA	NA	NA	NA	NA	0.0001419	0.0003262	NA	NA	0.0008076	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Neisseriaceae>Neisseria"
"Phaeobacter piscinae"	"S"	1580596	4	NA	NA	NA	NA	NA	2	4	NA	NA	NA	1	NA	0.0006523	NA	NA	NA	NA	NA	0.0002838	0.0006523	NA	NA	NA	0.0001341	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Phaeobacter"
"Sphingorhabdus sp. YGSMI21"	"S"	2077182	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001419	NA	NA	NA	NA	NA	0.0001419	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingorhabdus"
"Bartonella henselae"	"S"	38323	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001419	NA	NA	NA	NA	NA	0.0001419	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella"
"Bartonella tribocorum"	"S"	85701	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001419	NA	NA	NA	NA	NA	0.0001419	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella"
"Martelella endophytica"	"S"	1486262	13	NA	NA	NA	NA	NA	2	13	1	NA	NA	2	NA	0.00212	NA	NA	NA	NA	NA	0.0002838	0.00212	5.915e-05	NA	NA	0.0002682	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Aurantimonadaceae>Martelella"
"Martelella sp. AD-3"	"S"	686597	2	NA	NA	NA	NA	NA	1	1	NA	1	NA	2	NA	0.2045	NA	NA	NA	NA	NA	0.0001419	0.0001631	NA	0.2045	NA	0.0002682	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Aurantimonadaceae>Martelella"
"Anaplasma centrale"	"S"	769	4	NA	NA	NA	NA	NA	4	2	NA	NA	NA	2	NA	0.0005676	NA	NA	NA	NA	NA	0.0005676	0.0003262	NA	NA	NA	0.0002682	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Anaplasma"
"Ehrlichia sp. HF"	"S"	391036	1	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	0.2045	NA	NA	NA	NA	NA	0.0001419	NA	NA	0.2045	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Ehrlichia>unclassified&nbsp;Ehrlichia"
"secondary endosymbiont of Heteropsylla cubana"	"S"	134287	239	NA	NA	NA	NA	NA	2	7	239	NA	1	3	1	0.01414	NA	NA	NA	NA	NA	0.0002838	0.001142	0.01414	NA	0.0008076	0.0004023	0.002614	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>unclassified&nbsp;Enterobacteriaceae>ant,&nbsp;tsetse,&nbsp;mealybug,&nbsp;aphid,&nbsp;etc.&nbsp;endosymbionts>aphid&nbsp;secondary&nbsp;symbionts"
"secondary endosymbiont of Ctenarytaina eucalypti"	"S"	1199245	108	NA	NA	NA	NA	NA	1	5	108	NA	NA	7	NA	0.006388	NA	NA	NA	NA	NA	0.0001419	0.0008154	0.006388	NA	NA	0.0009388	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>unclassified&nbsp;Enterobacteriaceae>ant,&nbsp;tsetse,&nbsp;mealybug,&nbsp;aphid,&nbsp;etc.&nbsp;endosymbionts>aphid&nbsp;secondary&nbsp;symbionts"
"Enterobacter cloacae complex sp. 35734"	"S"	1870930	52	NA	NA	NA	NA	NA	2	7	52	NA	NA	8	NA	0.003076	NA	NA	NA	NA	NA	0.0002838	0.001142	0.003076	NA	NA	0.001073	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex"
"Pluralibacter gergoviae"	"S"	61647	942	NA	NA	NA	NA	NA	2	7	942	NA	NA	15	NA	0.05572	NA	NA	NA	NA	NA	0.0002838	0.001142	0.05572	NA	NA	0.002012	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Pluralibacter"
"Cronobacter turicensis"	"S"	413502	53	NA	NA	NA	NA	NA	1	2	53	NA	NA	4	NA	0.003135	NA	NA	NA	NA	NA	0.0001419	0.0003262	0.003135	NA	NA	0.0005364	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Cronobacter"
"Lelliottia nimipressuralis"	"S"	69220	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	0.0001631	NA	NA	NA	NA	NA	0.0001419	0.0001631	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Lelliottia"
"Dickeya solani"	"S"	1089444	22	NA	NA	NA	NA	NA	1	9	3	NA	4	22	NA	0.00323	NA	NA	NA	NA	NA	0.0001419	0.001468	0.0001774	NA	0.00323	0.00295	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Dickeya"
"Pectobacterium wasabiae"	"S"	55208	34	NA	NA	NA	NA	NA	1	19	34	NA	1	21	NA	0.003098	NA	NA	NA	NA	NA	0.0001419	0.003098	0.002011	NA	0.0008076	0.002816	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium"
"Pectobacterium polaris"	"S"	2042057	12	NA	NA	NA	NA	NA	1	10	12	NA	NA	5	1	0.002614	NA	NA	NA	NA	NA	0.0001419	0.001631	0.0007098	NA	NA	0.0006705	0.002614	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium"
"Pseudomonas pseudoalcaligenes"	"S"	330	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001419	NA	NA	NA	NA	NA	0.0001419	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;aeruginosa&nbsp;group>Pseudomonas&nbsp;oleovorans/pseudoalcaligenes&nbsp;group"
"Pseudomonas oryzihabitans"	"S"	47885	5	NA	NA	NA	NA	NA	2	4	3	NA	NA	5	NA	0.0006705	NA	NA	NA	NA	NA	0.0002838	0.0006523	0.0001774	NA	NA	0.0006705	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group"
"Pseudomonas corrugata"	"S"	47879	8	NA	NA	NA	NA	NA	1	NA	8	NA	NA	NA	NA	0.0004732	NA	NA	NA	NA	NA	0.0001419	NA	0.0004732	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas viridiflava"	"S"	33069	5	NA	NA	NA	NA	NA	1	5	NA	NA	NA	5	NA	0.0008154	NA	NA	NA	NA	NA	0.0001419	0.0008154	NA	NA	NA	0.0006705	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group"
"Pseudomonas sp. JY-Q"	"S"	1338689	8	NA	NA	NA	NA	NA	2	6	6	NA	NA	8	3	0.007841	NA	NA	NA	NA	NA	0.0002838	0.0009785	0.0003549	NA	NA	0.001073	0.007841	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. St29"	"S"	1500687	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001419	NA	NA	NA	NA	NA	0.0001419	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. PONIH3"	"S"	1636610	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0001419	NA	NA	NA	NA	NA	0.0001419	NA	NA	NA	NA	0.0001341	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Acinetobacter equi"	"S"	1324350	3	NA	NA	NA	NA	NA	3	1	NA	NA	NA	3	NA	0.0004257	NA	NA	NA	NA	NA	0.0004257	0.0001631	NA	NA	NA	0.0004023	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter"
"Acinetobacter oleivorans"	"S"	1148157	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	2	NA	0.0002838	NA	NA	NA	NA	NA	0.0002838	NA	NA	NA	NA	0.0002682	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter"
"Acinetobacter sp. ACNIH2"	"S"	1758189	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.0002838	NA	NA	NA	NA	NA	0.0002838	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter"
"Acinetobacter indicus"	"S"	756892	12	NA	NA	NA	NA	NA	1	1	NA	NA	1	12	NA	0.001609	NA	NA	NA	NA	NA	0.0001419	0.0001631	NA	NA	0.0008076	0.001609	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter"
"Psychrobacter arcticus"	"S"	334543	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001419	NA	NA	NA	NA	NA	0.0001419	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Psychrobacter"
"Stenotrophomonas nitritireducens"	"S"	83617	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1	NA	0.0002838	NA	NA	NA	NA	NA	0.0002838	NA	NA	NA	NA	0.0001341	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Stenotrophomonas"
"Francisella sp. TX077310"	"S"	573570	2	NA	NA	NA	NA	NA	2	1	NA	NA	NA	NA	NA	0.0002838	NA	NA	NA	NA	NA	0.0002838	0.0001631	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Francisellaceae>Francisella"
"Glaciecola nitratireducens"	"S"	300231	4	NA	NA	NA	NA	NA	1	2	4	NA	NA	2	1	0.002614	NA	NA	NA	NA	NA	0.0001419	0.0003262	0.0002366	NA	NA	0.0002682	0.002614	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Glaciecola"
"Pseudoalteromonas issachenkonii"	"S"	152297	7	NA	NA	NA	NA	NA	1	1	7	NA	NA	NA	NA	0.000414	NA	NA	NA	NA	NA	0.0001419	0.0001631	0.000414	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae>Pseudoalteromonas"
"Shewanella oneidensis"	"S"	70863	48	NA	NA	NA	NA	NA	2	2	48	NA	NA	1	NA	0.002839	NA	NA	NA	NA	NA	0.0002838	0.0003262	0.002839	NA	NA	0.0001341	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Shewanella sp. ANA-3"	"S"	94122	2	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	NA	0.0003262	NA	NA	NA	NA	NA	0.0001419	0.0003262	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Colwellia sp. PAMC 20917"	"S"	1816218	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001419	NA	NA	NA	NA	NA	0.0001419	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Colwelliaceae>Colwellia"
"Halomonas chromatireducens"	"S"	507626	5	NA	NA	NA	NA	NA	1	2	NA	NA	NA	1	5	0.01307	NA	NA	NA	NA	NA	0.0001419	0.0003262	NA	NA	NA	0.0001341	0.01307	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Halomonas"
"Kushneria konosiri"	"S"	698828	2	NA	NA	NA	NA	NA	1	1	1	NA	NA	2	NA	0.0002682	NA	NA	NA	NA	NA	0.0001419	0.0001631	5.915e-05	NA	NA	0.0002682	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Kushneria"
"Marinomonas posidonica"	"S"	936476	3	NA	NA	NA	NA	NA	1	2	3	NA	NA	1	NA	0.0003262	NA	NA	NA	NA	NA	0.0001419	0.0003262	0.0001774	NA	NA	0.0001341	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Oceanospirillaceae>Marinomonas"
"Alcanivorax dieselolei"	"S"	285091	6	NA	NA	NA	NA	NA	1	6	4	NA	1	4	NA	0.0009785	NA	NA	NA	NA	NA	0.0001419	0.0009785	0.0002366	NA	0.0008076	0.0005364	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Alcanivoracaceae>Alcanivorax"
