"name"	"taxRank"	"taxID"	"Max"	"BC01.cladeReads"	"BC02.cladeReads"	"BC03.cladeReads"	"BC04.cladeReads"	"BC05.cladeReads"	"BC06.cladeReads"	"BC07.cladeReads"	"BC08.cladeReads"	"BC09.cladeReads"	"BC10.cladeReads"	"BC11.cladeReads"	"BC12.cladeReads"	"Max.1"	"BC01.cladeReads.."	"BC02.cladeReads.."	"BC03.cladeReads.."	"BC04.cladeReads.."	"BC05.cladeReads.."	"BC06.cladeReads.."	"BC07.cladeReads.."	"BC08.cladeReads.."	"BC09.cladeReads.."	"BC10.cladeReads.."	"BC11.cladeReads.."	"BC12.cladeReads.."	"lineage"
"Rickettsia heilongjiangensis"	"S"	226665	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001932	NA	0.001932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia>spotted&nbsp;fever&nbsp;group"
"Brevundimonas vesicularis"	"S"	41276	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001932	NA	0.001932	NA	NA	0.0001063	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae>Brevundimonas"
"Enterobacter hormaechei"	"S"	158836	2298	NA	2	NA	NA	2	NA	2	2298	NA	NA	6	NA	0.1344	NA	0.003864	NA	NA	0.0002126	NA	0.0002576	0.1344	NA	NA	0.0006523	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex"
"Pantoea ananatis"	"S"	553	402	NA	1	NA	NA	3	2	2	402	NA	NA	7	NA	0.02351	NA	0.001932	NA	NA	0.0003189	0.0002139	0.0002576	0.02351	NA	NA	0.000761	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea"
"Serratia sp. FGI94"	"S"	671990	5	NA	1	NA	NA	1	1	3	5	NA	NA	3	NA	0.001932	NA	0.001932	NA	NA	0.0001063	0.0001069	0.0003864	0.0002924	NA	NA	0.0003262	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia"
"Proteus mirabilis"	"S"	584	18	NA	1	NA	NA	NA	NA	1	18	NA	1	4	NA	0.001932	NA	0.001932	NA	NA	NA	NA	0.0001288	0.001053	NA	0.0006684	0.0004349	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Proteus"
"Aeromonas sp. CA23"	"S"	2033032	3	NA	1	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.001932	NA	0.001932	NA	NA	NA	NA	NA	0.0001754	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Pseudomonas mendocina"	"S"	300	37	NA	2	NA	NA	11	4	13	37	NA	9	22	NA	0.006016	NA	0.003864	NA	NA	0.001169	0.0004277	0.001675	0.002164	NA	0.006016	0.002392	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;aeruginosa&nbsp;group"
"Pseudomonas fulva"	"S"	47880	9	NA	1	NA	NA	2	1	2	1	NA	NA	9	NA	0.001932	NA	0.001932	NA	NA	0.0002126	0.0001069	0.0002576	5.848e-05	NA	NA	0.0009785	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group"
"Pseudomonas mosselii"	"S"	78327	37	NA	1	NA	NA	2	2	3	37	NA	NA	3	1	0.002164	NA	0.001932	NA	NA	0.0002126	0.0002139	0.0003864	0.002164	NA	NA	0.0003262	0.002068	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group"
"Pseudomonas orientalis"	"S"	76758	8	NA	1	NA	NA	1	NA	1	8	NA	NA	2	6	0.01241	NA	0.001932	NA	NA	0.0001063	NA	0.0001288	0.0004679	NA	NA	0.0002174	0.01241	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas protegens"	"S"	380021	5	NA	1	NA	NA	NA	1	1	NA	NA	NA	5	NA	0.001932	NA	0.001932	NA	NA	NA	0.0001069	0.0001288	NA	NA	NA	0.0005436	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas cichorii"	"S"	36746	21	NA	1	NA	NA	1	NA	21	2	NA	1	9	NA	0.002705	NA	0.001932	NA	NA	0.0001063	NA	0.002705	0.000117	NA	0.0006684	0.0009785	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group"
"Pseudomonas sp. StFLB209"	"S"	1028989	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001932	NA	0.001932	NA	NA	NA	NA	NA	NA	NA	NA	0.0001087	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Acinetobacter nosocomialis"	"S"	106654	4	NA	1	NA	NA	1	NA	NA	NA	NA	NA	4	NA	0.001932	NA	0.001932	NA	NA	0.0001063	NA	NA	NA	NA	NA	0.0004349	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter>Acinetobacter&nbsp;calcoaceticus/baumannii&nbsp;complex"
"Acinetobacter junii"	"S"	40215	12	NA	1	NA	NA	1	NA	NA	12	NA	NA	8	NA	0.001932	NA	0.001932	NA	NA	0.0001063	NA	NA	0.0007018	NA	NA	0.0008698	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter"
"Acinetobacter radioresistens"	"S"	40216	8	NA	1	NA	NA	3	3	NA	1	NA	1	8	NA	0.001932	NA	0.001932	NA	NA	0.0003189	0.0003208	NA	5.848e-05	NA	0.0006684	0.0008698	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter"
"Xanthomonas citri group"	"S"	643453	1	NA	1	NA	NA	NA	NA	1	1	NA	NA	NA	NA	0.001932	NA	0.001932	NA	NA	NA	NA	0.0001288	5.848e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Xanthomonas"
"Xanthomonas citri"	"S"	346	1	NA	1	NA	NA	NA	NA	1	1	NA	NA	NA	NA	0.001932	NA	0.001932	NA	NA	NA	NA	0.0001288	5.848e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Xanthomonas>Xanthomonas&nbsp;citri&nbsp;group"
"Ectothiorhodospira"	"G"	1051	20	NA	1	NA	NA	20	19	20	2	NA	2	16	7	0.01447	NA	0.001932	NA	NA	0.002126	0.002032	0.002576	0.000117	NA	0.001337	0.00174	0.01447	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae"
"Ectothiorhodospira sp. BSL-9"	"S"	1442136	20	NA	1	NA	NA	20	19	20	2	NA	2	16	7	0.01447	NA	0.001932	NA	NA	0.002126	0.002032	0.002576	0.000117	NA	0.001337	0.00174	0.01447	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae>Ectothiorhodospira"
"Vibrio fluvialis"	"S"	676	2	NA	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001932	NA	0.001932	NA	NA	NA	NA	NA	0.000117	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Allofrancisella"	"G"	1869285	17	NA	3	NA	NA	10	17	11	2	NA	4	16	1	0.005795	NA	0.005795	NA	NA	0.001063	0.001818	0.001417	0.000117	NA	0.002674	0.00174	0.002068	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Francisellaceae"
"Allofrancisella guangzhouensis"	"S"	594679	17	NA	3	NA	NA	10	17	11	2	NA	4	16	1	0.005795	NA	0.005795	NA	NA	0.001063	0.001818	0.001417	0.000117	NA	0.002674	0.00174	0.002068	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Francisellaceae>Allofrancisella"
"Halotalea"	"G"	376488	40	NA	1	NA	NA	15	8	28	1	NA	2	40	10	0.02068	NA	0.001932	NA	NA	0.001594	0.0008555	0.003607	5.848e-05	NA	0.001337	0.004349	0.02068	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae"
"Halotalea alkalilenta"	"S"	376489	40	NA	1	NA	NA	15	8	28	1	NA	2	40	10	0.02068	NA	0.001932	NA	NA	0.001594	0.0008555	0.003607	5.848e-05	NA	0.001337	0.004349	0.02068	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Halotalea"
"Salinicola"	"G"	404432	4	NA	1	NA	NA	4	2	4	1	NA	1	2	1	0.002068	NA	0.001932	NA	NA	0.0004252	0.0002139	0.0005153	5.848e-05	NA	0.0006684	0.0002174	0.002068	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae"
"Salinicola tamaricis"	"S"	1771309	4	NA	1	NA	NA	4	2	4	1	NA	1	2	1	0.002068	NA	0.001932	NA	NA	0.0004252	0.0002139	0.0005153	5.848e-05	NA	0.0006684	0.0002174	0.002068	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Salinicola"
"Myroides"	"G"	76831	21	NA	1	NA	NA	9	14	8	1	NA	3	21	4	0.008271	NA	0.001932	NA	NA	0.0009567	0.001497	0.001031	5.848e-05	NA	0.002005	0.002283	0.008271	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Algibacter"	"G"	261827	4	NA	1	1	1	2	3	4	NA	NA	2	4	NA	0.1155	NA	0.001932	0.1155	0.07364	0.0002126	0.0003208	0.0005153	NA	NA	0.001337	0.0004349	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Algibacter alginicilyticus"	"S"	1736674	4	NA	1	1	1	2	3	4	NA	NA	2	4	NA	0.1155	NA	0.001932	0.1155	0.07364	0.0002126	0.0003208	0.0005153	NA	NA	0.001337	0.0004349	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Algibacter"
"Flavivirga"	"G"	1209327	7	NA	1	NA	NA	4	4	1	NA	NA	2	7	NA	0.001932	NA	0.001932	NA	NA	0.0004252	0.0004277	0.0001288	NA	NA	0.001337	0.000761	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Flavivirga eckloniae"	"S"	1803846	7	NA	1	NA	NA	4	4	1	NA	NA	2	7	NA	0.001932	NA	0.001932	NA	NA	0.0004252	0.0004277	0.0001288	NA	NA	0.001337	0.000761	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavivirga"
"Chlorobaculum tepidum"	"S"	1097	2	NA	1	NA	NA	2	NA	2	NA	NA	1	2	NA	0.001932	NA	0.001932	NA	NA	0.0002126	NA	0.0002576	NA	NA	0.0006684	0.0002174	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae>Chlorobaculum"
"Arthrobacter sp. PAMC 25486"	"S"	1494608	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001932	NA	0.001932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae>Arthrobacter"
"Pseudarthrobacter chlorophenolicus"	"S"	85085	2	NA	1	NA	NA	NA	1	1	1	NA	1	2	NA	0.001932	NA	0.001932	NA	NA	NA	0.0001069	0.0001288	5.848e-05	NA	0.0006684	0.0002174	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae>Pseudarthrobacter"
"Xylanimonas"	"G"	186188	5	NA	1	NA	NA	2	5	4	NA	NA	NA	1	NA	0.001932	NA	0.001932	NA	NA	0.0002126	0.0005347	0.0005153	NA	NA	NA	0.0001087	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Promicromonosporaceae"
"Xylanimonas cellulosilytica"	"S"	186189	5	NA	1	NA	NA	2	5	4	NA	NA	NA	1	NA	0.001932	NA	0.001932	NA	NA	0.0002126	0.0005347	0.0005153	NA	NA	NA	0.0001087	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Promicromonosporaceae>Xylanimonas"
"Mycobacterium gilvum"	"S"	1804	3	NA	2	1	NA	NA	1	2	NA	NA	1	3	NA	0.1155	NA	0.003864	0.1155	NA	NA	0.0001069	0.0002576	NA	NA	0.0006684	0.0003262	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium>Mycobacterium&nbsp;fortuitum&nbsp;complex"
"Mycobacterium vaccae"	"S"	1810	2	NA	2	NA	NA	NA	1	NA	1	NA	NA	1	NA	0.003864	NA	0.003864	NA	NA	NA	0.0001069	NA	5.848e-05	NA	NA	0.0001087	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium>Mycobacterium&nbsp;fortuitum&nbsp;complex"
"Mycobacterium chubuense"	"S"	1800	2	NA	1	NA	NA	1	1	NA	NA	1	NA	2	NA	0.1205	NA	0.001932	NA	NA	0.0001063	0.0001069	NA	NA	0.1205	NA	0.0002174	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium>Mycobacterium&nbsp;fortuitum&nbsp;complex"
"Mycobacterium vanbaalenii"	"S"	110539	2	NA	1	NA	NA	2	1	NA	NA	NA	NA	NA	NA	0.001932	NA	0.001932	NA	NA	0.0002126	0.0001069	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium>Mycobacterium&nbsp;fortuitum&nbsp;complex"
"Mycobacterium avium"	"S"	1764	2	NA	1	NA	NA	2	1	NA	NA	1	NA	NA	NA	0.1205	NA	0.001932	NA	NA	0.0002126	0.0001069	NA	NA	0.1205	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium>Mycobacterium&nbsp;avium&nbsp;complex&nbsp;(MAC)"
"Mycobacterium intracellulare"	"S"	1767	1	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1155	NA	0.001932	0.1155	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium>Mycobacterium&nbsp;avium&nbsp;complex&nbsp;(MAC)"
"Mycobacterium chimaera"	"S"	222805	1	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1155	NA	0.001932	0.1155	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium>Mycobacterium&nbsp;avium&nbsp;complex&nbsp;(MAC)"
"Mycobacterium marinum"	"S"	1781	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001932	NA	0.001932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium"
"Mycobacterium chelonae complex"	"S"	670516	4	NA	1	NA	NA	NA	2	1	NA	NA	4	1	NA	0.002674	NA	0.001932	NA	NA	NA	0.0002139	0.0001288	NA	NA	0.002674	0.0001087	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium"
"Mycobacterium shigaense"	"S"	722731	3	NA	1	NA	NA	2	NA	3	NA	NA	NA	1	NA	0.001932	NA	0.001932	NA	NA	0.0002126	NA	0.0003864	NA	NA	NA	0.0001087	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium"
"Mycobacterium terrae complex"	"S"	1073531	2	NA	1	NA	NA	2	NA	1	NA	NA	NA	NA	NA	0.001932	NA	0.001932	NA	NA	0.0002126	NA	0.0001288	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium"
"Mycobacterium sinense"	"S"	875328	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001932	NA	0.001932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium>Mycobacterium&nbsp;terrae&nbsp;complex"
"Mycobacterium sp. PYR15"	"S"	2051552	2	NA	1	NA	NA	2	NA	NA	NA	NA	NA	1	1	0.002068	NA	0.001932	NA	NA	0.0002126	NA	NA	NA	NA	NA	0.0001087	0.002068	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium"
"Corynebacterium sphenisci"	"S"	191493	2	NA	2	NA	NA	NA	1	1	NA	NA	NA	NA	NA	0.003864	NA	0.003864	NA	NA	NA	0.0001069	0.0001288	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae>Corynebacterium"
"Corynebacterium glaucum"	"S"	187491	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001932	NA	0.001932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae>Corynebacterium"
"Corynebacterium ureicelerivorans"	"S"	401472	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001932	NA	0.001932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae>Corynebacterium"
"Nocardia terpenica"	"S"	455432	2	NA	2	NA	NA	NA	NA	1	NA	NA	NA	1	NA	0.003864	NA	0.003864	NA	NA	NA	NA	0.0001288	NA	NA	NA	0.0001087	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae>Nocardia"
"Rhodococcus rhodochrous"	"S"	1829	1	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	0.002068	NA	0.001932	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	0.002068	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae>Rhodococcus"
"Rhodococcus sp. WB1"	"S"	1033922	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001932	NA	0.001932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae>Rhodococcus"
"Rhodococcus sp. MTM3W5.2"	"S"	1805827	1	NA	1	NA	NA	1	1	NA	1	NA	NA	NA	NA	0.001932	NA	0.001932	NA	NA	0.0001063	0.0001069	NA	5.848e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae>Rhodococcus"
"Tsukamurella paurometabola"	"S"	2061	2	NA	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.003864	NA	0.003864	NA	NA	NA	0.0001069	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Tsukamurellaceae>Tsukamurella"
"Gordonia sp. KTR9"	"S"	337191	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001932	NA	0.001932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Gordoniaceae>Gordonia"
"Streptomyces coelicolor"	"S"	1902	1	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1155	NA	0.001932	0.1155	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces>Streptomyces&nbsp;albidoflavus&nbsp;group"
"Streptomyces vietnamensis"	"S"	362257	2	NA	2	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.07364	NA	0.003864	NA	0.07364	NA	0.0001069	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces albireticuli"	"S"	1940	1	NA	1	NA	NA	1	NA	NA	NA	NA	1	NA	NA	0.001932	NA	0.001932	NA	NA	0.0001063	NA	NA	NA	NA	0.0006684	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces noursei"	"S"	1971	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001932	NA	0.001932	NA	NA	NA	NA	NA	NA	NA	NA	0.0001087	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces venezuelae"	"S"	54571	3	NA	1	NA	NA	NA	3	2	1	NA	NA	3	NA	0.001932	NA	0.001932	NA	NA	NA	0.0003208	0.0002576	5.848e-05	NA	NA	0.0003262	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces pactum"	"S"	68249	1	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.001932	NA	0.001932	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces violaceusniger"	"S"	68280	1	NA	1	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.1155	NA	0.001932	0.1155	NA	NA	NA	NA	NA	NA	NA	0.0001087	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces bingchenggensis"	"S"	379067	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.001932	NA	0.001932	NA	NA	NA	NA	NA	NA	NA	NA	0.0002174	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. CNQ-509"	"S"	444103	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001932	NA	0.001932	NA	NA	NA	NA	NA	NA	NA	NA	0.0001087	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. 769"	"S"	1262452	2	NA	1	NA	NA	NA	NA	2	NA	NA	NA	1	NA	0.001932	NA	0.001932	NA	NA	NA	NA	0.0002576	NA	NA	NA	0.0001087	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. M56"	"S"	1495638	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001932	NA	0.001932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces formicae"	"S"	1616117	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.002068	NA	0.001932	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002068	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
