"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_august_BC01.cladeReads"	"centrifuge_16s_classification_august_BC02.cladeReads"	"centrifuge_16s_classification_august_BC03.cladeReads"	"centrifuge_16s_classification_august_BC04.cladeReads"	"centrifuge_16s_classification_august_BC05.cladeReads"	"centrifuge_16s_classification_august_BC06.cladeReads"	"centrifuge_16s_classification_august_BC07.cladeReads"	"centrifuge_16s_classification_august_BC08.cladeReads"	"centrifuge_16s_classification_august_BC09.cladeReads"	"centrifuge_16s_classification_august_BC10.cladeReads"	"centrifuge_16s_classification_august_BC11.cladeReads"	"centrifuge_16s_classification_august_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_august_BC01.cladeReads.."	"centrifuge_16s_classification_august_BC02.cladeReads.."	"centrifuge_16s_classification_august_BC03.cladeReads.."	"centrifuge_16s_classification_august_BC04.cladeReads.."	"centrifuge_16s_classification_august_BC05.cladeReads.."	"centrifuge_16s_classification_august_BC06.cladeReads.."	"centrifuge_16s_classification_august_BC07.cladeReads.."	"centrifuge_16s_classification_august_BC08.cladeReads.."	"centrifuge_16s_classification_august_BC09.cladeReads.."	"centrifuge_16s_classification_august_BC10.cladeReads.."	"centrifuge_16s_classification_august_BC11.cladeReads.."	"centrifuge_16s_classification_august_BC12.cladeReads.."	"lineage"
"Coemansia"	"G"	28691	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Zoopagomycota>Kickxellomycotina>Incertae&nbsp;Sedis>Kickxellales>Kickxellaceae"
"Polycystinea"	"C"	9591	2	NA	NA	NA	NA	NA	NA	2	NA	NA	1	NA	NA	0.0006684	NA	NA	NA	NA	NA	NA	0.0002576	NA	NA	0.0006684	NA	NA	"Eukaryota>SAR>Rhizaria>Retaria"
"Spumellaria"	"O"	9609	2	NA	NA	NA	NA	NA	NA	2	NA	NA	1	NA	NA	0.0006684	NA	NA	NA	NA	NA	NA	0.0002576	NA	NA	0.0006684	NA	NA	"Eukaryota>SAR>Rhizaria>Retaria>Polycystinea"
"Tetrapyle"	"G"	9624	2	NA	NA	NA	NA	NA	NA	2	NA	NA	1	NA	NA	0.0006684	NA	NA	NA	NA	NA	NA	0.0002576	NA	NA	0.0006684	NA	NA	"Eukaryota>SAR>Rhizaria>Retaria>Polycystinea>Spumellaria"
"RAD B"	"C"	9627	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	"Eukaryota>SAR>Rhizaria>Retaria"
"Imbricatea"	"C"	9428	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	"Eukaryota>SAR>Rhizaria>Cercozoa"
"Silicofilosea"	"O"	9434	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	"Eukaryota>SAR>Rhizaria>Cercozoa>Imbricatea"
"Thaumatomonadida"	"F"	9456	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	"Eukaryota>SAR>Rhizaria>Cercozoa>Imbricatea>Silicofilosea"
"Thaumatomonadidae"	"-"	9462	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	"Eukaryota>SAR>Rhizaria>Cercozoa>Imbricatea>Silicofilosea>Thaumatomonadida"
"Parietochloris"	"G"	27309	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	"Eukaryota>Archaeplastida>Chloroplastida>Chlorophyta>Trebouxiophyceae>Incertae&nbsp;Sedis"
"Ulvophyceae"	"C"	5817	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	"Eukaryota>Archaeplastida>Chloroplastida>Chlorophyta"
"Bryopsidales"	"O"	12741	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	"Eukaryota>Archaeplastida>Chloroplastida>Chlorophyta>Ulvophyceae"
"Halimeda"	"G"	12746	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	"Eukaryota>Archaeplastida>Chloroplastida>Chlorophyta>Ulvophyceae>Bryopsidales"
"Fornicata"	"P"	6303	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	"Eukaryota>Excavata>Metamonada"
"Diplomonadida"	"C"	6308	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	"Eukaryota>Excavata>Metamonada>Fornicata"
"Giardiinae"	"O"	6309	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	"Eukaryota>Excavata>Metamonada>Fornicata>Diplomonadida"
"Giardia"	"G"	6310	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	"Eukaryota>Excavata>Metamonada>Fornicata>Diplomonadida>Giardiinae"
"Parahistomonas"	"G"	6361	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	"Eukaryota>Excavata>Metamonada>Parabasalia>Tritrichomonadea"
"JdFR-43"	"O"	24343	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	"Archaea>Euryarchaeota>Thermoplasmata"
"Methermicoccaceae"	"F"	196	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	"Archaea>Euryarchaeota>Methanomicrobia>Methanosarcinales"
"uncultured"	"O"	24338	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	"Archaea>Euryarchaeota>Methanomicrobia"
"Halorubrum"	"G"	24293	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	"Archaea>Euryarchaeota>Halobacteria>Halobacteriales>Haloferacaceae"
"Diapherotrites"	"P"	11099	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	0.0001288	NA	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	0.0001087	NA	"Archaea"
"Iainarchaeia"	"C"	24259	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	0.0001288	NA	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	0.0001087	NA	"Archaea>Diapherotrites"
"Iainarchaeales"	"O"	24260	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	0.0001288	NA	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	0.0001087	NA	"Archaea>Diapherotrites>Iainarchaeia"
"Hydrothermarchaeota"	"P"	24368	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	NA	0.0001288	NA	NA	NA	NA	NA	"Archaea"
"Oceanobacillus"	"G"	1707	28	NA	NA	NA	NA	NA	NA	NA	28	NA	1	1	NA	0.001637	NA	NA	NA	NA	NA	NA	NA	0.001637	NA	0.0006684	0.0001087	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Amphibacillus"	"G"	1684	22	NA	NA	NA	NA	NA	NA	NA	22	NA	NA	NA	NA	0.001287	NA	NA	NA	NA	NA	NA	NA	0.001287	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Paraliobacillus"	"G"	1709	6	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0.0003509	NA	NA	NA	NA	NA	NA	NA	0.0003509	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Salsuginibacillus"	"G"	1719	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.0002924	NA	NA	NA	NA	NA	NA	NA	0.0002924	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Ornithinibacillus"	"G"	1708	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.0001754	NA	NA	NA	NA	NA	NA	NA	0.0001754	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Tenuibacillus"	"G"	1722	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.0001754	NA	NA	NA	NA	NA	NA	NA	0.0001754	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Fictibacillus"	"G"	1694	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.000117	NA	NA	NA	NA	NA	NA	NA	0.000117	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Geomicrobium"	"G"	1697	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Terribacillus"	"G"	1723	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Aliicoccus"	"G"	11276	21	NA	NA	NA	NA	NA	NA	NA	21	NA	NA	NA	NA	0.001228	NA	NA	NA	NA	NA	NA	NA	0.001228	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Staphylococcaceae"
"Jeotgalicoccus"	"G"	1776	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.0001087	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	0.0001087	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Staphylococcaceae"
"uncultured"	"G"	1781	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Staphylococcaceae"
"Jeotgalibacillus"	"G"	1760	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.0001754	NA	NA	NA	NA	NA	NA	NA	0.0001754	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Paenisporosarcina"	"G"	1763	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.000117	NA	NA	NA	NA	NA	NA	NA	0.000117	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Desulfuribacillus"	"G"	11271	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.0001754	NA	NA	NA	NA	NA	NA	NA	0.0001754	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Family X"	"F"	1730	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.0002339	NA	NA	NA	NA	NA	NA	NA	0.0002339	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Thermicanus"	"G"	1731	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.0002339	NA	NA	NA	NA	NA	NA	NA	0.0002339	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Family&nbsp;X"
"Pullulanibacillus"	"G"	1772	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Sporolactobacillaceae"
"Laceyella"	"G"	1786	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Thermoactinomycetaceae"
"Polycladomyces"	"G"	1791	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Thermoactinomycetaceae"
"Vagococcus"	"G"	1835	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae"
"Atopostipes"	"G"	1817	21	NA	NA	NA	NA	NA	NA	NA	21	NA	NA	NA	NA	0.001228	NA	NA	NA	NA	NA	NA	NA	0.001228	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Pisciglobus"	"G"	1825	7	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	0.0004094	NA	NA	NA	NA	NA	NA	NA	0.0004094	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Desemzia"	"G"	1819	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.000117	NA	NA	NA	NA	NA	NA	NA	0.000117	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Dolosigranulum"	"G"	1820	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Marinilactibacillus"	"G"	1824	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Globicatella"	"G"	1808	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae"
"P5D1-392"	"F"	1847	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Ruminococcaceae UCG-012"	"G"	11369	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Ruminococcaceae V9D2013 group"	"G"	11372	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Lachnoclostridium 10"	"G"	11310	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.0002339	NA	NA	NA	NA	NA	NA	NA	0.0002339	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Lachnoclostridium 12"	"G"	11311	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.0001754	NA	NA	NA	NA	NA	NA	NA	0.0001754	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Lachnospira"	"G"	2004	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	1	1	0.002068	NA	NA	NA	NA	NA	NA	NA	0.000117	NA	NA	0.0001087	0.002068	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Butyrivibrio"	"G"	1993	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Catonella"	"G"	1994	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Hespellia"	"G"	1999	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Oribacterium"	"G"	2008	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Pseudobutyrivibrio"	"G"	2010	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Lachnospiraceae FE2018 group"	"G"	11315	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Lachnospiraceae UCG-009"	"G"	11329	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Desulfonispora"	"G"	2031	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Candidatus Arthromitus"	"G"	1872	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	2	NA	0.0002174	NA	NA	NA	NA	NA	NA	NA	0.000117	NA	NA	0.0002174	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;1"
"Haloimpatiens"	"G"	25631	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.000117	NA	NA	NA	NA	NA	NA	NA	0.000117	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;1"
"Clostridium sensu stricto 5"	"G"	1887	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;1"
"Thermobrachium"	"G"	1897	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;1"
"Symbiobacterium"	"G"	1972	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XVIII"
"Pseudoramibacter"	"G"	1934	14	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	0.0008187	NA	NA	NA	NA	NA	NA	NA	0.0008187	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Eubacteriaceae"
"Peptostreptococcus"	"G"	2045	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	1	NA	0.0006684	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	0.0006684	0.0001087	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae"
"Murdochiella"	"G"	1944	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.0001087	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	0.0001087	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XI"
"Anoxynatronum"	"G"	1903	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;2"
"uncultured"	"G"	1978	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Gracilibacteraceae"
"uncultured"	"G"	1913	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	1	NA	0.0006684	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	0.0006684	0.0001087	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;3"
"Guggenheimella"	"G"	1955	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XII"
"Candidatus Contubernalis"	"G"	2073	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Syntrophomonadaceae"
"Caldanaerobius"	"G"	2129	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.0001087	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	0.0001087	NA	"Bacteria>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae"
"Thermoanaerobacter"	"G"	2139	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.0001087	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	0.0001087	NA	"Bacteria>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae"
"Acetonema"	"G"	2173	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.0001754	NA	NA	NA	NA	NA	NA	NA	0.0001754	NA	NA	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Selenomonas 4"	"G"	11397	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.000117	NA	NA	NA	NA	NA	NA	NA	0.000117	NA	NA	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Veillonellaceae UCG-001"	"G"	11398	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Acidaminococcus"	"G"	2167	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Acidaminococcaceae"
"Erysipelothrix"	"G"	2156	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.0001754	NA	NA	NA	NA	NA	NA	NA	0.0001754	NA	NA	NA	NA	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Turicibacter"	"G"	2162	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.0001754	NA	NA	NA	NA	NA	NA	NA	0.0001754	NA	NA	NA	NA	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Catenisphaera"	"G"	14395	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.0001754	NA	NA	NA	NA	NA	NA	NA	0.0001754	NA	NA	NA	NA	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Merdibacter"	"G"	25677	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"Bacteria>Firmicutes>Erysipelotrichia>Erysipelotrichales>Erysipelotrichaceae"
"Candidatus Curculioniphilus"	"G"	3480	48	NA	NA	NA	NA	NA	NA	NA	48	NA	NA	NA	NA	0.002807	NA	NA	NA	NA	NA	NA	NA	0.002807	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Edwardsiella"	"G"	3501	39	NA	NA	NA	NA	NA	NA	NA	39	NA	NA	1	NA	0.002281	NA	NA	NA	NA	NA	NA	NA	0.002281	NA	NA	0.0001087	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Lelliottia"	"G"	14638	25	NA	NA	NA	NA	NA	NA	NA	25	NA	NA	NA	NA	0.001462	NA	NA	NA	NA	NA	NA	NA	0.001462	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Pluralibacter"	"G"	14641	23	NA	NA	NA	NA	NA	NA	NA	23	NA	NA	NA	NA	0.001345	NA	NA	NA	NA	NA	NA	NA	0.001345	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Shimwellia"	"G"	3524	15	NA	NA	NA	NA	NA	NA	NA	15	NA	NA	NA	NA	0.0008772	NA	NA	NA	NA	NA	NA	NA	0.0008772	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Siccibacter"	"G"	26649	13	NA	NA	NA	NA	NA	NA	NA	13	NA	NA	NA	NA	0.0007603	NA	NA	NA	NA	NA	NA	NA	0.0007603	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
