	1-April_genus.tsv	1-August_genus.tsv	1-June_genus.tsv	2-April_genus.tsv	2-August_genus.tsv	3-April_genus.tsv	4-April_genus.tsv	4-August_genus.tsv	5-April_genus.tsv	5-August_genus.tsv	6-August_genus.tsv	6-June_genus.tsv	7-April_genus.tsv	8-April_genus.tsv	9.1-August_genus.tsv	Mock-April_genus.tsv	Mock-August_genus.tsv	Mock-June_genus.tsv
Ruminococcaceae NK4A214 group	0.0	2.0	0.0	6.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	10.0	3.0	0.0	0.0	0.0
Ruminococcaceae UCG-002	5.0	0.0	0.0	16.0	0.0	4.0	3.0	0.0	1.0	0.0	0.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0
Ruminococcaceae UCG-003	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae UCG-004	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae UCG-005	3.0	0.0	0.0	4.0	0.0	4.0	4.0	10.0	2.0	1.0	1.0	0.0	4.0	5.0	0.0	0.0	0.0	0.0
Ruminococcaceae UCG-009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae UCG-010	0.0	1.0	0.0	2.0	0.0	0.0	4.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
Ruminococcaceae UCG-013	1.0	1.0	0.0	1.0	0.0	2.0	0.0	4.0	0.0	3.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0
Ruminococcaceae UCG-014	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	0.0	0.0	0.0	5.0	2.0	0.0	0.0	0.0
Ruminococcus 1	12.0	1.0	0.0	10.0	0.0	2.0	3.0	7.0	3.0	7.0	3.0	0.0	7.0	4.0	2.0	0.0	0.0	0.0
Ruminococcus 2	6.0	0.0	0.0	7.0	0.0	12.0	4.0	0.0	1.0	1.0	0.0	0.0	2.0	32.0	0.0	0.0	0.0	0.0
Runella	6.0	1.0	6.0	0.0	22.0	0.0	4.0	0.0	4.0	10.0	6.0	12.0	3.0	71.0	3.0	0.0	0.0	0.0
SBZC-1223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SH-PL14	0.0	2.0	2.0	9.0	0.0	0.0	7.0	13.0	3.0	0.0	1.0	3.0	8.0	5.0	0.0	0.0	0.0	0.0
SM1A02	0.0	4.0	0.0	4.0	0.0	0.0	1.0	3.0	0.0	6.0	3.0	0.0	8.0	2.0	0.0	0.0	0.0	0.0
SN8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Saccharibacillus	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Saccharofermentans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	5.0	0.0	0.0	6.0	1.0	0.0	0.0	0.0
Saccharomonospora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Salinibacterium	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Salinimicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Salinispira	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Salmonella	1.0	6.0	10.0	0.0	6.0	1.0	0.0	3.0	1.0	7.0	8.0	22.0	1.0	1.0	2.0	10284.0	10298.0	10459.0
Sandaracinobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Sandaracinus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Sandarakinorhabdus	0.0	0.0	0.0	7.0	0.0	0.0	4.0	0.0	1.0	1.0	4.0	0.0	43.0	3.0	7.0	0.0	0.0	0.0
Sanguibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schizothrix LEGE 07164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schlesneria	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Sedimentibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
Sediminibacterium	63.0	41.0	28.0	10.0	68.0	52.0	55.0	57.0	65.0	75.0	89.0	23.0	17.0	28.0	329.0	0.0	2.0	0.0
Sediminicola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Selenomonas	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Sellimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Senegalimassilia	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Serratia	37.0	27.0	13.0	37.0	7.0	12.0	21.0	17.0	6.0	5.0	7.0	0.0	33.0	7.0	4.0	0.0	3.0	2.0
Sh765B-TzT-35	0.0	0.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0	2.0	2.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
Shewanella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Shimwellia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0
Shinella	0.0	2.0	5.0	6.0	2.0	5.0	0.0	4.0	1.0	1.0	1.0	0.0	26.0	3.0	0.0	0.0	0.0	0.0
Shuttleworthia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Siccibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sideroxydans	18.0	6.0	7.0	16.0	5.0	11.0	19.0	23.0	26.0	15.0	11.0	7.0	19.0	8.0	0.0	0.0	0.0	0.0
Silanimonas	0.0	4.0	0.0	5.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Silvanigrella	5.0	1.0	0.0	0.0	6.0	0.0	1.0	0.0	3.0	2.0	2.0	0.0	42.0	2.0	0.0	0.0	0.0	0.0
Simplicispira	178.0	13.0	35.0	597.0	18.0	100.0	112.0	10.0	218.0	23.0	17.0	16.0	104.0	307.0	7.0	0.0	0.0	0.0
Singulisphaera	0.0	0.0	0.0	3.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Siphonobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Skermanella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	6.0	0.0	0.0	4.0	1.0	1.0	0.0	0.0	0.0
Smithella	2.0	0.0	0.0	8.0	0.0	0.0	6.0	4.0	7.0	4.0	2.0	0.0	27.0	2.0	0.0	0.0	0.0	0.0
Snodgrassella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Sodalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Solibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Solimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Solirubrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Solitalea	6.0	23.0	0.0	0.0	48.0	8.0	6.0	16.0	11.0	16.0	6.0	0.0	3.0	2.0	24.0	0.0	0.0	0.0
Sorangium	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0
Sphaerotilus	83.0	28.0	210.0	108.0	11.0	25.0	29.0	56.0	47.0	80.0	20.0	26.0	40.0	60.0	0.0	0.0	0.0	0.0
Sphingoaurantiacus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sphingobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sphingobium	4.0	3.0	12.0	9.0	10.0	4.0	5.0	15.0	2.0	7.0	7.0	14.0	51.0	11.0	10.0	0.0	0.0	0.0
Sphingomicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Sphingomonas	5.0	1.0	3.0	61.0	10.0	8.0	11.0	15.0	15.0	3.0	5.0	7.0	256.0	7.0	39.0	0.0	0.0	0.0
Sphingopyxis	4.0	11.0	11.0	22.0	16.0	28.0	14.0	16.0	21.0	19.0	13.0	50.0	143.0	46.0	18.0	0.0	0.0	0.0
Sphingorhabdus	248.0	287.0	627.0	559.0	1300.0	326.0	545.0	470.0	422.0	338.0	556.0	425.0	3894.0	348.0	1710.0	0.0	1.0	2.0
Sphingosinicella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Spirochaeta 2	0.0	0.0	0.0	7.0	0.0	0.0	4.0	2.0	13.0	3.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0
Sporacetigenium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sporichthya	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sporobacter	0.0	1.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sporocytophaga	0.0	2.0	0.0	2.0	0.0	4.0	0.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sporomusa	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	5.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
Sporosarcina	0.0	1.0	0.0	1.0	1.0	0.0	0.0	7.0	0.0	6.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
Staphylococcus	1.0	2.0	4.0	2.0	3.0	4.0	0.0	2.0	0.0	9.0	5.0	9.0	1.0	3.0	2.0	3513.0	3553.0	3731.0
Starkeya	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Stella	0.0	0.0	0.0	1.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	13.0	37.0	5.0	0.0	0.0	0.0
Stenotrophobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Stenotrophomonas	2.0	6.0	6.0	16.0	3.0	4.0	9.0	6.0	0.0	2.0	2.0	0.0	5.0	4.0	0.0	0.0	0.0	0.0
Steroidobacter	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Sterolibacterium	28.0	7.0	0.0	20.0	6.0	10.0	10.0	20.0	13.0	8.0	3.0	0.0	12.0	5.0	1.0	0.0	0.0	0.0
Streptococcus	2.0	1.0	2.0	6.0	3.0	8.0	4.0	2.0	0.0	2.0	2.0	0.0	0.0	20.0	7.0	0.0	0.0	0.0
Streptomyces	0.0	0.0	2.0	0.0	1.0	0.0	0.0	2.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Subdoligranulum	22.0	2.0	15.0	48.0	12.0	19.0	6.0	1.0	12.0	4.0	8.0	0.0	11.0	60.0	5.0	0.0	0.0	0.0
Subgroup 10	0.0	0.0	0.0	1.0	3.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0
Subgroup 23	0.0	0.0	0.0	4.0	0.0	0.0	4.0	4.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Subsaxibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Succinivibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Sulfuricella	13.0	6.0	0.0	8.0	5.0	3.0	7.0	2.0	10.0	10.0	1.0	0.0	21.0	1.0	0.0	0.0	0.0	0.0
Sulfuricurvum	240.0	52.0	41.0	188.0	169.0	341.0	480.0	337.0	537.0	127.0	109.0	26.0	203.0	319.0	90.0	0.0	1.0	0.0
Sulfuriferula	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0
Sulfurifustis	1.0	1.0	6.0	12.0	0.0	0.0	0.0	5.0	4.0	2.0	0.0	0.0	73.0	3.0	0.0	0.0	0.0	0.0
Sulfurimonas	502.0	42.0	35.0	77.0	52.0	400.0	339.0	132.0	532.0	60.0	63.0	3.0	185.0	148.0	40.0	1.0	1.0	0.0
Sulfurisoma	0.0	4.0	0.0	2.0	0.0	0.0	2.0	1.0	9.0	2.0	1.0	0.0	23.0	1.0	1.0	0.0	0.0	0.0
Sulfuritalea	65.0	97.0	103.0	208.0	46.0	45.0	120.0	67.0	230.0	68.0	36.0	81.0	142.0	242.0	16.0	0.0	0.0	0.0
Sulfurospirillum	107.0	37.0	31.0	51.0	72.0	153.0	118.0	91.0	141.0	36.0	28.0	6.0	73.0	176.0	110.0	0.0	0.0	0.0
Sulfurovum	0.0	1.0	0.0	3.0	1.0	4.0	1.0	5.0	2.0	2.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
Sva0081 sediment group	0.0	3.0	0.0	7.0	0.0	0.0	2.0	2.0	5.0	1.0	1.0	0.0	5.0	7.0	0.0	0.0	0.0	0.0
Sva0996 marine group	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Symbiobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Symphothece PCC-7002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Synechocystis PCC-6803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syntrophobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	11.0	2.0	0.0	0.0	0.0	0.0
Syntrophorhabdus	0.0	0.0	0.0	4.0	0.0	0.0	6.0	6.0	8.0	3.0	2.0	0.0	26.0	4.0	0.0	0.0	0.0	0.0
Syntrophus	2.0	3.0	0.0	5.0	0.0	4.0	12.0	12.0	20.0	6.0	7.0	2.0	67.0	12.0	0.0	0.0	0.0	0.0
TPD-58	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Tabrizicola	13.0	42.0	708.0	71.0	171.0	16.0	58.0	294.0	18.0	159.0	275.0	1312.0	241.0	73.0	365.0	0.0	2.0	6.0
Taeseokella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Tahibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Taonella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Tardiphaga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Tatumella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Telmatospirillum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0
Terrimonas	6.0	15.0	0.0	13.0	20.0	11.0	20.0	27.0	46.0	26.0	18.0	14.0	10.0	285.0	19.0	0.0	0.0	0.0
Terrisporobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	2.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0
Tessaracoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
Tetrasphaera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	77.0	4.0	0.0	0.0	0.0
Thauera	3.0	7.0	22.0	70.0	7.0	7.0	7.0	5.0	25.0	4.0	8.0	3.0	9.0	171.0	25.0	0.0	0.0	0.0
Thermoanaerobaculum	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thermobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thermomonas	10.0	22.0	8.0	92.0	8.0	21.0	21.0	17.0	30.0	18.0	8.0	48.0	17.0	60.0	5.0	0.0	0.0	0.0
Thioalkalispira	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Thiobacillus	3.0	4.0	6.0	27.0	5.0	2.0	17.0	7.0	25.0	6.0	9.0	4.0	254.0	6.0	0.0	0.0	0.0	0.0
Thiocapsa	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Thioclava	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thiogranum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thiolapillus	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thiothrix	0.0	5.0	6.0	9.0	2.0	5.0	2.0	0.0	0.0	3.0	1.0	0.0	55.0	37.0	1.0	0.0	0.0	0.0
Thorsellia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tibeticola	4.0	2.0	0.0	2.0	0.0	10.0	4.0	1.0	7.0	13.0	18.0	0.0	8.0	4.0	6.0	0.0	0.0	0.0
Tissierella	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Tolumonas	53.0	95.0	145.0	25.0	50.0	17.0	45.0	57.0	8.0	5.0	2.0	8.0	118.0	135.0	24.0	0.0	0.0	0.0
Trabulsiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Treponema	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Treponema 2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Trichococcus	43.0	5.0	12.0	101.0	6.0	60.0	50.0	5.0	62.0	27.0	11.0	4.0	22.0	425.0	8.0	2.0	0.0	0.0
Tropicimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	5.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
Truepera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tumebacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Turicibacter	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Tychonema CCAP 1459-11B	3.0	0.0	2.0	0.0	0.0	4.0	361.0	0.0	19.0	0.0	2.0	0.0	1.0	4.0	4.0	0.0	0.0	0.0
Tyzzerella 3	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tyzzerella 4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
U29-B03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	0.0	0.0	0.0
UBA6140	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UKL13-1	0.0	1.0	2.0	1.0	2.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	37.0	12.0	0.0	0.0	0.0	0.0
UTBCD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Uliginosibacterium	15.0	24.0	14.0	10.0	33.0	13.0	8.0	64.0	15.0	18.0	14.0	0.0	9.0	4.0	5.0	0.0	0.0	0.0
Undibacterium	197.0	23.0	21.0	116.0	8.0	127.0	102.0	27.0	229.0	43.0	20.0	40.0	74.0	87.0	11.0	0.0	0.0	0.0
Uruburuella	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Variovorax	17.0	16.0	0.0	43.0	3.0	18.0	16.0	10.0	17.0	9.0	5.0	8.0	3.0	24.0	1.0	0.0	0.0	0.0
Veillonella	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
Verruc-01	6.0	2.0	12.0	12.0	7.0	6.0	31.0	18.0	38.0	7.0	4.0	40.0	31.0	4.0	1.0	0.0	0.0	0.0
Verticia	9.0	5.0	12.0	15.0	0.0	6.0	5.0	1.0	0.0	2.0	0.0	0.0	7.0	3.0	3.0	0.0	0.0	0.0
Vibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0
Victivallis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
Vitreoscilla	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
Vogesella	27.0	21.0	29.0	29.0	17.0	3.0	12.0	45.0	8.0	7.0	13.0	44.0	75.0	2.0	1.0	0.0	0.0	0.0
Vulgatibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
WCHB1-32	5.0	0.0	0.0	0.0	2.0	4.0	0.0	3.0	1.0	3.0	1.0	0.0	3.0	5.0	0.0	0.0	0.0	0.0
Woeseia	0.0	3.0	0.0	6.0	0.0	0.0	0.0	2.0	9.0	1.0	2.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0
Wohlfahrtiimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
XBB1006	4.0	2.0	0.0	6.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
Xanthobacter	0.0	4.0	0.0	1.0	5.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	6.0	0.0	2.0	0.0	0.0	0.0
Xanthomonas	2.0	0.0	0.0	3.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Xenophilus	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xylophilus	3.0	2.0	0.0	18.0	0.0	5.0	2.0	0.0	7.0	2.0	1.0	0.0	4.0	6.0	0.0	0.0	0.0	0.0
Yersinia	23.0	6.0	12.0	17.0	6.0	1.0	12.0	3.0	1.0	0.0	1.0	0.0	50.0	6.0	2.0	0.0	0.0	0.0
Yokenella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Yonghaparkia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Youngiibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Z-35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
