"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_june_BC01.cladeReads"	"kraken2_classification_june_BC02.cladeReads"	"kraken2_classification_june_BC03.cladeReads"	"kraken2_classification_june_BC04.cladeReads"	"kraken2_classification_june_BC05.cladeReads"	"kraken2_classification_june_BC06.cladeReads"	"kraken2_classification_june_BC08.cladeReads"	"kraken2_classification_june_BC09.cladeReads"	"kraken2_classification_june_BC10.cladeReads"	"kraken2_classification_june_BC11.cladeReads"	"kraken2_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_classification_june_BC01.cladeReads.."	"kraken2_classification_june_BC02.cladeReads.."	"kraken2_classification_june_BC03.cladeReads.."	"kraken2_classification_june_BC04.cladeReads.."	"kraken2_classification_june_BC05.cladeReads.."	"kraken2_classification_june_BC06.cladeReads.."	"kraken2_classification_june_BC08.cladeReads.."	"kraken2_classification_june_BC09.cladeReads.."	"kraken2_classification_june_BC10.cladeReads.."	"kraken2_classification_june_BC11.cladeReads.."	"kraken2_classification_june_BC12.cladeReads.."	"lineage"
"Buttiauxella sp. 3AFRM03"	"S"	2479367	1	NA	NA	1	NA	1	NA	NA	NA	NA	1	NA	0.001196	NA	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Buttiauxella"
"Raoultella"	"G"	160674	2	NA	NA	1	NA	NA	1	2	NA	NA	1	NA	0.7407	NA	NA	0.0006754	NA	NA	0.7407	0.001101	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae"
"Raoultella ornithinolytica"	"S"	54291	2	NA	NA	1	NA	NA	NA	2	NA	NA	1	NA	0.001196	NA	NA	0.0006754	NA	NA	NA	0.001101	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Raoultella"
"Erwinia gerundensis"	"S"	1619313	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Erwinia"
"Pantoea sp. At-9b"	"S"	592316	11	NA	NA	1	NA	1	NA	11	NA	NA	6	NA	0.007178	NA	NA	0.0006754	NA	0.0005542	NA	0.006053	NA	NA	0.007178	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea"
"Tatumella"	"G"	82986	3	NA	NA	3	NA	NA	NA	3	NA	NA	1	NA	0.002026	NA	NA	0.002026	NA	NA	NA	0.001651	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae"
"Tatumella ptyseos"	"S"	82987	3	NA	NA	3	NA	NA	NA	2	NA	NA	1	NA	0.002026	NA	NA	0.002026	NA	NA	NA	0.001101	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Tatumella"
"Yersinia kristensenii"	"S"	28152	121	NA	NA	2	NA	1	NA	121	NA	NA	9	NA	0.06658	NA	NA	0.001351	NA	0.0005542	NA	0.06658	NA	NA	0.01077	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia"
"Yersinia entomophaga"	"S"	935293	12	NA	NA	1	NA	5	NA	12	NA	NA	5	NA	0.006603	NA	NA	0.0006754	NA	0.002771	NA	0.006603	NA	NA	0.005982	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia"
"Providencia stuartii"	"S"	588	1	NA	NA	1	NA	NA	NA	1	NA	NA	1	NA	0.001196	NA	NA	0.0006754	NA	NA	NA	0.0005503	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Providencia"
"Photorhabdus asymbiotica"	"S"	291112	3	NA	NA	1	NA	NA	NA	3	NA	NA	NA	NA	0.001651	NA	NA	0.0006754	NA	NA	NA	0.001651	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Photorhabdus"
"Legionella clemsonensis"	"S"	1867846	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	0.001351	NA	NA	0.001351	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella"
"Legionella oakridgensis"	"S"	29423	6	NA	NA	1	NA	6	NA	NA	NA	NA	4	NA	0.004786	NA	NA	0.0006754	NA	0.003325	NA	NA	NA	NA	0.004786	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella"
"Pseudomonas brenneri"	"S"	129817	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas fulva"	"S"	47880	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	NA	NA	0.0005503	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group"
"Pseudomonas fragi"	"S"	296	1	NA	NA	1	NA	NA	NA	1	NA	NA	1	NA	0.001196	NA	NA	0.0006754	NA	NA	NA	0.0005503	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;chlororaphis&nbsp;group"
"Pseudomonas sabulinigri"	"S"	472181	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Moraxella"	"G"	475	2	NA	NA	2	NA	2	NA	1	NA	NA	NA	NA	0.001351	NA	NA	0.001351	NA	0.001108	NA	0.0005503	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Moraxella catarrhalis"	"S"	480	2	NA	NA	2	NA	1	NA	1	NA	NA	NA	NA	0.001351	NA	NA	0.001351	NA	0.0005542	NA	0.0005503	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Moraxella"
"Lysobacter gummosus"	"S"	262324	2	NA	NA	2	NA	1	NA	NA	NA	NA	NA	NA	0.001351	NA	NA	0.001351	NA	0.0005542	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Lysobacter"
"Xanthomonas oryzae"	"S"	347	2	NA	NA	1	NA	2	NA	NA	NA	NA	1	NA	0.001196	NA	NA	0.0006754	NA	0.001108	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Xanthomonas"
"Alteromonas macleodii"	"S"	28108	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	NA	NA	0.0005503	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Alteromonas"
"Catenovulum"	"G"	1172191	1	NA	NA	1	NA	1	NA	NA	NA	NA	1	NA	0.001196	NA	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae"
"Catenovulum sp. CCB-QB4"	"S"	2172099	1	NA	NA	1	NA	1	NA	NA	NA	NA	1	NA	0.001196	NA	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Catenovulum"
"Marinobacter"	"G"	2742	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae"
"Marinobacter hydrocarbonoclasticus"	"S"	2743	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Marinobacter"
"Shewanella pealeana"	"S"	70864	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Shewanella sp. FDAARGOS_354"	"S"	1930557	1	NA	NA	1	NA	1	NA	NA	NA	NA	1	NA	0.001196	NA	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Colwelliaceae"	"F"	267889	2	NA	NA	1	NA	2	NA	NA	NA	NA	1	NA	0.001196	NA	NA	0.0006754	NA	0.001108	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Colwellia"	"G"	28228	2	NA	NA	1	NA	2	NA	NA	NA	NA	1	NA	0.001196	NA	NA	0.0006754	NA	0.001108	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Colwelliaceae"
"Colwellia psychrerythraea"	"S"	28229	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Colwelliaceae>Colwellia"
"Halomonas sp. KO116"	"S"	1504981	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Halomonas"
"Halomonas elongata"	"S"	2746	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Halomonas"
"Reinekea"	"G"	230494	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Saccharospirillaceae"
"Reinekea forsetii"	"S"	1336806	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Saccharospirillaceae>Reinekea"
"Endozoicomonadaceae"	"F"	2066474	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Endozoicomonas"	"G"	305899	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Endozoicomonadaceae"
"Endozoicomonas montiporae"	"S"	1027273	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Endozoicomonadaceae>Endozoicomonas"
"Kangiella profundi"	"S"	1561924	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Kangiellaceae>Kangiella"
"Gallaecimonas"	"G"	745410	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.001196	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria"
"Gallaecimonas sp. HK-28"	"S"	2291597	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.001196	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>Gallaecimonas"
"endosymbiont of unidentified scaly snail isolate Monju"	"S"	1248727	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	0.6579	NA	NA	0.0006754	0.6579	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria&nbsp;(miscellaneous)"
"Thiodictyon"	"G"	53392	2	NA	NA	1	NA	1	NA	NA	NA	NA	2	NA	0.002393	NA	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	0.002393	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae"
"Candidatus Thiodictyon syntrophicum"	"S"	1166950	2	NA	NA	1	NA	1	NA	NA	NA	NA	2	NA	0.002393	NA	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	0.002393	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae>Thiodictyon"
"Spiribacter"	"G"	1335745	4	NA	NA	1	NA	3	NA	NA	NA	NA	4	NA	0.004786	NA	NA	0.0006754	NA	0.001663	NA	NA	NA	NA	0.004786	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae"
"Spiribacter curvatus"	"S"	1335757	4	NA	NA	1	NA	3	NA	NA	NA	NA	4	NA	0.004786	NA	NA	0.0006754	NA	0.001663	NA	NA	NA	NA	0.004786	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae>Spiribacter"
"Wenzhouxiangellaceae"	"F"	1676141	3	NA	NA	1	NA	3	NA	NA	NA	NA	1	NA	0.001663	NA	NA	0.0006754	NA	0.001663	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales"
"Wenzhouxiangella"	"G"	1676142	3	NA	NA	1	NA	3	NA	NA	NA	NA	1	NA	0.001663	NA	NA	0.0006754	NA	0.001663	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Wenzhouxiangellaceae"
"Wenzhouxiangella marina"	"S"	1579979	3	NA	NA	1	NA	3	NA	NA	NA	NA	1	NA	0.001663	NA	NA	0.0006754	NA	0.001663	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Wenzhouxiangellaceae>Wenzhouxiangella"
"Halothiobacillaceae"	"F"	255526	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.001196	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales"
"Halothiobacillus"	"G"	109262	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.001196	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Halothiobacillaceae"
"Halothiobacillus neapolitanus"	"S"	927	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.001196	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Halothiobacillaceae>Halothiobacillus"
"Oceanimonas"	"G"	129577	4	NA	NA	3	NA	4	NA	NA	NA	NA	4	NA	0.004786	NA	NA	0.002026	NA	0.002217	NA	NA	NA	NA	0.004786	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae"
"Oceanimonas sp. GK1"	"S"	511062	4	NA	NA	3	NA	4	NA	NA	NA	NA	4	NA	0.004786	NA	NA	0.002026	NA	0.002217	NA	NA	NA	NA	0.004786	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Oceanimonas"
"Francisella philomiragia"	"S"	28110	5	NA	NA	2	NA	5	NA	NA	NA	NA	1	NA	0.002771	NA	NA	0.001351	NA	0.002771	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Francisellaceae>Francisella"
"Francisella noatunensis"	"S"	657445	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	NA	NA	0.0005503	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Francisellaceae>Francisella"
"Methylomonas"	"G"	416	2	NA	NA	2	NA	1	NA	NA	NA	NA	2	NA	0.002393	NA	NA	0.001351	NA	0.0005542	NA	NA	NA	NA	0.002393	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylococcaceae"
"Methylomonas denitrificans"	"S"	1538553	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylococcaceae>Methylomonas"
"Methylovulum"	"G"	762296	2	NA	NA	1	NA	NA	NA	NA	NA	NA	2	NA	0.002393	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	0.002393	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylococcaceae"
"Methylovulum psychrotolerans"	"S"	1704499	2	NA	NA	1	NA	NA	NA	NA	NA	NA	2	NA	0.002393	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	0.002393	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylococcaceae>Methylovulum"
"Acidovorax sp. RAC01"	"S"	1842533	16	NA	NA	16	NA	1	NA	NA	NA	NA	NA	NA	0.01081	NA	NA	0.01081	NA	0.0005542	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Acidovorax"
"Comamonas aquatica"	"S"	225991	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	0.0005542	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Burkholderia ambifaria"	"S"	152480	2	NA	NA	1	NA	2	NA	NA	NA	1	1	NA	1.786	NA	NA	0.0006754	NA	0.001108	NA	NA	NA	1.786	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Paraburkholderia terrae"	"S"	311230	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia"
"Paraburkholderia caledonica"	"S"	134536	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.001196	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia"
"Ralstonia pickettii"	"S"	329	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Ralstonia"
"Pandoraea norimbergensis"	"S"	93219	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea"
"Hydromonas"	"G"	1910924	6	NA	NA	1	NA	1	NA	1	NA	NA	6	NA	0.007178	NA	NA	0.0006754	NA	0.0005542	NA	0.0005503	NA	NA	0.007178	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae"
"Hydromonas sp. F02"	"S"	2268024	6	NA	NA	1	NA	1	NA	1	NA	NA	6	NA	0.007178	NA	NA	0.0006754	NA	0.0005542	NA	0.0005503	NA	NA	0.007178	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Hydromonas"
"Azoarcus sp. CIB"	"S"	198107	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.001196	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Rhodocyclales>Zoogloeaceae>Azoarcus"
"Methylovorus"	"G"	81682	15	NA	NA	2	NA	15	NA	NA	NA	NA	12	NA	0.01436	NA	NA	0.001351	NA	0.008313	NA	NA	NA	NA	0.01436	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Methylophilaceae"
"Nitrosospira"	"G"	35798	15	NA	NA	3	NA	8	NA	NA	NA	NA	15	NA	0.01795	NA	NA	0.002026	NA	0.004433	NA	NA	NA	NA	0.01795	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Nitrosomonadaceae"
"Nitrosospira multiformis"	"S"	1231	3	NA	NA	1	NA	2	NA	NA	NA	NA	3	NA	0.003589	NA	NA	0.0006754	NA	0.001108	NA	NA	NA	NA	0.003589	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Nitrosomonadaceae>Nitrosospira"
"Methyloversatilis"	"G"	378210	3	NA	NA	1	NA	NA	NA	NA	NA	NA	3	NA	0.003589	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	0.003589	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Sterolibacteriaceae"
"Methyloversatilis sp. RAC08"	"S"	1842540	3	NA	NA	1	NA	NA	NA	NA	NA	NA	3	NA	0.003589	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	0.003589	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Sterolibacteriaceae>Methyloversatilis"
"Sulfuricella"	"G"	935200	13	NA	NA	2	NA	8	NA	NA	NA	NA	13	NA	0.01555	NA	NA	0.001351	NA	0.004433	NA	NA	NA	NA	0.01555	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Gallionellaceae"
"Sulfuricella denitrificans"	"S"	649841	13	NA	NA	2	NA	8	NA	NA	NA	NA	13	NA	0.01555	NA	NA	0.001351	NA	0.004433	NA	NA	NA	NA	0.01555	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Gallionellaceae>Sulfuricella"
"Neisseria lactamica"	"S"	486	4	NA	NA	2	NA	3	NA	NA	NA	NA	4	NA	0.004786	NA	NA	0.001351	NA	0.001663	NA	NA	NA	NA	0.004786	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Neisseriaceae>Neisseria"
"Neisseria elongata"	"S"	495	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0006754	NA	NA	0.0006754	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Neisseriaceae>Neisseria"
"Crenobacter"	"G"	1654931	3	NA	NA	3	NA	NA	NA	NA	NA	NA	2	NA	0.002393	NA	NA	0.002026	NA	NA	NA	NA	NA	NA	0.002393	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Neisseriaceae"
"Crenobacter sp. K1W11S-77"	"S"	2290923	3	NA	NA	3	NA	NA	NA	NA	NA	NA	2	NA	0.002393	NA	NA	0.002026	NA	NA	NA	NA	NA	NA	0.002393	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Neisseriaceae>Crenobacter"
"Candidatus Tremblaya"	"G"	189384	5	NA	NA	2	NA	2	NA	NA	NA	NA	5	NA	0.005982	NA	NA	0.001351	NA	0.001108	NA	NA	NA	NA	0.005982	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria"
"Candidatus Tremblaya princeps"	"S"	189385	5	NA	NA	2	NA	2	NA	NA	NA	NA	5	NA	0.005982	NA	NA	0.001351	NA	0.001108	NA	NA	NA	NA	0.005982	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria>Candidatus&nbsp;Tremblaya"
