"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_august_BC01.cladeReads"	"centrifuge_classification_august_BC02.cladeReads"	"centrifuge_classification_august_BC03.cladeReads"	"centrifuge_classification_august_BC04.cladeReads"	"centrifuge_classification_august_BC05.cladeReads"	"centrifuge_classification_august_BC06.cladeReads"	"centrifuge_classification_august_BC07.cladeReads"	"centrifuge_classification_august_BC08.cladeReads"	"centrifuge_classification_august_BC09.cladeReads"	"centrifuge_classification_august_BC10.cladeReads"	"centrifuge_classification_august_BC11.cladeReads"	"centrifuge_classification_august_BC12.cladeReads"	"Max.1"	"centrifuge_classification_august_BC01.cladeReads.."	"centrifuge_classification_august_BC02.cladeReads.."	"centrifuge_classification_august_BC03.cladeReads.."	"centrifuge_classification_august_BC04.cladeReads.."	"centrifuge_classification_august_BC05.cladeReads.."	"centrifuge_classification_august_BC06.cladeReads.."	"centrifuge_classification_august_BC07.cladeReads.."	"centrifuge_classification_august_BC08.cladeReads.."	"centrifuge_classification_august_BC09.cladeReads.."	"centrifuge_classification_august_BC10.cladeReads.."	"centrifuge_classification_august_BC11.cladeReads.."	"centrifuge_classification_august_BC12.cladeReads.."	"lineage"
"Methylibium petroleiphilum PM1"	"-"	420662	7	NA	NA	NA	NA	NA	1	7	1	NA	NA	5	NA	0.0008665	NA	NA	NA	NA	NA	0.0001031	0.0008665	5.663e-05	NA	NA	0.0005243	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Methylibium>Methylibium&nbsp;petroleiphilum"
"Burkholderia thailandensis E264"	"-"	271848	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group>Burkholderia&nbsp;thailandensis"
"Burkholderia oklahomensis EO147"	"-"	441163	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group>Burkholderia&nbsp;oklahomensis"
"Burkholderia ambifaria MC40-6"	"-"	398577	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex>Burkholderia&nbsp;ambifaria"
"Burkholderia dolosa AU0158"	"-"	350701	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex>Burkholderia&nbsp;dolosa"
"Burkholderia plantarii"	"S"	41899	2	NA	NA	NA	NA	NA	2	1	NA	NA	NA	1	NA	0.0002061	NA	NA	NA	NA	NA	0.0002061	0.0001238	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. Bp7605"	"S"	1740163	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	0.0001238	NA	NA	NA	NA	NA	0.0001031	0.0001238	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Pandoraea pnomenusa 3kgm"	"-"	1416914	2	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	2	NA	0.0002097	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	0.0002097	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea>Pandoraea&nbsp;pnomenusa"
"Paraburkholderia caribensis"	"S"	75105	2	NA	NA	NA	NA	NA	2	1	1	NA	NA	1	NA	0.0002061	NA	NA	NA	NA	NA	0.0002061	0.0001238	5.663e-05	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia"
"Paraburkholderia phytofirmans"	"S"	261302	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	0.002011	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia"
"Paraburkholderia phytofirmans PsJN"	"-"	398527	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	0.002011	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia>Paraburkholderia&nbsp;phytofirmans"
"Bordetella sp. H567"	"S"	1697043	1	NA	NA	NA	NA	NA	1	NA	1	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	0.0001031	NA	5.663e-05	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Bordetella"
"Neisseria animalis"	"S"	492	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	0.0001238	NA	NA	NA	NA	NA	0.0001031	0.0001238	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Neisseriaceae>Neisseria"
"Neisseria sp. KEM232"	"S"	655307	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Neisseriaceae>Neisseria"
"Ketogulonicigenium vulgare Y25"	"-"	880591	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	0.0001238	NA	NA	NA	NA	NA	0.0001031	0.0001238	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Ketogulonicigenium>Ketogulonicigenium&nbsp;vulgare"
"Roseobacter denitrificans OCh 114"	"-"	375451	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Roseobacter>Roseobacter&nbsp;denitrificans"
"Thalassococcus sp. S3"	"S"	2017482	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	0.0006467	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Thalassococcus"
"Antarctobacter"	"G"	74032	4	NA	NA	NA	NA	NA	1	4	NA	NA	2	1	NA	0.001293	NA	NA	NA	NA	NA	0.0001031	0.0004952	NA	NA	0.001293	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Antarctobacter heliothermus"	"S"	74033	4	NA	NA	NA	NA	NA	1	4	NA	NA	2	1	NA	0.001293	NA	NA	NA	NA	NA	0.0001031	0.0004952	NA	NA	0.001293	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Antarctobacter"
"Sphingobium chlorophenolicum"	"S"	46429	2	NA	NA	NA	NA	NA	1	1	1	NA	NA	2	NA	0.0002097	NA	NA	NA	NA	NA	0.0001031	0.0001238	5.663e-05	NA	NA	0.0002097	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingobium chlorophenolicum L-1"	"-"	690566	2	NA	NA	NA	NA	NA	1	1	1	NA	NA	2	NA	0.0002097	NA	NA	NA	NA	NA	0.0001031	0.0001238	5.663e-05	NA	NA	0.0002097	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium>Sphingobium&nbsp;chlorophenolicum"
"Rhizobium sp. Kim5"	"S"	2020311	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Rhizobium"
"Rhizobium sp. NXC24"	"S"	2048897	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Rhizobium"
"Sinorhizobium americanum"	"S"	194963	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Sinorhizobium"
"Sinorhizobium americanum CCGM7"	"-"	1408224	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Sinorhizobium>Sinorhizobium&nbsp;americanum"
"Rhodopseudomonas palustris CGA009"	"-"	258594	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Rhodopseudomonas>Rhodopseudomonas&nbsp;palustris"
"Rhodopseudomonas palustris BisB5"	"-"	316057	1	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	0.0001031	NA	5.663e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Rhodopseudomonas>Rhodopseudomonas&nbsp;palustris"
"Methylorubrum extorquens CM4"	"-"	440085	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylorubrum>Methylorubrum&nbsp;extorquens"
"Methylorubrum zatmanii"	"S"	29429	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylorubrum"
"Methylorubrum populi"	"S"	223967	1	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	0.0001031	NA	5.663e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylorubrum"
"Bartonella vinsonii subsp. berkhoffii"	"-"	40933	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	1	NA	0.0001238	NA	NA	NA	NA	NA	0.0001031	0.0001238	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella>Bartonella&nbsp;vinsonii"
"Bartonella vinsonii subsp. berkhoffii str. Winnie"	"-"	1094497	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	1	NA	0.0001238	NA	NA	NA	NA	NA	0.0001031	0.0001238	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella>Bartonella&nbsp;vinsonii>Bartonella&nbsp;vinsonii&nbsp;subsp.&nbsp;berkhoffii"
"Parasaccharibacter"	"G"	1602345	2	NA	NA	NA	NA	NA	1	2	1	NA	NA	NA	NA	0.0002476	NA	NA	NA	NA	NA	0.0001031	0.0002476	5.663e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae"
"Parasaccharibacter apium"	"S"	1510841	2	NA	NA	NA	NA	NA	1	2	1	NA	NA	NA	NA	0.0002476	NA	NA	NA	NA	NA	0.0001031	0.0002476	5.663e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Parasaccharibacter"
"Anaplasma centrale"	"S"	769	3	NA	NA	NA	NA	NA	2	3	NA	NA	NA	NA	NA	0.0003714	NA	NA	NA	NA	NA	0.0002061	0.0003714	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Anaplasma"
"Anaplasma centrale str. Israel"	"-"	574556	3	NA	NA	NA	NA	NA	2	3	NA	NA	NA	NA	NA	0.0003714	NA	NA	NA	NA	NA	0.0002061	0.0003714	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Anaplasma>Anaplasma&nbsp;centrale"
"Klebsiella pneumoniae HK787"	"-"	1392500	24	NA	NA	NA	NA	NA	1	NA	24	NA	NA	2	NA	0.001359	NA	NA	NA	NA	NA	0.0001031	NA	0.001359	NA	NA	0.0002097	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Klebsiella>Klebsiella&nbsp;pneumoniae"
"Escherichia coli PCN033"	"-"	1001989	39	NA	NA	NA	NA	NA	1	NA	39	NA	NA	1	NA	0.002209	NA	NA	NA	NA	NA	0.0001031	NA	0.002209	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Escherichia>Escherichia&nbsp;coli"
"Escherichia coli O145:H28"	"-"	1078034	256	NA	NA	NA	NA	NA	1	NA	256	NA	NA	NA	NA	0.0145	NA	NA	NA	NA	NA	0.0001031	NA	0.0145	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Escherichia>Escherichia&nbsp;coli"
"Escherichia coli LY180"	"-"	1335916	41	NA	NA	NA	NA	NA	1	NA	41	NA	NA	NA	NA	0.002322	NA	NA	NA	NA	NA	0.0001031	NA	0.002322	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Escherichia>Escherichia&nbsp;coli"
"Salmonella enterica subsp. enterica serovar Montevideo str. 507440-20"	"-"	859199	239	NA	NA	NA	NA	NA	2	6	239	NA	NA	3	NA	0.01354	NA	NA	NA	NA	NA	0.0002061	0.0007427	0.01354	NA	NA	0.0003146	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Salmonella>Salmonella&nbsp;enterica>Salmonella&nbsp;enterica&nbsp;subsp.&nbsp;enterica>Salmonella&nbsp;enterica&nbsp;subsp.&nbsp;enterica&nbsp;serovar&nbsp;Montevideo"
"Salmonella enterica subsp. enterica serovar Choleraesuis str. ATCC 10708"	"-"	938142	1841	NA	NA	NA	NA	NA	4	3	1841	NA	NA	1	NA	0.1043	NA	NA	NA	NA	NA	0.0004123	0.0003714	0.1043	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Salmonella>Salmonella&nbsp;enterica>Salmonella&nbsp;enterica&nbsp;subsp.&nbsp;enterica>Salmonella&nbsp;enterica&nbsp;subsp.&nbsp;enterica&nbsp;serovar&nbsp;Choleraesuis"
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110355"	"-"	1243620	98	NA	NA	NA	NA	NA	2	1	98	NA	NA	NA	NA	0.00555	NA	NA	NA	NA	NA	0.0002061	0.0001238	0.00555	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Salmonella>Salmonella&nbsp;enterica>Salmonella&nbsp;enterica&nbsp;subsp.&nbsp;enterica>Salmonella&nbsp;enterica&nbsp;subsp.&nbsp;enterica&nbsp;serovar&nbsp;Enteritidis"
"Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1735"	"-"	1454585	45	NA	NA	NA	NA	NA	1	NA	45	NA	NA	NA	NA	0.002548	NA	NA	NA	NA	NA	0.0001031	NA	0.002548	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Salmonella>Salmonella&nbsp;enterica>Salmonella&nbsp;enterica&nbsp;subsp.&nbsp;enterica>Salmonella&nbsp;enterica&nbsp;subsp.&nbsp;enterica&nbsp;serovar&nbsp;Anatum"
"Salmonella enterica subsp. enterica serovar Virchow"	"-"	48409	61	NA	NA	NA	NA	NA	1	NA	61	NA	NA	NA	NA	0.003455	NA	NA	NA	NA	NA	0.0001031	NA	0.003455	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Salmonella>Salmonella&nbsp;enterica>Salmonella&nbsp;enterica&nbsp;subsp.&nbsp;enterica"
"Salmonella enterica subsp. enterica serovar Cubana"	"-"	189201	423	NA	NA	NA	NA	NA	1	NA	423	1	NA	2	NA	0.1199	NA	NA	NA	NA	NA	0.0001031	NA	0.02396	0.1199	NA	0.0002097	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Salmonella>Salmonella&nbsp;enterica>Salmonella&nbsp;enterica&nbsp;subsp.&nbsp;enterica"
"Salmonella enterica subsp. enterica serovar Cubana str. CFSAN002050"	"-"	1271863	423	NA	NA	NA	NA	NA	1	NA	423	1	NA	2	NA	0.1199	NA	NA	NA	NA	NA	0.0001031	NA	0.02396	0.1199	NA	0.0002097	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Salmonella>Salmonella&nbsp;enterica>Salmonella&nbsp;enterica&nbsp;subsp.&nbsp;enterica>Salmonella&nbsp;enterica&nbsp;subsp.&nbsp;enterica&nbsp;serovar&nbsp;Cubana"
"Salmonella enterica subsp. enterica serovar Albany"	"-"	211968	144	NA	NA	NA	NA	NA	1	NA	144	NA	NA	NA	NA	0.008155	NA	NA	NA	NA	NA	0.0001031	NA	0.008155	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Salmonella>Salmonella&nbsp;enterica>Salmonella&nbsp;enterica&nbsp;subsp.&nbsp;enterica"
"Salmonella enterica subsp. Enterica serovar Onderstepoort"	"-"	1243583	82	NA	NA	NA	NA	NA	1	NA	82	NA	NA	NA	NA	0.004644	NA	NA	NA	NA	NA	0.0001031	NA	0.004644	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Salmonella>Salmonella&nbsp;enterica>Salmonella&nbsp;enterica&nbsp;subsp.&nbsp;enterica"
"Salmonella enterica subsp. enterica serovar Onderstepoort str. SA20060086"	"-"	1243584	82	NA	NA	NA	NA	NA	1	NA	82	NA	NA	NA	NA	0.004644	NA	NA	NA	NA	NA	0.0001031	NA	0.004644	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Salmonella>Salmonella&nbsp;enterica>Salmonella&nbsp;enterica&nbsp;subsp.&nbsp;enterica>Salmonella&nbsp;enterica&nbsp;subsp.&nbsp;Enterica&nbsp;serovar&nbsp;Onderstepoort"
"secondary endosymbiont of Ctenarytaina eucalypti"	"S"	1199245	40	NA	NA	NA	NA	NA	1	4	40	NA	NA	8	NA	0.002265	NA	NA	NA	NA	NA	0.0001031	0.0004952	0.002265	NA	NA	0.0008389	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>unclassified&nbsp;Enterobacteriaceae>ant,&nbsp;tsetse,&nbsp;mealybug,&nbsp;aphid,&nbsp;etc.&nbsp;endosymbionts>aphid&nbsp;secondary&nbsp;symbionts"
"Pluralibacter gergoviae"	"S"	61647	65	NA	NA	NA	NA	NA	2	NA	65	NA	NA	1	NA	0.003681	NA	NA	NA	NA	NA	0.0002061	NA	0.003681	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Pluralibacter"
"Enterobacter cloacae complex sp."	"S"	2027919	201	NA	NA	NA	NA	NA	1	NA	201	NA	NA	NA	NA	0.01138	NA	NA	NA	NA	NA	0.0001031	NA	0.01138	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex"
"Enterobacter sp. FY-07"	"S"	1692238	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	0.0001238	NA	NA	NA	NA	NA	0.0001031	0.0001238	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter"
"Citrobacter freundii complex sp. CFNIH9"	"S"	2077149	234	NA	NA	NA	NA	NA	1	1	234	NA	2	NA	NA	0.01325	NA	NA	NA	NA	NA	0.0001031	0.0001238	0.01325	NA	0.001293	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter>Citrobacter&nbsp;freundii&nbsp;complex"
"Cronobacter muytjensii"	"S"	413501	6	NA	NA	NA	NA	NA	2	NA	6	NA	NA	NA	NA	0.0003398	NA	NA	NA	NA	NA	0.0002061	NA	0.0003398	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Cronobacter"
"Cronobacter muytjensii ATCC 51329"	"-"	1159613	6	NA	NA	NA	NA	NA	2	NA	6	NA	NA	NA	NA	0.0003398	NA	NA	NA	NA	NA	0.0002061	NA	0.0003398	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Cronobacter>Cronobacter&nbsp;muytjensii"
"Cronobacter malonaticus"	"S"	413503	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Cronobacter"
"Cedecea lapagei"	"S"	158823	189	NA	NA	NA	NA	NA	2	1	189	NA	NA	1	NA	0.0107	NA	NA	NA	NA	NA	0.0002061	0.0001238	0.0107	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Cedecea"
"Metakosakonia"	"G"	2055876	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae"
"Metakosakonia sp. MRY16-398"	"S"	2487150	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Metakosakonia"
"Buchnera aphidicola (Acyrthosiphon kondoi)"	"-"	668607	122	NA	NA	NA	NA	NA	2	1	122	NA	NA	1	NA	0.006909	NA	NA	NA	NA	NA	0.0002061	0.0001238	0.006909	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Buchnera>Buchnera&nbsp;aphidicola"
"Buchnera aphidicola str. Ak (Acyrthosiphon kondoi)"	"-"	1005090	122	NA	NA	NA	NA	NA	2	1	122	NA	NA	1	NA	0.006909	NA	NA	NA	NA	NA	0.0002061	0.0001238	0.006909	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Buchnera>Buchnera&nbsp;aphidicola>Buchnera&nbsp;aphidicola&nbsp;(Acyrthosiphon&nbsp;kondoi)"
"Buchnera aphidicola (Aphis glycines)"	"-"	1265350	1	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	NA	0.0001031	NA	5.663e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Buchnera>Buchnera&nbsp;aphidicola"
"Yersinia kristensenii"	"S"	28152	26	NA	NA	NA	NA	NA	2	5	26	NA	NA	5	NA	0.001472	NA	NA	NA	NA	NA	0.0002061	0.0006189	0.001472	NA	NA	0.0005243	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia"
"Pectobacterium atrosepticum"	"S"	29471	53	NA	NA	NA	NA	NA	1	4	53	NA	NA	3	NA	0.003001	NA	NA	NA	NA	NA	0.0001031	0.0004952	0.003001	NA	NA	0.0003146	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium"
