"name"	"taxRank"	"taxID"	"Max"	"BC01.cladeReads"	"BC02.cladeReads"	"BC03.cladeReads"	"BC04.cladeReads"	"BC05.cladeReads"	"BC06.cladeReads"	"BC07.cladeReads"	"BC08.cladeReads"	"BC09.cladeReads"	"BC10.cladeReads"	"BC11.cladeReads"	"BC12.cladeReads"	"Max.1"	"BC01.cladeReads.."	"BC02.cladeReads.."	"BC03.cladeReads.."	"BC04.cladeReads.."	"BC05.cladeReads.."	"BC06.cladeReads.."	"BC07.cladeReads.."	"BC08.cladeReads.."	"BC09.cladeReads.."	"BC10.cladeReads.."	"BC11.cladeReads.."	"BC12.cladeReads.."	"lineage"
"Serratia sp. SCBI"	"S"	488142	5	NA	NA	NA	NA	NA	NA	NA	5	NA	1	NA	NA	0.001281	NA	NA	NA	NA	NA	NA	NA	0.001281	NA	0.0002847	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia"
"Pectobacterium wasabiae"	"S"	55208	9	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	0.002306	NA	NA	NA	NA	NA	NA	NA	0.002306	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium"
"Vibrio tritonius"	"S"	1435069	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Shewanella sp. W3-18-1"	"S"	351745	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.001025	NA	NA	NA	NA	NA	NA	NA	0.001025	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Pseudoalteromonas sp. 13-15"	"S"	1761891	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0005124	NA	NA	NA	NA	NA	NA	NA	0.0005124	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae>Pseudoalteromonas"
"Pseudoalteromonas issachenkonii"	"S"	152297	1	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	0.0003867	NA	NA	NA	NA	NA	NA	NA	0.0002562	0.0003867	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae>Pseudoalteromonas"
"Pseudomonas resinovorans"	"S"	53412	1	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	0.0003867	NA	NA	NA	NA	NA	NA	NA	0.0002562	0.0003867	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;aeruginosa&nbsp;group"
"Acinetobacter oleivorans"	"S"	1148157	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter"
"Haemophilus pittmaniae"	"S"	249188	6	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0.001537	NA	NA	NA	NA	NA	NA	NA	0.001537	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Haemophilus"
"Francisella sp. FSC1006"	"S"	1547445	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	1	NA	0.0005124	NA	NA	NA	NA	NA	NA	NA	0.0005124	NA	NA	0.0004167	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Francisellaceae>Francisella"
"Paraburkholderia caribensis"	"S"	75105	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	0.0002847	NA	NA	NA	NA	NA	NA	NA	0.0002562	NA	0.0002847	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia"
"Helicobacter cinaedi"	"S"	213	3	NA	NA	NA	NA	NA	NA	NA	3	NA	1	NA	NA	0.0007687	NA	NA	NA	NA	NA	NA	NA	0.0007687	NA	0.0002847	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter"
"Bacillus vallismortis"	"S"	72361	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.0007687	NA	NA	NA	NA	NA	NA	NA	0.0007687	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group"
"Bacillus xiamenensis"	"S"	1178537	16	NA	NA	NA	NA	NA	NA	NA	16	NA	NA	NA	NA	0.0041	NA	NA	NA	NA	NA	NA	NA	0.0041	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. HBCD-sjtu"	"S"	2053832	15	NA	NA	NA	NA	NA	NA	NA	15	NA	2	NA	NA	0.003843	NA	NA	NA	NA	NA	NA	NA	0.003843	NA	0.0005695	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus safensis"	"S"	561879	13	NA	NA	NA	NA	NA	NA	NA	13	1	2	2	NA	0.003331	NA	NA	NA	NA	NA	NA	NA	0.003331	0.0003867	0.0005695	0.0008334	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. JS"	"S"	1127744	12	NA	NA	NA	NA	NA	NA	NA	12	1	NA	NA	NA	0.003075	NA	NA	NA	NA	NA	NA	NA	0.003075	0.0003867	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. Pc3"	"S"	1446792	9	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	0.002306	NA	NA	NA	NA	NA	NA	NA	0.002306	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus oceanisediminis"	"S"	665099	8	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	1	NA	0.00205	NA	NA	NA	NA	NA	NA	NA	0.00205	NA	NA	0.0004167	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus horikoshii"	"S"	79883	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus halodurans"	"S"	86665	2	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	NA	0.0005695	NA	NA	NA	NA	NA	NA	NA	0.0002562	NA	0.0005695	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. YP1"	"S"	1574141	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. FDAARGOS_235"	"S"	1839798	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	0.0002847	NA	NA	NA	NA	NA	NA	NA	0.0002562	NA	0.0002847	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Geobacillus sp. C56-T3"	"S"	691437	10	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	0.002562	NA	NA	NA	NA	NA	NA	NA	0.002562	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Geobacillus"
"Virgibacillus sp. 6R"	"S"	1911587	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.0007687	NA	NA	NA	NA	NA	NA	NA	0.0007687	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Virgibacillus"
"Virgibacillus pantothenticus"	"S"	1473	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0005124	NA	NA	NA	NA	NA	NA	NA	0.0005124	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Virgibacillus"
"Virgibacillus phasianinus"	"S"	2017483	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Virgibacillus"
"Lysinibacillus sp. YS11"	"S"	2072025	102	NA	NA	NA	NA	NA	NA	NA	102	NA	NA	1	NA	0.02613	NA	NA	NA	NA	NA	NA	NA	0.02613	NA	NA	0.0004167	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Lysinibacillus"
"Halobacillus mangrovi"	"S"	402384	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Halobacillus"
"Staphylococcus muscae"	"S"	1294	43	NA	NA	NA	NA	NA	NA	NA	43	NA	NA	NA	NA	0.01102	NA	NA	NA	NA	NA	NA	NA	0.01102	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus haemolyticus"	"S"	1283	22	NA	NA	NA	NA	NA	NA	NA	22	NA	NA	NA	NA	0.005637	NA	NA	NA	NA	NA	NA	NA	0.005637	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus warneri"	"S"	1292	11	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	NA	NA	0.002818	NA	NA	NA	NA	NA	NA	NA	0.002818	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus hominis"	"S"	1290	7	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	1	NA	0.001794	NA	NA	NA	NA	NA	NA	NA	0.001794	NA	NA	0.0004167	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Macrococcus canis"	"S"	1855823	9	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	0.002306	NA	NA	NA	NA	NA	NA	NA	0.002306	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Macrococcus"
"Listeria ivanovii"	"S"	1638	124	NA	NA	NA	NA	NA	NA	NA	124	2	1	NA	NA	0.03177	NA	NA	NA	NA	NA	NA	NA	0.03177	0.0007734	0.0002847	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria"
"Paenibacillus ihbetae"	"S"	1870820	11	NA	NA	NA	NA	NA	NA	NA	11	NA	NA	1	NA	0.002818	NA	NA	NA	NA	NA	NA	NA	0.002818	NA	NA	0.0004167	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus odorifer"	"S"	189426	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus sp. FSL R7-0331"	"S"	1536773	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Exiguobacterium antarcticum"	"S"	132920	30	NA	NA	NA	NA	NA	NA	NA	30	NA	NA	NA	NA	0.007687	NA	NA	NA	NA	NA	NA	NA	0.007687	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillales&nbsp;incertae&nbsp;sedis>Bacillales&nbsp;Family&nbsp;XII.&nbsp;Incertae&nbsp;Sedis>Exiguobacterium"
"Exiguobacterium sp. ZWU0009"	"S"	1224749	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0005124	NA	NA	NA	NA	NA	NA	NA	0.0005124	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillales&nbsp;incertae&nbsp;sedis>Bacillales&nbsp;Family&nbsp;XII.&nbsp;Incertae&nbsp;Sedis>Exiguobacterium"
"Lactobacillus koreensis"	"S"	637971	24	NA	NA	NA	NA	NA	NA	NA	24	1	NA	1	NA	0.006149	NA	NA	NA	NA	NA	NA	NA	0.006149	0.0003867	NA	0.0004167	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Pediococcus inopinatus"	"S"	114090	26	NA	NA	NA	NA	NA	NA	NA	26	NA	1	NA	NA	0.006662	NA	NA	NA	NA	NA	NA	NA	0.006662	NA	0.0002847	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Pediococcus"
"Pediococcus acidilactici group"	"-"	1670797	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.0007687	NA	NA	NA	NA	NA	NA	NA	0.0007687	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Pediococcus"
"Pediococcus acidilactici"	"S"	1254	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.0007687	NA	NA	NA	NA	NA	NA	NA	0.0007687	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Pediococcus>Pediococcus&nbsp;acidilactici&nbsp;group"
"Enterococcus hirae"	"S"	1354	4	NA	NA	NA	NA	NA	NA	NA	4	NA	1	1	NA	0.001025	NA	NA	NA	NA	NA	NA	NA	0.001025	NA	0.0002847	0.0004167	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae>Enterococcus"
"Enterococcus thailandicus"	"S"	417368	3	NA	NA	NA	NA	NA	NA	NA	3	NA	1	NA	NA	0.0007687	NA	NA	NA	NA	NA	NA	NA	0.0007687	NA	0.0002847	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae>Enterococcus"
"Streptococcus constellatus"	"S"	76860	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0005124	NA	NA	NA	NA	NA	NA	NA	0.0005124	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;anginosus&nbsp;group"
"Streptococcus equinus"	"S"	1335	48	NA	NA	NA	NA	NA	NA	NA	48	NA	NA	NA	NA	0.0123	NA	NA	NA	NA	NA	NA	NA	0.0123	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus gordonii"	"S"	1302	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.001025	NA	NA	NA	NA	NA	NA	NA	0.001025	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus iniae"	"S"	1346	3	NA	NA	NA	NA	NA	NA	NA	3	1	NA	NA	NA	0.0007687	NA	NA	NA	NA	NA	NA	NA	0.0007687	0.0003867	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus pluranimalium"	"S"	82348	3	NA	NA	NA	NA	NA	NA	NA	3	NA	1	NA	NA	0.0007687	NA	NA	NA	NA	NA	NA	NA	0.0007687	NA	0.0002847	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus oralis"	"S"	1303	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus pseudopneumoniae"	"S"	257758	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus himalayensis"	"S"	1888195	1	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	0.0003867	NA	NA	NA	NA	NA	NA	NA	0.0002562	0.0003867	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Weissella paramesenteroides"	"S"	1249	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0005124	NA	NA	NA	NA	NA	NA	NA	0.0005124	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Leuconostocaceae>Weissella"
"Desulfitobacterium dehalogenans"	"S"	36854	2	NA	NA	NA	NA	NA	NA	NA	2	NA	1	NA	NA	0.0005124	NA	NA	NA	NA	NA	NA	NA	0.0005124	NA	0.0002847	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfitobacterium"
"Pseudarthrobacter sulfonivorans"	"S"	121292	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.0004167	NA	NA	NA	NA	NA	NA	NA	0.0002562	NA	NA	0.0004167	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae>Pseudarthrobacter"
"Corynebacterium vitaeruminis"	"S"	38305	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae>Corynebacterium"
"Mycobacterium saopaulense"	"S"	1578165	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium>Mycobacterium&nbsp;chelonae&nbsp;complex"
"Mycobacterium sp. EPa45"	"S"	1545728	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0005124	NA	NA	NA	NA	NA	NA	NA	0.0005124	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium"
"Rhodococcus erythropolis"	"S"	1833	2	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	NA	0.0005695	NA	NA	NA	NA	NA	NA	NA	0.0002562	NA	0.0005695	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae>Rhodococcus"
"Rhodococcus sp. PBTS 1"	"S"	1653478	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae>Rhodococcus"
"Streptomyces chartreusis"	"S"	1969	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces albovinaceus subgroup"	"-"	1482558	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces>Streptomyces&nbsp;griseus&nbsp;group"
"Streptomyces globisporus"	"S"	1908	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces>Streptomyces&nbsp;griseus&nbsp;group>Streptomyces&nbsp;albovinaceus&nbsp;subgroup"
"Mycoplasma hyopneumoniae"	"S"	2099	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma"
"Mycoplasma bovigenitalium"	"S"	2112	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	0.0002847	NA	NA	NA	NA	NA	NA	NA	0.0002562	NA	0.0002847	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Mycoplasmatales>Mycoplasmataceae>Mycoplasma"
"Acholeplasma oculi"	"S"	35623	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0005124	NA	NA	NA	NA	NA	NA	NA	0.0005124	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Acholeplasmatales>Acholeplasmataceae>Acholeplasma"
"Stanieria sp. NIES-3757"	"S"	1807358	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Pleurocapsales>Dermocarpellaceae>Stanieria"
"Gramella sp. LPB0144"	"S"	1913577	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.0004167	NA	NA	NA	NA	NA	NA	NA	0.0002562	NA	NA	0.0004167	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Gramella"
"Methanosphaerula"	"G"	475087	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	1	NA	0.0005124	NA	NA	NA	NA	NA	NA	NA	0.0005124	NA	NA	0.0004167	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomicrobia>Methanomicrobiales>Methanoregulaceae"
"Methanosphaerula palustris"	"S"	475088	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	1	NA	0.0005124	NA	NA	NA	NA	NA	NA	NA	0.0005124	NA	NA	0.0004167	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomicrobia>Methanomicrobiales>Methanoregulaceae>Methanosphaerula"
"Methanosarcina sp. MTP4"	"S"	1434100	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomicrobia>Methanosarcinales>Methanosarcinaceae>Methanosarcina"
"Halobiforma"	"G"	203193	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Halobacteria>Natrialbales>Natrialbaceae"
"Halobiforma lacisalsi"	"S"	229731	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	NA	NA	NA	0.0002562	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Halobacteria>Natrialbales>Natrialbaceae>Halobiforma"
