"name"	"taxRank"	"taxID"	"Max"	"BC01.cladeReads"	"BC02.cladeReads"	"BC03.cladeReads"	"BC04.cladeReads"	"BC05.cladeReads"	"BC06.cladeReads"	"BC07.cladeReads"	"BC08.cladeReads"	"BC09.cladeReads"	"BC10.cladeReads"	"BC11.cladeReads"	"BC12.cladeReads"	"Max.1"	"BC01.cladeReads.."	"BC02.cladeReads.."	"BC03.cladeReads.."	"BC04.cladeReads.."	"BC05.cladeReads.."	"BC06.cladeReads.."	"BC07.cladeReads.."	"BC08.cladeReads.."	"BC09.cladeReads.."	"BC10.cladeReads.."	"BC11.cladeReads.."	"BC12.cladeReads.."	"lineage"
"Mycobacterium bovis"	"S"	1765	8	NA	NA	2	2	NA	1	1	8	1	2	1	NA	0.002154	NA	NA	0.001021	0.0007341	NA	0.0006003	0.000501	0.002154	0.0005302	0.0007591	0.0005706	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium>Mycobacterium&nbsp;tuberculosis&nbsp;complex"
"Mycobacterium ulcerans"	"S"	1809	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0005103	NA	NA	0.0005103	NA	NA	NA	0.000501	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium"
"Mycobacterium rhodesiae"	"S"	36814	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.05886	NA	NA	0.0005103	NA	0.05886	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium"
"Mycobacterium chelonae complex"	"S"	670516	2	NA	NA	1	NA	1	1	NA	2	NA	1	NA	NA	0.05886	NA	NA	0.0005103	NA	0.05886	0.0006003	NA	0.0005384	NA	0.0003795	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium"
"Mycobacterium shigaense"	"S"	722731	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0005103	NA	NA	0.0005103	NA	NA	NA	NA	NA	NA	0.0003795	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium"
"Mycobacterium sp. VKM Ac-1817D"	"S"	1273687	6	NA	NA	1	1	NA	6	3	4	5	NA	1	NA	0.003602	NA	NA	0.0005103	0.000367	NA	0.003602	0.001503	0.001077	0.002651	NA	0.0005706	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium"
"Mycobacterium sp. YC-RL4"	"S"	1682113	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0005706	NA	NA	0.0005103	NA	NA	NA	NA	NA	NA	NA	0.0005706	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium"
"Hoyosella subflava"	"S"	639313	1	NA	NA	1	1	NA	1	NA	NA	1	NA	NA	NA	0.0006003	NA	NA	0.0005103	0.000367	NA	0.0006003	NA	NA	0.0005302	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Hoyosella"
"Nocardia seriolae"	"S"	37332	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001021	NA	NA	0.001021	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae>Nocardia"
"Nocardia brasiliensis"	"S"	37326	2	NA	NA	1	NA	NA	NA	NA	NA	NA	2	NA	NA	0.0007591	NA	NA	0.0005103	NA	NA	NA	NA	NA	NA	0.0007591	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae>Nocardia"
"Rhodococcus sp. PBTS 2"	"S"	1653479	3	NA	NA	3	2	NA	NA	1	NA	NA	3	NA	NA	0.001531	NA	NA	0.001531	0.0007341	NA	NA	0.000501	NA	NA	0.001139	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae>Rhodococcus"
"Gordonia polyisoprenivorans"	"S"	84595	9	NA	NA	4	9	NA	7	3	1	2	5	3	NA	0.004202	NA	NA	0.002041	0.003303	NA	0.004202	0.001503	0.0002692	0.00106	0.001898	0.001712	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Gordoniaceae>Gordonia"
"Dietzia timorensis"	"S"	499555	2	NA	NA	2	NA	NA	NA	NA	NA	NA	1	NA	NA	0.001021	NA	NA	0.001021	NA	NA	NA	NA	NA	NA	0.0003795	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Dietziaceae>Dietzia"
"Dietzia sp. oral taxon 368"	"S"	712270	2	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	NA	0.0007341	NA	NA	0.0005103	0.0007341	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Dietziaceae>Dietzia"
"Candidatus Planktophila dulcis"	"S"	1884914	5	NA	NA	4	5	NA	4	4	NA	3	4	3	NA	0.002401	NA	NA	0.002041	0.001835	NA	0.002401	0.002004	NA	0.001591	0.001518	0.001712	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Candidatus&nbsp;Nanopelagicales>Candidatus&nbsp;Planktophila"
"Candidatus Nanopelagicus abundans"	"S"	1884916	4	NA	NA	1	NA	NA	4	2	NA	2	1	NA	NA	0.002401	NA	NA	0.0005103	NA	NA	0.002401	0.001002	NA	0.00106	0.0003795	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Candidatus&nbsp;Nanopelagicales>Candidatus&nbsp;Nanopelagicus"
"Streptosporangium roseum"	"S"	2001	3	NA	NA	3	NA	NA	1	NA	NA	NA	NA	NA	NA	0.001531	NA	NA	0.001531	NA	NA	0.0006003	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Streptosporangiaceae>Streptosporangium"
"Nonomuraea sp. ATCC 55076"	"S"	1909395	6	NA	NA	2	4	NA	6	5	NA	3	3	5	NA	0.003602	NA	NA	0.001021	0.001468	NA	0.003602	0.002505	NA	0.001591	0.001139	0.002853	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Streptosporangiaceae>Nonomuraea"
"Streptomyces venezuelae"	"S"	54571	7	NA	NA	7	1	NA	3	1	NA	NA	2	NA	NA	0.003572	NA	NA	0.003572	0.000367	NA	0.001801	0.000501	NA	NA	0.0007591	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces parvulus"	"S"	146923	7	NA	NA	7	1	NA	1	1	1	NA	1	NA	NA	0.003572	NA	NA	0.003572	0.000367	NA	0.0006003	0.000501	0.0002692	NA	0.0003795	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. SCSIO 03032"	"S"	1109743	6	NA	NA	6	1	NA	NA	NA	1	NA	1	NA	NA	0.003062	NA	NA	0.003062	0.000367	NA	NA	NA	0.0002692	NA	0.0003795	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces peucetius"	"S"	1950	10	NA	NA	2	1	NA	NA	NA	10	NA	4	3	NA	0.002692	NA	NA	0.001021	0.000367	NA	NA	NA	0.002692	NA	0.001518	0.001712	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces rubrolavendulae"	"S"	285473	3	NA	NA	2	3	NA	NA	NA	NA	NA	2	NA	NA	0.001101	NA	NA	0.001021	0.001101	NA	NA	NA	NA	NA	0.0007591	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. Mg1"	"S"	465541	9	NA	NA	2	3	NA	4	2	8	9	4	2	NA	0.004772	NA	NA	0.001021	0.001101	NA	0.002401	0.001002	0.002154	0.004772	0.001518	0.001141	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. Tue 6075"	"S"	1661694	7	NA	NA	2	7	1	2	4	1	NA	2	1	NA	0.05886	NA	NA	0.001021	0.002569	0.05886	0.001201	0.002004	0.0002692	NA	0.0007591	0.0005706	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. S8"	"S"	1837283	2	NA	NA	2	1	NA	1	NA	NA	1	NA	1	NA	0.001021	NA	NA	0.001021	0.000367	NA	0.0006003	NA	NA	0.0005302	NA	0.0005706	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces reticuli"	"S"	1926	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005103	NA	NA	0.0005103	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces lydicus"	"S"	47763	8	NA	NA	1	8	NA	1	2	1	NA	2	1	NA	0.002936	NA	NA	0.0005103	0.002936	NA	0.0006003	0.001002	0.0002692	NA	0.0007591	0.0005706	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces pactum"	"S"	68249	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005103	NA	NA	0.0005103	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces albulus"	"S"	68570	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005103	NA	NA	0.0005103	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces xiamenensis"	"S"	408015	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005103	NA	NA	0.0005103	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces alfalfae"	"S"	1642299	1	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0006003	NA	NA	0.0005103	NA	NA	0.0006003	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. S10(2016)"	"S"	1783515	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005103	NA	NA	0.0005103	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. RTd22"	"S"	1841249	1	NA	NA	1	1	NA	NA	NA	NA	NA	1	NA	NA	0.0005103	NA	NA	0.0005103	0.000367	NA	NA	NA	NA	NA	0.0003795	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. 3211"	"S"	1964449	4	NA	NA	1	4	NA	3	3	NA	2	1	NA	NA	0.001801	NA	NA	0.0005103	0.001468	NA	0.001801	0.001503	NA	0.00106	0.0003795	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Kitasatospora albolonga"	"S"	68173	26	NA	NA	17	10	NA	5	3	1	7	26	8	NA	0.009868	NA	NA	0.008676	0.00367	NA	0.003001	0.001503	0.0002692	0.003712	0.009868	0.004565	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Kitasatospora"
"Kitasatospora aureofaciens"	"S"	1894	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005103	NA	NA	0.0005103	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Kitasatospora"
"Actinomyces pacaensis"	"S"	1852377	17	NA	NA	17	3	NA	2	4	NA	5	3	5	NA	0.008676	NA	NA	0.008676	0.001101	NA	0.001201	0.002004	NA	0.002651	0.001139	0.002853	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Actinomyces"
"Actinomyces oris"	"S"	544580	4	NA	NA	4	NA	NA	NA	NA	NA	1	1	NA	NA	0.002041	NA	NA	0.002041	NA	NA	NA	NA	NA	0.0005302	0.0003795	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Actinomyces"
"Actinomyces radicidentis"	"S"	111015	2	NA	NA	2	NA	1	2	NA	1	1	1	NA	NA	0.05886	NA	NA	0.001021	NA	0.05886	0.001201	NA	0.0002692	0.0005302	0.0003795	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Actinomyces"
"Actinomyces gaoshouyii"	"S"	1960083	10	NA	NA	2	NA	NA	NA	NA	10	1	2	NA	NA	0.002692	NA	NA	0.001021	NA	NA	NA	NA	0.002692	0.0005302	0.0007591	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Actinomyces"
"Actinomyces meyeri"	"S"	52773	4	NA	NA	1	2	NA	1	4	NA	NA	4	NA	NA	0.002004	NA	NA	0.0005103	0.0007341	NA	0.0006003	0.002004	NA	NA	0.001518	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Actinomyces"
"Actinomyces sp. VUL4_3"	"S"	1912795	3	NA	NA	1	1	NA	1	3	NA	NA	2	NA	NA	0.001503	NA	NA	0.0005103	0.000367	NA	0.0006003	0.001503	NA	NA	0.0007591	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Actinomyces"
"Arcanobacterium haemolyticum"	"S"	28264	7	NA	NA	7	1	NA	1	6	2	4	4	4	NA	0.003572	NA	NA	0.003572	0.000367	NA	0.0006003	0.003006	0.0005384	0.002121	0.001518	0.002283	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Arcanobacterium"
"Mobiluncus curtisii"	"S"	2051	10	NA	NA	6	3	NA	4	6	1	10	2	4	NA	0.005302	NA	NA	0.003062	0.001101	NA	0.002401	0.003006	0.0002692	0.005302	0.0007591	0.002283	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Mobiluncus"
"Trueperella pyogenes"	"S"	1661	7	NA	NA	3	5	NA	NA	2	NA	4	7	1	NA	0.002657	NA	NA	0.001531	0.001835	NA	NA	0.001002	NA	0.002121	0.002657	0.0005706	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Trueperella"
"Actinotignum schaalii"	"S"	59505	6	NA	NA	1	3	NA	2	3	1	1	6	NA	NA	0.002277	NA	NA	0.0005103	0.001101	NA	0.001201	0.001503	0.0002692	0.0005302	0.002277	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Actinotignum"
"Actinoplanes friuliensis"	"S"	196914	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001021	NA	NA	0.001021	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae>Actinoplanes"
"Actinoplanes sp. N902-109"	"S"	649831	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001021	NA	NA	0.001021	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae>Actinoplanes"
"Actinoplanes sp. SE50"	"S"	2033844	3	NA	NA	1	2	NA	2	NA	1	3	NA	NA	NA	0.001591	NA	NA	0.0005103	0.0007341	NA	0.001201	NA	0.0002692	0.001591	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae>Actinoplanes"
"Actinosynnema mirum"	"S"	40567	12	NA	NA	8	12	NA	5	9	NA	NA	5	4	NA	0.004509	NA	NA	0.004083	0.004404	NA	0.003001	0.004509	NA	NA	0.001898	0.002283	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae>Actinosynnema"
"Actinosynnema pretiosum"	"S"	42197	4	NA	NA	2	4	NA	2	1	2	3	4	1	NA	0.001591	NA	NA	0.001021	0.001468	NA	0.001201	0.000501	0.0005384	0.001591	0.001518	0.0005706	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae>Actinosynnema"
"Saccharopolyspora erythraea"	"S"	1836	9	NA	NA	9	3	NA	NA	NA	NA	NA	9	NA	NA	0.004593	NA	NA	0.004593	0.001101	NA	NA	NA	NA	NA	0.003416	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae>Saccharopolyspora"
"Pseudonocardia sp. EC080619-01"	"S"	1096856	3	NA	NA	3	NA	NA	NA	1	1	NA	1	NA	NA	0.001531	NA	NA	0.001531	NA	NA	NA	0.000501	0.0002692	NA	0.0003795	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae>Pseudonocardia"
"Amycolatopsis methanolica"	"S"	1814	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005103	NA	NA	0.0005103	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae>Amycolatopsis"
"Amycolatopsis mediterranei"	"S"	33910	1	NA	NA	1	NA	NA	NA	1	NA	NA	1	NA	NA	0.0005103	NA	NA	0.0005103	NA	NA	NA	0.000501	NA	NA	0.0003795	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae>Amycolatopsis"
"Kibdelosporangium phytohabitans"	"S"	860235	2	NA	NA	1	NA	NA	2	2	NA	1	NA	NA	NA	0.001201	NA	NA	0.0005103	NA	NA	0.001201	0.001002	NA	0.0005302	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae>Kibdelosporangium"
"Actinoalloteichus hoggarensis"	"S"	1470176	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0005103	NA	NA	0.0005103	0.000367	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae>Actinoalloteichus"
"Blastococcus saxobsidens"	"S"	138336	10	NA	NA	10	NA	NA	NA	NA	NA	1	6	NA	NA	0.005103	NA	NA	0.005103	NA	NA	NA	NA	NA	0.0005302	0.002277	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Geodermatophilales>Geodermatophilaceae>Blastococcus"
"Geodermatophilus obscurus"	"S"	1861	23	NA	NA	5	3	NA	1	4	23	2	8	1	NA	0.006192	NA	NA	0.002552	0.001101	NA	0.0006003	0.002004	0.006192	0.00106	0.003036	0.0005706	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Geodermatophilales>Geodermatophilaceae>Geodermatophilus"
"Modestobacter marinus"	"S"	477641	2	NA	NA	2	NA	NA	NA	NA	NA	NA	1	NA	NA	0.001021	NA	NA	0.001021	NA	NA	NA	NA	NA	NA	0.0003795	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Geodermatophilales>Geodermatophilaceae>Modestobacter"
"Stackebrandtia nassauensis"	"S"	283811	12	NA	NA	11	4	NA	2	2	12	2	9	2	NA	0.005614	NA	NA	0.005614	0.001468	NA	0.001201	0.001002	0.003231	0.00106	0.003416	0.001141	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Glycomycetales>Glycomycetaceae>Stackebrandtia"
"Frankia symbiont of Datisca glomerata"	"S"	656024	20	NA	NA	5	NA	NA	NA	3	20	NA	2	1	NA	0.005384	NA	NA	0.002552	NA	NA	NA	0.001503	0.005384	NA	0.0007591	0.0005706	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Frankiales>Frankiaceae>Frankia"
"Frankia casuarinae"	"S"	106370	6	NA	NA	1	2	NA	NA	3	NA	1	6	NA	NA	0.002277	NA	NA	0.0005103	0.0007341	NA	NA	0.001503	NA	0.0005302	0.002277	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Frankiales>Frankiaceae>Frankia"
"Catenulispora acidiphila"	"S"	304895	6	NA	NA	4	NA	NA	NA	NA	NA	NA	6	NA	NA	0.002277	NA	NA	0.002041	NA	NA	NA	NA	NA	NA	0.002277	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Catenulisporales>Catenulisporaceae>Catenulispora"
"Kineococcus radiotolerans"	"S"	131568	12	NA	NA	4	6	NA	7	11	NA	2	12	6	NA	0.005511	NA	NA	0.002041	0.002202	NA	0.004202	0.005511	NA	0.00106	0.004554	0.003424	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Kineosporiales>Kineosporiaceae>Kineococcus"
"Acidothermus cellulolyticus"	"S"	28049	4	NA	NA	3	4	1	2	NA	4	2	4	NA	NA	0.05886	NA	NA	0.001531	0.001468	0.05886	0.001201	NA	0.001077	0.00106	0.001518	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Acidothermales>Acidothermaceae>Acidothermus"
"Nakamurella multipartita"	"S"	53461	2	NA	NA	1	2	NA	NA	NA	NA	NA	NA	NA	NA	0.0007341	NA	NA	0.0005103	0.0007341	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Nakamurellales>Nakamurellaceae>Nakamurella"
"Eggerthella lenta"	"S"	84112	16	NA	NA	8	10	NA	15	9	NA	10	16	7	NA	0.009004	NA	NA	0.004083	0.00367	NA	0.009004	0.004509	NA	0.005302	0.006073	0.003994	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Eggerthella"
"Slackia heliotrinireducens"	"S"	84110	7	NA	NA	4	NA	NA	1	1	NA	NA	7	NA	NA	0.002657	NA	NA	0.002041	NA	NA	0.0006003	0.000501	NA	NA	0.002657	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Eggerthellales>Eggerthellaceae>Slackia"
"Olsenella sp. oral taxon 807"	"S"	712411	3	NA	NA	3	NA	NA	NA	NA	NA	NA	1	NA	NA	0.001531	NA	NA	0.001531	NA	NA	NA	NA	NA	NA	0.0003795	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae>Olsenella"
"Olsenella uli"	"S"	133926	29	NA	NA	1	1	NA	2	1	29	NA	3	2	NA	0.007807	NA	NA	0.0005103	0.000367	NA	0.001201	0.000501	0.007807	NA	0.001139	0.001141	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Atopobiaceae>Olsenella"
"Coriobacterium glomerans"	"S"	33871	3	NA	NA	1	3	NA	3	1	NA	1	2	1	NA	0.001801	NA	NA	0.0005103	0.001101	NA	0.001801	0.000501	NA	0.0005302	0.0007591	0.0005706	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Coriobacteriaceae>Coriobacterium"
