"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_april_BC01.cladeReads"	"centrifuge_16s_classification_april_BC02.cladeReads"	"centrifuge_16s_classification_april_BC03.cladeReads"	"centrifuge_16s_classification_april_BC04.cladeReads"	"centrifuge_16s_classification_april_BC05.cladeReads"	"centrifuge_16s_classification_april_BC06.cladeReads"	"centrifuge_16s_classification_april_BC07.cladeReads"	"centrifuge_16s_classification_april_BC08.cladeReads"	"centrifuge_16s_classification_april_BC09.cladeReads"	"centrifuge_16s_classification_april_BC10.cladeReads"	"centrifuge_16s_classification_april_BC11.cladeReads"	"centrifuge_16s_classification_april_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_april_BC01.cladeReads.."	"centrifuge_16s_classification_april_BC02.cladeReads.."	"centrifuge_16s_classification_april_BC03.cladeReads.."	"centrifuge_16s_classification_april_BC04.cladeReads.."	"centrifuge_16s_classification_april_BC05.cladeReads.."	"centrifuge_16s_classification_april_BC06.cladeReads.."	"centrifuge_16s_classification_april_BC07.cladeReads.."	"centrifuge_16s_classification_april_BC08.cladeReads.."	"centrifuge_16s_classification_april_BC09.cladeReads.."	"centrifuge_16s_classification_april_BC10.cladeReads.."	"centrifuge_16s_classification_april_BC11.cladeReads.."	"centrifuge_16s_classification_april_BC12.cladeReads.."	"lineage"
"Kiritimatiellales"	"O"	25710	4	NA	NA	NA	4	NA	NA	NA	1	NA	NA	NA	NA	0.001066	NA	NA	NA	0.001066	NA	NA	NA	0.0002562	NA	NA	NA	NA	"Bacteria>Kiritimatiellaeota>Kiritimatiellae"
"Kiritimatiellaceae"	"F"	25711	4	NA	NA	NA	4	NA	NA	NA	1	NA	NA	NA	NA	0.001066	NA	NA	NA	0.001066	NA	NA	NA	0.0002562	NA	NA	NA	NA	"Bacteria>Kiritimatiellaeota>Kiritimatiellae>Kiritimatiellales"
"R76-B128"	"G"	25714	3	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	0.0007993	NA	NA	NA	0.0007993	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Kiritimatiellaeota>Kiritimatiellae>Kiritimatiellales>Kiritimatiellaceae"
"MSBL3"	"G"	25713	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	0.0002664	NA	NA	NA	0.0002664	NA	NA	NA	0.0002562	NA	NA	NA	NA	"Bacteria>Kiritimatiellaeota>Kiritimatiellae>Kiritimatiellales>Kiritimatiellaceae"
"uncultured"	"G"	2220	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	0.0003727	NA	NA	NA	0.0002664	NA	NA	0.0003727	NA	NA	NA	NA	NA	"Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae"
"Hypnocyclicus"	"G"	25680	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	0.0003727	NA	NA	NA	0.0002664	NA	NA	0.0003727	NA	NA	NA	NA	NA	"Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae"
"Entomoplasmatales Incertae Sedis"	"F"	3935	4	NA	NA	NA	2	NA	3	4	1	4	2	4	NA	0.001667	NA	NA	NA	0.0005329	NA	0.001255	0.001491	0.0002562	0.001547	0.0005695	0.001667	NA	"Bacteria>Tenericutes>Mollicutes>Entomoplasmatales"
"Candidatus Hepatoplasma"	"G"	3936	4	NA	NA	NA	2	NA	3	4	1	4	2	4	NA	0.001667	NA	NA	NA	0.0005329	NA	0.001255	0.001491	0.0002562	0.001547	0.0005695	0.001667	NA	"Bacteria>Tenericutes>Mollicutes>Entomoplasmatales>Entomoplasmatales&nbsp;Incertae&nbsp;Sedis"
"Anaeroplasmatales"	"O"	3924	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002664	NA	NA	NA	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Tenericutes>Mollicutes"
"Anaeroplasmataceae"	"F"	3925	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002664	NA	NA	NA	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Tenericutes>Mollicutes>Anaeroplasmatales"
"Anaeroplasma"	"G"	3926	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002664	NA	NA	NA	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Tenericutes>Mollicutes>Anaeroplasmatales>Anaeroplasmataceae"
"EMP-G18"	"O"	3928	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002664	NA	NA	NA	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Tenericutes>Mollicutes"
"possible family 01"	"F"	1665	2	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	NA	0.0005329	NA	NA	NA	0.0005329	NA	NA	NA	NA	NA	0.0002847	NA	NA	"Bacteria>Fibrobacteres>Fibrobacteria>Fibrobacterales"
"SBYZ-1017"	"F"	1664	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	0.0003867	NA	NA	NA	0.0002664	NA	NA	NA	NA	0.0003867	NA	NA	NA	"Bacteria>Fibrobacteres>Fibrobacteria>Fibrobacterales"
"possible family 02"	"F"	1666	3	NA	NA	NA	1	NA	1	NA	NA	1	3	1	NA	0.0008542	NA	NA	NA	0.0002664	NA	0.0004183	NA	NA	0.0003867	0.0008542	0.0004167	NA	"Bacteria>Fibrobacteres>Fibrobacteria>Fibrobacterales"
"Chitinivibrionia"	"C"	13923	3	NA	NA	NA	1	NA	2	1	NA	NA	3	NA	NA	0.0008542	NA	NA	NA	0.0002664	NA	0.0008367	0.0003727	NA	NA	0.0008542	NA	NA	"Bacteria>Fibrobacteres"
"uncultured"	"O"	14346	1	NA	NA	NA	1	NA	1	NA	NA	NA	1	NA	NA	0.0004183	NA	NA	NA	0.0002664	NA	0.0004183	NA	NA	NA	0.0002847	NA	NA	"Bacteria>Fibrobacteres>Chitinivibrionia"
"uncultured"	"F"	25594	2	NA	NA	NA	1	NA	2	NA	NA	NA	NA	NA	NA	0.0008367	NA	NA	NA	0.0002664	NA	0.0008367	NA	NA	NA	NA	NA	NA	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales"
"Thermovirga"	"G"	3915	2	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	NA	0.0005329	NA	NA	NA	0.0005329	NA	NA	NA	NA	NA	0.0002847	NA	NA	"Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae"
"Venenivibrio"	"G"	24580	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002664	NA	NA	NA	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Aquificae>Aquificae>Hydrogenothermales>Hydrogenothermaceae"
"Hydrogenobacter"	"G"	877	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002664	NA	NA	NA	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Aquificae>Aquificae>Aquificales>Aquificaceae"
"Oceanithermus"	"G"	1624	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	0.0002847	NA	NA	NA	0.0002664	NA	NA	NA	NA	NA	0.0002847	NA	NA	"Bacteria>Deinococcus&#x2011;Thermus>Deinococci>Thermales>Thermaceae"
"Fimbriimonadaceae"	"F"	14239	37	NA	NA	NA	3	NA	NA	1	37	NA	3	NA	NA	0.00948	NA	NA	NA	0.0007993	NA	NA	0.0003727	0.00948	NA	0.0008542	NA	NA	"Bacteria>Armatimonadetes>Fimbriimonadia>Fimbriimonadales"
"Fimbriimonas"	"G"	14240	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	0.0005329	NA	NA	NA	0.0005329	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Armatimonadetes>Fimbriimonadia>Fimbriimonadales>Fimbriimonadaceae"
"Elusimicrobiales"	"O"	1634	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002664	NA	NA	NA	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Elusimicrobia>Elusimicrobia"
"Elusimicrobiaceae"	"F"	1635	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002664	NA	NA	NA	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Elusimicrobia>Elusimicrobia>Elusimicrobiales"
"Elusimicrobium"	"G"	1636	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002664	NA	NA	NA	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Elusimicrobia>Elusimicrobia>Elusimicrobiales>Elusimicrobiaceae"
"Lineage IIc"	"C"	25558	3	NA	NA	NA	3	NA	NA	NA	1	NA	1	1	NA	0.0007993	NA	NA	NA	0.0007993	NA	NA	NA	0.0002562	NA	0.0002847	0.0004167	NA	"Bacteria>Elusimicrobia"
"Simkaniaceae"	"F"	1351	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	1	NA	0.0004167	NA	NA	NA	0.0002664	NA	NA	NA	0.0002562	NA	NA	0.0004167	NA	"Bacteria>Chlamydiae>Chlamydiae>Chlamydiales"
"uncultured"	"G"	1355	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	1	NA	0.0004167	NA	NA	NA	0.0002664	NA	NA	NA	0.0002562	NA	NA	0.0004167	NA	"Bacteria>Chlamydiae>Chlamydiae>Chlamydiales>Simkaniaceae"
"wb1-A12"	"G"	26896	1	NA	NA	NA	1	NA	1	NA	1	NA	1	NA	NA	0.0004183	NA	NA	NA	0.0002664	NA	0.0004183	NA	0.0002562	NA	0.0002847	NA	NA	"Bacteria>Rokubacteria>NC10>Methylomirabilales>Methylomirabilaceae"
"LNR A2-18"	"G"	25211	5	NA	NA	NA	5	NA	NA	NA	1	NA	NA	NA	NA	0.001332	NA	NA	NA	0.001332	NA	NA	NA	0.0002562	NA	NA	NA	NA	"Bacteria>Cloacimonetes>Cloacimonadia>Cloacimonadales>Cloacimonadaceae"
"Candidatus Cloacimonas"	"G"	25210	1	NA	NA	NA	1	NA	NA	NA	1	1	NA	NA	NA	0.0003867	NA	NA	NA	0.0002664	NA	NA	NA	0.0002562	0.0003867	NA	NA	NA	"Bacteria>Cloacimonetes>Cloacimonadia>Cloacimonadales>Cloacimonadaceae"
"Halanaerobium"	"G"	25686	1	NA	NA	NA	1	NA	NA	NA	1	1	NA	NA	NA	0.0003867	NA	NA	NA	0.0002664	NA	NA	NA	0.0002562	0.0003867	NA	NA	NA	"Bacteria>Halanaerobiaeota>Halanaerobiia>Halanaerobiales>Halanaerobiaceae"
"Halanaerobacter"	"G"	25693	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	0.0003867	NA	NA	NA	0.0002664	NA	NA	NA	NA	0.0003867	NA	NA	NA	"Bacteria>Halanaerobiaeota>Halanaerobiia>Halanaerobiales>Halobacteroidaceae"
"FCPU426"	"P"	14343	5	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	0.001332	NA	NA	NA	0.001332	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria"
"Calditrichaeota"	"P"	25102	5	NA	NA	NA	4	NA	NA	2	5	2	1	1	NA	0.001281	NA	NA	NA	0.001066	NA	NA	0.0007454	0.001281	0.0007734	0.0002847	0.0004167	NA	"Bacteria"
"Calditrichia"	"C"	25103	5	NA	NA	NA	4	NA	NA	2	5	2	1	1	NA	0.001281	NA	NA	NA	0.001066	NA	NA	0.0007454	0.001281	0.0007734	0.0002847	0.0004167	NA	"Bacteria>Calditrichaeota"
"Calditrichales"	"O"	25104	5	NA	NA	NA	4	NA	NA	2	5	2	1	1	NA	0.001281	NA	NA	NA	0.001066	NA	NA	0.0007454	0.001281	0.0007734	0.0002847	0.0004167	NA	"Bacteria>Calditrichaeota>Calditrichia"
"Calditrichaceae"	"F"	25105	5	NA	NA	NA	4	NA	NA	2	5	2	1	1	NA	0.001281	NA	NA	NA	0.001066	NA	NA	0.0007454	0.001281	0.0007734	0.0002847	0.0004167	NA	"Bacteria>Calditrichaeota>Calditrichia>Calditrichales"
"Calorithrix"	"G"	25107	2	NA	NA	NA	2	NA	NA	1	1	NA	NA	NA	NA	0.0005329	NA	NA	NA	0.0005329	NA	NA	0.0003727	0.0002562	NA	NA	NA	NA	"Bacteria>Calditrichaeota>Calditrichia>Calditrichales>Calditrichaceae"
"LCP-89"	"P"	11402	6	NA	NA	NA	3	NA	NA	NA	NA	2	6	1	NA	0.001708	NA	NA	NA	0.0007993	NA	NA	NA	NA	0.0007734	0.001708	0.0004167	NA	"Bacteria"
"Marinitoga"	"G"	14724	2	NA	NA	NA	2	NA	NA	1	NA	NA	1	NA	NA	0.0005329	NA	NA	NA	0.0005329	NA	NA	0.0003727	NA	NA	0.0002847	NA	NA	"Bacteria>Thermotogae>Thermotogae>Petrotogales>Petrotogaceae"
"Atribacteria"	"P"	11163	4	NA	NA	NA	2	NA	3	NA	4	NA	NA	NA	NA	0.001255	NA	NA	NA	0.0005329	NA	0.001255	NA	0.001025	NA	NA	NA	NA	"Bacteria"
"Caldatribacteriia"	"C"	24590	3	NA	NA	NA	2	NA	3	NA	3	NA	NA	NA	NA	0.001255	NA	NA	NA	0.0005329	NA	0.001255	NA	0.0007687	NA	NA	NA	NA	"Bacteria>Atribacteria"
"Caldatribacteriales"	"O"	24591	3	NA	NA	NA	2	NA	3	NA	3	NA	NA	NA	NA	0.001255	NA	NA	NA	0.0005329	NA	0.001255	NA	0.0007687	NA	NA	NA	NA	"Bacteria>Atribacteria>Caldatribacteriia"
"Caldatribacteriaceae"	"F"	24592	3	NA	NA	NA	2	NA	3	NA	3	NA	NA	NA	NA	0.001255	NA	NA	NA	0.0005329	NA	0.001255	NA	0.0007687	NA	NA	NA	NA	"Bacteria>Atribacteria>Caldatribacteriia>Caldatribacteriales"
"Candidatus Caldatribacterium"	"G"	24593	3	NA	NA	NA	2	NA	3	NA	3	NA	NA	NA	NA	0.001255	NA	NA	NA	0.0005329	NA	0.001255	NA	0.0007687	NA	NA	NA	NA	"Bacteria>Atribacteria>Caldatribacteriia>Caldatribacteriales>Caldatribacteriaceae"
"BHI80-139"	"P"	904	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002664	NA	NA	NA	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria"
"Deferribacteres"	"P"	1594	2	NA	NA	NA	1	NA	NA	1	1	1	NA	2	NA	0.0008334	NA	NA	NA	0.0002664	NA	NA	0.0003727	0.0002562	0.0003867	NA	0.0008334	NA	"Bacteria"
"Deferribacteres"	"C"	1595	2	NA	NA	NA	1	NA	NA	1	1	1	NA	2	NA	0.0008334	NA	NA	NA	0.0002664	NA	NA	0.0003727	0.0002562	0.0003867	NA	0.0008334	NA	"Bacteria>Deferribacteres"
"Deferribacterales"	"O"	1596	2	NA	NA	NA	1	NA	NA	1	1	1	NA	2	NA	0.0008334	NA	NA	NA	0.0002664	NA	NA	0.0003727	0.0002562	0.0003867	NA	0.0008334	NA	"Bacteria>Deferribacteres>Deferribacteres"
"Deferribacteraceae"	"F"	1597	2	NA	NA	NA	1	NA	NA	1	1	1	NA	2	NA	0.0008334	NA	NA	NA	0.0002664	NA	NA	0.0003727	0.0002562	0.0003867	NA	0.0008334	NA	"Bacteria>Deferribacteres>Deferribacteres>Deferribacterales"
"Mucispirillum"	"G"	1603	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002664	NA	NA	NA	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Deferribacteres>Deferribacteres>Deferribacterales>Deferribacteraceae"
"Hydrothermae"	"P"	25706	1	NA	NA	NA	1	NA	1	NA	NA	1	NA	1	NA	0.0004183	NA	NA	NA	0.0002664	NA	0.0004183	NA	NA	0.0003867	NA	0.0004167	NA	"Bacteria"
"Marine Benthic Group D and DHVEG-1"	"O"	24344	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002664	NA	NA	NA	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Archaea>Euryarchaeota>Thermoplasmata"
"Marine Group II"	"O"	24345	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002664	NA	NA	NA	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Archaea>Euryarchaeota>Thermoplasmata"
"Geoarchaeales"	"O"	24253	2	NA	NA	NA	2	NA	NA	NA	NA	1	NA	NA	NA	0.0005329	NA	NA	NA	0.0005329	NA	NA	NA	NA	0.0003867	NA	NA	NA	"Archaea>Crenarchaeota>Thermoprotei"
"Desulfurococcaceae"	"F"	15	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002664	NA	NA	NA	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Archaea>Crenarchaeota>Thermoprotei>Desulfurococcales"
"Staphylothermus"	"G"	20	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002664	NA	NA	NA	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Archaea>Crenarchaeota>Thermoprotei>Desulfurococcales>Desulfurococcaceae"
"Sulfolobales"	"O"	35	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	0.0002664	NA	NA	NA	0.0002664	NA	NA	NA	0.0002562	NA	NA	NA	NA	"Archaea>Crenarchaeota>Thermoprotei"
"Sulfolobaceae"	"F"	36	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	0.0002664	NA	NA	NA	0.0002664	NA	NA	NA	0.0002562	NA	NA	NA	NA	"Archaea>Crenarchaeota>Thermoprotei>Sulfolobales"
"Sulfolobus"	"G"	40	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002664	NA	NA	NA	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Archaea>Crenarchaeota>Thermoprotei>Sulfolobales>Sulfolobaceae"
"Thaumarchaeota"	"P"	272	2	NA	NA	NA	2	NA	NA	1	NA	1	NA	1	NA	0.0005329	NA	NA	NA	0.0005329	NA	NA	0.0003727	NA	0.0003867	NA	0.0004167	NA	"Archaea"
"Nitrososphaeria"	"C"	24390	1	NA	NA	NA	1	NA	NA	1	NA	1	NA	1	NA	0.0004167	NA	NA	NA	0.0002664	NA	NA	0.0003727	NA	0.0003867	NA	0.0004167	NA	"Archaea>Thaumarchaeota"
"Nitrosopumilales"	"O"	24395	1	NA	NA	NA	1	NA	NA	1	NA	1	NA	1	NA	0.0004167	NA	NA	NA	0.0002664	NA	NA	0.0003727	NA	0.0003867	NA	0.0004167	NA	"Archaea>Thaumarchaeota>Nitrososphaeria"
"Nitrosopumilaceae"	"F"	24396	1	NA	NA	NA	1	NA	NA	1	NA	1	NA	1	NA	0.0004167	NA	NA	NA	0.0002664	NA	NA	0.0003727	NA	0.0003867	NA	0.0004167	NA	"Archaea>Thaumarchaeota>Nitrososphaeria>Nitrosopumilales"
"Candidatus Nitrosopumilus"	"G"	24399	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	0.0003867	NA	NA	NA	0.0002664	NA	NA	NA	NA	0.0003867	NA	NA	NA	"Archaea>Thaumarchaeota>Nitrososphaeria>Nitrosopumilales>Nitrosopumilaceae"
"Asgardaeota"	"P"	24230	4	NA	NA	NA	2	NA	4	2	NA	NA	1	1	NA	0.001673	NA	NA	NA	0.0005329	NA	0.001673	0.0007454	NA	NA	0.0002847	0.0004167	NA	"Archaea"
"Lokiarchaeia"	"C"	24232	4	NA	NA	NA	2	NA	4	2	NA	NA	1	1	NA	0.001673	NA	NA	NA	0.0005329	NA	0.001673	0.0007454	NA	NA	0.0002847	0.0004167	NA	"Archaea>Asgardaeota"
"Altiarchaeota"	"P"	24228	1	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	0.0002664	NA	0.0004183	NA	NA	NA	NA	NA	NA	"Archaea"
"Altiarchaeia"	"C"	24229	1	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	0.0002664	NA	0.0004183	NA	NA	NA	NA	NA	NA	"Archaea>Altiarchaeota"
"Eucestoda"	"-"	13294	11	NA	NA	NA	6	NA	8	11	9	7	5	3	NA	0.0041	NA	NA	NA	0.001599	NA	0.003347	0.0041	0.002306	0.002707	0.001424	0.00125	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Cestoda"
"Cyclophyllidea"	"O"	13298	11	NA	NA	NA	6	NA	8	11	9	7	5	3	NA	0.0041	NA	NA	NA	0.001599	NA	0.003347	0.0041	0.002306	0.002707	0.001424	0.00125	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Eucestoda"
"Crustacea"	"-"	12961	1	NA	NA	NA	1	NA	1	1	NA	1	NA	NA	NA	0.0004183	NA	NA	NA	0.0002664	NA	0.0004183	0.0003727	NA	0.0003867	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Arthropoda"
"Maxillopoda"	"C"	12978	1	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	0.0004183	NA	NA	NA	0.0002664	NA	0.0004183	NA	NA	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Arthropoda>Crustacea"
"Copepoda"	"-"	12981	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002664	NA	NA	NA	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Arthropoda>Crustacea>Maxillopoda"
"Cyclopoida"	"O"	12983	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002664	NA	NA	NA	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Arthropoda>Crustacea>Maxillopoda>Copepoda"
"Pezizomycotina"	"-"	6596	2	NA	NA	NA	1	NA	NA	1	NA	2	1	1	NA	0.0007734	NA	NA	NA	0.0002664	NA	NA	0.0003727	NA	0.0007734	0.0002847	0.0004167	NA	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota"
"Dothideomycetes"	"C"	6607	1	NA	NA	NA	1	NA	NA	1	NA	1	NA	NA	NA	0.0003867	NA	NA	NA	0.0002664	NA	NA	0.0003727	NA	0.0003867	NA	NA	NA	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina"
"Pleosporales"	"O"	6713	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	0.0003867	NA	NA	NA	0.0002664	NA	NA	NA	NA	0.0003867	NA	NA	NA	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Dothideomycetes"
"Leptosphaeriaceae"	"F"	6743	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002664	NA	NA	NA	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Dothideomycetes>Pleosporales"
"Leptosphaeria"	"G"	6745	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002664	NA	NA	NA	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Dikarya>Ascomycota>Pezizomycotina>Dothideomycetes>Pleosporales>Leptosphaeriaceae"
"Armophorea"	"O"	8850	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	0.0005329	NA	NA	NA	0.0005329	NA	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata"
"Clevelandellida"	"F"	8858	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	0.0005329	NA	NA	NA	0.0005329	NA	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Armophorea"
"Nyctotheroides"	"G"	8860	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	0.0005329	NA	NA	NA	0.0005329	NA	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Armophorea>Clevelandellida"
"Conthreep"	"O"	8863	2	NA	NA	NA	2	NA	NA	NA	NA	2	NA	NA	NA	0.0007734	NA	NA	NA	0.0005329	NA	NA	NA	NA	0.0007734	NA	NA	NA	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata"
"Oligohymenophorea"	"F"	8899	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	0.0003867	NA	NA	NA	0.0002664	NA	NA	NA	NA	0.0003867	NA	NA	NA	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep"
"Peniculia"	"-"	8924	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002664	NA	NA	NA	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep>Oligohymenophorea"
"Frontonia"	"G"	8925	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002664	NA	NA	NA	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep>Oligohymenophorea>Peniculia"
"Phyllopharyngea"	"F"	8989	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002664	NA	NA	NA	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep"
"Suctoria"	"-"	9005	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002664	NA	NA	NA	0.0002664	NA	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep>Phyllopharyngea"
"Spirotrichea"	"O"	9096	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	0.0002664	NA	NA	NA	0.0002664	NA	NA	NA	0.0002562	NA	NA	NA	NA	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata"
"Choreotrichia"	"F"	9097	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	0.0002664	NA	NA	NA	0.0002664	NA	NA	NA	0.0002562	NA	NA	NA	NA	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Spirotrichea"
"Stenosemella"	"G"	9111	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	0.0002664	NA	NA	NA	0.0002664	NA	NA	NA	0.0002562	NA	NA	NA	NA	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Spirotrichea>Choreotrichia"
