"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_loman_loman_bracken.kreport.cladeReads"	"Max.1"	"kraken2_classification_loman_loman_bracken.kreport.cladeReads.."	"lineage"
"Helicobacter acinonychis"	"S"	212	3	3	9.599e-05	9.599e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter"
"Helicobacter typhlonius"	"S"	76936	2	2	6.399e-05	6.399e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter"
"Helicobacter hepaticus"	"S"	32025	3	3	9.599e-05	9.599e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter"
"Sulfurimonas"	"G"	202746	17	17	0.0005439	0.0005439	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae"
"Sulfurimonas gotlandica"	"S"	1176482	8	8	0.000256	0.000256	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Sulfurimonas"
"Sulfurimonas denitrificans"	"S"	39766	7	7	0.000224	0.000224	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Sulfurimonas"
"Sulfurimonas autotrophica"	"S"	202747	2	2	6.399e-05	6.399e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Sulfurimonas"
"Sulfuricurvum"	"G"	286130	5	5	0.00016	0.00016	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae"
"Sulfuricurvum kujiense"	"S"	148813	5	5	0.00016	0.00016	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Sulfuricurvum"
"Wolinella"	"G"	843	3	3	9.599e-05	9.599e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae"
"Wolinella succinogenes"	"S"	844	3	3	9.599e-05	9.599e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Wolinella"
"unclassified Campylobacterales"	"-"	438853	7	7	0.000224	0.000224	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales"
"Nitratifractor"	"G"	269260	7	7	0.000224	0.000224	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>unclassified&nbsp;Campylobacterales"
"Nitratifractor salsuginis"	"S"	269261	7	7	0.000224	0.000224	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>unclassified&nbsp;Campylobacterales>Nitratifractor"
"unclassified Epsilonproteobacteria"	"-"	34035	28	28	0.0008959	0.0008959	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria"
"Sulfurovum"	"G"	265570	24	24	0.0007679	0.0007679	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>unclassified&nbsp;Epsilonproteobacteria"
"Sulfurovum sp. NBC37-1"	"S"	387093	19	19	0.0006079	0.0006079	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>unclassified&nbsp;Epsilonproteobacteria>Sulfurovum"
"Sulfurovum lithotrophicum"	"S"	206403	4	4	0.000128	0.000128	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>unclassified&nbsp;Epsilonproteobacteria>Sulfurovum"
"Nitratiruptor"	"G"	269258	4	4	0.000128	0.000128	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>unclassified&nbsp;Epsilonproteobacteria"
"Nitratiruptor sp. SB155-2"	"S"	387092	4	4	0.000128	0.000128	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>unclassified&nbsp;Epsilonproteobacteria>Nitratiruptor"
"Nautiliales"	"O"	235899	6	6	0.000192	0.000192	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria"
"Nautiliaceae"	"F"	224467	6	6	0.000192	0.000192	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Nautiliales"
"Nautilia"	"G"	191291	6	6	0.000192	0.000192	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Nautiliales>Nautiliaceae"
"Nautilia profundicola"	"S"	244787	6	6	0.000192	0.000192	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Nautiliales>Nautiliaceae>Nautilia"
"Deltaproteobacteria"	"C"	28221	737	737	0.02358	0.02358	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions"
"Myxococcales"	"O"	29	343	343	0.01097	0.01097	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Cystobacterineae"	"-"	80811	207	207	0.006623	0.006623	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales"
"Myxococcaceae"	"F"	31	101	101	0.003232	0.003232	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae"
"Myxococcus"	"G"	32	85	85	0.00272	0.00272	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Myxococcaceae"
"Myxococcus fulvus"	"S"	33	40	40	0.00128	0.00128	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Myxococcaceae>Myxococcus"
"Myxococcus stipitatus"	"S"	83455	17	17	0.0005439	0.0005439	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Myxococcaceae>Myxococcus"
"Myxococcus xanthus"	"S"	34	14	14	0.0004479	0.0004479	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Myxococcaceae>Myxococcus"
"Myxococcus hansupus"	"S"	1297742	13	13	0.0004159	0.0004159	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Myxococcaceae>Myxococcus"
"Myxococcus macrosporus"	"S"	35	1	1	3.2e-05	3.2e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Myxococcaceae>Myxococcus"
"Corallococcus"	"G"	83461	16	16	0.0005119	0.0005119	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Myxococcaceae"
"Corallococcus coralloides"	"S"	184914	16	16	0.0005119	0.0005119	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Myxococcaceae>Corallococcus"
"Archangiaceae"	"F"	39	67	67	0.002144	0.002144	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae"
"Cystobacter"	"G"	42	26	26	0.0008319	0.0008319	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Archangiaceae"
"Cystobacter fuscus"	"S"	43	26	26	0.0008319	0.0008319	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Archangiaceae>Cystobacter"
"Archangium"	"G"	47	23	23	0.0007359	0.0007359	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Archangiaceae"
"Archangium gephyra"	"S"	48	23	23	0.0007359	0.0007359	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Archangiaceae>Archangium"
"Melittangium"	"G"	44	9	9	0.000288	0.000288	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Archangiaceae"
"Melittangium boletus"	"S"	83453	9	9	0.000288	0.000288	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Archangiaceae>Melittangium"
"Stigmatella"	"G"	40	8	8	0.000256	0.000256	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Archangiaceae"
"Stigmatella aurantiaca"	"S"	41	8	8	0.000256	0.000256	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Archangiaceae>Stigmatella"
"Anaeromyxobacteraceae"	"F"	1524215	33	33	0.001056	0.001056	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae"
"Anaeromyxobacter"	"G"	161492	33	33	0.001056	0.001056	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Anaeromyxobacteraceae"
"Anaeromyxobacter dehalogenans"	"S"	161493	12	12	0.000384	0.000384	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Anaeromyxobacteraceae>Anaeromyxobacter"
"Anaeromyxobacter sp. Fw109-5"	"S"	404589	10	10	0.00032	0.00032	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Anaeromyxobacteraceae>Anaeromyxobacter"
"Anaeromyxobacter sp. K"	"S"	447217	10	10	0.00032	0.00032	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Anaeromyxobacteraceae>Anaeromyxobacter"
"Vulgatibacteraceae"	"F"	1524213	4	4	0.000128	0.000128	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae"
"Vulgatibacter"	"G"	1524214	4	4	0.000128	0.000128	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Vulgatibacteraceae"
"Vulgatibacter incomptus"	"S"	1391653	4	4	0.000128	0.000128	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Vulgatibacteraceae>Vulgatibacter"
"Sorangiineae"	"-"	80812	112	112	0.003584	0.003584	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales"
"Polyangiaceae"	"F"	49	101	101	0.003232	0.003232	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae"
"Sorangium"	"G"	39643	82	82	0.002624	0.002624	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae>Polyangiaceae"
"Sorangium cellulosum"	"S"	56	82	82	0.002624	0.002624	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae>Polyangiaceae>Sorangium"
"Chondromyces"	"G"	50	16	16	0.0005119	0.0005119	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae>Polyangiaceae"
"Chondromyces crocatus"	"S"	52	16	16	0.0005119	0.0005119	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae>Polyangiaceae>Chondromyces"
"Pajaroellobacter"	"G"	1882917	3	3	9.599e-05	9.599e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae>Polyangiaceae"
"Pajaroellobacter abortibovis"	"S"	1882918	3	3	9.599e-05	9.599e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae>Polyangiaceae>Pajaroellobacter"
"Sandaracinaceae"	"F"	1055686	11	11	0.000352	0.000352	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae"
"Sandaracinus"	"G"	1055688	11	11	0.000352	0.000352	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae>Sandaracinaceae"
"Sandaracinus amylolyticus"	"S"	927083	11	11	0.000352	0.000352	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae>Sandaracinaceae>Sandaracinus"
"Nannocystineae"	"-"	224462	24	24	0.0007679	0.0007679	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales"
"Kofleriaceae"	"F"	224464	24	24	0.0007679	0.0007679	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Nannocystineae"
"Haliangium"	"G"	162027	24	24	0.0007679	0.0007679	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Nannocystineae>Kofleriaceae"
"Haliangium ochraceum"	"S"	80816	24	24	0.0007679	0.0007679	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Nannocystineae>Kofleriaceae>Haliangium"
"Desulfovibrionales"	"O"	213115	133	133	0.004255	0.004255	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Desulfovibrionaceae"	"F"	194924	113	113	0.003616	0.003616	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales"
"Desulfovibrio"	"G"	872	81	81	0.002592	0.002592	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"Desulfovibrio vulgaris"	"S"	881	14	14	0.0004479	0.0004479	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio magneticus"	"S"	184917	12	12	0.000384	0.000384	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio sp. FW1012B"	"S"	644968	7	7	0.000224	0.000224	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio gigas"	"S"	879	7	7	0.000224	0.000224	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio salexigens"	"S"	880	6	6	0.000192	0.000192	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio desulfuricans"	"S"	876	11	11	0.000352	0.000352	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio hydrothermalis"	"S"	191026	5	5	0.00016	0.00016	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Candidatus Desulfovibrio trichonymphae"	"S"	1725232	4	4	0.000128	0.000128	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio africanus"	"S"	873	4	4	0.000128	0.000128	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio alaskensis"	"S"	58180	5	5	0.00016	0.00016	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio fairfieldensis"	"S"	44742	3	3	9.599e-05	9.599e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio piger"	"S"	901	3	3	9.599e-05	9.599e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Pseudodesulfovibrio"	"G"	2035811	20	20	0.0006399	0.0006399	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"Pseudodesulfovibrio piezophilus"	"S"	879567	7	7	0.000224	0.000224	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Pseudodesulfovibrio"
"Pseudodesulfovibrio indicus"	"S"	1716143	5	5	0.00016	0.00016	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Pseudodesulfovibrio"
"Pseudodesulfovibrio aespoeensis"	"S"	182210	5	5	0.00016	0.00016	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Pseudodesulfovibrio"
"Pseudodesulfovibrio profundus"	"S"	57320	3	3	9.599e-05	9.599e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Pseudodesulfovibrio"
"Lawsonia"	"G"	41707	11	11	0.000352	0.000352	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"Lawsonia intracellularis"	"S"	29546	11	11	0.000352	0.000352	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Lawsonia"
"Desulfomicrobiaceae"	"F"	213116	15	15	0.0004799	0.0004799	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales"
"Desulfomicrobium"	"G"	898	15	15	0.0004799	0.0004799	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfomicrobiaceae"
"Desulfomicrobium baculatum"	"S"	899	9	9	0.000288	0.000288	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfomicrobiaceae>Desulfomicrobium"
"Desulfomicrobium orale"	"S"	132132	6	6	0.000192	0.000192	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfomicrobiaceae>Desulfomicrobium"
"Desulfohalobiaceae"	"F"	213117	5	5	0.00016	0.00016	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales"
"Desulfohalobium"	"G"	45662	5	5	0.00016	0.00016	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfohalobiaceae"
"Desulfohalobium retbaense"	"S"	45663	5	5	0.00016	0.00016	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfohalobiaceae>Desulfohalobium"
"Desulfuromonadales"	"O"	69541	110	110	0.00352	0.00352	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Geobacteraceae"	"F"	213422	80	80	0.00256	0.00256	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales"
"Geobacter"	"G"	28231	75	75	0.0024	0.0024	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae"
"Geobacter anodireducens"	"S"	1340425	11	11	0.000352	0.000352	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter"
"Geobacter pickeringii"	"S"	345632	9	9	0.000288	0.000288	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter"
"Geobacter sulfurreducens"	"S"	35554	9	9	0.000288	0.000288	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter"
"Geobacter uraniireducens"	"S"	351604	8	8	0.000256	0.000256	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter"
"Geobacter lovleyi"	"S"	313985	8	8	0.000256	0.000256	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter"
"Geobacter sp. M18"	"S"	443143	7	7	0.000224	0.000224	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter"
"Geobacter sp. DSM 9736"	"S"	1277350	5	5	0.00016	0.00016	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter"
"Geobacter bemidjiensis"	"S"	225194	5	5	0.00016	0.00016	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter"
"Geobacter metallireducens"	"S"	28232	5	5	0.00016	0.00016	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter"
"Geobacter sp. M21"	"S"	443144	4	4	0.000128	0.000128	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter"
"Geobacter daltonii"	"S"	1203471	3	3	9.599e-05	9.599e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter"
"Geoalkalibacter"	"G"	392332	5	5	0.00016	0.00016	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae"
"Geoalkalibacter subterraneus"	"S"	483547	5	5	0.00016	0.00016	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geoalkalibacter"
"Desulfuromonadaceae"	"F"	213421	30	30	0.0009599	0.0009599	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales"
"Pelobacter"	"G"	18	22	22	0.0007039	0.0007039	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae"
"Pelobacter carbinolicus"	"S"	19	9	9	0.000288	0.000288	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae>Pelobacter"
"Pelobacter propionicus"	"S"	29543	5	5	0.00016	0.00016	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae>Pelobacter"
