"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_august_BC01.cladeReads"	"centrifuge_16s_classification_august_BC02.cladeReads"	"centrifuge_16s_classification_august_BC03.cladeReads"	"centrifuge_16s_classification_august_BC04.cladeReads"	"centrifuge_16s_classification_august_BC05.cladeReads"	"centrifuge_16s_classification_august_BC06.cladeReads"	"centrifuge_16s_classification_august_BC07.cladeReads"	"centrifuge_16s_classification_august_BC08.cladeReads"	"centrifuge_16s_classification_august_BC09.cladeReads"	"centrifuge_16s_classification_august_BC10.cladeReads"	"centrifuge_16s_classification_august_BC11.cladeReads"	"centrifuge_16s_classification_august_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_august_BC01.cladeReads.."	"centrifuge_16s_classification_august_BC02.cladeReads.."	"centrifuge_16s_classification_august_BC03.cladeReads.."	"centrifuge_16s_classification_august_BC04.cladeReads.."	"centrifuge_16s_classification_august_BC05.cladeReads.."	"centrifuge_16s_classification_august_BC06.cladeReads.."	"centrifuge_16s_classification_august_BC07.cladeReads.."	"centrifuge_16s_classification_august_BC08.cladeReads.."	"centrifuge_16s_classification_august_BC09.cladeReads.."	"centrifuge_16s_classification_august_BC10.cladeReads.."	"centrifuge_16s_classification_august_BC11.cladeReads.."	"centrifuge_16s_classification_august_BC12.cladeReads.."	"lineage"
"Rhizanthella gardneri"	"S"	112168	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Streptophyta>Streptophytina>Embryophyta>Tracheophyta>Euphyllophyta>Spermatophyta>Magnoliophyta>Mesangiospermae>Liliopsida>Petrosaviidae>Asparagales>Orchidaceae>Orchidoideae>Diurideae>Rhizanthellinae>Rhizanthella"
"Chlorella clade"	"-"	2511126	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	0.003234	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003234	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Chlorophyta>Trebouxiophyceae>Chlorellales>Chlorellaceae"
"Chlorella"	"G"	3071	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	0.003234	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003234	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Chlorophyta>Trebouxiophyceae>Chlorellales>Chlorellaceae>Chlorella&nbsp;clade"
"Chlorella sorokiniana"	"S"	3076	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	0.002587	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002587	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Chlorophyta>Trebouxiophyceae>Chlorellales>Chlorellaceae>Chlorella&nbsp;clade>Chlorella"
"unclassified Chlorella"	"-"	1962113	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Chlorophyta>Trebouxiophyceae>Chlorellales>Chlorellaceae>Chlorella&nbsp;clade>Chlorella"
"Chlorella sp. ArM0029B"	"S"	1415603	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Chlorophyta>Trebouxiophyceae>Chlorellales>Chlorellaceae>Chlorella&nbsp;clade>Chlorella>unclassified&nbsp;Chlorella"
"Marvania"	"G"	97104	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	0.002011	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	0.002011	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Chlorophyta>Trebouxiophyceae>Chlorellales>Chlorellaceae"
"Marvania geminata"	"S"	97105	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	0.002011	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	0.002011	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Chlorophyta>Trebouxiophyceae>Chlorellales>Chlorellaceae>Marvania"
"Chlamydomonadales incertae sedis"	"-"	77634	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Chlorophyta>Chlorophyceae>Chlamydomonadales"
"Ettlia"	"G"	577483	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Chlorophyta>Chlorophyceae>Chlamydomonadales>Chlamydomonadales&nbsp;incertae&nbsp;sedis"
"Ettlia oleoabundans"	"S"	1127754	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Chlorophyta>Chlorophyceae>Chlamydomonadales>Chlamydomonadales&nbsp;incertae&nbsp;sedis>Ettlia"
"Mychonastaceae"	"F"	1656245	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Chlorophyta>Chlorophyceae>Sphaeropleales"
"Mychonastes"	"G"	91354	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Chlorophyta>Chlorophyceae>Sphaeropleales>Mychonastaceae"
"Mychonastes jurisii"	"S"	797708	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Chlorophyta>Chlorophyceae>Sphaeropleales>Mychonastaceae>Mychonastes"
"Tetraselmis subcordiformis"	"S"	3161	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Chlorophyta>Chlorodendrophyceae>Chlorodendrales>Chlorodendraceae>Tetraselmis"
"Trachelomonas armata"	"S"	253962	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Eukaryota>Euglenozoa>Euglenida>Euglenales>Euglenaceae>Trachelomonas"
"Cryptoglena"	"G"	66843	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Eukaryota>Euglenozoa>Euglenida>Euglenales>Euglenaceae"
"Cryptoglena soropigra"	"S"	1249089	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Eukaryota>Euglenozoa>Euglenida>Euglenales>Euglenaceae>Cryptoglena"
"Bonnemaisoniales"	"O"	31364	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	0.001293	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001293	NA	NA	"cellular&nbsp;organisms>Eukaryota>Rhodophyta>Florideophyceae>Rhodymeniophycidae"
"Bonnemaisoniaceae"	"F"	31365	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	0.001293	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001293	NA	NA	"cellular&nbsp;organisms>Eukaryota>Rhodophyta>Florideophyceae>Rhodymeniophycidae>Bonnemaisoniales"
"Asparagopsis"	"G"	31366	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	0.001293	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001293	NA	NA	"cellular&nbsp;organisms>Eukaryota>Rhodophyta>Florideophyceae>Rhodymeniophycidae>Bonnemaisoniales>Bonnemaisoniaceae"
"Asparagopsis taxiformis"	"S"	260499	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	0.001293	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001293	NA	NA	"cellular&nbsp;organisms>Eukaryota>Rhodophyta>Florideophyceae>Rhodymeniophycidae>Bonnemaisoniales>Bonnemaisoniaceae>Asparagopsis"
"Flintiella"	"G"	101925	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Eukaryota>Rhodophyta>Bangiophyceae>Porphyridiales>Porphyridiaceae"
"Flintiella sanguinaria"	"S"	101926	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Eukaryota>Rhodophyta>Bangiophyceae>Porphyridiales>Porphyridiaceae>Flintiella"
"Paratrimastix"	"G"	1709327	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Eukaryota>unclassified&nbsp;eukaryotes"
"Paratrimastix pyriformis"	"S"	342808	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Eukaryota>unclassified&nbsp;eukaryotes>Paratrimastix"
"Thaumarchaeota"	"P"	651137	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	0.002011	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	0.002011	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group"
"Nitrosopumilales"	"O"	31932	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	0.002011	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	0.002011	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Thaumarchaeota"
"Nitrosopumilaceae"	"F"	338190	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	0.002011	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	0.002011	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Thaumarchaeota>Nitrosopumilales"
"Nitrosarchaeum"	"G"	1007082	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	0.002011	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	0.002011	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Thaumarchaeota>Nitrosopumilales>Nitrosopumilaceae"
"Candidatus Nitrosarchaeum limnium"	"S"	1007084	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	0.002011	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	0.002011	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Thaumarchaeota>Nitrosopumilales>Nitrosopumilaceae>Nitrosarchaeum"
"Candidatus Nitrosarchaeum limnium BG20"	"-"	859192	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	0.002011	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	0.002011	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Thaumarchaeota>Nitrosopumilales>Nitrosopumilaceae>Nitrosarchaeum>Candidatus&nbsp;Nitrosarchaeum&nbsp;limnium"
"Viruses"	"D"	10239	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"root"
"Caudovirales"	"O"	28883	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"Viruses"
"Ackermannviridae"	"F"	2169529	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"Viruses>Caudovirales"
"Aglimvirinae"	"-"	2169530	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"Viruses>Caudovirales>Ackermannviridae"
"Limestonevirus"	"G"	2169534	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"Viruses>Caudovirales>Ackermannviridae>Aglimvirinae"
"unclassified Limestonevirus"	"-"	2175592	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"Viruses>Caudovirales>Ackermannviridae>Aglimvirinae>Limestonevirus"
"Dickeya phage phiDP10.3"	"S"	1542132	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.0006467	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0006467	NA	NA	"Viruses>Caudovirales>Ackermannviridae>Aglimvirinae>Limestonevirus>unclassified&nbsp;Limestonevirus"
"Pelobium"	"G"	1903173	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae"
"Pelobium manganitolerans"	"S"	1842495	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales>Sphingobacteriaceae>Pelobium"
"Filobacteriaceae"	"F"	1740705	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0.0004195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004195	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales"
"Filobacterium"	"G"	1740706	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0.0004195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004195	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales>Filobacteriaceae"
"Filobacterium rodentium"	"S"	28192	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0.0004195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004195	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Sphingobacteriia>Sphingobacteriales>Filobacteriaceae>Filobacterium"
"environmental samples"	"-"	443074	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.0002097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002097	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Dyadobacter"
"uncultured Dyadobacter sp."	"S"	443075	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.0002097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002097	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Dyadobacter>environmental&nbsp;samples"
"Flavobacterium sp. Ama16"	"S"	1327261	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacteriaceae bacterium UJ101"	"S"	1150389	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>unclassified&nbsp;Flavobacteriaceae"
"Bacteroidetes bacterium PM13"	"S"	279880	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0.0004195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004195	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>unclassified&nbsp;Bacteroidetes>unclassified&nbsp;Bacteroidetes&nbsp;(miscellaneous)"
"Prosthecochloris vibrioformis"	"S"	1098	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae>Prosthecochloris"
"Oxalobacteraceae bacterium BFE7E"	"S"	1556709	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>unclassified&nbsp;Oxalobacteraceae"
"Duganella sp. HH105"	"S"	1781067	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Duganella"
"Burkholderia sp. enrichment culture clone F53_07a_B"	"S"	661011	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>environmental&nbsp;samples"
"Burkholderia sp. M12"	"S"	235243	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. YI019A"	"S"	488744	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Cupriavidus sp. lig34"	"S"	1192138	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Cupriavidus sp. UYMPoPT06"	"S"	1825487	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Pandoraea sp. PAMU-2.78"	"S"	243836	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.0002097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002097	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea"
"Bordetella ansorpii"	"S"	288768	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Bordetella"
"environmental samples"	"-"	498723	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Derxia"
"uncultured Derxia sp."	"S"	498724	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Derxia>environmental&nbsp;samples"
"Thiomonas sp. FB-6"	"S"	1158291	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Thiomonas"
"Rubrivivax benzoatilyticus"	"S"	316997	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Rubrivivax"
"Candidatus Nasuia"	"G"	1301080	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria"
"Candidatus Nasuia deltocephalinicola"	"S"	1160784	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria>Candidatus&nbsp;Nasuia"
"Ensifer sp. 4-48"	"S"	866453	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Ensifer"
"Ensifer sp. 185/9"	"S"	1840650	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Ensifer"
"Phyllobacterium sp. CCBAU 45127-2"	"S"	357214	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Phyllobacterium"
"Phyllobacterium sp. Hue-8"	"S"	441606	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Phyllobacterium"
"Rhodoplanes roseus"	"S"	29409	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Rhodoplanes"
"Polyprosthecobacterium"	"G"	320785	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Polyprosthecobacterium yinchuanense"	"S"	320786	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Polyprosthecobacterium"
"Ochrobactrum tritici"	"S"	94626	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Brucellaceae>Ochrobactrum"
"Ochrobactrum sp. SCTS14"	"S"	664195	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Brucellaceae>Ochrobactrum"
"Labrys sp. CRRI-15"	"S"	839493	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae>Labrys"
"Rhizobiales bacterium ROi51"	"S"	441051	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0001049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales>unclassified&nbsp;Rhizobiales&nbsp;(miscellaneous)"
