"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_august_BC01.cladeReads"	"centrifuge_classification_august_BC02.cladeReads"	"centrifuge_classification_august_BC03.cladeReads"	"centrifuge_classification_august_BC04.cladeReads"	"centrifuge_classification_august_BC05.cladeReads"	"centrifuge_classification_august_BC06.cladeReads"	"centrifuge_classification_august_BC07.cladeReads"	"centrifuge_classification_august_BC08.cladeReads"	"centrifuge_classification_august_BC09.cladeReads"	"centrifuge_classification_august_BC10.cladeReads"	"centrifuge_classification_august_BC11.cladeReads"	"centrifuge_classification_august_BC12.cladeReads"	"Max.1"	"centrifuge_classification_august_BC01.cladeReads.."	"centrifuge_classification_august_BC02.cladeReads.."	"centrifuge_classification_august_BC03.cladeReads.."	"centrifuge_classification_august_BC04.cladeReads.."	"centrifuge_classification_august_BC05.cladeReads.."	"centrifuge_classification_august_BC06.cladeReads.."	"centrifuge_classification_august_BC07.cladeReads.."	"centrifuge_classification_august_BC08.cladeReads.."	"centrifuge_classification_august_BC09.cladeReads.."	"centrifuge_classification_august_BC10.cladeReads.."	"centrifuge_classification_august_BC11.cladeReads.."	"centrifuge_classification_august_BC12.cladeReads.."	"lineage"
"Nitrososphaeria"	"C"	1643678	5	2	1	NA	NA	5	1	3	4	NA	NA	2	NA	0.001874	0.0005696	0.001874	NA	NA	0.0005114	0.0001031	0.0003714	0.0002265	NA	NA	0.0002097	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Thaumarchaeota"
"Candidatus Nitrosocaldales"	"O"	1968909	4	2	1	NA	NA	4	1	1	4	NA	NA	1	NA	0.001874	0.0005696	0.001874	NA	NA	0.0004091	0.0001031	0.0001238	0.0002265	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Thaumarchaeota>Nitrososphaeria"
"Candidatus Nitrosocaldaceae"	"F"	1968910	4	2	1	NA	NA	4	1	1	4	NA	NA	1	NA	0.001874	0.0005696	0.001874	NA	NA	0.0004091	0.0001031	0.0001238	0.0002265	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Thaumarchaeota>Nitrososphaeria>Candidatus&nbsp;Nitrosocaldales"
"Candidatus Nitrosocaldus"	"G"	498374	4	2	1	NA	NA	4	1	1	4	NA	NA	1	NA	0.001874	0.0005696	0.001874	NA	NA	0.0004091	0.0001031	0.0001238	0.0002265	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Thaumarchaeota>Nitrososphaeria>Candidatus&nbsp;Nitrosocaldales>Candidatus&nbsp;Nitrosocaldaceae"
"Candidatus Nitrosocaldus islandicus"	"S"	2045011	4	2	1	NA	NA	4	1	1	4	NA	NA	1	NA	0.001874	0.0005696	0.001874	NA	NA	0.0004091	0.0001031	0.0001238	0.0002265	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Archaea>TACK&nbsp;group>Thaumarchaeota>Nitrososphaeria>Candidatus&nbsp;Nitrosocaldales>Candidatus&nbsp;Nitrosocaldaceae>Candidatus&nbsp;Nitrosocaldus"
"Euryarchaeota"	"P"	28890	61	16	5	2	2	60	61	54	21	3	8	36	8	0.3597	0.004557	0.009372	0.2286	0.1458	0.006137	0.006287	0.006685	0.001189	0.3597	0.005174	0.003775	0.01609	"cellular&nbsp;organisms>Archaea"
"Methanobacteria"	"C"	183925	23	5	2	NA	NA	23	19	16	5	NA	2	11	2	0.004022	0.001424	0.003749	NA	NA	0.002353	0.001958	0.001981	0.0002832	NA	0.001293	0.001153	0.004022	"cellular&nbsp;organisms>Archaea>Euryarchaeota"
"Methanobacteriales"	"O"	2158	23	5	2	NA	NA	23	19	16	5	NA	2	11	2	0.004022	0.001424	0.003749	NA	NA	0.002353	0.001958	0.001981	0.0002832	NA	0.001293	0.001153	0.004022	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanobacteria"
"Methanothermaceae"	"F"	2178	18	4	1	NA	NA	18	16	9	NA	NA	NA	5	1	0.002011	0.001139	0.001874	NA	NA	0.001841	0.001649	0.001114	NA	NA	NA	0.0005243	0.002011	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanobacteria>Methanobacteriales"
"Methanothermus"	"G"	2179	18	4	1	NA	NA	18	16	9	NA	NA	NA	5	1	0.002011	0.001139	0.001874	NA	NA	0.001841	0.001649	0.001114	NA	NA	NA	0.0005243	0.002011	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanobacteria>Methanobacteriales>Methanothermaceae"
"Methanothermus fervidus"	"S"	2180	18	4	1	NA	NA	18	16	9	NA	NA	NA	5	1	0.002011	0.001139	0.001874	NA	NA	0.001841	0.001649	0.001114	NA	NA	NA	0.0005243	0.002011	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanobacteria>Methanobacteriales>Methanothermaceae>Methanothermus"
"Methanobacteriaceae"	"F"	2159	7	1	1	NA	NA	5	3	7	5	NA	2	6	1	0.002011	0.0002848	0.001874	NA	NA	0.0005114	0.0003092	0.0008665	0.0002832	NA	0.001293	0.0006292	0.002011	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanobacteria>Methanobacteriales"
"Methanobacterium"	"G"	2160	6	1	NA	NA	NA	3	2	6	1	NA	1	4	1	0.002011	0.0002848	NA	NA	NA	0.0003069	0.0002061	0.0007427	5.663e-05	NA	0.0006467	0.0004195	0.002011	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanobacteria>Methanobacteriales>Methanobacteriaceae"
"Methanobacterium lacus"	"S"	877455	2	1	NA	NA	NA	1	1	1	NA	NA	1	2	NA	0.0006467	0.0002848	NA	NA	NA	0.0001023	0.0001031	0.0001238	NA	NA	0.0006467	0.0002097	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanobacteria>Methanobacteriales>Methanobacteriaceae>Methanobacterium"
"Methanomicrobia"	"C"	224756	18	5	1	NA	NA	13	15	18	4	NA	3	6	3	0.006033	0.001424	0.001874	NA	NA	0.00133	0.001546	0.002228	0.0002265	NA	0.00194	0.0006292	0.006033	"cellular&nbsp;organisms>Archaea>Euryarchaeota"
"Methanomicrobiales"	"O"	2191	14	3	NA	NA	NA	8	8	14	1	NA	2	5	NA	0.001733	0.0008544	NA	NA	NA	0.0008183	0.0008245	0.001733	5.663e-05	NA	0.001293	0.0005243	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomicrobia"
"Methanocorpusculaceae"	"F"	88404	11	2	NA	NA	NA	4	5	11	1	NA	1	NA	NA	0.001362	0.0005696	NA	NA	NA	0.0004091	0.0005153	0.001362	5.663e-05	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomicrobia>Methanomicrobiales"
"Methanocorpusculum"	"G"	2192	11	2	NA	NA	NA	4	5	11	1	NA	1	NA	NA	0.001362	0.0005696	NA	NA	NA	0.0004091	0.0005153	0.001362	5.663e-05	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomicrobia>Methanomicrobiales>Methanocorpusculaceae"
"Methanocorpusculum labreanum"	"S"	83984	11	2	NA	NA	NA	4	5	11	1	NA	1	NA	NA	0.001362	0.0005696	NA	NA	NA	0.0004091	0.0005153	0.001362	5.663e-05	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomicrobia>Methanomicrobiales>Methanocorpusculaceae>Methanocorpusculum"
"Methanomicrobiaceae"	"F"	2194	3	1	NA	NA	NA	1	2	2	NA	NA	NA	3	NA	0.0003146	0.0002848	NA	NA	NA	0.0001023	0.0002061	0.0002476	NA	NA	NA	0.0003146	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomicrobia>Methanomicrobiales"
"Methanoculleus"	"G"	45989	2	1	NA	NA	NA	1	1	1	NA	NA	NA	2	NA	0.0002848	0.0002848	NA	NA	NA	0.0001023	0.0001031	0.0001238	NA	NA	NA	0.0002097	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomicrobia>Methanomicrobiales>Methanomicrobiaceae"
"Methanoculleus bourgensis"	"S"	83986	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomicrobia>Methanomicrobiales>Methanomicrobiaceae>Methanoculleus"
"Methanosarcinales"	"O"	94695	3	1	1	NA	NA	3	2	1	3	NA	1	1	3	0.006033	0.0002848	0.001874	NA	NA	0.0003069	0.0002061	0.0001238	0.0001699	NA	0.0006467	0.0001049	0.006033	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomicrobia"
"Methanosarcinaceae"	"F"	2206	3	1	1	NA	NA	3	2	1	3	NA	1	1	3	0.006033	0.0002848	0.001874	NA	NA	0.0003069	0.0002061	0.0001238	0.0001699	NA	0.0006467	0.0001049	0.006033	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomicrobia>Methanosarcinales"
"Methanosarcina"	"G"	2207	3	1	NA	NA	NA	2	2	1	3	NA	NA	1	2	0.004022	0.0002848	NA	NA	NA	0.0002046	0.0002061	0.0001238	0.0001699	NA	NA	0.0001049	0.004022	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomicrobia>Methanosarcinales>Methanosarcinaceae"
"Methanosarcina barkeri"	"S"	2208	1	1	NA	NA	NA	1	1	NA	1	NA	NA	NA	1	0.002011	0.0002848	NA	NA	NA	0.0001023	0.0001031	NA	5.663e-05	NA	NA	NA	0.002011	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomicrobia>Methanosarcinales>Methanosarcinaceae>Methanosarcina"
"Methanocellales"	"O"	570264	5	1	NA	NA	NA	2	5	3	NA	NA	NA	NA	NA	0.0005153	0.0002848	NA	NA	NA	0.0002046	0.0005153	0.0003714	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomicrobia"
"Methanocellaceae"	"F"	570265	5	1	NA	NA	NA	2	5	3	NA	NA	NA	NA	NA	0.0005153	0.0002848	NA	NA	NA	0.0002046	0.0005153	0.0003714	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomicrobia>Methanocellales"
"Methanocella"	"G"	570266	5	1	NA	NA	NA	2	5	3	NA	NA	NA	NA	NA	0.0005153	0.0002848	NA	NA	NA	0.0002046	0.0005153	0.0003714	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanomicrobia>Methanocellales>Methanocellaceae"
"Halobacteria"	"C"	183963	9	3	NA	2	2	4	9	7	5	3	3	9	1	0.3597	0.0008544	NA	0.2286	0.1458	0.0004091	0.0009276	0.0008665	0.0002832	0.3597	0.00194	0.0009438	0.002011	"cellular&nbsp;organisms>Archaea>Euryarchaeota"
"Natrialbales"	"O"	1644060	3	2	NA	NA	NA	NA	3	3	1	2	1	2	1	0.2398	0.0005696	NA	NA	NA	NA	0.0003092	0.0003714	5.663e-05	0.2398	0.0006467	0.0002097	0.002011	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Halobacteria"
"Natrialbaceae"	"F"	1644061	3	2	NA	NA	NA	NA	3	3	1	2	1	2	1	0.2398	0.0005696	NA	NA	NA	NA	0.0003092	0.0003714	5.663e-05	0.2398	0.0006467	0.0002097	0.002011	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Halobacteria>Natrialbales"
"Natronococcus"	"G"	29287	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0002848	0.0002848	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Halobacteria>Natrialbales>Natrialbaceae"
"Natronococcus occultus"	"S"	29288	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0002848	0.0002848	NA	NA	NA	NA	0.0001031	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Halobacteria>Natrialbales>Natrialbaceae>Natronococcus"
"Haloterrigena"	"G"	121871	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Halobacteria>Natrialbales>Natrialbaceae"
"Haloterrigena daqingensis"	"S"	588898	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Halobacteria>Natrialbales>Natrialbaceae>Haloterrigena"
"Halobacteriales"	"O"	2235	5	1	NA	1	2	1	5	1	3	1	1	1	NA	0.1458	0.0002848	NA	0.1143	0.1458	0.0001023	0.0005153	0.0001238	0.0001699	0.1199	0.0006467	0.0001049	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Halobacteria"
"Haloarculaceae"	"F"	1963268	4	1	NA	NA	1	NA	4	NA	1	1	1	1	NA	0.1199	0.0002848	NA	NA	0.07289	NA	0.0004123	NA	5.663e-05	0.1199	0.0006467	0.0001049	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Halobacteria>Halobacteriales"
"Halorhabdus"	"G"	146825	1	1	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	0.1199	0.0002848	NA	NA	NA	NA	0.0001031	NA	NA	0.1199	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Halobacteria>Halobacteriales>Haloarculaceae"
"Halorhabdus tiamatea"	"S"	430914	1	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.1199	0.0002848	NA	NA	NA	NA	NA	NA	NA	0.1199	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Halobacteria>Halobacteriales>Haloarculaceae>Halorhabdus"
"Methanococci"	"C"	183939	10	1	2	NA	NA	10	8	8	1	NA	NA	3	1	0.003749	0.0002848	0.003749	NA	NA	0.001023	0.0008245	0.0009903	5.663e-05	NA	NA	0.0003146	0.002011	"cellular&nbsp;organisms>Archaea>Euryarchaeota"
"Methanococcales"	"O"	2182	10	1	2	NA	NA	10	8	8	1	NA	NA	3	1	0.003749	0.0002848	0.003749	NA	NA	0.001023	0.0008245	0.0009903	5.663e-05	NA	NA	0.0003146	0.002011	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanococci"
"Methanococcaceae"	"F"	2183	6	1	1	NA	NA	6	2	4	NA	NA	NA	NA	1	0.002011	0.0002848	0.001874	NA	NA	0.0006137	0.0002061	0.0004952	NA	NA	NA	NA	0.002011	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanococci>Methanococcales"
"Methanococcus"	"G"	2184	6	1	1	NA	NA	6	2	3	NA	NA	NA	NA	1	0.002011	0.0002848	0.001874	NA	NA	0.0006137	0.0002061	0.0003714	NA	NA	NA	NA	0.002011	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanococci>Methanococcales>Methanococcaceae"
"Methanococcus voltae"	"S"	2188	3	1	NA	NA	NA	3	1	1	NA	NA	NA	NA	NA	0.0003069	0.0002848	NA	NA	NA	0.0003069	0.0001031	0.0001238	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Methanococci>Methanococcales>Methanococcaceae>Methanococcus"
"Thermococci"	"C"	183968	4	1	NA	NA	NA	2	1	1	3	NA	NA	4	NA	0.0004195	0.0002848	NA	NA	NA	0.0002046	0.0001031	0.0001238	0.0001699	NA	NA	0.0004195	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota"
"Thermococcales"	"O"	2258	4	1	NA	NA	NA	2	1	1	3	NA	NA	4	NA	0.0004195	0.0002848	NA	NA	NA	0.0002046	0.0001031	0.0001238	0.0001699	NA	NA	0.0004195	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Thermococci"
"Thermococcaceae"	"F"	2259	4	1	NA	NA	NA	2	1	1	3	NA	NA	4	NA	0.0004195	0.0002848	NA	NA	NA	0.0002046	0.0001031	0.0001238	0.0001699	NA	NA	0.0004195	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Thermococci>Thermococcales"
"Thermococcus"	"G"	2263	3	1	NA	NA	NA	1	1	1	2	NA	NA	3	NA	0.0003146	0.0002848	NA	NA	NA	0.0001023	0.0001031	0.0001238	0.0001133	NA	NA	0.0003146	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Thermococci>Thermococcales>Thermococcaceae"
"Thermococcus gorgonarius"	"S"	71997	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Thermococci>Thermococcales>Thermococcaceae>Thermococcus"
"Burkholderia sp. HB1"	"S"	1678678	1	NA	1	NA	NA	1	1	NA	1	NA	NA	1	NA	0.001874	NA	0.001874	NA	NA	0.0001023	0.0001031	NA	5.663e-05	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. OLGA172"	"S"	1804984	13	NA	1	NA	NA	2	3	13	NA	NA	1	4	NA	0.001874	NA	0.001874	NA	NA	0.0002046	0.0003092	0.001609	NA	NA	0.0006467	0.0004195	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Cupriavidus sp. NH9"	"S"	2036817	8	NA	1	1	NA	8	3	2	NA	NA	1	2	NA	0.1143	NA	0.001874	0.1143	NA	0.0008183	0.0003092	0.0002476	NA	NA	0.0006467	0.0002097	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Campylobacter jejuni"	"S"	197	7	NA	1	NA	NA	3	3	2	7	NA	NA	NA	NA	0.001874	NA	0.001874	NA	NA	0.0003069	0.0003092	0.0002476	0.0003964	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter"
"Campylobacter insulaenigrae"	"S"	260714	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001874	NA	0.001874	NA	NA	NA	NA	NA	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter"
"Stigmatella"	"G"	40	12	NA	2	NA	NA	5	6	12	NA	NA	3	5	NA	0.003749	NA	0.003749	NA	NA	0.0005114	0.0006184	0.001485	NA	NA	0.00194	0.0005243	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Archangiaceae"
"Stigmatella aurantiaca"	"S"	41	12	NA	2	NA	NA	5	6	12	NA	NA	3	5	NA	0.003749	NA	0.003749	NA	NA	0.0005114	0.0006184	0.001485	NA	NA	0.00194	0.0005243	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Archangiaceae>Stigmatella"
"Geobacter uraniireducens"	"S"	351604	19	NA	1	NA	NA	11	10	19	1	NA	1	8	2	0.004022	NA	0.001874	NA	NA	0.001125	0.001031	0.002352	5.663e-05	NA	0.0006467	0.0008389	0.004022	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter"
"Pelagibaca"	"G"	360528	52	NA	1	NA	NA	19	7	52	NA	NA	8	9	1	0.006437	NA	0.001874	NA	NA	0.001943	0.0007214	0.006437	NA	NA	0.005174	0.0009438	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pelagibaca abyssi"	"S"	1250539	52	NA	1	NA	NA	19	7	52	NA	NA	8	9	1	0.006437	NA	0.001874	NA	NA	0.001943	0.0007214	0.006437	NA	NA	0.005174	0.0009438	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Pelagibaca"
"Sphingopyxis granuli"	"S"	267128	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001874	NA	0.001874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingopyxis"
"Sphingopyxis sp. MG"	"S"	1866325	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001874	NA	0.001874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingopyxis"
"Bradyrhizobium sp. ORS 285"	"S"	115808	133	NA	1	NA	NA	1	NA	6	1	NA	NA	2	133	0.2675	NA	0.001874	NA	NA	0.0001023	NA	0.0007427	5.663e-05	NA	NA	0.0002097	0.2675	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bradyrhizobium"
"Bartonella vinsonii"	"S"	33047	4	NA	1	NA	NA	2	2	4	NA	NA	2	3	NA	0.001874	NA	0.001874	NA	NA	0.0002046	0.0002061	0.0004952	NA	NA	0.001293	0.0003146	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella"
"Methylobacterium sp. AMS5"	"S"	925818	1	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.001874	NA	0.001874	NA	NA	NA	NA	0.0001238	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium"
"Brevundimonas vesicularis"	"S"	41276	1	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.001874	NA	0.001874	NA	NA	NA	NA	NA	5.663e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae>Brevundimonas"
"Enterobacter hormaechei"	"S"	158836	2458	NA	1	NA	NA	3	1	2	2458	NA	NA	8	NA	0.1392	NA	0.001874	NA	NA	0.0003069	0.0001031	0.0002476	0.1392	NA	NA	0.0008389	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex"
"Raoultella"	"G"	160674	254	NA	1	NA	NA	10	7	22	254	NA	3	24	23	0.04625	NA	0.001874	NA	NA	0.001023	0.0007214	0.002723	0.01438	NA	0.00194	0.002517	0.04625	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae"
"Raoultella ornithinolytica"	"S"	54291	226	NA	1	NA	NA	9	7	18	226	NA	2	16	23	0.04625	NA	0.001874	NA	NA	0.0009206	0.0007214	0.002228	0.0128	NA	0.001293	0.001678	0.04625	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Raoultella"
"Cronobacter condimenti"	"S"	1163710	71	NA	1	NA	NA	NA	NA	NA	71	NA	1	2	NA	0.004021	NA	0.001874	NA	NA	NA	NA	NA	0.004021	NA	0.0006467	0.0002097	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Cronobacter"
"Pantoea alhagi"	"S"	1891675	439	NA	1	NA	NA	1	1	7	439	NA	1	4	1	0.02486	NA	0.001874	NA	NA	0.0001023	0.0001031	0.0008665	0.02486	NA	0.0006467	0.0004195	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea"
"Serratia sp. FGI94"	"S"	671990	8	NA	1	NA	NA	2	2	4	8	NA	NA	4	NA	0.001874	NA	0.001874	NA	NA	0.0002046	0.0002061	0.0004952	0.0004531	NA	NA	0.0004195	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia"
"Proteus mirabilis"	"S"	584	17	NA	1	NA	NA	NA	1	1	17	NA	1	4	1	0.002011	NA	0.001874	NA	NA	NA	0.0001031	0.0001238	0.0009627	NA	0.0006467	0.0004195	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Proteus"
"Aeromonas sp. CA23"	"S"	2033032	8	NA	1	NA	NA	2	NA	1	8	NA	NA	NA	NA	0.001874	NA	0.001874	NA	NA	0.0002046	NA	0.0001238	0.0004531	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Pseudomonas mendocina"	"S"	300	40	NA	1	1	NA	11	5	16	40	NA	8	21	NA	0.1143	NA	0.001874	0.1143	NA	0.001125	0.0005153	0.001981	0.002265	NA	0.005174	0.002202	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;aeruginosa&nbsp;group"
"Pseudomonas fulva"	"S"	47880	9	NA	1	NA	NA	1	3	2	1	NA	NA	9	NA	0.001874	NA	0.001874	NA	NA	0.0001023	0.0003092	0.0002476	5.663e-05	NA	NA	0.0009438	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group"
"Pseudomonas orientalis"	"S"	76758	14	NA	1	NA	NA	2	NA	NA	14	NA	NA	NA	6	0.01207	NA	0.001874	NA	NA	0.0002046	NA	NA	0.0007928	NA	NA	NA	0.01207	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas protegens"	"S"	380021	3	NA	1	NA	NA	1	1	1	NA	NA	NA	3	NA	0.001874	NA	0.001874	NA	NA	0.0001023	0.0001031	0.0001238	NA	NA	NA	0.0003146	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas cichorii"	"S"	36746	21	NA	1	NA	NA	1	NA	21	2	NA	1	10	NA	0.0026	NA	0.001874	NA	NA	0.0001023	NA	0.0026	0.0001133	NA	0.0006467	0.001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group"
