"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_loman_loman.kreport.cladeReads"	"Max.1"	"kraken2_classification_loman_loman.kreport.cladeReads.."	"lineage"
"Maritalea"	"G"	623276	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Maritalea myrionectae"	"S"	454601	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Maritalea"
"Bartonellaceae"	"F"	772	89	89	0.002847	0.002847	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Bartonella"	"G"	773	89	89	0.002847	0.002847	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae"
"Bartonella apis"	"S"	1686310	16	16	0.0005118	0.0005118	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella"
"Bartonella schoenbuchensis"	"S"	165694	14	14	0.0004478	0.0004478	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella"
"Bartonella schoenbuchensis R1"	"-"	687861	14	14	0.0004478	0.0004478	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella>Bartonella&nbsp;schoenbuchensis"
"Bartonella ancashensis"	"S"	1318743	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella"
"Bartonella sp. WD16.2"	"S"	1933904	6	6	0.0001919	0.0001919	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella"
"Bartonella australis"	"S"	388640	5	5	0.0001599	0.0001599	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella"
"Bartonella australis Aust/NH1"	"-"	1094489	5	5	0.0001599	0.0001599	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella>Bartonella&nbsp;australis"
"Bartonella vinsonii"	"S"	33047	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella"
"Bartonella vinsonii subsp. berkhoffii"	"-"	40933	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella>Bartonella&nbsp;vinsonii"
"Bartonella vinsonii subsp. berkhoffii str. Winnie"	"-"	1094497	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella>Bartonella&nbsp;vinsonii>Bartonella&nbsp;vinsonii&nbsp;subsp.&nbsp;berkhoffii"
"Bartonella clarridgeiae"	"S"	56426	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella"
"Bartonella clarridgeiae 73"	"-"	696125	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella>Bartonella&nbsp;clarridgeiae"
"Bartonella birtlesii"	"S"	111504	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella"
"Bartonella birtlesii IBS 325"	"-"	1095900	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella>Bartonella&nbsp;birtlesii"
"Bartonella grahamii"	"S"	33045	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella"
"Bartonella grahamii as4aup"	"-"	634504	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella>Bartonella&nbsp;grahamii"
"Bartonella sp. OE 1-1"	"S"	545612	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella"
"Bartonella sp. 'Tel Aviv'"	"S"	2133959	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella"
"Bartonella tribocorum"	"S"	85701	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella"
"Bartonella henselae"	"S"	38323	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella"
"Bartonella sp. 1-1C"	"S"	515256	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella"
"Bartonella bovis"	"S"	155194	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella"
"Bartonella bovis 91-4"	"-"	1094491	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella>Bartonella&nbsp;bovis"
"Xanthobacteraceae"	"F"	335928	40	40	0.001279	0.001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Starkeya"	"G"	152053	13	13	0.0004158	0.0004158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Starkeya novella"	"S"	921	13	13	0.0004158	0.0004158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae>Starkeya"
"Starkeya novella DSM 506"	"-"	639283	13	13	0.0004158	0.0004158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae>Starkeya>Starkeya&nbsp;novella"
"Xanthobacter"	"G"	279	11	11	0.0003519	0.0003519	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Xanthobacter autotrophicus"	"S"	280	11	11	0.0003519	0.0003519	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae>Xanthobacter"
"Xanthobacter autotrophicus Py2"	"-"	78245	11	11	0.0003519	0.0003519	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae>Xanthobacter>Xanthobacter&nbsp;autotrophicus"
"Azorhizobium"	"G"	6	10	10	0.0003199	0.0003199	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Azorhizobium caulinodans"	"S"	7	10	10	0.0003199	0.0003199	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae>Azorhizobium"
"Azorhizobium caulinodans ORS 571"	"-"	438753	10	10	0.0003199	0.0003199	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae>Azorhizobium>Azorhizobium&nbsp;caulinodans"
"Pseudolabrys"	"G"	556257	5	5	0.0001599	0.0001599	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Pseudolabrys taiwanensis"	"S"	331696	5	5	0.0001599	0.0001599	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae>Pseudolabrys"
"Aurantimonadaceae"	"F"	255475	32	32	0.001024	0.001024	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Martelella"	"G"	293088	18	18	0.0005758	0.0005758	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Aurantimonadaceae"
"Martelella mediterranea"	"S"	293089	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Aurantimonadaceae>Martelella"
"Martelella mediterranea DSM 17316"	"-"	1122214	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Aurantimonadaceae>Martelella>Martelella&nbsp;mediterranea"
"Martelella endophytica"	"S"	1486262	6	6	0.0001919	0.0001919	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Aurantimonadaceae>Martelella"
"Martelella sp. AD-3"	"S"	686597	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Aurantimonadaceae>Martelella"
"Aureimonas"	"G"	414371	14	14	0.0004478	0.0004478	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Aurantimonadaceae"
"Aureimonas sp. AU20"	"S"	1349819	14	14	0.0004478	0.0004478	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Aurantimonadaceae>Aureimonas"
"Brucellaceae"	"F"	118882	31	31	0.0009916	0.0009916	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Ochrobactrum"	"G"	528	19	19	0.0006077	0.0006077	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Brucellaceae"
"Ochrobactrum anthropi"	"S"	529	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Brucellaceae>Ochrobactrum"
"Ochrobactrum anthropi ATCC 49188"	"-"	439375	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Brucellaceae>Ochrobactrum>Ochrobactrum&nbsp;anthropi"
"Ochrobactrum pituitosum"	"S"	571256	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Brucellaceae>Ochrobactrum"
"Ochrobactrum sp. A44"	"S"	271865	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Brucellaceae>Ochrobactrum"
"Ochrobactrum pseudogrignonense"	"S"	419475	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Brucellaceae>Ochrobactrum"
"Brucella"	"G"	234	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Brucellaceae"
"Brucella sp. 09RB8471"	"S"	1149952	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Brucellaceae>Brucella"
"Brucella vulpis"	"S"	981386	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Brucellaceae>Brucella"
"unclassified Rhizobiales"	"-"	119042	31	31	0.0009916	0.0009916	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Methyloceanibacter"	"G"	1484898	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales"
"Methyloceanibacter sp. wino2"	"S"	2170729	6	6	0.0001919	0.0001919	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales>Methyloceanibacter"
"Methyloceanibacter caenitepidi"	"S"	1384459	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales>Methyloceanibacter"
"Hartmannibacter"	"G"	1572860	11	11	0.0003519	0.0003519	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales"
"Hartmannibacter diazotrophicus"	"S"	1482074	11	11	0.0003519	0.0003519	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales>Hartmannibacter"
"Pseudorhodoplanes"	"G"	1734920	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales"
"Pseudorhodoplanes sinuspersici"	"S"	1235591	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales>Pseudorhodoplanes"
"Rhodobiaceae"	"F"	119043	21	21	0.0006717	0.0006717	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Anderseniella"	"G"	444432	9	9	0.0002879	0.0002879	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae"
"Anderseniella sp. Alg231-50"	"S"	1922226	9	9	0.0002879	0.0002879	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae>Anderseniella"
"Parvibaculum"	"G"	256616	7	7	0.0002239	0.0002239	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae"
"Parvibaculum lavamentivorans"	"S"	256618	7	7	0.0002239	0.0002239	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae>Parvibaculum"
"Parvibaculum lavamentivorans DS-1"	"-"	402881	7	7	0.0002239	0.0002239	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae>Parvibaculum>Parvibaculum&nbsp;lavamentivorans"
"unclassified Rhodobiaceae"	"-"	1712260	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae"
"Rhodobiaceae bacterium"	"S"	2026785	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae>unclassified&nbsp;Rhodobiaceae"
"Candidatus Phaeomarinobacter"	"G"	1541445	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae"
"Candidatus Phaeomarinobacter ectocarpi"	"S"	1458461	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae>Candidatus&nbsp;Phaeomarinobacter"
"Methylocystaceae"	"F"	31993	17	17	0.0005438	0.0005438	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Methylocystis"	"G"	133	13	13	0.0004158	0.0004158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae"
"Methylocystis bryophila"	"S"	655015	9	9	0.0002879	0.0002879	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae>Methylocystis"
"Methylocystis sp. SC2"	"S"	187303	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae>Methylocystis"
"Methylosinus"	"G"	425	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae"
"Methylosinus trichosporium"	"S"	426	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae>Methylosinus"
"Methylosinus trichosporium OB3b"	"-"	595536	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae>Methylosinus>Methylosinus&nbsp;trichosporium"
"Chelatococcaceae"	"F"	2036754	17	17	0.0005438	0.0005438	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Chelatococcus"	"G"	28209	17	17	0.0005438	0.0005438	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Chelatococcaceae"
"Chelatococcus sp. CO-6"	"S"	1702325	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Chelatococcaceae>Chelatococcus"
"Chelatococcus daeguensis"	"S"	444444	5	5	0.0001599	0.0001599	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Chelatococcaceae>Chelatococcus"
"Beijerinckiaceae"	"F"	45404	14	14	0.0004478	0.0004478	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Methylocella"	"G"	120652	10	10	0.0003199	0.0003199	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylocella silvestris"	"S"	199596	10	10	0.0003199	0.0003199	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae>Methylocella"
"Methylocella silvestris BL2"	"-"	395965	10	10	0.0003199	0.0003199	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae>Methylocella>Methylocella&nbsp;silvestris"
"Beijerinckia"	"G"	532	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Beijerinckia indica"	"S"	533	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae>Beijerinckia"
"Beijerinckia indica subsp. indica"	"-"	31994	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae>Beijerinckia>Beijerinckia&nbsp;indica"
"Beijerinckia indica subsp. indica ATCC 9039"	"-"	395963	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae>Beijerinckia>Beijerinckia&nbsp;indica>Beijerinckia&nbsp;indica&nbsp;subsp.&nbsp;indica"
"Cohaesibacteraceae"	"F"	655351	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Breoghania"	"G"	1406135	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Cohaesibacteraceae"
"Breoghania sp. L-A4"	"S"	2304600	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Cohaesibacteraceae>Breoghania"
"Cohaesibacter"	"G"	655352	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Cohaesibacteraceae"
"Cohaesibacter sp. ES.047"	"S"	1798205	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Cohaesibacteraceae>Cohaesibacter"
"Rhodobacterales"	"O"	204455	619	619	0.0198	0.0198	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Rhodobacteraceae"	"F"	31989	593	593	0.01897	0.01897	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales"
"Paracoccus"	"G"	265	82	82	0.002623	0.002623	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Paracoccus zhejiangensis"	"S"	1077935	15	15	0.0004798	0.0004798	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus yeei"	"S"	147645	14	14	0.0004478	0.0004478	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus aminovorans"	"S"	34004	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus denitrificans"	"S"	266	9	9	0.0002879	0.0002879	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus denitrificans PD1222"	"-"	318586	9	9	0.0002879	0.0002879	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus>Paracoccus&nbsp;denitrificans"
"Paracoccus contaminans"	"S"	1945662	9	9	0.0002879	0.0002879	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus sp. BM15"	"S"	1529068	7	7	0.0002239	0.0002239	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus sp. SC2-6"	"S"	2259340	7	7	0.0002239	0.0002239	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus sp. CBA4604"	"S"	2065379	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus aminophilus"	"S"	34003	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus aminophilus JCM 7686"	"-"	1367847	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus>Paracoccus&nbsp;aminophilus"
"Paracoccus mutanolyticus"	"S"	1499308	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Sulfitobacter"	"G"	60136	54	54	0.001727	0.001727	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sulfitobacter sp. SK011"	"S"	1389004	13	13	0.0004158	0.0004158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Sulfitobacter"
"Sulfitobacter sp. SK012"	"S"	1389005	10	10	0.0003199	0.0003199	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Sulfitobacter"
"Sulfitobacter sp. AM1-D1"	"S"	1917485	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Sulfitobacter"
"Sulfitobacter sp. JL08"	"S"	2070369	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Sulfitobacter"
"Sulfitobacter sp. SK025"	"S"	1389011	5	5	0.0001599	0.0001599	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Sulfitobacter"
"Sulfitobacter pseudonitzschiae"	"S"	1402135	5	5	0.0001599	0.0001599	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Sulfitobacter"
"Sulfitobacter sp. D7"	"S"	1968541	5	5	0.0001599	0.0001599	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Sulfitobacter"
"Phaeobacter"	"G"	302485	48	48	0.001535	0.001535	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Phaeobacter inhibens"	"S"	221822	16	16	0.0005118	0.0005118	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Phaeobacter"
"Phaeobacter gallaeciensis"	"S"	60890	13	13	0.0004158	0.0004158	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Phaeobacter"
"Phaeobacter piscinae"	"S"	1580596	5	5	0.0001599	0.0001599	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Phaeobacter"
"Phaeobacter porticola"	"S"	1844006	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Phaeobacter"
"Phaeobacter sp. LSS9"	"S"	681157	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Phaeobacter"
"Rhodobacter"	"G"	1060	46	46	0.001471	0.001471	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodobacter sphaeroides"	"S"	1063	25	25	0.0007997	0.0007997	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodobacter"
"Rhodobacter sphaeroides ATCC 17025"	"-"	349102	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodobacter>Rhodobacter&nbsp;sphaeroides"
"Rhodobacter sphaeroides KD131"	"-"	557760	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodobacter>Rhodobacter&nbsp;sphaeroides"
