"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_april_BC01.cladeReads"	"kraken2_16s_classification_april_BC02.cladeReads"	"kraken2_16s_classification_april_BC03.cladeReads"	"kraken2_16s_classification_april_BC04.cladeReads"	"kraken2_16s_classification_april_BC05.cladeReads"	"kraken2_16s_classification_april_BC06.cladeReads"	"kraken2_16s_classification_april_BC07.cladeReads"	"kraken2_16s_classification_april_BC08.cladeReads"	"kraken2_16s_classification_april_BC09.cladeReads"	"kraken2_16s_classification_april_BC10.cladeReads"	"kraken2_16s_classification_april_BC11.cladeReads"	"kraken2_16s_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_april_BC01.cladeReads.."	"kraken2_16s_classification_april_BC02.cladeReads.."	"kraken2_16s_classification_april_BC03.cladeReads.."	"kraken2_16s_classification_april_BC04.cladeReads.."	"kraken2_16s_classification_april_BC05.cladeReads.."	"kraken2_16s_classification_april_BC06.cladeReads.."	"kraken2_16s_classification_april_BC07.cladeReads.."	"kraken2_16s_classification_april_BC08.cladeReads.."	"kraken2_16s_classification_april_BC09.cladeReads.."	"kraken2_16s_classification_april_BC10.cladeReads.."	"kraken2_16s_classification_april_BC11.cladeReads.."	"kraken2_16s_classification_april_BC12.cladeReads.."	"lineage"
"Desulfonatronovibrio"	"G"	3160	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales>Desulfohalobiaceae"
"Thermodesulfobacteriales"	"O"	26289	3	NA	NA	NA	3	NA	1	NA	NA	NA	1	NA	NA	0.0007708	NA	NA	NA	0.0007708	NA	0.0004041	NA	NA	NA	0.0002742	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Thermodesulfobacteriaceae"	"F"	26290	3	NA	NA	NA	3	NA	1	NA	NA	NA	1	NA	NA	0.0007708	NA	NA	NA	0.0007708	NA	0.0004041	NA	NA	NA	0.0002742	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Thermodesulfobacteriales"
"uncultured"	"G"	26296	2	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	NA	0.0005139	NA	NA	NA	0.0005139	NA	NA	NA	NA	NA	0.0002742	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Thermodesulfobacteriales>Thermodesulfobacteriaceae"
"FW113"	"O"	3208	2	NA	NA	NA	2	NA	NA	1	NA	NA	1	NA	NA	0.0005139	NA	NA	NA	0.0005139	NA	NA	0.0003595	NA	NA	0.0002742	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"10bav-F6"	"O"	3088	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.0004029	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	0.0004029	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Arcticibacter"	"G"	25022	2	NA	NA	NA	1	NA	2	NA	NA	2	NA	NA	NA	0.0008082	NA	NA	NA	0.0002569	NA	0.0008082	NA	NA	0.0007469	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Olivibacter"	"G"	25025	4	NA	NA	NA	1	NA	3	1	NA	4	NA	4	NA	0.001612	NA	NA	NA	0.0002569	NA	0.001212	0.0003595	NA	0.001494	NA	0.001612	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Parapedobacter"	"G"	25026	4	NA	NA	NA	1	NA	NA	NA	NA	4	NA	3	NA	0.001494	NA	NA	NA	0.0002569	NA	NA	NA	NA	0.001494	NA	0.001209	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Pseudopedobacter"	"G"	25029	2	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	NA	0.0005483	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	0.0005483	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"s74e-6049"	"F"	25036	3	NA	NA	NA	3	NA	NA	2	NA	NA	NA	2	NA	0.0008059	NA	NA	NA	0.0007708	NA	NA	0.000719	NA	NA	NA	0.0008059	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"FFCH9454"	"F"	25008	2	NA	NA	NA	1	NA	NA	1	NA	1	NA	2	NA	0.0008059	NA	NA	NA	0.0002569	NA	NA	0.0003595	NA	0.0003734	NA	0.0008059	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"S15-21"	"F"	25016	1	NA	NA	NA	1	NA	NA	NA	NA	1	1	NA	NA	0.0003734	NA	NA	NA	0.0002569	NA	NA	NA	NA	0.0003734	0.0002742	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"uncultured"	"F"	25037	1	NA	NA	NA	1	NA	NA	NA	NA	1	1	NA	NA	0.0003734	NA	NA	NA	0.0002569	NA	NA	NA	NA	0.0003734	0.0002742	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Mongoliicoccus"	"G"	24749	4	NA	NA	NA	4	NA	2	NA	NA	3	2	NA	NA	0.00112	NA	NA	NA	0.001028	NA	0.0008082	NA	NA	0.00112	0.0005483	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Rhodonellum"	"G"	24756	5	NA	NA	NA	2	NA	2	3	NA	2	1	5	NA	0.002015	NA	NA	NA	0.0005139	NA	0.0008082	0.001079	NA	0.0007469	0.0002742	0.002015	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Fulvitalea"	"G"	24739	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Fabibacter"	"G"	24737	2	NA	NA	NA	1	NA	2	1	NA	1	1	NA	NA	0.0008082	NA	NA	NA	0.0002569	NA	0.0008082	0.0003595	NA	0.0003734	0.0002742	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Cecembia"	"G"	24732	3	NA	NA	NA	1	NA	1	2	NA	2	NA	3	NA	0.001209	NA	NA	NA	0.0002569	NA	0.0004041	0.000719	NA	0.0007469	NA	0.001209	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Marivirga"	"G"	24747	1	NA	NA	NA	1	NA	1	NA	NA	1	NA	1	NA	0.0004041	NA	NA	NA	0.0002569	NA	0.0004041	NA	NA	0.0003734	NA	0.0004029	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Rufibacter"	"G"	24781	4	NA	NA	NA	1	NA	NA	2	NA	4	1	NA	NA	0.001494	NA	NA	NA	0.0002569	NA	NA	0.000719	NA	0.001494	0.0002742	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Hymenobacteraceae"
"Candidatus Cardinium"	"G"	24717	1	NA	NA	NA	1	NA	1	1	NA	1	NA	1	NA	0.0004041	NA	NA	NA	0.0002569	NA	0.0004041	0.0003595	NA	0.0003734	NA	0.0004029	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Amoebophilaceae"
"Algivirga"	"G"	24767	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Flammeovirgaceae"
"Polaribacter 1"	"G"	24932	5	NA	NA	NA	3	NA	5	3	1	5	5	5	NA	0.002021	NA	NA	NA	0.0007708	NA	0.002021	0.001079	0.000248	0.001867	0.001371	0.002015	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Mesonia"	"G"	24918	4	NA	NA	NA	3	NA	NA	1	NA	4	NA	2	NA	0.001494	NA	NA	NA	0.0007708	NA	NA	0.0003595	NA	0.001494	NA	0.0008059	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Robiginitalea"	"G"	24944	4	NA	NA	NA	2	NA	1	1	NA	4	NA	1	NA	0.001494	NA	NA	NA	0.0005139	NA	0.0004041	0.0003595	NA	0.001494	NA	0.0004029	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"NS2b marine group"	"G"	24922	9	NA	NA	NA	1	NA	7	8	1	6	NA	9	NA	0.003627	NA	NA	NA	0.0002569	NA	0.002829	0.002876	0.000248	0.002241	NA	0.003627	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Subsaxibacter"	"G"	24959	2	NA	NA	NA	1	NA	1	NA	NA	2	NA	1	NA	0.0007469	NA	NA	NA	0.0002569	NA	0.0004041	NA	NA	0.0007469	NA	0.0004029	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Kordia"	"G"	24902	3	NA	NA	NA	1	NA	NA	1	NA	3	1	2	NA	0.00112	NA	NA	NA	0.0002569	NA	NA	0.0003595	NA	0.00112	0.0002742	0.0008059	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Zunongwangia"	"G"	24974	4	NA	NA	NA	1	NA	2	NA	NA	3	1	4	NA	0.001612	NA	NA	NA	0.0002569	NA	0.0008082	NA	NA	0.00112	0.0002742	0.001612	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Galbibacter"	"G"	24886	2	NA	NA	NA	1	NA	2	NA	NA	NA	NA	1	NA	0.0008082	NA	NA	NA	0.0002569	NA	0.0008082	NA	NA	NA	NA	0.0004029	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Aestuariibaculum"	"G"	24844	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	0.0002742	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	0.0002742	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Citreitalea"	"G"	24865	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	1	NA	0.0004029	NA	NA	NA	0.0002569	NA	NA	NA	NA	0.0003734	NA	0.0004029	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Cellulophaga"	"G"	24864	3	NA	NA	NA	1	NA	NA	NA	NA	3	1	2	NA	0.00112	NA	NA	NA	0.0002569	NA	NA	NA	NA	0.00112	0.0002742	0.0008059	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Aureivirga"	"G"	24861	2	NA	NA	NA	1	NA	NA	1	NA	2	1	NA	NA	0.0007469	NA	NA	NA	0.0002569	NA	NA	0.0003595	NA	0.0007469	0.0002742	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Ornithobacterium"	"G"	24995	3	NA	NA	NA	1	NA	NA	3	NA	NA	NA	1	NA	0.001079	NA	NA	NA	0.0002569	NA	NA	0.001079	NA	NA	NA	0.0004029	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Weeksellaceae"
"Candidatus Uzinura"	"G"	24824	9	NA	NA	NA	8	1	9	3	NA	4	3	7	NA	0.04212	NA	NA	NA	0.002056	0.04212	0.003637	0.001079	NA	0.001494	0.0008225	0.002821	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Blattabacteriaceae"
"Acetobacteroides"	"G"	14280	4	NA	NA	NA	4	NA	NA	1	NA	NA	1	NA	NA	0.001028	NA	NA	NA	0.001028	NA	NA	0.0003595	NA	NA	0.0002742	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Rikenellaceae"
"BCf9-17 termite group"	"G"	969	2	NA	NA	NA	2	NA	1	1	NA	NA	NA	1	NA	0.0005139	NA	NA	NA	0.0005139	NA	0.0004041	0.0003595	NA	NA	NA	0.0004029	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Rikenellaceae"
"Mucinivorans"	"G"	11190	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	0.0003595	NA	NA	NA	0.0002569	NA	NA	0.0003595	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Rikenellaceae"
"Sunxiuqinia"	"G"	14278	4	NA	NA	NA	1	NA	4	3	NA	1	NA	3	NA	0.001616	NA	NA	NA	0.0002569	NA	0.001616	0.001079	NA	0.0003734	NA	0.001209	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prolixibacteraceae"
"Muribaculum"	"G"	24636	1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	0.0003734	NA	NA	NA	0.0002569	NA	NA	NA	NA	0.0003734	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Muribaculaceae"
"[Cytophaga] xylanolytica group"	"G"	24632	8	NA	NA	NA	3	NA	5	4	NA	2	NA	8	NA	0.003224	NA	NA	NA	0.0007708	NA	0.002021	0.001438	NA	0.0007469	NA	0.003224	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Marinilabiliaceae"
"COB P4-1 termite group"	"F"	922	3	NA	NA	NA	2	NA	1	3	NA	2	NA	1	NA	0.001079	NA	NA	NA	0.0005139	NA	0.0004041	0.001079	NA	0.0007469	NA	0.0004029	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"p-2534-18B5 gut group"	"F"	985	6	NA	NA	NA	1	NA	6	2	NA	1	NA	1	NA	0.002425	NA	NA	NA	0.0002569	NA	0.002425	0.000719	NA	0.0003734	NA	0.0004029	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Ika33"	"F"	24612	1	NA	NA	NA	1	NA	1	NA	NA	1	NA	1	NA	0.0004041	NA	NA	NA	0.0002569	NA	0.0004041	NA	NA	0.0003734	NA	0.0004029	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"BSN166"	"F"	25050	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.0004029	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	0.0004029	NA	"Bacteria>Bacteroidetes>Ignavibacteria>Ignavibacteriales"
"BSV40"	"F"	25051	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Ignavibacteria>Ignavibacteriales"
"Rhodothermus"	"G"	25095	4	NA	NA	NA	4	NA	NA	1	NA	NA	NA	1	NA	0.001028	NA	NA	NA	0.001028	NA	NA	0.0003595	NA	NA	NA	0.0004029	NA	"Bacteria>Bacteroidetes>Rhodothermia>Rhodothermales>Rhodothermaceae"
"Balneolales"	"O"	25075	4	NA	NA	NA	3	NA	1	2	NA	4	3	4	NA	0.001612	NA	NA	NA	0.0007708	NA	0.0004041	0.000719	NA	0.001494	0.0008225	0.001612	NA	"Bacteria>Bacteroidetes>Rhodothermia"
"Balneolaceae"	"F"	25076	4	NA	NA	NA	3	NA	1	2	NA	4	3	4	NA	0.001612	NA	NA	NA	0.0007708	NA	0.0004041	0.000719	NA	0.001494	0.0008225	0.001612	NA	"Bacteria>Bacteroidetes>Rhodothermia>Balneolales"
"uncultured"	"G"	25090	4	NA	NA	NA	2	NA	NA	1	NA	4	2	2	NA	0.001494	NA	NA	NA	0.0005139	NA	NA	0.0003595	NA	0.001494	0.0005483	0.0008059	NA	"Bacteria>Bacteroidetes>Rhodothermia>Balneolales>Balneolaceae"
"Chlorobia"	"C"	25038	2	NA	NA	NA	1	NA	NA	NA	NA	1	2	1	NA	0.0005483	NA	NA	NA	0.0002569	NA	NA	NA	NA	0.0003734	0.0005483	0.0004029	NA	"Bacteria>Bacteroidetes"
"Chlorobiales"	"O"	25039	2	NA	NA	NA	1	NA	NA	NA	NA	1	2	1	NA	0.0005483	NA	NA	NA	0.0002569	NA	NA	NA	NA	0.0003734	0.0005483	0.0004029	NA	"Bacteria>Bacteroidetes>Chlorobia"
"Chlorobiaceae"	"F"	25040	2	NA	NA	NA	1	NA	NA	NA	NA	NA	2	1	NA	0.0005483	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	0.0005483	0.0004029	NA	"Bacteria>Bacteroidetes>Chlorobia>Chlorobiales"
"Chlorobaculum"	"G"	25041	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.0004029	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	0.0004029	NA	"Bacteria>Bacteroidetes>Chlorobia>Chlorobiales>Chlorobiaceae"
"Arthrospira PCC-7345"	"G"	25435	13	NA	NA	NA	1	NA	NA	13	NA	NA	1	NA	NA	0.004674	NA	NA	NA	0.0002569	NA	NA	0.004674	NA	NA	0.0002742	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Phormidiaceae"
"Trichodesmium IMS101"	"G"	25442	60	NA	NA	NA	1	NA	2	60	NA	NA	NA	3	NA	0.02157	NA	NA	NA	0.0002569	NA	0.0008082	0.02157	NA	NA	NA	0.001209	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Phormidiaceae"
"Aphanizomenon NIES81"	"G"	25346	2	NA	NA	NA	2	NA	1	1	NA	NA	NA	NA	NA	0.0005139	NA	NA	NA	0.0005139	NA	0.0004041	0.0003595	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Nostocaceae"
"Tolypothrix PCC-7601"	"G"	25402	9	NA	NA	NA	1	NA	NA	9	NA	NA	1	NA	NA	0.003236	NA	NA	NA	0.0002569	NA	NA	0.003236	NA	NA	0.0002742	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Nostocaceae"
"Nostoc PCC-73102"	"G"	25384	6	NA	NA	NA	1	NA	1	6	NA	1	NA	1	NA	0.002157	NA	NA	NA	0.0002569	NA	0.0004041	0.002157	NA	0.0003734	NA	0.0004029	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Nostocaceae"
"Wilmottia Ant-Ph58"	"G"	25298	5	NA	NA	NA	1	NA	1	5	NA	NA	NA	NA	NA	0.001798	NA	NA	NA	0.0002569	NA	0.0004041	0.001798	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Coleofasciculaceae"
"Geitlerinema LD9"	"G"	25306	5	NA	NA	NA	1	NA	NA	5	NA	NA	NA	NA	NA	0.001798	NA	NA	NA	0.0002569	NA	NA	0.001798	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Cyanobacteriaceae"
"Synechocystis PCC-6803"	"G"	25332	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.0004029	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	0.0004029	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Microcystaceae"
"Leptolyngbya ANT.L52.2"	"G"	25470	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Oxyphotobacteria&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"Leptolyngbyales"	"O"	25243	5	NA	NA	NA	2	NA	4	5	NA	NA	2	2	NA	0.001798	NA	NA	NA	0.0005139	NA	0.001616	0.001798	NA	NA	0.0005483	0.0008059	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Leptolyngbyaceae"	"F"	25244	5	NA	NA	NA	2	NA	4	5	NA	NA	2	2	NA	0.001798	NA	NA	NA	0.0005139	NA	0.001616	0.001798	NA	NA	0.0005483	0.0008059	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Leptolyngbyales"
"uncultured"	"G"	25266	2	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	NA	0.0005139	NA	NA	NA	0.0005139	NA	NA	NA	NA	NA	0.0002742	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Leptolyngbyales>Leptolyngbyaceae"
"SepB-3"	"O"	25509	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.0004029	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	0.0004029	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Hydrogenimonas"	"G"	25580	1	NA	NA	NA	1	NA	1	1	NA	NA	NA	NA	NA	0.0004041	NA	NA	NA	0.0002569	NA	0.0004041	0.0003595	NA	NA	NA	NA	NA	"Bacteria>Epsilonbacteraeota>Campylobacteria>Campylobacterales>Nitratiruptoraceae"
"Desulfurellia"	"C"	25602	2	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	NA	0.0005483	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	0.0005483	NA	NA	"Bacteria>Epsilonbacteraeota"
"Desulfurellales"	"O"	25603	2	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	NA	0.0005483	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	0.0005483	NA	NA	"Bacteria>Epsilonbacteraeota>Desulfurellia"
"Desulfurellaceae"	"F"	25604	2	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	NA	0.0005483	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	0.0005483	NA	NA	"Bacteria>Epsilonbacteraeota>Desulfurellia>Desulfurellales"
"Desulfurella"	"G"	25605	2	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	NA	0.0005483	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	0.0005483	NA	NA	"Bacteria>Epsilonbacteraeota>Desulfurellia>Desulfurellales>Desulfurellaceae"
"Ruminococcaceae UCG-012"	"G"	11369	5	NA	NA	NA	5	NA	2	1	NA	NA	NA	1	NA	0.001285	NA	NA	NA	0.001285	NA	0.0008082	0.0003595	NA	NA	NA	0.0004029	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Negativibacillus"	"G"	25668	4	NA	NA	NA	4	NA	1	NA	NA	3	1	1	NA	0.00112	NA	NA	NA	0.001028	NA	0.0004041	NA	NA	0.00112	0.0002742	0.0004029	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Papillibacter"	"G"	2065	3	NA	NA	NA	1	NA	NA	NA	NA	1	3	1	NA	0.0008225	NA	NA	NA	0.0002569	NA	NA	NA	NA	0.0003734	0.0008225	0.0004029	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Clostridium sensu stricto 19"	"G"	1883	2	NA	NA	NA	1	NA	2	NA	NA	NA	NA	NA	NA	0.0008082	NA	NA	NA	0.0002569	NA	0.0008082	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;1"
"Clostridium sensu stricto 14"	"G"	1878	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;1"
"Acetoanaerobium"	"G"	11343	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	0.0002742	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	0.0002742	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae"
"[Eubacterium] yurii group"	"G"	14381	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae"
"Desulfitispora"	"G"	2029	2	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	NA	0.0005139	NA	NA	NA	0.0005139	NA	NA	NA	NA	NA	0.0002742	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Thermincola"	"G"	2040	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"W5053"	"G"	25639	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XI"
"Soehngenia"	"G"	1948	1	NA	NA	NA	1	NA	NA	1	NA	1	1	NA	NA	0.0003734	NA	NA	NA	0.0002569	NA	NA	0.0003595	NA	0.0003734	0.0002742	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XI"
"uncultured"	"G"	1978	2	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	NA	0.0005483	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	0.0005483	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Gracilibacteraceae"
"uncultured"	"G"	1984	2	NA	NA	NA	2	NA	1	NA	NA	NA	1	1	NA	0.0005139	NA	NA	NA	0.0005139	NA	0.0004041	NA	NA	NA	0.0002742	0.0004029	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Heliobacteriaceae"
"Heliobacterium"	"G"	1981	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Heliobacteriaceae"
"Family XIV"	"F"	1962	3	NA	NA	NA	3	NA	NA	NA	1	NA	2	1	NA	0.0007708	NA	NA	NA	0.0007708	NA	NA	NA	0.000248	NA	0.0005483	0.0004029	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"uncultured"	"G"	11299	3	NA	NA	NA	3	NA	NA	NA	NA	NA	1	NA	NA	0.0007708	NA	NA	NA	0.0007708	NA	NA	NA	NA	NA	0.0002742	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XIV"
"Family XVI"	"F"	1964	2	NA	NA	NA	2	NA	NA	NA	NA	NA	1	1	NA	0.0005139	NA	NA	NA	0.0005139	NA	NA	NA	NA	NA	0.0002742	0.0004029	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Carboxydocella"	"G"	1965	2	NA	NA	NA	2	NA	NA	NA	NA	NA	1	1	NA	0.0005139	NA	NA	NA	0.0005139	NA	NA	NA	NA	NA	0.0002742	0.0004029	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XVI"
"uncultured"	"G"	1969	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XVII"
