"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_april_BC01.cladeReads"	"centrifuge_classification_april_BC02.cladeReads"	"centrifuge_classification_april_BC03.cladeReads"	"centrifuge_classification_april_BC04.cladeReads"	"centrifuge_classification_april_BC05.cladeReads"	"centrifuge_classification_april_BC06.cladeReads"	"centrifuge_classification_april_BC07.cladeReads"	"centrifuge_classification_april_BC08.cladeReads"	"centrifuge_classification_april_BC09.cladeReads"	"centrifuge_classification_april_BC10.cladeReads"	"centrifuge_classification_april_BC11.cladeReads"	"centrifuge_classification_april_BC12.cladeReads"	"Max.1"	"centrifuge_classification_april_BC01.cladeReads.."	"centrifuge_classification_april_BC02.cladeReads.."	"centrifuge_classification_april_BC03.cladeReads.."	"centrifuge_classification_april_BC04.cladeReads.."	"centrifuge_classification_april_BC05.cladeReads.."	"centrifuge_classification_april_BC06.cladeReads.."	"centrifuge_classification_april_BC07.cladeReads.."	"centrifuge_classification_april_BC08.cladeReads.."	"centrifuge_classification_april_BC09.cladeReads.."	"centrifuge_classification_april_BC10.cladeReads.."	"centrifuge_classification_april_BC11.cladeReads.."	"centrifuge_classification_april_BC12.cladeReads.."	"lineage"
"Salmonella enterica subsp. enterica serovar Macclesfield str. S-1643"	"-"	1242107	53	NA	NA	NA	3	NA	NA	1	53	NA	NA	NA	NA	0.01315	NA	NA	NA	0.0007708	NA	NA	0.0003595	0.01315	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Salmonella>Salmonella&nbsp;enterica>Salmonella&nbsp;enterica&nbsp;subsp.&nbsp;enterica>Salmonella&nbsp;enterica&nbsp;subsp.&nbsp;enterica&nbsp;serovar&nbsp;Macclesfield"
"Salmonella enterica subsp. enterica serovar Gallinarum/pullorum"	"-"	604	230	NA	NA	NA	1	NA	NA	1	230	1	NA	1	NA	0.05705	NA	NA	NA	0.0002569	NA	NA	0.0003595	0.05705	0.0003734	NA	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Salmonella>Salmonella&nbsp;enterica>Salmonella&nbsp;enterica&nbsp;subsp.&nbsp;enterica"
"Salmonella enterica subsp. enterica serovar Gallinarum/pullorum str. CDC1983-67"	"-"	1225522	230	NA	NA	NA	1	NA	NA	1	230	1	NA	1	NA	0.05705	NA	NA	NA	0.0002569	NA	NA	0.0003595	0.05705	0.0003734	NA	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Salmonella>Salmonella&nbsp;enterica>Salmonella&nbsp;enterica&nbsp;subsp.&nbsp;enterica>Salmonella&nbsp;enterica&nbsp;subsp.&nbsp;enterica&nbsp;serovar&nbsp;Gallinarum/pullorum"
"Salmonella enterica subsp. enterica serovar Virchow"	"-"	48409	15	NA	NA	NA	1	NA	1	NA	15	NA	NA	NA	NA	0.00372	NA	NA	NA	0.0002569	NA	0.0004041	NA	0.00372	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Salmonella>Salmonella&nbsp;enterica>Salmonella&nbsp;enterica&nbsp;subsp.&nbsp;enterica"
"Salmonella enterica subsp. enterica serovar Paratyphi A"	"-"	54388	38	NA	NA	NA	1	NA	NA	NA	38	1	NA	1	NA	0.009425	NA	NA	NA	0.0002569	NA	NA	NA	0.009425	0.0003734	NA	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Salmonella>Salmonella&nbsp;enterica>Salmonella&nbsp;enterica&nbsp;subsp.&nbsp;enterica"
"Salmonella enterica subsp. enterica serovar Fresno"	"-"	1077085	99	NA	NA	NA	1	NA	1	NA	99	NA	NA	1	NA	0.02455	NA	NA	NA	0.0002569	NA	0.0004041	NA	0.02455	NA	NA	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Salmonella>Salmonella&nbsp;enterica>Salmonella&nbsp;enterica&nbsp;subsp.&nbsp;enterica"
"Salmonella enterica subsp. enterica serovar Brancaster"	"-"	2511819	12	NA	NA	NA	1	NA	NA	NA	12	NA	NA	NA	NA	0.002976	NA	NA	NA	0.0002569	NA	NA	NA	0.002976	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Salmonella>Salmonella&nbsp;enterica>Salmonella&nbsp;enterica&nbsp;subsp.&nbsp;enterica"
"Salmonella enterica subsp. diarizonae"	"-"	59204	32	NA	NA	NA	2	NA	NA	NA	32	NA	NA	NA	NA	0.007937	NA	NA	NA	0.0005139	NA	NA	NA	0.007937	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Salmonella>Salmonella&nbsp;enterica"
"Salmonella enterica subsp. houtenae"	"-"	59205	23	NA	NA	NA	1	NA	NA	NA	23	NA	NA	1	NA	0.005705	NA	NA	NA	0.0002569	NA	NA	NA	0.005705	NA	NA	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Salmonella>Salmonella&nbsp;enterica"
"Candidatus Blochmannia floridanus"	"S"	203907	14	NA	NA	NA	3	NA	1	1	14	NA	NA	2	NA	0.003472	NA	NA	NA	0.0007708	NA	0.0004041	0.0003595	0.003472	NA	NA	0.0008059	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>unclassified&nbsp;Enterobacteriaceae>ant,&nbsp;tsetse,&nbsp;mealybug,&nbsp;aphid,&nbsp;etc.&nbsp;endosymbionts>ant&nbsp;endosymbionts>Candidatus&nbsp;Blochmannia"
"Enterobacter asburiae"	"S"	61645	236	NA	NA	NA	6	NA	5	1	236	1	9	2	NA	0.05853	NA	NA	NA	0.001542	NA	0.002021	0.0003595	0.05853	0.0003734	0.002467	0.0008059	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex"
"Enterobacter hormaechei subsp. xiangfangensis"	"-"	1296536	3	NA	NA	NA	1	NA	NA	NA	3	NA	NA	NA	NA	0.0007441	NA	NA	NA	0.0002569	NA	NA	NA	0.0007441	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex>Enterobacter&nbsp;hormaechei"
"Enterobacter kobei"	"S"	208224	22	NA	NA	NA	1	NA	NA	NA	22	NA	NA	NA	NA	0.005457	NA	NA	NA	0.0002569	NA	NA	NA	0.005457	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex"
"Enterobacter cloacae complex sp. ECNIH7"	"S"	1915310	4	NA	NA	NA	1	NA	NA	1	4	NA	NA	1	NA	0.0009921	NA	NA	NA	0.0002569	NA	NA	0.0003595	0.0009921	NA	NA	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex"
"Enterobacter sp. CRENT-193"	"S"	2051905	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter"
"Citrobacter freundii complex sp. CFNIH9"	"S"	2077149	28	NA	NA	NA	1	NA	NA	3	28	NA	2	NA	NA	0.006945	NA	NA	NA	0.0002569	NA	NA	0.001079	0.006945	NA	0.0005483	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter>Citrobacter&nbsp;freundii&nbsp;complex"
"Citrobacter amalonaticus Y19"	"-"	1261127	21	NA	NA	NA	1	NA	1	NA	21	NA	1	NA	NA	0.005209	NA	NA	NA	0.0002569	NA	0.0004041	NA	0.005209	NA	0.0002742	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Citrobacter>Citrobacter&nbsp;amalonaticus"
"Kosakonia radicincitans DSM 16656"	"-"	1177180	47	NA	NA	NA	1	NA	NA	NA	47	NA	NA	NA	NA	0.01166	NA	NA	NA	0.0002569	NA	NA	NA	0.01166	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Kosakonia>Kosakonia&nbsp;radicincitans"
"Kosakonia oryzae"	"S"	497725	12	NA	NA	NA	1	NA	NA	NA	12	NA	NA	NA	NA	0.002976	NA	NA	NA	0.0002569	NA	NA	NA	0.002976	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Kosakonia"
"Kosakonia sacchari"	"S"	1158459	28	NA	NA	NA	1	NA	NA	NA	28	1	NA	NA	NA	0.006945	NA	NA	NA	0.0002569	NA	NA	NA	0.006945	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Kosakonia"
"Kosakonia sacchari SP1"	"-"	1235834	14	NA	NA	NA	1	NA	NA	NA	14	NA	NA	NA	NA	0.003472	NA	NA	NA	0.0002569	NA	NA	NA	0.003472	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Kosakonia>Kosakonia&nbsp;sacchari"
"Raoultella terrigena"	"S"	577	4	NA	NA	NA	2	NA	NA	1	4	NA	1	NA	NA	0.0009921	NA	NA	NA	0.0005139	NA	NA	0.0003595	0.0009921	NA	0.0002742	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Raoultella"
"Raoultella planticola"	"S"	575	3	NA	NA	NA	1	NA	NA	NA	3	1	NA	1	NA	0.0007441	NA	NA	NA	0.0002569	NA	NA	NA	0.0007441	0.0003734	NA	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Raoultella"
"Limnobaculum"	"G"	2172100	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	0.000248	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae"
"Limnobaculum parvum"	"S"	2172103	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	0.000248	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Limnobaculum"
"Buchnera aphidicola (Cinara pseudotaxifoliae)"	"-"	655384	12	NA	NA	NA	4	NA	12	3	NA	3	1	2	NA	0.004849	NA	NA	NA	0.001028	NA	0.004849	0.001079	NA	0.00112	0.0002742	0.0008059	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Buchnera>Buchnera&nbsp;aphidicola"
"Buchnera aphidicola (Acyrthosiphon kondoi)"	"-"	668607	72	NA	NA	NA	3	NA	1	1	72	1	NA	NA	NA	0.01786	NA	NA	NA	0.0007708	NA	0.0004041	0.0003595	0.01786	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Buchnera>Buchnera&nbsp;aphidicola"
"Buchnera aphidicola str. Ak (Acyrthosiphon kondoi)"	"-"	1005090	72	NA	NA	NA	3	NA	1	1	72	1	NA	NA	NA	0.01786	NA	NA	NA	0.0007708	NA	0.0004041	0.0003595	0.01786	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Buchnera>Buchnera&nbsp;aphidicola>Buchnera&nbsp;aphidicola&nbsp;(Acyrthosiphon&nbsp;kondoi)"
"Buchnera aphidicola (Baizongia pistaciae)"	"-"	135842	45	NA	NA	NA	1	NA	NA	1	45	NA	NA	1	NA	0.01116	NA	NA	NA	0.0002569	NA	NA	0.0003595	0.01116	NA	NA	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Buchnera>Buchnera&nbsp;aphidicola"
"Buchnera aphidicola str. Bp (Baizongia pistaciae)"	"-"	224915	45	NA	NA	NA	1	NA	NA	1	45	NA	NA	1	NA	0.01116	NA	NA	NA	0.0002569	NA	NA	0.0003595	0.01116	NA	NA	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Buchnera>Buchnera&nbsp;aphidicola>Buchnera&nbsp;aphidicola&nbsp;(Baizongia&nbsp;pistaciae)"
"Buchnera aphidicola (Cinara cedri)"	"-"	261318	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.0004029	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Buchnera>Buchnera&nbsp;aphidicola"
"Buchnera aphidicola BCc"	"-"	372461	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	0.0004029	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Buchnera>Buchnera&nbsp;aphidicola>Buchnera&nbsp;aphidicola&nbsp;(Cinara&nbsp;cedri)"
"Buchnera aphidicola (Cinara confinis)"	"-"	1878935	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Buchnera>Buchnera&nbsp;aphidicola"
"Mixta"	"G"	2100764	51	NA	NA	NA	1	NA	NA	NA	51	1	3	NA	NA	0.01265	NA	NA	NA	0.0002569	NA	NA	NA	0.01265	0.0003734	0.0008225	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae"
"Mixta calida"	"S"	665913	42	NA	NA	NA	1	NA	NA	NA	42	NA	NA	NA	NA	0.01042	NA	NA	NA	0.0002569	NA	NA	NA	0.01042	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Mixta"
"Yersinia pestis subsp. microtus"	"-"	1234659	4	NA	NA	NA	3	NA	NA	NA	4	NA	NA	1	NA	0.0009921	NA	NA	NA	0.0007708	NA	NA	NA	0.0009921	NA	NA	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia>Yersinia&nbsp;pseudotuberculosis&nbsp;complex>Yersinia&nbsp;pestis"
"Yersinia pestis biovar Microtus str. 91001"	"-"	229193	4	NA	NA	NA	3	NA	NA	NA	4	NA	NA	1	NA	0.0009921	NA	NA	NA	0.0007708	NA	NA	NA	0.0009921	NA	NA	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia>Yersinia&nbsp;pseudotuberculosis&nbsp;complex>Yersinia&nbsp;pestis>Yersinia&nbsp;pestis&nbsp;subsp.&nbsp;microtus"
"Yersinia pestis 3770"	"-"	1345707	29	NA	NA	NA	2	NA	NA	NA	29	1	1	NA	NA	0.007193	NA	NA	NA	0.0005139	NA	NA	NA	0.007193	0.0003734	0.0002742	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia>Yersinia&nbsp;pseudotuberculosis&nbsp;complex>Yersinia&nbsp;pestis"
"Yersinia aldovae"	"S"	29483	7	NA	NA	NA	7	NA	NA	1	3	2	1	NA	NA	0.001799	NA	NA	NA	0.001799	NA	NA	0.0003595	0.0007441	0.0007469	0.0002742	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia"
"Yersinia aldovae 670-83"	"-"	1453495	7	NA	NA	NA	7	NA	NA	1	3	2	1	NA	NA	0.001799	NA	NA	NA	0.001799	NA	NA	0.0003595	0.0007441	0.0007469	0.0002742	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia>Yersinia&nbsp;aldovae"
"Serratia plymuthica PRI-2C"	"-"	1154756	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	0.000248	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia>Serratia&nbsp;plymuthica"
"Serratia sp. FGI94"	"S"	671990	5	NA	NA	NA	4	NA	2	NA	5	1	NA	NA	NA	0.00124	NA	NA	NA	0.001028	NA	0.0008082	NA	0.00124	0.0003734	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia"
"Chania"	"G"	1745211	6	NA	NA	NA	6	NA	NA	NA	3	NA	1	NA	NA	0.001542	NA	NA	NA	0.001542	NA	NA	NA	0.0007441	NA	0.0002742	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae"
"Chania multitudinisentens"	"S"	1639108	6	NA	NA	NA	6	NA	NA	NA	3	NA	1	NA	NA	0.001542	NA	NA	NA	0.001542	NA	NA	NA	0.0007441	NA	0.0002742	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Chania"
"Chania multitudinisentens RB-25"	"-"	1441930	6	NA	NA	NA	6	NA	NA	NA	3	NA	1	NA	NA	0.001542	NA	NA	NA	0.001542	NA	NA	NA	0.0007441	NA	0.0002742	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Chania>Chania&nbsp;multitudinisentens"
"Hafnia"	"G"	568	31	NA	NA	NA	10	NA	1	2	31	4	9	4	NA	0.007689	NA	NA	NA	0.002569	NA	0.0004041	0.000719	0.007689	0.001494	0.002467	0.001612	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Hafniaceae"
"Hafnia alvei"	"S"	569	31	NA	NA	NA	5	NA	NA	1	31	NA	6	4	NA	0.007689	NA	NA	NA	0.001285	NA	NA	0.0003595	0.007689	NA	0.001645	0.001612	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Hafniaceae>Hafnia"
"Hafnia alvei FB1"	"-"	1453496	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Hafniaceae>Hafnia>Hafnia&nbsp;alvei"
"Hafnia paralvei"	"S"	546367	5	NA	NA	NA	5	NA	1	1	NA	4	3	NA	NA	0.001494	NA	NA	NA	0.001285	NA	0.0004041	0.0003595	NA	0.001494	0.0008225	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Hafniaceae>Hafnia"
"Pectobacterium parmentieri WPP163"	"-"	561231	35	NA	NA	NA	2	NA	NA	NA	35	NA	1	NA	NA	0.008681	NA	NA	NA	0.0005139	NA	NA	NA	0.008681	NA	0.0002742	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium>Pectobacterium&nbsp;parmentieri"
"Dickeya dadantii"	"S"	204038	75	NA	NA	NA	3	NA	1	NA	75	NA	NA	NA	NA	0.0186	NA	NA	NA	0.0007708	NA	0.0004041	NA	0.0186	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Dickeya"
"Dickeya dadantii 3937"	"-"	198628	17	NA	NA	NA	3	NA	NA	NA	17	NA	NA	NA	NA	0.004216	NA	NA	NA	0.0007708	NA	NA	NA	0.004216	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Dickeya>Dickeya&nbsp;dadantii"
"Candidatus Arsenophonus lipoptenae"	"S"	634113	10	NA	NA	NA	3	NA	NA	NA	10	1	1	NA	NA	0.00248	NA	NA	NA	0.0007708	NA	NA	NA	0.00248	0.0003734	0.0002742	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Arsenophonus"
"Providencia rustigianii"	"S"	158850	2	NA	NA	NA	2	NA	NA	NA	2	NA	1	1	NA	0.0005139	NA	NA	NA	0.0005139	NA	NA	NA	0.000496	NA	0.0002742	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Providencia"
"Leminorella"	"G"	82980	2	NA	NA	NA	1	NA	NA	NA	2	2	1	NA	NA	0.0007469	NA	NA	NA	0.0002569	NA	NA	NA	0.000496	0.0007469	0.0002742	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Budviciaceae"
"Leminorella richardii"	"S"	158841	2	NA	NA	NA	1	NA	NA	NA	2	2	1	NA	NA	0.0007469	NA	NA	NA	0.0002569	NA	NA	NA	0.000496	0.0007469	0.0002742	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Budviciaceae>Leminorella"
"Coxiella burnetii CbuG_Q212"	"-"	434923	7	NA	NA	NA	7	NA	NA	NA	NA	NA	3	NA	NA	0.001799	NA	NA	NA	0.001799	NA	NA	NA	NA	NA	0.0008225	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Coxiellaceae>Coxiella>Coxiella&nbsp;burnetii"
"Coxiella burnetii RSA 331"	"-"	360115	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Coxiellaceae>Coxiella>Coxiella&nbsp;burnetii"
"Legionella pneumophila subsp. fraseri"	"-"	91892	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella>Legionella&nbsp;pneumophila"
"Oceanisphaera profunda"	"S"	1416627	7	NA	NA	NA	5	NA	1	3	7	NA	2	1	NA	0.001736	NA	NA	NA	0.001285	NA	0.0004041	0.001079	0.001736	NA	0.0005483	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Oceanisphaera"
"Xanthomonas citri pv. citri"	"-"	611301	2	NA	NA	NA	1	NA	1	2	2	NA	2	NA	NA	0.000719	NA	NA	NA	0.0002569	NA	0.0004041	0.000719	0.000496	NA	0.0005483	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Xanthomonas>Xanthomonas&nbsp;citri&nbsp;group>Xanthomonas&nbsp;citri"
"Xanthomonas campestris"	"S"	339	3	NA	NA	NA	3	NA	NA	NA	NA	1	1	NA	NA	0.0007708	NA	NA	NA	0.0007708	NA	NA	NA	NA	0.0003734	0.0002742	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Xanthomonas"
"Xanthomonas campestris pv. raphani"	"-"	359385	3	NA	NA	NA	3	NA	NA	NA	NA	1	1	NA	NA	0.0007708	NA	NA	NA	0.0007708	NA	NA	NA	NA	0.0003734	0.0002742	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Xanthomonas>Xanthomonas&nbsp;campestris"
"Xanthomonas campestris pv. raphani 756C"	"-"	990315	3	NA	NA	NA	3	NA	NA	NA	NA	1	1	NA	NA	0.0007708	NA	NA	NA	0.0007708	NA	NA	NA	NA	0.0003734	0.0002742	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Xanthomonas>Xanthomonas&nbsp;campestris>Xanthomonas&nbsp;campestris&nbsp;pv.&nbsp;raphani"
"Xanthomonas euvesicatoria"	"S"	456327	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002569	NA	NA	NA	0.0002569	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Xanthomonas"
"Halomonas elongata"	"S"	2746	4	NA	NA	NA	4	NA	1	1	2	NA	4	1	NA	0.001097	NA	NA	NA	0.001028	NA	0.0004041	0.0003595	0.000496	NA	0.001097	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Halomonas"
"Halomonas elongata DSM 2581"	"-"	768066	4	NA	NA	NA	4	NA	1	1	2	NA	4	1	NA	0.001097	NA	NA	NA	0.001028	NA	0.0004041	0.0003595	0.000496	NA	0.001097	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Halomonas>Halomonas&nbsp;elongata"
"Halomonas sp. GT"	"S"	1971364	2	NA	NA	NA	2	NA	1	1	NA	NA	NA	NA	NA	0.0005139	NA	NA	NA	0.0005139	NA	0.0004041	0.0003595	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Halomonas"
