"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_april_BC01.cladeReads"	"centrifuge_16s_classification_april_BC02.cladeReads"	"centrifuge_16s_classification_april_BC03.cladeReads"	"centrifuge_16s_classification_april_BC04.cladeReads"	"centrifuge_16s_classification_april_BC05.cladeReads"	"centrifuge_16s_classification_april_BC06.cladeReads"	"centrifuge_16s_classification_april_BC07.cladeReads"	"centrifuge_16s_classification_april_BC08.cladeReads"	"centrifuge_16s_classification_april_BC09.cladeReads"	"centrifuge_16s_classification_april_BC10.cladeReads"	"centrifuge_16s_classification_april_BC11.cladeReads"	"centrifuge_16s_classification_april_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_april_BC01.cladeReads.."	"centrifuge_16s_classification_april_BC02.cladeReads.."	"centrifuge_16s_classification_april_BC03.cladeReads.."	"centrifuge_16s_classification_april_BC04.cladeReads.."	"centrifuge_16s_classification_april_BC05.cladeReads.."	"centrifuge_16s_classification_april_BC06.cladeReads.."	"centrifuge_16s_classification_april_BC07.cladeReads.."	"centrifuge_16s_classification_april_BC08.cladeReads.."	"centrifuge_16s_classification_april_BC09.cladeReads.."	"centrifuge_16s_classification_april_BC10.cladeReads.."	"centrifuge_16s_classification_april_BC11.cladeReads.."	"centrifuge_16s_classification_april_BC12.cladeReads.."	"lineage"
"Sphingomonas sp. Sph3"	"S"	1628076	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Zymomonas"	"G"	541	2	NA	NA	NA	NA	NA	NA	1	NA	1	2	NA	NA	0.0005774	NA	NA	NA	NA	NA	NA	0.0003808	NA	0.0003784	0.0005774	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"environmental samples"	"-"	392326	1	NA	NA	NA	NA	NA	NA	1	NA	1	1	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	0.0003784	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Zymomonas"
"uncultured Zymomonas sp."	"S"	392327	1	NA	NA	NA	NA	NA	NA	1	NA	1	1	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	0.0003784	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Zymomonas>environmental&nbsp;samples"
"Erythrobacter sp. MOLA 90"	"S"	523637	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Erythrobacter"
"Azospirillum sp. LOD4"	"S"	230329	1	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	0.0003784	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Azospirillum"
"Rhodovibrio"	"G"	85274	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"environmental samples"	"-"	259937	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Rhodovibrio"
"uncultured Rhodovibrio sp."	"S"	259938	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Rhodovibrio>environmental&nbsp;samples"
"alpha proteobacterium USH5"	"S"	926380	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>unclassified&nbsp;Alphaproteobacteria>unclassified&nbsp;Alphaproteobacteria&nbsp;(miscellaneous)"
"Alphaproteobacteria bacterium RIFCSPHIGHO2_01_FULL_41_14"	"S"	1797217	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>unclassified&nbsp;Alphaproteobacteria>unclassified&nbsp;Alphaproteobacteria&nbsp;(miscellaneous)"
"Caulobacter sp. Ara14"	"S"	1327170	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae>Caulobacter"
"environmental samples"	"-"	54532	2	NA	NA	NA	NA	NA	NA	1	1	2	NA	NA	NA	0.0007568	NA	NA	NA	NA	NA	NA	0.0003808	0.0002587	0.0007568	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Pelagibacterales"
"uncultured Pelagibacterales bacterium"	"S"	309857	2	NA	NA	NA	NA	NA	NA	1	1	2	NA	NA	NA	0.0007568	NA	NA	NA	NA	NA	NA	0.0003808	0.0002587	0.0007568	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Pelagibacterales>environmental&nbsp;samples"
"Janthinobacterium sp. CH24-3"	"S"	471757	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium"
"Massilia alkalitolerans"	"S"	286638	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Massilia sp. THG-M10"	"S"	1534502	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Candidatus Zinderia"	"G"	884214	2	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	0.0005173	NA	NA	NA	NA	NA	NA	0.0003808	0.0005173	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae"
"Candidatus Zinderia insecticola"	"S"	884215	2	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	0.0005173	NA	NA	NA	NA	NA	NA	0.0003808	0.0005173	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Candidatus&nbsp;Zinderia"
"Burkholderia sp. A112B4"	"S"	1406910	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	0.0007616	NA	NA	NA	NA	NA	NA	0.0007616	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia ambifaria"	"S"	152480	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia sp. BCB-25"	"S"	428625	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	0.0004342	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. IMER-B1-52"	"S"	627672	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Cupriavidus sp. SM-2017"	"S"	1963406	2	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	0.0007616	NA	NA	NA	NA	NA	NA	0.0007616	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Cupriavidus oxalaticus"	"S"	96344	1	NA	NA	NA	NA	NA	NA	1	NA	1	1	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	0.0003784	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Hydrogenophaga sp. DW653"	"S"	1752020	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Hydrogenophaga"
"Acidovorax facilis"	"S"	12917	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Acidovorax"
"Comamonadaceae bacterium VUG-A10"	"S"	877223	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>unclassified&nbsp;Comamonadaceae"
"Aquabacterium sp. Aqua3"	"S"	92817	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Aquabacterium"
"Ideonella"	"G"	36862	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"Ideonella azotifigens"	"S"	513160	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Ideonella"
"uncultured bacterium GKS2-122"	"S"	124629	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>environmental&nbsp;samples"
"Chromobacterium violaceum"	"S"	536	1	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	0.0002587	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Chromobacteriaceae>Chromobacterium&nbsp;group>Chromobacterium"
"Nitrosomonas"	"G"	914	2	NA	NA	NA	NA	NA	NA	2	NA	NA	1	NA	NA	0.0007616	NA	NA	NA	NA	NA	NA	0.0007616	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Nitrosomonadaceae"
"environmental samples"	"-"	73639	2	NA	NA	NA	NA	NA	NA	2	NA	NA	1	NA	NA	0.0007616	NA	NA	NA	NA	NA	NA	0.0007616	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Nitrosomonadaceae>Nitrosomonas"
"uncultured Nitrosomonas sp."	"S"	156424	2	NA	NA	NA	NA	NA	NA	2	NA	NA	1	NA	NA	0.0007616	NA	NA	NA	NA	NA	NA	0.0007616	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Nitrosomonadaceae>Nitrosomonas>environmental&nbsp;samples"
"Methylophilaceae"	"F"	32011	1	NA	NA	NA	NA	NA	NA	1	1	1	1	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	0.0002587	0.0003784	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales"
"environmental samples"	"-"	62667	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Methylophilaceae"
"uncultured Methylophilaceae bacterium"	"S"	239732	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Nitrosomonadales>Methylophilaceae>environmental&nbsp;samples"
"perchlorate-reducing bacterium PMC"	"S"	226928	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Rhodocyclales>Rhodocyclaceae>unclassified&nbsp;Rhodocyclaceae"
"Enterobacter cloacae"	"S"	550	46	NA	NA	NA	NA	NA	NA	1	46	NA	1	NA	NA	0.0119	NA	NA	NA	NA	NA	NA	0.0003808	0.0119	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Enterobacter>Enterobacter&nbsp;cloacae&nbsp;complex"
"Salmonella sp. CASMBAUKKAGK2"	"S"	1281579	6	NA	NA	NA	NA	NA	NA	1	6	NA	NA	NA	NA	0.001552	NA	NA	NA	NA	NA	NA	0.0003808	0.001552	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Salmonella"
"Candidatus Curculioniphilus"	"G"	690591	3	NA	NA	NA	NA	NA	NA	1	3	NA	NA	NA	NA	0.000776	NA	NA	NA	NA	NA	NA	0.0003808	0.000776	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae"
"Candidatus Curculioniphilus buchneri"	"S"	690594	1	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	0.0002587	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Enterobacteriaceae>Candidatus&nbsp;Curculioniphilus"
"Pantoea sp. UYFA198"	"S"	1605336	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	0.0004342	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea"
"Buchnera aphidicola (Neophyllaphis podocarpi)"	"-"	1265378	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Buchnera>Buchnera&nbsp;aphidicola"
"Hafniaceae"	"F"	1903412	15	NA	NA	NA	NA	NA	NA	1	15	NA	NA	NA	NA	0.00388	NA	NA	NA	NA	NA	NA	0.0003808	0.00388	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales"
"Edwardsiella"	"G"	635	15	NA	NA	NA	NA	NA	NA	1	15	NA	NA	NA	NA	0.00388	NA	NA	NA	NA	NA	NA	0.0003808	0.00388	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Hafniaceae"
"Edwardsiella ictaluri"	"S"	67780	14	NA	NA	NA	NA	NA	NA	1	14	NA	NA	NA	NA	0.003621	NA	NA	NA	NA	NA	NA	0.0003808	0.003621	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Hafniaceae>Edwardsiella"
"Pseudomonas filiscindens"	"S"	237435	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Psychrobacter nivimaris"	"S"	281738	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	0.0004342	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Psychrobacter"
"Luteibacter"	"G"	242605	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Luteibacter sp. UR 2-03"	"S"	1534043	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae>Luteibacter"
"Moritellaceae"	"F"	267891	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Moritella"	"G"	58050	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Moritellaceae"
"environmental samples"	"-"	78555	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Moritellaceae>Moritella"
"uncultured Moritella sp."	"S"	78506	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Moritellaceae>Moritella>environmental&nbsp;samples"
"Halomonas sp. SCS-5"	"S"	1513891	3	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	3	NA	0.001303	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	0.001303	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Halomonas"
"Profundimonas"	"G"	1437109	1	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	0.0003784	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Oceanospirillaceae"
"Profundimonas piezophila"	"S"	907462	1	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	0.0003784	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Oceanospirillaceae>Profundimonas"
"Vibrio fortis"	"S"	212667	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio alginolyticus"	"S"	663	2	NA	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	0.0005173	NA	NA	NA	NA	NA	NA	0.0003808	0.0005173	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group"
"Aeromonas caviae"	"S"	648	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Haererehalobacter"	"G"	54758	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria"
"Haererehalobacter sp. SO3"	"S"	1110649	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>Haererehalobacter"
"unclassified Syntrophobacterales"	"-"	1674873	1	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	0.0002587	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales"
"Syntrophobacterales bacterium Delta_03"	"S"	1674897	1	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	0.0002587	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales>unclassified&nbsp;Syntrophobacterales"
"Myxococcus sp. HBUM 91089"	"S"	473219	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Myxococcaceae>Myxococcus"
"Desulfococcus"	"G"	896	1	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	0.0003784	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfotalea"	"G"	109168	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Desulfotalea sp. NA22"	"S"	303199	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae>Desulfotalea"
"environmental samples"	"-"	87828	2	NA	NA	NA	NA	NA	NA	2	1	NA	2	1	NA	0.0007616	NA	NA	NA	NA	NA	NA	0.0007616	0.0002587	NA	0.0005774	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria"
"uncultured Epsilonproteobacteria bacterium"	"S"	120858	2	NA	NA	NA	NA	NA	NA	2	1	NA	2	1	NA	0.0007616	NA	NA	NA	NA	NA	NA	0.0007616	0.0002587	NA	0.0005774	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>environmental&nbsp;samples"
"Arcobacter group"	"-"	2321108	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	1	NA	0.0004342	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	0.0002887	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae"
"Arcobacter"	"G"	28196	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	1	NA	0.0004342	NA	NA	NA	NA	NA	NA	0.0003808	NA	NA	0.0002887	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Arcobacter&nbsp;group"
