"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_june_BC01.cladeReads"	"kraken2_16s_classification_june_BC02.cladeReads"	"kraken2_16s_classification_june_BC03.cladeReads"	"kraken2_16s_classification_june_BC04.cladeReads"	"kraken2_16s_classification_june_BC05.cladeReads"	"kraken2_16s_classification_june_BC06.cladeReads"	"kraken2_16s_classification_june_BC07.cladeReads"	"kraken2_16s_classification_june_BC08.cladeReads"	"kraken2_16s_classification_june_BC09.cladeReads"	"kraken2_16s_classification_june_BC10.cladeReads"	"kraken2_16s_classification_june_BC11.cladeReads"	"kraken2_16s_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_june_BC01.cladeReads.."	"kraken2_16s_classification_june_BC02.cladeReads.."	"kraken2_16s_classification_june_BC03.cladeReads.."	"kraken2_16s_classification_june_BC04.cladeReads.."	"kraken2_16s_classification_june_BC05.cladeReads.."	"kraken2_16s_classification_june_BC06.cladeReads.."	"kraken2_16s_classification_june_BC07.cladeReads.."	"kraken2_16s_classification_june_BC08.cladeReads.."	"kraken2_16s_classification_june_BC09.cladeReads.."	"kraken2_16s_classification_june_BC10.cladeReads.."	"kraken2_16s_classification_june_BC11.cladeReads.."	"kraken2_16s_classification_june_BC12.cladeReads.."	"lineage"
"Arsenicitalea"	"G"	26056	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"Psychroglaciecola"	"G"	26050	3	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	0.00156	NA	NA	NA	NA	0.00156	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylocella"	"G"	2440	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Pseudovibrio"	"G"	26140	3	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	2	NA	0.00224	NA	NA	NA	NA	0.00156	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Stappiaceae"
"D05-2"	"F"	2465	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Asticcacaulis"	"G"	2389	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.00112	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"Midichloriaceae"	"F"	26213	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"Lyticum"	"G"	26221	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Midichloriaceae"
"Anaplasmataceae"	"F"	2763	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.00112	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"Candidatus Xenohaliotis"	"G"	2766	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.00112	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae"
"Roseococcus"	"G"	25931	7	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	7	NA	0.007839	NA	NA	NA	NA	0.003119	NA	NA	NA	NA	NA	0.007839	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Haematospirillum"	"G"	14543	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	0.00112	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Thalassobaculales"	"O"	26252	4	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	0.002079	NA	NA	NA	NA	0.002079	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Thalassobaculaceae"	"F"	26258	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Thalassobaculales"
"Thalassobaculum"	"G"	26260	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Thalassobaculales>Thalassobaculaceae"
"uncultured"	"F"	26261	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Thalassobaculales"
"uncultured"	"G"	26231	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>SAR11&nbsp;clade>Clade&nbsp;I"
"Clade II"	"F"	26232	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>SAR11&nbsp;clade"
"Sneathiellales"	"O"	2818	2	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.00224	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Sneathiellaceae"	"F"	2819	2	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.00224	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sneathiellales"
"AT-s3-44"	"G"	26236	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sneathiellales>Sneathiellaceae"
"Puniceispirillales"	"O"	26028	2	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.00224	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"SAR116 clade"	"F"	26032	2	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.00224	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Puniceispirillales"
"Sandaracinus"	"G"	3242	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Sandaracinaceae"
"Archangiaceae"	"F"	14597	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Anaeromyxobacter"	"G"	14598	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Archangiaceae"
"Stigmatella"	"G"	14604	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Archangiaceae"
"bacteriap25"	"F"	11496	3	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	3	NA	0.00336	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	0.00336	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Sorangium"	"G"	3239	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Polyangiaceae"
"VHS-B3-70"	"F"	3243	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"MidBa8"	"F"	11483	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Desulfobacca"	"G"	3253	9	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	1	NA	0.004679	NA	NA	NA	NA	0.004679	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
"Smithella"	"G"	3255	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
"Desulfuromonadales"	"O"	3181	15	NA	NA	NA	NA	15	NA	NA	NA	NA	NA	8	NA	0.008959	NA	NA	NA	NA	0.007798	NA	NA	NA	NA	NA	0.008959	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Geobacteraceae"	"F"	3195	10	NA	NA	NA	NA	10	NA	NA	NA	NA	NA	8	NA	0.008959	NA	NA	NA	NA	0.005199	NA	NA	NA	NA	NA	0.008959	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales"
"Geobacter"	"G"	3197	6	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	3	NA	0.00336	NA	NA	NA	NA	0.003119	NA	NA	NA	NA	NA	0.00336	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae"
"Geothermobacter"	"G"	3199	5	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	5	NA	0.005599	NA	NA	NA	NA	0.002079	NA	NA	NA	NA	NA	0.005599	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae"
"Desulfuromonadaceae"	"F"	3189	3	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	0.00156	NA	NA	NA	NA	0.00156	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales"
"Desulfuromonas"	"G"	3190	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae"
"Pelobacter"	"G"	3193	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae"
"Sva1033"	"F"	3206	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales"
"Oligoflexus"	"G"	11499	9	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	9	NA	0.01008	NA	NA	NA	NA	0.002079	NA	NA	NA	NA	NA	0.01008	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Oligoflexales>Oligoflexaceae"
"Silvanigrella"	"G"	26285	3	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	3	NA	0.00336	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.00336	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Oligoflexales>Oligoflexaceae"
"053A03-B-DI-P58"	"F"	14611	2	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.00224	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Oligoflexales"
"Desulfatirhabdium"	"G"	3118	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"uncultured"	"G"	3138	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfobacterium"	"G"	3121	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfocapsa"	"G"	3141	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"RCP2-54"	"O"	26288	3	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	3	NA	0.00336	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	0.00336	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"MBNT15"	"O"	26280	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"PB19"	"O"	26287	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"FW113"	"O"	3208	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Bilophila"	"G"	3170	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"DTB120"	"O"	3101	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.00112	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Mucilaginibacter"	"G"	25023	3	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	3	NA	0.00336	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.00336	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Pseudopedobacter"	"G"	25029	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Leadbetterella"	"G"	24806	3	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	3	NA	0.00336	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	0.00336	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Dyadobacter"	"G"	24797	13	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	13	NA	0.01456	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.01456	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Rudanella"	"G"	24811	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Fulvivirga"	"G"	24740	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.00112	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Nibribacter"	"G"	24779	5	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	5	NA	0.005599	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.005599	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Hymenobacteraceae"
"MWH-CFBk5"	"F"	24782	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.00112	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Cnuella"	"G"	24671	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	2	NA	0.00224	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Taibaiella"	"G"	24695	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.00112	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Niabella"	"G"	24686	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.00112	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Flavimarina"	"G"	24877	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Maritimimonas"	"G"	24914	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.00112	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Olleya"	"G"	24928	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Alloprevotella"	"G"	961	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"Bacteroidaceae"	"F"	917	13	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	13	NA	0.01456	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.01456	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Bacteroides"	"G"	918	13	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	13	NA	0.01456	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.01456	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae"
"Tannerellaceae"	"F"	24657	5	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	5	NA	0.005599	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.005599	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Parabacteroides"	"G"	24660	3	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	3	NA	0.00336	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.00336	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Tannerellaceae"
"Marinifilaceae"	"F"	24613	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Marinifilum"	"G"	24615	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Marinifilaceae"
"ML635J-40 aquatic group"	"F"	928	2	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.00224	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Balneolales"	"O"	25075	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Rhodothermia"
"Balneolaceae"	"F"	25076	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Rhodothermia>Balneolales"
"uncultured"	"G"	25090	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Rhodothermia>Balneolales>Balneolaceae"
"Diplosphaera"	"G"	26976	6	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	0.003119	NA	NA	NA	NA	0.003119	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"Cerasicoccus"	"G"	26983	3	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	1	NA	0.00156	NA	NA	NA	NA	0.00156	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"uncultured"	"G"	26990	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Chthoniobacterales"	"O"	26955	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.00112	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"LD1-PB3"	"O"	26967	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Peptoclostridium"	"G"	11346	6	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	6	NA	0.006719	NA	NA	NA	NA	0.002599	NA	NA	NA	NA	NA	0.006719	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae"
"[Eubacterium] tenue group"	"G"	14380	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae"
"Clostridium sensu stricto 11"	"G"	1875	4	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	0.002079	NA	NA	NA	NA	0.002079	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;1"
"Clostridium sensu stricto 19"	"G"	1883	4	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	0.002079	NA	NA	NA	NA	0.002079	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;1"
"Clostridium sensu stricto 8"	"G"	1890	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	0.00112	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;1"
"Fonticella"	"G"	1893	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;1"
"Clostridium sensu stricto 12"	"G"	1876	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	0.00112	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;1"
"Oxobacter"	"G"	1894	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	0.00112	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;1"
"Sarcina"	"G"	1896	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;1"
"Haloimpatiens"	"G"	25631	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Clostridiaceae&nbsp;1"
"[Ruminococcus] gauvreauii group"	"G"	11342	3	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	0.00156	NA	NA	NA	NA	0.00156	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Tyzzerella 3"	"G"	11335	2	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
