"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_june_BC01.cladeReads"	"centrifuge_classification_june_BC02.cladeReads"	"centrifuge_classification_june_BC03.cladeReads"	"centrifuge_classification_june_BC04.cladeReads"	"centrifuge_classification_june_BC05.cladeReads"	"centrifuge_classification_june_BC06.cladeReads"	"centrifuge_classification_june_BC07.cladeReads"	"centrifuge_classification_june_BC08.cladeReads"	"centrifuge_classification_june_BC09.cladeReads"	"centrifuge_classification_june_BC10.cladeReads"	"centrifuge_classification_june_BC11.cladeReads"	"centrifuge_classification_june_BC12.cladeReads"	"Max.1"	"centrifuge_classification_june_BC01.cladeReads.."	"centrifuge_classification_june_BC02.cladeReads.."	"centrifuge_classification_june_BC03.cladeReads.."	"centrifuge_classification_june_BC04.cladeReads.."	"centrifuge_classification_june_BC05.cladeReads.."	"centrifuge_classification_june_BC06.cladeReads.."	"centrifuge_classification_june_BC07.cladeReads.."	"centrifuge_classification_june_BC08.cladeReads.."	"centrifuge_classification_june_BC09.cladeReads.."	"centrifuge_classification_june_BC10.cladeReads.."	"centrifuge_classification_june_BC11.cladeReads.."	"centrifuge_classification_june_BC12.cladeReads.."	"lineage"
"Bacillus clausii KSM-K16"	"-"	66692	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.00165	NA	NA	NA	NA	NA	NA	NA	0.00165	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;clausii"
"Bacillus freudenreichii"	"S"	1783501	7	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	0.003851	NA	NA	NA	NA	NA	NA	NA	0.003851	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus pumilus"	"S"	1408	6	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0.003301	NA	NA	NA	NA	NA	NA	NA	0.003301	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus cellulosilyticus"	"S"	1413	6	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0.003301	NA	NA	NA	NA	NA	NA	NA	0.003301	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus cellulosilyticus DSM 2522"	"-"	649639	6	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0.003301	NA	NA	NA	NA	NA	NA	NA	0.003301	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;cellulosilyticus"
"Bacillus infantis"	"S"	324767	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.0022	NA	NA	NA	NA	NA	NA	NA	0.0022	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus infantis NRRL B-14911"	"-"	1367477	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.0022	NA	NA	NA	NA	NA	NA	NA	0.0022	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;infantis"
"Bacillus gibsonii"	"S"	79881	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.00165	NA	NA	NA	NA	NA	NA	NA	0.00165	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus asahii"	"S"	228899	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	1	NA	0.00165	NA	NA	NA	NA	NA	NA	NA	0.00165	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. OxB-1"	"S"	98228	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. SJ-10"	"S"	563169	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus weihaiensis"	"S"	1547283	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Lysinibacillus sp. 2017"	"S"	2169540	6	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0.003301	NA	NA	NA	NA	NA	NA	NA	0.003301	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Lysinibacillus"
"Anoxybacillus flavithermus WK1"	"-"	491915	7	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	0.003851	NA	NA	NA	NA	NA	NA	NA	0.003851	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Anoxybacillus>Anoxybacillus&nbsp;flavithermus"
"Anoxybacillus sp. B7M1"	"S"	1490057	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.0022	NA	NA	NA	NA	NA	NA	NA	0.0022	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Anoxybacillus"
"Anoxybacillus amylolyticus"	"S"	294699	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.00165	NA	NA	NA	NA	NA	NA	NA	0.00165	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Anoxybacillus"
"Anoxybacillus sp. B2M1"	"S"	1490052	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Anoxybacillus"
"Geobacillus thermoleovorans"	"S"	33941	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Geobacillus>Geobacillus&nbsp;thermoleovorans&nbsp;group"
"Geobacillus thermoleovorans CCB_US3_UF5"	"-"	1111068	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Geobacillus>Geobacillus&nbsp;thermoleovorans&nbsp;group>Geobacillus&nbsp;thermoleovorans"
"Geobacillus sp. C56-T3"	"S"	691437	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.00165	NA	NA	NA	NA	NA	NA	NA	0.00165	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Geobacillus"
"Geobacillus sp. GHH01"	"S"	1233873	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.00165	NA	NA	NA	NA	NA	NA	NA	0.00165	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Geobacillus"
"Geobacillus stearothermophilus"	"S"	1422	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Geobacillus"
"Geobacillus stearothermophilus 10"	"-"	272567	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Geobacillus>Geobacillus&nbsp;stearothermophilus"
"Geobacillus sp. WCH70"	"S"	471223	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Geobacillus"
"Oceanobacillus iheyensis HTE831"	"-"	221109	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Oceanobacillus>Oceanobacillus&nbsp;iheyensis"
"Virgibacillus"	"G"	84406	15	NA	NA	NA	NA	NA	NA	NA	15	NA	NA	NA	NA	0.008251	NA	NA	NA	NA	NA	NA	NA	0.008251	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Virgibacillus necropolis"	"S"	163877	12	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	NA	0.006601	NA	NA	NA	NA	NA	NA	NA	0.006601	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Virgibacillus"
"Virgibacillus halodenitrificans"	"S"	1482	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Virgibacillus"
"Virgibacillus sp. Bac332"	"S"	2419842	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Virgibacillus"
"Paraliobacillus"	"G"	200903	15	NA	NA	NA	NA	NA	NA	NA	15	NA	NA	NA	NA	0.008251	NA	NA	NA	NA	NA	NA	NA	0.008251	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Paraliobacillus sp. X-1125"	"S"	2213194	15	NA	NA	NA	NA	NA	NA	NA	15	NA	NA	NA	NA	0.008251	NA	NA	NA	NA	NA	NA	NA	0.008251	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Paraliobacillus"
"Halobacillus"	"G"	45667	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.00275	NA	NA	NA	NA	NA	NA	NA	0.00275	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Halobacillus halophilus"	"S"	1570	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Halobacillus"
"Fictibacillus phosphorivorans"	"S"	1221500	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.00165	NA	NA	NA	NA	NA	NA	NA	0.00165	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Fictibacillus"
"Lentibacillus"	"G"	175304	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.00165	NA	NA	NA	NA	NA	NA	NA	0.00165	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Lentibacillus amyloliquefaciens"	"S"	1472767	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.00165	NA	NA	NA	NA	NA	NA	NA	0.00165	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Lentibacillus"
"Aeribacillus"	"G"	1055323	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Aeribacillus pallidus"	"S"	33936	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Aeribacillus"
"Staphylococcus aureus subsp. aureus MSSA476"	"-"	282459	25	NA	NA	NA	NA	NA	NA	NA	25	NA	NA	NA	NA	0.01375	NA	NA	NA	NA	NA	NA	NA	0.01375	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus Tager 104"	"-"	1381115	24	NA	NA	NA	NA	NA	NA	NA	24	NA	NA	NA	NA	0.0132	NA	NA	NA	NA	NA	NA	NA	0.0132	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus TCH60"	"-"	548473	9	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	0.004951	NA	NA	NA	NA	NA	NA	NA	0.004951	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus ST772-MRSA-V"	"-"	1343064	9	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	0.004951	NA	NA	NA	NA	NA	NA	NA	0.004951	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus JKD6159"	"-"	869816	8	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0.004401	NA	NA	NA	NA	NA	NA	NA	0.004401	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus LGA251"	"-"	985006	8	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0.004401	NA	NA	NA	NA	NA	NA	NA	0.004401	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus ST398"	"-"	523796	7	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	0.003851	NA	NA	NA	NA	NA	NA	NA	0.003851	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus ED98"	"-"	681288	7	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	0.003851	NA	NA	NA	NA	NA	NA	NA	0.003851	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus 6850"	"-"	1392476	7	NA	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	0.003851	NA	NA	NA	NA	NA	NA	NA	0.003851	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus subsp. aureus MRSA252"	"-"	282458	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.00165	NA	NA	NA	NA	NA	NA	NA	0.00165	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus>Staphylococcus&nbsp;aureus&nbsp;subsp.&nbsp;aureus"
"Staphylococcus aureus RF122"	"-"	273036	75	NA	NA	NA	NA	NA	NA	NA	75	NA	NA	1	NA	0.04126	NA	NA	NA	NA	NA	NA	NA	0.04126	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;aureus"
"Staphylococcus haemolyticus JCSC1435"	"-"	279808	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.0022	NA	NA	NA	NA	NA	NA	NA	0.0022	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;haemolyticus"
"Staphylococcus epidermidis PM221"	"-"	1449752	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.0022	NA	NA	NA	NA	NA	NA	NA	0.0022	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;epidermidis"
"Staphylococcus lugdunensis N920143"	"-"	1034809	31	NA	NA	NA	NA	NA	NA	NA	31	NA	NA	NA	NA	0.01705	NA	NA	NA	NA	NA	NA	NA	0.01705	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;lugdunensis"
"Staphylococcus delphini"	"S"	53344	81	NA	NA	NA	NA	NA	NA	NA	81	NA	NA	NA	NA	0.04456	NA	NA	NA	NA	NA	NA	NA	0.04456	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus hominis"	"S"	1290	61	NA	NA	NA	NA	NA	NA	NA	61	NA	NA	NA	NA	0.03356	NA	NA	NA	NA	NA	NA	NA	0.03356	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus hominis subsp. hominis"	"-"	145391	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;hominis"
"Staphylococcus auricularis"	"S"	29379	60	NA	NA	NA	NA	NA	NA	NA	60	NA	NA	NA	NA	0.03301	NA	NA	NA	NA	NA	NA	NA	0.03301	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus capitis"	"S"	29388	50	NA	NA	NA	NA	NA	NA	NA	50	NA	NA	NA	NA	0.0275	NA	NA	NA	NA	NA	NA	NA	0.0275	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus capitis subsp. capitis"	"-"	72758	18	NA	NA	NA	NA	NA	NA	NA	18	NA	NA	NA	NA	0.009902	NA	NA	NA	NA	NA	NA	NA	0.009902	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;capitis"
"Staphylococcus cohnii"	"S"	29382	42	NA	NA	NA	NA	NA	NA	NA	42	NA	NA	NA	NA	0.0231	NA	NA	NA	NA	NA	NA	NA	0.0231	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus sciuri"	"S"	1296	26	NA	NA	NA	NA	NA	NA	NA	26	NA	NA	NA	NA	0.0143	NA	NA	NA	NA	NA	NA	NA	0.0143	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus caprae"	"S"	29380	26	NA	NA	NA	NA	NA	NA	NA	26	NA	NA	NA	NA	0.0143	NA	NA	NA	NA	NA	NA	NA	0.0143	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus condimenti"	"S"	70255	22	NA	NA	NA	NA	NA	NA	NA	22	NA	NA	NA	NA	0.0121	NA	NA	NA	NA	NA	NA	NA	0.0121	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus simiae"	"S"	308354	22	NA	NA	NA	NA	NA	NA	NA	22	NA	NA	NA	NA	0.0121	NA	NA	NA	NA	NA	NA	NA	0.0121	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus xylosus"	"S"	1288	20	NA	NA	NA	NA	NA	NA	NA	20	NA	NA	NA	NA	0.011	NA	NA	NA	NA	NA	NA	NA	0.011	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus warneri"	"S"	1292	17	NA	NA	NA	NA	NA	NA	NA	17	NA	NA	NA	NA	0.009352	NA	NA	NA	NA	NA	NA	NA	0.009352	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus nepalensis"	"S"	214473	17	NA	NA	NA	NA	NA	NA	NA	17	NA	NA	NA	NA	0.009352	NA	NA	NA	NA	NA	NA	NA	0.009352	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus stepanovicii"	"S"	643214	15	NA	NA	NA	NA	NA	NA	NA	15	NA	NA	NA	NA	0.008251	NA	NA	NA	NA	NA	NA	NA	0.008251	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus kloosii"	"S"	29384	14	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	0.007701	NA	NA	NA	NA	NA	NA	NA	0.007701	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus felis"	"S"	46127	14	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	0.007701	NA	NA	NA	NA	NA	NA	NA	0.007701	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus carnosus"	"S"	1281	13	NA	NA	NA	NA	NA	NA	NA	13	NA	NA	NA	NA	0.007151	NA	NA	NA	NA	NA	NA	NA	0.007151	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus"
"Staphylococcus carnosus subsp. carnosus"	"-"	147448	8	NA	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0.004401	NA	NA	NA	NA	NA	NA	NA	0.004401	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Staphylococcaceae>Staphylococcus>Staphylococcus&nbsp;carnosus"
