"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_june_BC01.cladeReads"	"kraken2_classification_june_BC02.cladeReads"	"kraken2_classification_june_BC03.cladeReads"	"kraken2_classification_june_BC04.cladeReads"	"kraken2_classification_june_BC05.cladeReads"	"kraken2_classification_june_BC06.cladeReads"	"kraken2_classification_june_BC07.cladeReads"	"kraken2_classification_june_BC08.cladeReads"	"kraken2_classification_june_BC09.cladeReads"	"kraken2_classification_june_BC10.cladeReads"	"kraken2_classification_june_BC11.cladeReads"	"kraken2_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_classification_june_BC01.cladeReads.."	"kraken2_classification_june_BC02.cladeReads.."	"kraken2_classification_june_BC03.cladeReads.."	"kraken2_classification_june_BC04.cladeReads.."	"kraken2_classification_june_BC05.cladeReads.."	"kraken2_classification_june_BC06.cladeReads.."	"kraken2_classification_june_BC07.cladeReads.."	"kraken2_classification_june_BC08.cladeReads.."	"kraken2_classification_june_BC09.cladeReads.."	"kraken2_classification_june_BC10.cladeReads.."	"kraken2_classification_june_BC11.cladeReads.."	"kraken2_classification_june_BC12.cladeReads.."	"lineage"
"Lactobacillus hokkaidonensis"	"S"	1193095	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005504	NA	NA	NA	NA	NA	NA	NA	0.0005504	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Lactobacillus kunkeei"	"S"	148814	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005504	NA	NA	NA	NA	NA	NA	NA	0.0005504	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Lactobacillus"
"Pediococcus acidilactici group"	"-"	1670797	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005504	NA	NA	NA	NA	NA	NA	NA	0.0005504	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Pediococcus"
"Pediococcus acidilactici"	"S"	1254	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005504	NA	NA	NA	NA	NA	NA	NA	0.0005504	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Pediococcus>Pediococcus&nbsp;acidilactici&nbsp;group"
"Pediococcus pentosaceus"	"S"	1255	2	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	2	NA	0.002476	NA	NA	NA	NA	NA	NA	NA	0.0005504	NA	NA	0.002476	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae>Pediococcus"
"Enterococcus mundtii"	"S"	53346	4	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.002202	NA	NA	NA	NA	NA	NA	NA	0.002202	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae>Enterococcus"
"Enterococcus durans"	"S"	53345	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001101	NA	NA	NA	NA	NA	NA	NA	0.001101	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae>Enterococcus"
"Enterococcus sp. FDAARGOS_375"	"S"	2060307	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005504	NA	NA	NA	NA	NA	NA	NA	0.0005504	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae>Enterococcus"
"Vagococcus"	"G"	2737	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005504	NA	NA	NA	NA	NA	NA	NA	0.0005504	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae"
"Vagococcus teuberi"	"S"	519472	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005504	NA	NA	NA	NA	NA	NA	NA	0.0005504	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae>Vagococcus"
"Streptococcus anginosus group"	"-"	671232	12	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	1	NA	0.006605	NA	NA	NA	NA	NA	NA	NA	0.006605	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus intermedius"	"S"	1338	12	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	1	NA	0.006605	NA	NA	NA	NA	NA	NA	NA	0.006605	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus>Streptococcus&nbsp;anginosus&nbsp;group"
"Streptococcus iniae"	"S"	1346	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005504	NA	NA	NA	NA	NA	NA	NA	0.0005504	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus cristatus"	"S"	45634	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001238	NA	NA	NA	NA	NA	NA	NA	0.0005504	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus marmotae"	"S"	1825069	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005504	NA	NA	NA	NA	NA	NA	NA	0.0005504	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Streptococcus pluranimalium"	"S"	82348	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005504	NA	NA	NA	NA	NA	NA	NA	0.0005504	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae>Streptococcus"
"Weissella cibaria"	"S"	137591	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	1	NA	0.001238	NA	NA	NA	NA	NA	NA	NA	0.001101	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Leuconostocaceae>Weissella"
"Weissella soli"	"S"	155866	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005504	NA	NA	NA	NA	NA	NA	NA	0.0005504	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Lactobacillales>Leuconostocaceae>Weissella"
"Desulfitobacterium hafniense"	"S"	49338	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005504	NA	NA	NA	NA	NA	NA	NA	0.0005504	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfitobacterium"
"Streptomyces sp. Z022"	"S"	1442032	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005504	NA	NA	NA	NA	NA	NA	NA	0.0005504	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Spirochaeta"	"G"	146	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005504	NA	NA	NA	NA	NA	NA	NA	0.0005504	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae"
"Spirochaeta thermophila"	"S"	154	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005504	NA	NA	NA	NA	NA	NA	NA	0.0005504	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Spirochaeta"
"Chania"	"G"	1745211	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	0.8929	NA	NA	NA	NA	NA	NA	NA	NA	0.8929	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae"
"Chania multitudinisentens"	"S"	1639108	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	0.8929	NA	NA	NA	NA	NA	NA	NA	NA	0.8929	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Chania"
"Oceanisphaera"	"G"	225143	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.8929	NA	NA	NA	NA	NA	NA	NA	NA	0.8929	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae"
"Oceanisphaera profunda"	"S"	1416627	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.8929	NA	NA	NA	NA	NA	NA	NA	NA	0.8929	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Oceanisphaera"
"Aeromonas sp. CA23"	"S"	2033032	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.8929	NA	NA	NA	NA	NA	NA	NA	NA	0.8929	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Pseudomonas entomophila"	"S"	312306	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.8929	NA	NA	NA	NA	NA	NA	NA	NA	0.8929	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Thauera aromatica"	"S"	59405	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.8929	NA	NA	NA	NA	NA	NA	NA	NA	0.8929	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Rhodocyclales>Zoogloeaceae>Thauera"
"Marinovum"	"G"	367771	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.8929	NA	NA	NA	NA	NA	NA	NA	NA	0.8929	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Marinovum algicola"	"S"	42444	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.8929	NA	NA	NA	NA	NA	NA	NA	NA	0.8929	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Marinovum"
"Streptomyces formicae"	"S"	1616117	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.8929	NA	NA	NA	NA	NA	NA	NA	NA	0.8929	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Natrialbales"	"O"	1644060	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.8929	NA	NA	NA	NA	NA	NA	NA	NA	0.8929	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Halobacteria"
"Natrialbaceae"	"F"	1644061	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.8929	NA	NA	NA	NA	NA	NA	NA	NA	0.8929	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Halobacteria>Natrialbales"
"Natronococcus"	"G"	29287	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.8929	NA	NA	NA	NA	NA	NA	NA	NA	0.8929	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Halobacteria>Natrialbales>Natrialbaceae"
"Natronococcus occultus"	"S"	29288	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.8929	NA	NA	NA	NA	NA	NA	NA	NA	0.8929	NA	NA	NA	"cellular&nbsp;organisms>Archaea>Euryarchaeota>Stenosarchaea&nbsp;group>Halobacteria>Natrialbales>Natrialbaceae>Natronococcus"
"Pseudomonas xanthomarina"	"S"	271420	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1.923	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.923	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;stutzeri&nbsp;group"
"Acidovorax sp. RAC01"	"S"	1842533	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1.923	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.923	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Acidovorax"
"Croceicoccus"	"G"	1295327	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	1.923	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.923	0.002476	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae"
"Croceicoccus naphthovorans"	"S"	1348774	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	1.923	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.923	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Croceicoccus"
"Pannonibacter"	"G"	227873	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1.923	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.923	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pannonibacter phragmitetus"	"S"	121719	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1.923	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.923	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Pannonibacter"
"Frankia sp. QA3"	"S"	710111	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1.923	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.923	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Frankiales>Frankiaceae>Frankia"
"Gilvibacter"	"G"	379070	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1.923	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.923	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Gilvibacter sp. SZ-19"	"S"	754429	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1.923	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.923	NA	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Gilvibacter"
"Serpentinomonas raichei"	"S"	1458425	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	0.01486	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01486	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Serpentinomonas"
"Delftia tsuruhatensis"	"S"	180282	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Delftia"
"Burkholderia diffusa"	"S"	488732	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002476	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Achromobacter sp. MFA1 R4"	"S"	1881016	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Achromobacter"
"Achromobacter insolitus"	"S"	217204	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Achromobacter"
"Bordetella hinzii"	"S"	103855	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Alcaligenaceae>Bordetella"
"Neisseria sp. 10023"	"S"	1853278	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002476	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Neisseriaceae>Neisseria"
"Neisseria gonorrhoeae"	"S"	485	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Neisseriaceae>Neisseria"
"Simonsiella"	"G"	71	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Neisseriaceae"
"Simonsiella muelleri"	"S"	72	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Neisseriales>Neisseriaceae>Simonsiella"
"Azoarcus sp. DN11"	"S"	356837	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	NA	0.02352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02352	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Rhodocyclales>Zoogloeaceae>Azoarcus"
"Azoarcus communis"	"S"	41977	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Rhodocyclales>Zoogloeaceae>Azoarcus"
"Candidatus Kinetoplastibacterium desouzaii"	"S"	994692	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0.004952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004952	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>unclassified&nbsp;Betaproteobacteria>Candidatus&nbsp;Kinetoplastibacterium"
"Rhodovulum sulfidophilum"	"S"	35806	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodovulum"
"Labrenzia"	"G"	478070	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Jannaschia"	"G"	188905	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Jannaschia sp. CCS1"	"S"	290400	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Jannaschia"
"Novosphingobium pentaromativorans"	"S"	205844	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium"
"Sphingobium japonicum"	"S"	332056	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingobium cloacae"	"S"	120107	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingomonas taxi"	"S"	1549858	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002476	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas sp. FARSPH"	"S"	2219696	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Erythrobacter litoralis"	"S"	39960	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Erythrobacter"
"Rhizobium sp. NXC14"	"S"	1981173	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Rhizobium"
"Ensifer"	"G"	106591	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group"
"Ensifer adhaerens"	"S"	106592	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Ensifer"
"Hoeflea phototrophica"	"S"	244596	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Hoeflea"
"Bosea vaviloviae"	"S"	1526658	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bosea"
"Bartonella bacilliformis"	"S"	774	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bartonellaceae>Bartonella"
"Martelella"	"G"	293088	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	0.6329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002476	0.6329	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Aurantimonadaceae"
"Martelella sp. AD-3"	"S"	686597	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Aurantimonadaceae>Martelella"
"Martelella mediterranea"	"S"	293089	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Aurantimonadaceae>Martelella"
"Azospirillum brasilense"	"S"	192	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	0.009904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.009904	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Azospirillum"
