"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_april_BC01.cladeReads"	"centrifuge_classification_april_BC02.cladeReads"	"centrifuge_classification_april_BC03.cladeReads"	"centrifuge_classification_april_BC04.cladeReads"	"centrifuge_classification_april_BC05.cladeReads"	"centrifuge_classification_april_BC06.cladeReads"	"centrifuge_classification_april_BC07.cladeReads"	"centrifuge_classification_april_BC08.cladeReads"	"centrifuge_classification_april_BC09.cladeReads"	"centrifuge_classification_april_BC10.cladeReads"	"centrifuge_classification_april_BC11.cladeReads"	"centrifuge_classification_april_BC12.cladeReads"	"Max.1"	"centrifuge_classification_april_BC01.cladeReads.."	"centrifuge_classification_april_BC02.cladeReads.."	"centrifuge_classification_april_BC03.cladeReads.."	"centrifuge_classification_april_BC04.cladeReads.."	"centrifuge_classification_april_BC05.cladeReads.."	"centrifuge_classification_april_BC06.cladeReads.."	"centrifuge_classification_april_BC07.cladeReads.."	"centrifuge_classification_april_BC08.cladeReads.."	"centrifuge_classification_april_BC09.cladeReads.."	"centrifuge_classification_april_BC10.cladeReads.."	"centrifuge_classification_april_BC11.cladeReads.."	"centrifuge_classification_april_BC12.cladeReads.."	"lineage"
"Candidatus Symbiobacter mobilis"	"S"	1436290	190	8	12	65	57	NA	60	97	1	45	190	77	1	0.2584	0.05239	0.0669	0.02568	0.01528	NA	0.02548	0.03694	0.0002587	0.01703	0.05486	0.03344	0.2584	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Candidatus&nbsp;Symbiobacter"
"Candidatus Symbiobacter mobilis CR"	"-"	946483	190	8	12	65	57	NA	60	97	1	45	190	77	1	0.2584	0.05239	0.0669	0.02568	0.01528	NA	0.02548	0.03694	0.0002587	0.01703	0.05486	0.03344	0.2584	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Candidatus&nbsp;Symbiobacter>Candidatus&nbsp;Symbiobacter&nbsp;mobilis"
"Alicycliphilus"	"G"	201096	174	7	9	85	30	NA	34	52	NA	35	174	41	NA	0.05024	0.04584	0.05018	0.03358	0.008043	NA	0.01444	0.0198	NA	0.01324	0.05024	0.0178	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Alicycliphilus denitrificans"	"S"	179636	174	7	9	85	30	NA	34	52	NA	35	174	41	NA	0.05024	0.04584	0.05018	0.03358	0.008043	NA	0.01444	0.0198	NA	0.01324	0.05024	0.0178	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Alicycliphilus"
"Alicycliphilus denitrificans K601"	"-"	596154	67	3	3	37	13	NA	15	19	NA	17	67	11	NA	0.01965	0.01965	0.01673	0.01462	0.003485	NA	0.00637	0.007235	NA	0.006433	0.01934	0.004776	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Alicycliphilus>Alicycliphilus&nbsp;denitrificans"
"unclassified Burkholderiales"	"-"	119065	14297	444	265	8235	3901	27	3158	3083	48	2836	14297	4037	4	4.128	2.908	1.477	3.253	1.046	2.224	1.341	1.174	0.01242	1.073	4.128	1.753	1.034	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales"
"Burkholderiales Genera incertae sedis"	"-"	224471	13412	420	251	7668	3636	26	2949	2874	42	2688	13412	3846	3	3.872	2.751	1.399	3.029	0.9748	2.142	1.252	1.094	0.01086	1.017	3.872	1.67	0.7752	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales"
"Aquabacterium"	"G"	92793	4300	82	56	1147	915	3	813	662	10	770	4300	1080	NA	1.242	0.537	0.3122	0.4531	0.2453	0.2471	0.3452	0.2521	0.002587	0.2914	1.242	0.469	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"Aquabacterium olei"	"S"	1296669	4300	82	56	1147	915	3	813	662	10	770	4300	1080	NA	1.242	0.537	0.3122	0.4531	0.2453	0.2471	0.3452	0.2521	0.002587	0.2914	1.242	0.469	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Aquabacterium"
"Methylibium"	"G"	316612	1792	74	26	1352	553	4	382	423	6	362	1792	518	NA	0.5341	0.4846	0.145	0.5341	0.1483	0.3295	0.1622	0.1611	0.001552	0.137	0.5174	0.2249	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"Methylibium sp. Pch-M"	"S"	2082386	11	1	NA	4	5	NA	2	NA	NA	NA	11	NA	NA	0.006549	0.006549	NA	0.00158	0.00134	NA	0.0008493	NA	NA	NA	0.003176	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Methylibium"
"Rhizobacter"	"G"	212743	2583	68	34	1588	677	5	569	499	8	519	2583	725	1	0.7458	0.4453	0.1896	0.6274	0.1815	0.4119	0.2416	0.19	0.002069	0.1964	0.7458	0.3148	0.2584	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"Rhizobacter gummiphilus"	"S"	946333	2583	68	34	1588	677	5	569	499	8	519	2583	725	1	0.7458	0.4453	0.1896	0.6274	0.1815	0.4119	0.2416	0.19	0.002069	0.1964	0.7458	0.3148	0.2584	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Rhizobacter"
"Leptothrix"	"G"	88	1454	50	26	493	512	6	393	357	2	366	1454	546	1	0.4942	0.3275	0.145	0.1948	0.1373	0.4942	0.1669	0.1359	0.0005173	0.1385	0.4198	0.2371	0.2584	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"Leptothrix cholodnii"	"S"	34029	1454	50	26	493	512	6	393	357	2	366	1454	546	1	0.4942	0.3275	0.145	0.1948	0.1373	0.4942	0.1669	0.1359	0.0005173	0.1385	0.4198	0.2371	0.2584	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Leptothrix"
"Leptothrix cholodnii SP-6"	"-"	395495	1454	50	26	493	512	6	393	357	2	366	1454	546	1	0.4942	0.3275	0.145	0.1948	0.1373	0.4942	0.1669	0.1359	0.0005173	0.1385	0.4198	0.2371	0.2584	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Leptothrix>Leptothrix&nbsp;cholodnii"
"Roseateles"	"G"	93681	948	41	20	827	269	2	242	294	6	210	948	290	1	0.3267	0.2685	0.1115	0.3267	0.07211	0.1647	0.1028	0.112	0.001552	0.07947	0.2737	0.1259	0.2584	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"Roseateles depolymerans"	"S"	76731	948	41	20	827	269	2	242	294	6	210	948	290	1	0.3267	0.2685	0.1115	0.3267	0.07211	0.1647	0.1028	0.112	0.001552	0.07947	0.2737	0.1259	0.2584	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Roseateles"
"Rubrivivax"	"G"	28067	872	38	15	872	177	1	115	136	1	93	626	163	NA	0.3445	0.2489	0.08363	0.3445	0.04745	0.08237	0.04884	0.05179	0.0002587	0.03519	0.1807	0.07078	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"Rubrivivax gelatinosus"	"S"	28068	872	38	15	872	177	1	115	136	1	93	626	163	NA	0.3445	0.2489	0.08363	0.3445	0.04745	0.08237	0.04884	0.05179	0.0002587	0.03519	0.1807	0.07078	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Rubrivivax"
"Rubrivivax gelatinosus IL144"	"-"	983917	872	38	15	872	177	1	115	136	1	93	626	163	NA	0.3445	0.2489	0.08363	0.3445	0.04745	0.08237	0.04884	0.05179	0.0002587	0.03519	0.1807	0.07078	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Rubrivivax>Rubrivivax&nbsp;gelatinosus"
"Paucibacter"	"G"	318147	633	27	29	412	187	1	163	169	2	134	633	194	NA	0.1828	0.1768	0.1617	0.1628	0.05013	0.08237	0.06922	0.06435	0.0005173	0.05071	0.1828	0.08424	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"Paucibacter sp. KCTC 42545"	"S"	1768242	633	27	29	412	187	1	163	169	2	134	633	194	NA	0.1828	0.1768	0.1617	0.1628	0.05013	0.08237	0.06922	0.06435	0.0005173	0.05071	0.1828	0.08424	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Paucibacter"
"Mitsuaria"	"G"	65047	311	11	11	311	85	3	72	103	1	52	272	69	NA	0.2471	0.07204	0.06133	0.1229	0.02279	0.2471	0.03058	0.03922	0.0002587	0.01968	0.07853	0.02996	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"Mitsuaria sp. 7"	"S"	1658665	311	11	11	311	85	3	72	103	1	52	272	69	NA	0.2471	0.07204	0.06133	0.1229	0.02279	0.2471	0.03058	0.03922	0.0002587	0.01968	0.07853	0.02996	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Mitsuaria"
"Thiomonas"	"G"	32012	142	6	9	101	52	1	40	44	1	36	142	54	NA	0.08237	0.0393	0.05018	0.0399	0.01394	0.08237	0.01699	0.01675	0.0002587	0.01362	0.041	0.02345	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"Thiomonas intermedia"	"S"	926	142	6	9	101	52	1	40	44	1	36	142	54	NA	0.08237	0.0393	0.05018	0.0399	0.01394	0.08237	0.01699	0.01675	0.0002587	0.01362	0.041	0.02345	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Thiomonas"
"[Polyangium] brachysporum"	"S"	413882	667	17	10	395	181	1	151	160	3	125	667	143	NA	0.1926	0.1113	0.05575	0.1561	0.04852	0.08237	0.06412	0.06093	0.000776	0.0473	0.1926	0.06209	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales"
"unclassified Burkholderiales (miscellaneous)"	"-"	80841	95	3	2	95	51	NA	25	15	1	8	86	21	NA	0.03753	0.01965	0.01115	0.03753	0.01367	NA	0.01062	0.005712	0.0002587	0.003027	0.02483	0.009119	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales"
"Burkholderiales bacterium GJ-E10"	"S"	1469502	84	2	1	84	25	NA	20	11	NA	3	69	11	NA	0.03319	0.0131	0.005575	0.03319	0.006702	NA	0.008493	0.004189	NA	0.001135	0.01992	0.004776	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>unclassified&nbsp;Burkholderiales&nbsp;(miscellaneous)"
"Burkholderiales bacterium YL45"	"S"	1834205	26	1	1	11	26	NA	5	4	1	5	17	10	NA	0.00697	0.006549	0.005575	0.004346	0.00697	NA	0.002123	0.001523	0.0002587	0.001892	0.004908	0.004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>unclassified&nbsp;Burkholderiales&nbsp;(miscellaneous)"
"Oxalobacteraceae"	"F"	75682	9389	377	295	3205	4263	14	3639	4540	74	3904	9389	5435	2	2.711	2.469	1.645	1.266	1.143	1.153	1.545	1.729	0.01914	1.477	2.711	2.36	0.5168	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales"
"Massilia"	"G"	149698	4686	212	130	1793	1901	8	1663	2122	39	1807	4686	2370	NA	1.388	1.388	0.7248	0.7084	0.5096	0.659	0.7062	0.808	0.01009	0.6838	1.353	1.029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae"
"Massilia violaceinigra"	"S"	2045208	3162	140	73	898	1196	5	1098	1461	9	1217	3162	1483	NA	0.9169	0.9169	0.407	0.3548	0.3206	0.4119	0.4663	0.5563	0.002328	0.4605	0.9129	0.644	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Massilia sp. WG5"	"S"	1707785	217	17	10	217	76	1	65	72	1	39	146	65	NA	0.1113	0.1113	0.05575	0.08573	0.02037	0.08237	0.0276	0.02742	0.0002587	0.01476	0.04215	0.02822	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Massilia albidiflava"	"S"	321983	231	11	2	231	90	NA	58	76	NA	70	185	100	NA	0.09126	0.07204	0.01115	0.09126	0.02413	NA	0.02463	0.02894	NA	0.02649	0.05341	0.04342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Massilia sp. NR 4-1"	"S"	1678028	290	10	4	52	81	1	91	110	1	120	290	174	NA	0.08373	0.06549	0.0223	0.02054	0.02171	0.08237	0.03864	0.04189	0.0002587	0.04541	0.08373	0.07555	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Massilia oculi"	"S"	945844	134	7	6	51	61	NA	53	71	5	43	134	75	NA	0.04584	0.04584	0.03345	0.02015	0.01635	NA	0.02251	0.02704	0.001293	0.01627	0.03869	0.03257	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Massilia putida"	"S"	1141883	75	5	NA	66	59	NA	27	35	17	43	75	52	NA	0.03275	0.03275	NA	0.02607	0.01582	NA	0.01147	0.01333	0.004397	0.01627	0.02165	0.02258	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Massilia armeniaca"	"S"	2072590	258	5	13	61	115	NA	99	113	1	86	258	145	NA	0.07449	0.03275	0.07248	0.0241	0.03083	NA	0.04204	0.04303	0.0002587	0.03254	0.07449	0.06296	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Massilia sp. YMA4"	"S"	1593482	23	1	1	4	20	NA	12	15	NA	7	23	13	NA	0.006641	0.006549	0.005575	0.00158	0.005362	NA	0.005096	0.005712	NA	0.002649	0.006641	0.005645	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Janthinobacterium"	"G"	29580	2726	72	45	443	983	2	744	1140	10	976	2726	1475	NA	0.7871	0.4715	0.2509	0.175	0.2635	0.1647	0.3159	0.4341	0.002587	0.3693	0.7871	0.6405	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae"
"Janthinobacterium agaricidamnosum"	"S"	55508	374	9	3	68	94	NA	80	147	1	131	374	185	NA	0.108	0.05894	0.01673	0.02686	0.0252	NA	0.03397	0.05598	0.0002587	0.04957	0.108	0.08033	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium"
"Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628"	"-"	1349767	154	3	3	30	39	NA	37	61	NA	64	154	61	NA	0.04446	0.01965	0.01673	0.01185	0.01046	NA	0.01571	0.02323	NA	0.02422	0.04446	0.02649	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium>Janthinobacterium&nbsp;agaricidamnosum"
"Janthinobacterium sp. 1_2014MBL_MicDiv"	"S"	1644131	89	7	2	13	30	NA	27	34	NA	35	89	50	NA	0.04584	0.04584	0.01115	0.005136	0.008043	NA	0.01147	0.01295	NA	0.01324	0.0257	0.02171	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium"
"Janthinobacterium sp. LM6"	"S"	1938606	213	6	3	23	66	NA	60	89	2	64	213	130	NA	0.0615	0.0393	0.01673	0.009087	0.01769	NA	0.02548	0.03389	0.0005173	0.02422	0.0615	0.05645	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium"
"Janthinobacterium sp. 17J80-10"	"S"	2497863	89	6	11	36	60	1	44	62	NA	49	89	56	NA	0.08237	0.0393	0.06133	0.01422	0.01609	0.08237	0.01868	0.02361	NA	0.01854	0.0257	0.02432	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium"
"Janthinobacterium svalbardensis"	"S"	368607	360	4	2	48	92	NA	77	123	NA	105	360	177	NA	0.1039	0.0262	0.01115	0.01896	0.02466	NA	0.0327	0.04684	NA	0.03973	0.1039	0.07686	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium"
"Janthinobacterium sp. B9-8"	"S"	1236179	206	1	NA	10	206	NA	7	23	NA	8	23	3	NA	0.05523	0.006549	NA	0.003951	0.05523	NA	0.002973	0.008758	NA	0.003027	0.006641	0.001303	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium"
"Herbaspirillum"	"G"	963	647	27	33	290	479	NA	460	438	10	413	647	559	NA	0.2427	0.1768	0.184	0.1146	0.1284	NA	0.1953	0.1668	0.002587	0.1563	0.1868	0.2427	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae"
"Herbaspirillum sp. meg3"	"S"	2025949	232	12	15	100	185	NA	189	188	2	155	231	232	NA	0.1007	0.07859	0.08363	0.03951	0.0496	NA	0.08026	0.07159	0.0005173	0.05865	0.06669	0.1007	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herbaspirillum"
"Herbaspirillum seropedicae"	"S"	964	120	6	5	77	80	NA	89	76	6	73	120	77	NA	0.0393	0.0393	0.02788	0.03042	0.02145	NA	0.03779	0.02894	0.001552	0.02762	0.03465	0.03344	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herbaspirillum"
"Herbaspirillum seropedicae SmR1"	"-"	757424	49	1	1	19	30	NA	49	32	6	29	31	34	NA	0.02081	0.006549	0.005575	0.007506	0.008043	NA	0.02081	0.01219	0.001552	0.01097	0.00895	0.01476	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herbaspirillum>Herbaspirillum&nbsp;seropedicae"
"Herbaspirillum rubrisubalbicans"	"S"	80842	96	3	3	30	83	NA	66	70	NA	61	96	81	NA	0.03517	0.01965	0.01673	0.01185	0.02225	NA	0.02803	0.02666	NA	0.02308	0.02772	0.03517	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herbaspirillum"
"Herbaspirillum hiltneri"	"S"	341045	81	2	2	34	61	NA	46	46	1	43	81	80	NA	0.03474	0.0131	0.01115	0.01343	0.01635	NA	0.01953	0.01752	0.0002587	0.01627	0.02339	0.03474	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herbaspirillum"
"Herbaspirillum hiltneri N3"	"-"	1262470	81	2	2	34	61	NA	46	46	1	43	81	80	NA	0.03474	0.0131	0.01115	0.01343	0.01635	NA	0.01953	0.01752	0.0002587	0.01627	0.02339	0.03474	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herbaspirillum>Herbaspirillum&nbsp;hiltneri"
"Herbaspirillum robiniae"	"S"	2014887	33	1	1	8	15	NA	22	9	NA	25	33	26	NA	0.01129	0.006549	0.005575	0.003161	0.004021	NA	0.009342	0.003427	NA	0.00946	0.009528	0.01129	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herbaspirillum"
"Undibacterium"	"G"	401469	423	25	29	192	265	3	331	294	2	265	423	381	NA	0.2471	0.1637	0.1617	0.07585	0.07104	0.2471	0.1406	0.112	0.0005173	0.1003	0.1221	0.1654	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae"
"Undibacterium parvum"	"S"	401471	423	25	29	192	265	3	331	294	2	265	423	381	NA	0.2471	0.1637	0.1617	0.07585	0.07104	0.2471	0.1406	0.112	0.0005173	0.1003	0.1221	0.1654	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Undibacterium"
"Herminiimonas"	"G"	303379	117	10	3	39	75	NA	60	74	2	56	117	86	NA	0.06549	0.06549	0.01673	0.01541	0.02011	NA	0.02548	0.02818	0.0005173	0.02119	0.03378	0.03734	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae"
"Herminiimonas arsenitoxidans"	"S"	1809410	75	8	2	30	36	NA	39	40	1	32	75	52	NA	0.05239	0.05239	0.01115	0.01185	0.009651	NA	0.01656	0.01523	0.0002587	0.01211	0.02165	0.02258	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herminiimonas"
"Herminiimonas arsenicoxydans"	"S"	204773	42	2	1	9	39	NA	21	34	1	24	42	34	NA	0.01476	0.0131	0.005575	0.003556	0.01046	NA	0.008918	0.01295	0.0002587	0.009082	0.01213	0.01476	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herminiimonas"
"Collimonas"	"G"	202907	212	8	5	175	182	NA	120	130	1	106	212	162	1	0.2584	0.05239	0.02788	0.06914	0.04879	NA	0.05096	0.0495	0.0002587	0.04011	0.06121	0.07034	0.2584	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae"
"Collimonas fungivorans"	"S"	158899	16	3	NA	11	11	NA	14	8	NA	4	16	11	1	0.2584	0.01965	NA	0.004346	0.002949	NA	0.005945	0.003046	NA	0.001514	0.00462	0.004776	0.2584	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Collimonas"
"Collimonas arenae"	"S"	279058	107	1	2	51	80	NA	67	63	1	58	107	72	NA	0.03126	0.006549	0.01115	0.02015	0.02145	NA	0.02845	0.02399	0.0002587	0.02195	0.03089	0.03126	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Collimonas"
"Burkholderiaceae"	"F"	119060	3477	201	169	2507	2368	10	1724	2137	269	1415	3477	2708	1	1.316	1.316	0.9422	0.9904	0.6348	0.8237	0.7321	0.8138	0.06958	0.5354	1.004	1.176	0.2584	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales"
"Polynucleobacter"	"G"	44013	1985	116	100	962	1154	2	995	1457	14	891	1497	1985	1	0.8619	0.7597	0.5575	0.3801	0.3094	0.1647	0.4225	0.5548	0.003621	0.3372	0.4322	0.8619	0.2584	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae"
"Polynucleobacter necessarius"	"S"	576610	523	41	32	299	304	1	250	350	6	254	407	523	NA	0.2685	0.2685	0.1784	0.1181	0.0815	0.08237	0.1062	0.1333	0.001552	0.09612	0.1175	0.2271	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Polynucleobacter"
"Polynucleobacter necessarius STIR1"	"-"	452638	29	5	3	26	17	NA	17	22	1	12	29	23	NA	0.03275	0.03275	0.01673	0.01027	0.004557	NA	0.007219	0.008377	0.0002587	0.004541	0.008373	0.009987	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Polynucleobacter>Polynucleobacter&nbsp;necessarius"
"Polynucleobacter difficilis"	"S"	556054	757	36	37	355	575	NA	437	663	4	394	603	757	1	0.3287	0.2358	0.2063	0.1403	0.1541	NA	0.1856	0.2525	0.001035	0.1491	0.1741	0.3287	0.2584	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Polynucleobacter"
