"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_august_BC01.cladeReads"	"centrifuge_16s_classification_august_BC02.cladeReads"	"centrifuge_16s_classification_august_BC03.cladeReads"	"centrifuge_16s_classification_august_BC04.cladeReads"	"centrifuge_16s_classification_august_BC05.cladeReads"	"centrifuge_16s_classification_august_BC06.cladeReads"	"centrifuge_16s_classification_august_BC07.cladeReads"	"centrifuge_16s_classification_august_BC08.cladeReads"	"centrifuge_16s_classification_august_BC09.cladeReads"	"centrifuge_16s_classification_august_BC10.cladeReads"	"centrifuge_16s_classification_august_BC11.cladeReads"	"centrifuge_16s_classification_august_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_august_BC01.cladeReads.."	"centrifuge_16s_classification_august_BC02.cladeReads.."	"centrifuge_16s_classification_august_BC03.cladeReads.."	"centrifuge_16s_classification_august_BC04.cladeReads.."	"centrifuge_16s_classification_august_BC05.cladeReads.."	"centrifuge_16s_classification_august_BC06.cladeReads.."	"centrifuge_16s_classification_august_BC07.cladeReads.."	"centrifuge_16s_classification_august_BC08.cladeReads.."	"centrifuge_16s_classification_august_BC09.cladeReads.."	"centrifuge_16s_classification_august_BC10.cladeReads.."	"centrifuge_16s_classification_august_BC11.cladeReads.."	"centrifuge_16s_classification_august_BC12.cladeReads.."	"lineage"
"environmental samples"	"-"	89282	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.0001702	NA	NA	NA	NA	NA	NA	NA	0.0001702	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Holophagae>Holophagales>Holophagaceae>Holophaga"
"uncultured Holophaga sp."	"S"	188475	3	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.0001702	NA	NA	NA	NA	NA	NA	NA	0.0001702	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Holophagae>Holophagales>Holophagaceae>Holophaga>environmental&nbsp;samples"
"Geothrix"	"G"	44675	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0001135	NA	NA	NA	NA	NA	NA	NA	0.0001135	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Holophagae>Holophagales>Holophagaceae"
"environmental samples"	"-"	69840	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0001135	NA	NA	NA	NA	NA	NA	NA	0.0001135	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Holophagae>Holophagales>Holophagaceae>Geothrix"
"uncultured Geothrix sp."	"S"	207611	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0001135	NA	NA	NA	NA	NA	NA	NA	0.0001135	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Acidobacteria>Holophagae>Holophagales>Holophagaceae>Geothrix>environmental&nbsp;samples"
"Treponema sp. IV:17D:D31"	"S"	67494	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Treponema"
"Petrotogales"	"O"	1643947	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.0001066	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae"
"Petrotogaceae"	"F"	1643949	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.0001066	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Petrotogales"
"Geotoga"	"G"	28233	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Petrotogales>Petrotogaceae"
"Geotoga subterranea"	"S"	28235	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Thermotogae>Thermotogae>Petrotogales>Petrotogaceae>Geotoga"
"Deferribacterales"	"O"	191393	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	0.0006512	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	0.0006512	NA	NA	"cellular&nbsp;organisms>Bacteria>Deferribacteres>Deferribacteres"
"Deferribacteraceae"	"F"	191394	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	0.0006512	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	0.0006512	NA	NA	"cellular&nbsp;organisms>Bacteria>Deferribacteres>Deferribacteres>Deferribacterales"
"Flexistipes"	"G"	2351	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	0.0006512	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	0.0006512	NA	NA	"cellular&nbsp;organisms>Bacteria>Deferribacteres>Deferribacteres>Deferribacterales>Deferribacteraceae"
"Flexistipes sinusarabici"	"S"	2352	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	0.0006512	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	0.0006512	NA	NA	"cellular&nbsp;organisms>Bacteria>Deferribacteres>Deferribacteres>Deferribacterales>Deferribacteraceae>Flexistipes"
"Flexistipes sinusarabici DSM 4947"	"-"	717231	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	0.0006512	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	0.0006512	NA	NA	"cellular&nbsp;organisms>Bacteria>Deferribacteres>Deferribacteres>Deferribacterales>Deferribacteraceae>Flexistipes>Flexistipes&nbsp;sinusarabici"
"Synergistetes"	"P"	508458	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria"
"Synergistia"	"C"	649775	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes"
"Synergistales"	"O"	649776	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia"
"environmental samples"	"-"	1131374	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales"
"uncultured Synergistales bacterium"	"S"	1131375	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Synergistetes>Synergistia>Synergistales>environmental&nbsp;samples"
"Aegilops"	"G"	4480	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Streptophyta>Streptophytina>Embryophyta>Tracheophyta>Euphyllophyta>Spermatophyta>Magnoliophyta>Mesangiospermae>Liliopsida>Petrosaviidae>commelinids>Poales>Poaceae>BOP&nbsp;clade>Pooideae>Triticodae>Triticeae>Triticinae"
"Aegilops tauschii"	"S"	37682	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Streptophyta>Streptophytina>Embryophyta>Tracheophyta>Euphyllophyta>Spermatophyta>Magnoliophyta>Mesangiospermae>Liliopsida>Petrosaviidae>commelinids>Poales>Poaceae>BOP&nbsp;clade>Pooideae>Triticodae>Triticeae>Triticinae>Aegilops"
"Zingiberales"	"O"	4618	2	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	2	NA	0.0002132	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	0.0002132	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Streptophyta>Streptophytina>Embryophyta>Tracheophyta>Euphyllophyta>Spermatophyta>Magnoliophyta>Mesangiospermae>Liliopsida>Petrosaviidae>commelinids"
"Musaceae"	"F"	4637	2	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	2	NA	0.0002132	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	0.0002132	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Streptophyta>Streptophytina>Embryophyta>Tracheophyta>Euphyllophyta>Spermatophyta>Magnoliophyta>Mesangiospermae>Liliopsida>Petrosaviidae>commelinids>Zingiberales"
"Ensete"	"G"	4638	2	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	2	NA	0.0002132	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	0.0002132	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Streptophyta>Streptophytina>Embryophyta>Tracheophyta>Euphyllophyta>Spermatophyta>Magnoliophyta>Mesangiospermae>Liliopsida>Petrosaviidae>commelinids>Zingiberales>Musaceae"
"Ensete ventricosum"	"S"	4639	2	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	2	NA	0.0002132	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	0.0002132	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Streptophyta>Streptophytina>Embryophyta>Tracheophyta>Euphyllophyta>Spermatophyta>Magnoliophyta>Mesangiospermae>Liliopsida>Petrosaviidae>commelinids>Zingiberales>Musaceae>Ensete"
"Lamiales"	"O"	4143	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0001135	NA	NA	NA	NA	NA	NA	NA	0.0001135	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Streptophyta>Streptophytina>Embryophyta>Tracheophyta>Euphyllophyta>Spermatophyta>Magnoliophyta>Mesangiospermae>eudicotyledons>Gunneridae>Pentapetalae>asterids>lamiids"
"Pedaliaceae"	"F"	4180	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0001135	NA	NA	NA	NA	NA	NA	NA	0.0001135	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Streptophyta>Streptophytina>Embryophyta>Tracheophyta>Euphyllophyta>Spermatophyta>Magnoliophyta>Mesangiospermae>eudicotyledons>Gunneridae>Pentapetalae>asterids>lamiids>Lamiales"
"Sesamum"	"G"	4181	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0001135	NA	NA	NA	NA	NA	NA	NA	0.0001135	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Streptophyta>Streptophytina>Embryophyta>Tracheophyta>Euphyllophyta>Spermatophyta>Magnoliophyta>Mesangiospermae>eudicotyledons>Gunneridae>Pentapetalae>asterids>lamiids>Lamiales>Pedaliaceae"
"Sesamum indicum"	"S"	4182	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0001135	NA	NA	NA	NA	NA	NA	NA	0.0001135	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Streptophyta>Streptophytina>Embryophyta>Tracheophyta>Euphyllophyta>Spermatophyta>Magnoliophyta>Mesangiospermae>eudicotyledons>Gunneridae>Pentapetalae>asterids>lamiids>Lamiales>Pedaliaceae>Sesamum"
"Cycas"	"G"	3395	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Streptophyta>Streptophytina>Embryophyta>Tracheophyta>Euphyllophyta>Spermatophyta>Acrogymnospermae>Cycadidae>Cycadales>Cycadaceae"
"Gleicheniales"	"O"	693761	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Streptophyta>Streptophytina>Embryophyta>Tracheophyta>Euphyllophyta>Polypodiopsida>Polypodiidae"
"Gleicheniaceae"	"F"	3272	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Streptophyta>Streptophytina>Embryophyta>Tracheophyta>Euphyllophyta>Polypodiopsida>Polypodiidae>Gleicheniales"
"Pyramimonadales"	"O"	38834	6	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0.0003404	NA	NA	NA	NA	NA	NA	NA	0.0003404	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Chlorophyta"
"Cymbomonas"	"G"	36880	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.0002836	NA	NA	NA	NA	NA	NA	NA	0.0002836	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Chlorophyta>Pyramimonadales"
"Cymbomonas tetramitiformis"	"S"	36881	5	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	0.0002836	NA	NA	NA	NA	NA	NA	NA	0.0002836	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Chlorophyta>Pyramimonadales>Cymbomonas"
"Pyramimonas"	"G"	36882	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Chlorophyta>Pyramimonadales"
"Pyramimonas parkeae"	"S"	36894	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Chlorophyta>Pyramimonadales>Pyramimonas"
"Coccomyxa"	"G"	41891	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0001135	NA	NA	NA	NA	NA	NA	NA	0.0001135	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Chlorophyta>Trebouxiophyceae>Elliptochloris&nbsp;clade"
"Coccomyxa simplex"	"S"	464287	2	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0001135	NA	NA	NA	NA	NA	NA	NA	0.0001135	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Chlorophyta>Trebouxiophyceae>Elliptochloris&nbsp;clade>Coccomyxa"
"Auxenochlorella protothecoides"	"S"	3075	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Chlorophyta>Trebouxiophyceae>Chlorellales>Chlorellaceae>Auxenochlorella"
"Chlorodendrophyceae"	"C"	1524962	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Chlorophyta"
"Chlorodendrales"	"O"	35426	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Chlorophyta>Chlorodendrophyceae"
"Chlorodendraceae"	"F"	35429	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Chlorophyta>Chlorodendrophyceae>Chlorodendrales"
"Tetraselmis"	"G"	3164	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Chlorophyta>Chlorodendrophyceae>Chlorodendrales>Chlorodendraceae"
"unclassified Tetraselmis"	"-"	2081515	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Chlorophyta>Chlorodendrophyceae>Chlorodendrales>Chlorodendraceae>Tetraselmis"
"Tetraselmis sp. GSL018"	"S"	582737	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Viridiplantae>Chlorophyta>Chlorodendrophyceae>Chlorodendrales>Chlorodendraceae>Tetraselmis>unclassified&nbsp;Tetraselmis"
"Anabantaria"	"-"	1489892	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata>Euacanthomorphacea>Percomorphaceae"
"Synbranchiformes"	"O"	43697	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata>Euacanthomorphacea>Percomorphaceae>Anabantaria"
"Synbranchoidei"	"-"	129918	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata>Euacanthomorphacea>Percomorphaceae>Anabantaria>Synbranchiformes"
"Synbranchidae"	"F"	43698	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata>Euacanthomorphacea>Percomorphaceae>Anabantaria>Synbranchiformes>Synbranchoidei"
"Monopterus"	"G"	43699	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata>Euacanthomorphacea>Percomorphaceae>Anabantaria>Synbranchiformes>Synbranchoidei>Synbranchidae"
"Monopterus albus"	"S"	43700	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Osteoglossocephalai>Clupeocephala>Euteleosteomorpha>Neoteleostei>Eurypterygia>Ctenosquamata>Acanthomorphata>Euacanthomorphacea>Percomorphaceae>Anabantaria>Synbranchiformes>Synbranchoidei>Synbranchidae>Monopterus"
"Elopocephalai"	"-"	1489340	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei"
"Elopocephala"	"-"	186624	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Elopocephalai"
"Elopomorpha"	"-"	32521	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Elopocephalai>Elopocephala"
"Anguilliformes"	"O"	7933	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Elopocephalai>Elopocephala>Elopomorpha"
"Anguillidae"	"F"	7934	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Elopocephalai>Elopocephala>Elopomorpha>Anguilliformes"
"Anguilla"	"G"	7935	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Elopocephalai>Elopocephala>Elopomorpha>Anguilliformes>Anguillidae"
"Anguilla anguilla"	"S"	7936	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Deuterostomia>Chordata>Craniata>Vertebrata>Gnathostomata>Teleostomi>Euteleostomi>Actinopterygii>Actinopteri>Neopterygii>Teleostei>Elopocephalai>Elopocephala>Elopomorpha>Anguilliformes>Anguillidae>Anguilla"
"Cicindelinae"	"-"	27450	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Adephaga>Caraboidea>Carabidae"
"Cicindelini"	"-"	1324880	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Adephaga>Caraboidea>Carabidae>Cicindelinae"
"Habrodera"	"G"	175591	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Adephaga>Caraboidea>Carabidae>Cicindelinae>Cicindelini"
"Habrodera capensis"	"S"	175592	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Protostomia>Ecdysozoa>Panarthropoda>Arthropoda>Mandibulata>Pancrustacea>Hexapoda>Insecta>Dicondylia>Pterygota>Neoptera>Holometabola>Coleoptera>Adephaga>Caraboidea>Carabidae>Cicindelinae>Cicindelini>Habrodera"
