"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_april_BC01.cladeReads"	"kraken2_16s_classification_april_BC02.cladeReads"	"kraken2_16s_classification_april_BC03.cladeReads"	"kraken2_16s_classification_april_BC04.cladeReads"	"kraken2_16s_classification_april_BC05.cladeReads"	"kraken2_16s_classification_april_BC06.cladeReads"	"kraken2_16s_classification_april_BC07.cladeReads"	"kraken2_16s_classification_april_BC08.cladeReads"	"kraken2_16s_classification_april_BC09.cladeReads"	"kraken2_16s_classification_april_BC10.cladeReads"	"kraken2_16s_classification_april_BC11.cladeReads"	"kraken2_16s_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_april_BC01.cladeReads.."	"kraken2_16s_classification_april_BC02.cladeReads.."	"kraken2_16s_classification_april_BC03.cladeReads.."	"kraken2_16s_classification_april_BC04.cladeReads.."	"kraken2_16s_classification_april_BC05.cladeReads.."	"kraken2_16s_classification_april_BC06.cladeReads.."	"kraken2_16s_classification_april_BC07.cladeReads.."	"kraken2_16s_classification_april_BC08.cladeReads.."	"kraken2_16s_classification_april_BC09.cladeReads.."	"kraken2_16s_classification_april_BC10.cladeReads.."	"kraken2_16s_classification_april_BC11.cladeReads.."	"kraken2_16s_classification_april_BC12.cladeReads.."	"lineage"
"Leptotrichia"	"G"	2216	2	NA	NA	NA	2	NA	NA	1	NA	1	NA	NA	NA	0.0005738	NA	NA	NA	0.0005738	NA	NA	0.0004053	NA	0.000394	NA	NA	NA	"Bacteria>Fusobacteria>Fusobacteriia>Fusobacteriales>Leptotrichiaceae"
"Dadabacteria"	"P"	25537	19	NA	NA	NA	19	NA	NA	3	NA	1	NA	4	NA	0.005451	NA	NA	NA	0.005451	NA	NA	0.001216	NA	0.000394	NA	0.001826	NA	"Bacteria"
"Dadabacteriia"	"C"	25538	19	NA	NA	NA	19	NA	NA	3	NA	1	NA	4	NA	0.005451	NA	NA	NA	0.005451	NA	NA	0.001216	NA	0.000394	NA	0.001826	NA	"Bacteria>Dadabacteria"
"Dadabacteriales"	"O"	25539	19	NA	NA	NA	19	NA	NA	3	NA	1	NA	4	NA	0.005451	NA	NA	NA	0.005451	NA	NA	0.001216	NA	0.000394	NA	0.001826	NA	"Bacteria>Dadabacteria>Dadabacteriia"
"Aerophobetes"	"P"	11161	3	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	0.0008607	NA	NA	NA	0.0008607	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria"
"Candidatus Moduliflexus"	"G"	25731	5	NA	NA	NA	1	NA	NA	5	NA	NA	NA	NA	NA	0.002027	NA	NA	NA	0.0002869	NA	NA	0.002027	NA	NA	NA	NA	NA	"Bacteria>Modulibacteria>Moduliflexia>Moduliflexales>Moduliflexaceae"
"Firestonebacteria"	"P"	25612	3	NA	NA	NA	3	NA	2	NA	NA	NA	NA	NA	NA	0.0008834	NA	NA	NA	0.0008607	NA	0.0008834	NA	NA	NA	NA	NA	NA	"Bacteria"
"FCPU426"	"P"	14343	3	NA	NA	NA	2	NA	3	1	NA	1	NA	NA	NA	0.001325	NA	NA	NA	0.0005738	NA	0.001325	0.0004053	NA	0.000394	NA	NA	NA	"Bacteria"
"Mollicutes Incertae Sedis"	"O"	3943	2	NA	NA	NA	1	NA	1	2	NA	NA	NA	1	NA	0.0008106	NA	NA	NA	0.0002869	NA	0.0004417	0.0008106	NA	NA	NA	0.0004566	NA	"Bacteria>Tenericutes>Mollicutes"
"Unknown Family"	"F"	3944	2	NA	NA	NA	1	NA	1	2	NA	NA	NA	1	NA	0.0008106	NA	NA	NA	0.0002869	NA	0.0004417	0.0008106	NA	NA	NA	0.0004566	NA	"Bacteria>Tenericutes>Mollicutes>Mollicutes&nbsp;Incertae&nbsp;Sedis"
"Candidatus Phytoplasma"	"G"	3945	2	NA	NA	NA	1	NA	1	2	NA	NA	NA	1	NA	0.0008106	NA	NA	NA	0.0002869	NA	0.0004417	0.0008106	NA	NA	NA	0.0004566	NA	"Bacteria>Tenericutes>Mollicutes>Mollicutes&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"Calditrichaeota"	"P"	25102	6	NA	NA	NA	1	NA	5	1	NA	NA	6	NA	NA	0.002208	NA	NA	NA	0.0002869	NA	0.002208	0.0004053	NA	NA	0.001892	NA	NA	"Bacteria"
"Calditrichia"	"C"	25103	6	NA	NA	NA	1	NA	5	1	NA	NA	6	NA	NA	0.002208	NA	NA	NA	0.0002869	NA	0.002208	0.0004053	NA	NA	0.001892	NA	NA	"Bacteria>Calditrichaeota"
"Calditrichales"	"O"	25104	6	NA	NA	NA	1	NA	5	1	NA	NA	6	NA	NA	0.002208	NA	NA	NA	0.0002869	NA	0.002208	0.0004053	NA	NA	0.001892	NA	NA	"Bacteria>Calditrichaeota>Calditrichia"
"Calditrichaceae"	"F"	25105	6	NA	NA	NA	1	NA	5	1	NA	NA	6	NA	NA	0.002208	NA	NA	NA	0.0002869	NA	0.002208	0.0004053	NA	NA	0.001892	NA	NA	"Bacteria>Calditrichaeota>Calditrichia>Calditrichales"
"JdFR-76"	"G"	25108	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	0.0003154	NA	NA	NA	0.0002869	NA	NA	NA	NA	NA	0.0003154	NA	NA	"Bacteria>Calditrichaeota>Calditrichia>Calditrichales>Calditrichaceae"
"AncK6"	"P"	24572	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002869	NA	NA	NA	0.0002869	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria"
"Marinimicrobia (SAR406 clade)"	"P"	11409	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002869	NA	NA	NA	0.0002869	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria"
"Aminivibrio"	"G"	3903	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002869	NA	NA	NA	0.0002869	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Synergistetes>Synergistia>Synergistales>Synergistaceae"
"Chlamydiae"	"P"	1334	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	0.0003154	NA	NA	NA	0.0002869	NA	NA	NA	NA	NA	0.0003154	NA	NA	"Bacteria"
"LD1-PA32"	"C"	14326	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	0.0003154	NA	NA	NA	0.0002869	NA	NA	NA	NA	NA	0.0003154	NA	NA	"Bacteria>Chlamydiae"
"Opisthokonta"	"-"	6428	2	NA	NA	NA	1	NA	1	1	1	NA	2	2	NA	0.0009132	NA	NA	NA	0.0002869	NA	0.0004417	0.0004053	0.0002616	NA	0.0006308	0.0009132	NA	"Eukaryota"
"Holozoa"	"D"	6430	2	NA	NA	NA	1	NA	1	1	1	NA	2	2	NA	0.0009132	NA	NA	NA	0.0002869	NA	0.0004417	0.0004053	0.0002616	NA	0.0006308	0.0009132	NA	"Eukaryota>Opisthokonta"
"Metazoa (Animalia)"	"K"	12882	2	NA	NA	NA	1	NA	1	1	1	NA	2	2	NA	0.0009132	NA	NA	NA	0.0002869	NA	0.0004417	0.0004053	0.0002616	NA	0.0006308	0.0009132	NA	"Eukaryota>Opisthokonta>Holozoa"
"Eumetazoa"	"-"	12883	2	NA	NA	NA	1	NA	1	1	1	NA	2	2	NA	0.0009132	NA	NA	NA	0.0002869	NA	0.0004417	0.0004053	0.0002616	NA	0.0006308	0.0009132	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)"
"Bilateria"	"-"	12884	2	NA	NA	NA	1	NA	1	1	1	NA	2	2	NA	0.0009132	NA	NA	NA	0.0002869	NA	0.0004417	0.0004053	0.0002616	NA	0.0006308	0.0009132	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa"
"Platyhelminthes"	"P"	13286	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	0.0002869	NA	NA	NA	0.0002869	NA	NA	NA	0.0002616	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria"
"Cestoda"	"C"	13290	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	0.0002869	NA	NA	NA	0.0002869	NA	NA	NA	0.0002616	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes"
"Eucestoda"	"-"	13294	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	0.0002869	NA	NA	NA	0.0002869	NA	NA	NA	0.0002616	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Cestoda"
"Cyclophyllidea"	"O"	13298	1	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	0.0002869	NA	NA	NA	0.0002869	NA	NA	NA	0.0002616	NA	NA	NA	NA	"Eukaryota>Opisthokonta>Holozoa>Metazoa&nbsp;(Animalia)>Eumetazoa>Bilateria>Platyhelminthes>Cestoda>Eucestoda"
"Myrtales"	"O"	5281	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002869	NA	NA	NA	0.0002869	NA	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta>Streptophyta>Embryophyta>Tracheophyta>Spermatophyta>Magnoliophyta"
"Punica"	"G"	5298	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0002869	NA	NA	NA	0.0002869	NA	NA	NA	NA	NA	NA	NA	NA	"Eukaryota>Archaeplastida>Chloroplastida>Charophyta>Phragmoplastophyta>Streptophyta>Embryophyta>Tracheophyta>Spermatophyta>Magnoliophyta>Myrtales"
"Chitinivibrionia"	"C"	13923	11	NA	NA	NA	NA	1	8	2	NA	1	11	1	NA	0.08787	NA	NA	NA	NA	0.08787	0.003534	0.0008106	NA	0.000394	0.003469	0.0004566	NA	"Bacteria>Fibrobacteres"
"uncultured"	"O"	14346	11	NA	NA	NA	NA	1	7	2	NA	1	11	1	NA	0.08787	NA	NA	NA	NA	0.08787	0.003092	0.0008106	NA	0.000394	0.003469	0.0004566	NA	"Bacteria>Fibrobacteres>Chitinivibrionia"
"Nostoc PCC-7107"	"G"	25383	15	NA	NA	NA	NA	NA	4	15	NA	NA	NA	1	NA	0.00608	NA	NA	NA	NA	NA	0.001767	0.00608	NA	NA	NA	0.0004566	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Nostocaceae"
"Cylindrospermopsis CRJ1"	"G"	25358	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.0008834	NA	NA	NA	NA	NA	0.0008834	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Nostocaceae"
"Halotia CENA158"	"G"	25375	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Nostocaceae"
"uncultured"	"G"	25404	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	0.0004053	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Nostocaceae"
"Calothrix KVSF5"	"G"	25467	3	NA	NA	NA	NA	NA	3	NA	NA	2	NA	1	NA	0.001325	NA	NA	NA	NA	NA	0.001325	NA	NA	0.0007881	NA	0.0004566	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Oxyphotobacteria&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"uncultured"	"G"	25506	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Pseudanabaenales>Pseudanabaenaceae"
"Mycoavidus"	"G"	26417	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Haliea"	"G"	11531	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Halieaceae"
"Suttonella"	"G"	3413	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cardiobacteriales>Cardiobacteriaceae"
"uncultured"	"G"	26713	2	NA	NA	NA	NA	NA	1	2	NA	NA	2	NA	NA	0.0008106	NA	NA	NA	NA	NA	0.0004417	0.0008106	NA	NA	0.0006308	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylomonaceae"
"Thiorhodospira"	"G"	26636	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Ectothiorhodospirales>Ectothiorhodospiraceae"
"Halorhodospiraceae"	"F"	26716	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	0.0003154	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Nitrococcales"
"Halorhodospira"	"G"	26719	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	0.0003154	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Nitrococcales>Halorhodospiraceae"
"Profundibacterium"	"G"	2619	2	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	NA	0.0008106	NA	NA	NA	NA	NA	0.0004417	0.0008106	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Lutibaculaceae"	"F"	26069	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Lutibaculum"	"G"	26070	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Lutibaculaceae"
"Endobacter"	"G"	25916	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"uncultured"	"F"	25997	2	NA	NA	NA	NA	NA	2	NA	NA	2	2	NA	NA	0.0008834	NA	NA	NA	NA	NA	0.0008834	NA	NA	0.0007881	0.0006308	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Kordiimonadales"
"Thalassobaculum"	"G"	26260	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0004566	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	0.0004566	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Thalassobaculales>Thalassobaculaceae"
"27F-1492R"	"F"	11476	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Halodesulfovibrio"	"G"	26278	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"Desulfomicrobiaceae"	"F"	3165	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales"
"Desulfomicrobium"	"G"	3166	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales>Desulfomicrobiaceae"
"Thermodesulfobacteriales"	"O"	26289	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	0.0003154	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Thermodesulfobacteriaceae"	"F"	26290	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	0.0003154	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Thermodesulfobacteriales"
"Caldimicrobium"	"G"	26291	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Thermodesulfobacteriales>Thermodesulfobacteriaceae"
"S15-21"	"F"	25016	3	NA	NA	NA	NA	NA	3	NA	NA	1	3	NA	NA	0.001325	NA	NA	NA	NA	NA	0.001325	NA	NA	0.000394	0.0009462	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Persicitalea"	"G"	24808	2	NA	NA	NA	NA	NA	1	2	NA	2	2	NA	NA	0.0008106	NA	NA	NA	NA	NA	0.0004417	0.0008106	NA	0.0007881	0.0006308	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Reichenbachiella"	"G"	24755	4	NA	NA	NA	NA	NA	1	NA	NA	2	NA	4	NA	0.001826	NA	NA	NA	NA	NA	0.0004417	NA	NA	0.0007881	NA	0.001826	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Mongoliitalea"	"G"	24750	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Fabibacter"	"G"	24737	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Mooreia"	"G"	24788	4	NA	NA	NA	NA	NA	3	1	NA	4	2	3	NA	0.001576	NA	NA	NA	NA	NA	0.001325	0.0004053	NA	0.001576	0.0006308	0.00137	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"MWH-CFBk5"	"F"	24782	2	NA	NA	NA	NA	NA	2	2	NA	NA	NA	1	NA	0.0008834	NA	NA	NA	NA	NA	0.0008834	0.0008106	NA	NA	NA	0.0004566	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Polaribacter"	"G"	24931	2	NA	NA	NA	NA	NA	2	NA	NA	2	NA	1	NA	0.0008834	NA	NA	NA	NA	NA	0.0008834	NA	NA	0.0007881	NA	0.0004566	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Hoppeia"	"G"	24894	1	NA	NA	NA	NA	NA	1	1	NA	1	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	0.0004053	NA	0.000394	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"NS3a marine group"	"G"	24923	2	NA	NA	NA	NA	NA	1	NA	NA	1	1	2	NA	0.0009132	NA	NA	NA	NA	NA	0.0004417	NA	NA	0.000394	0.0003154	0.0009132	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Zobellia"	"G"	24973	1	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	0.000394	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Leeuwenhoekiella"	"G"	24905	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Siansivirga"	"G"	24951	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Ornithobacterium"	"G"	24995	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	0.0004053	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Weeksellaceae"
"Bergeyella"	"G"	24986	1	NA	NA	NA	NA	NA	1	NA	NA	1	NA	1	NA	0.0004566	NA	NA	NA	NA	NA	0.0004417	NA	NA	0.000394	NA	0.0004566	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Weeksellaceae"
"NS10 marine group"	"G"	24837	2	NA	NA	NA	NA	NA	2	NA	NA	2	NA	2	NA	0.0009132	NA	NA	NA	NA	NA	0.0008834	NA	NA	0.0007881	NA	0.0009132	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Cryomorphaceae"
"Flaviaesturariibacter"	"G"	24677	2	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.0008834	NA	NA	NA	NA	NA	0.0008834	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Arachidicoccus"	"G"	24668	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
"Tangfeifania"	"G"	24646	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prolixibacteraceae"
"Petrimonas"	"G"	24607	4	NA	NA	NA	NA	NA	1	2	NA	4	NA	1	NA	0.001576	NA	NA	NA	NA	NA	0.0004417	0.0008106	NA	0.001576	NA	0.0004566	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Dysgonomonadaceae"
"Carboxylicivirga"	"G"	24623	2	NA	NA	NA	NA	NA	1	1	NA	NA	NA	2	NA	0.0009132	NA	NA	NA	NA	NA	0.0004417	0.0004053	NA	NA	NA	0.0009132	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Marinilabiliaceae"
"Sanguibacteroides"	"G"	24617	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Marinifilaceae"
"uncultured"	"G"	24600	4	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	4	NA	0.001826	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	0.001826	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Barnesiellaceae"
"Ignavibacteriaceae"	"F"	25052	4	NA	NA	NA	NA	NA	4	1	NA	NA	NA	NA	NA	0.001767	NA	NA	NA	NA	NA	0.001767	0.0004053	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Ignavibacteria>Ignavibacteriales"
"Ignavibacterium"	"G"	25053	4	NA	NA	NA	NA	NA	4	1	NA	NA	NA	NA	NA	0.001767	NA	NA	NA	NA	NA	0.001767	0.0004053	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Ignavibacteria>Ignavibacteriales>Ignavibacteriaceae"
"Melioribacteraceae"	"F"	25055	1	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	0.000394	NA	NA	NA	"Bacteria>Bacteroidetes>Ignavibacteria>Ignavibacteriales"
"Melioribacter"	"G"	25057	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Ignavibacteria>Ignavibacteriales>Melioribacteraceae"
"uncultured"	"G"	27007	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Rubritaleaceae"
"A2"	"G"	25642	2	NA	NA	NA	NA	NA	2	NA	NA	1	1	1	NA	0.0008834	NA	NA	NA	NA	NA	0.0008834	NA	NA	0.000394	0.0003154	0.0004566	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"possible genus Sk003-Sk004"	"G"	2018	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Lachnoanaerobaculum"	"G"	2003	2	NA	NA	NA	NA	NA	1	NA	NA	1	2	1	NA	0.0006308	NA	NA	NA	NA	NA	0.0004417	NA	NA	0.000394	0.0006308	0.0004566	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Hespellia"	"G"	1999	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Cuneatibacter"	"G"	25649	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Pseudobacteroides"	"G"	11352	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0004566	NA	NA	NA	NA	NA	0.0004417	NA	NA	NA	NA	0.0004566	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
