"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_loman_loman_bracken.kreport.cladeReads"	"Max.1"	"kraken2_16s_classification_loman_loman_bracken.kreport.cladeReads.."	"lineage"
"Zoophthora"	"G"	28661	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Zoopagomycota>Entomophthoromycotina>Entomophthoromycetes>Entomophthorales>Entomophthoraceae"
"Pandora"	"G"	28659	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Zoopagomycota>Entomophthoromycotina>Entomophthoromycetes>Entomophthorales>Entomophthoraceae"
"Erynia"	"G"	28656	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Zoopagomycota>Entomophthoromycotina>Entomophthoromycetes>Entomophthorales>Entomophthoraceae"
"Strongwellsea"	"G"	28660	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Zoopagomycota>Entomophthoromycotina>Entomophthoromycetes>Entomophthorales>Entomophthoraceae"
"Basidiobolomycetes"	"C"	28644	3	3	9.661e-05	9.661e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Zoopagomycota>Entomophthoromycotina"
"Basidiobolales"	"O"	28645	3	3	9.661e-05	9.661e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Zoopagomycota>Entomophthoromycotina>Basidiobolomycetes"
"Basidiobolaceae"	"F"	28646	3	3	9.661e-05	9.661e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Zoopagomycota>Entomophthoromycotina>Basidiobolomycetes>Basidiobolales"
"Basidiobolus"	"G"	28647	3	3	9.661e-05	9.661e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Zoopagomycota>Entomophthoromycotina>Basidiobolomycetes>Basidiobolales>Basidiobolaceae"
"Zoopagomycotina"	"-"	28702	16	16	0.0005152	0.0005152	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Zoopagomycota"
"Incertae Sedis"	"C"	28703	16	16	0.0005152	0.0005152	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Zoopagomycota>Zoopagomycotina"
"Zoopagales"	"O"	28704	16	16	0.0005152	0.0005152	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Zoopagomycota>Zoopagomycotina>Incertae&nbsp;Sedis"
"uncultured"	"F"	28718	3	3	9.661e-05	9.661e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Zoopagomycota>Zoopagomycotina>Incertae&nbsp;Sedis>Zoopagales"
"Zoopagaceae"	"F"	28715	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Zoopagomycota>Zoopagomycotina>Incertae&nbsp;Sedis>Zoopagales"
"Zoophagus"	"G"	28717	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Zoopagomycota>Zoopagomycotina>Incertae&nbsp;Sedis>Zoopagales>Zoopagaceae"
"Acaulopage"	"G"	28716	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Zoopagomycota>Zoopagomycotina>Incertae&nbsp;Sedis>Zoopagales>Zoopagaceae"
"Piptocephalidaceae"	"F"	28709	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Zoopagomycota>Zoopagomycotina>Incertae&nbsp;Sedis>Zoopagales"
"Piptocephalis"	"G"	28711	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Zoopagomycota>Zoopagomycotina>Incertae&nbsp;Sedis>Zoopagales>Piptocephalidaceae"
"Cryptomycota"	"P"	13507	79	79	0.002544	0.002544	"Eukaryota>Opisthokonta>Nucletmycea>Fungi"
"LKM11"	"-"	13513	59	59	0.0019	0.0019	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Cryptomycota"
"Incertae Sedis"	"-"	13508	10	10	0.000322	0.000322	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Cryptomycota"
"Incertae Sedis"	"C"	13509	10	10	0.000322	0.000322	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Cryptomycota>Incertae&nbsp;Sedis"
"Incertae Sedis"	"O"	13510	10	10	0.000322	0.000322	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Cryptomycota>Incertae&nbsp;Sedis>Incertae&nbsp;Sedis"
"Incertae Sedis"	"F"	13511	10	10	0.000322	0.000322	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Cryptomycota>Incertae&nbsp;Sedis>Incertae&nbsp;Sedis>Incertae&nbsp;Sedis"
"Paramicrosporidium"	"G"	13939	9	9	0.0002898	0.0002898	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Cryptomycota>Incertae&nbsp;Sedis>Incertae&nbsp;Sedis>Incertae&nbsp;Sedis>Incertae&nbsp;Sedis"
"Rozella"	"G"	13512	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Cryptomycota>Incertae&nbsp;Sedis>Incertae&nbsp;Sedis>Incertae&nbsp;Sedis>Incertae&nbsp;Sedis"
"uncultured"	"-"	27414	6	6	0.0001932	0.0001932	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Cryptomycota"
"Chytridiomycota"	"P"	6532	73	73	0.002351	0.002351	"Eukaryota>Opisthokonta>Nucletmycea>Fungi"
"Incertae Sedis"	"C"	6533	73	73	0.002351	0.002351	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota"
"Chytridiomycetes"	"C"	6534	69	69	0.002222	0.002222	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis"
"Rhizophydiales"	"O"	6565	20	20	0.000644	0.000644	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes"
"Kappamycetaceae"	"F"	6570	10	10	0.000322	0.000322	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes>Rhizophydiales"
"uncultured"	"F"	6572	6	6	0.0001932	0.0001932	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes>Rhizophydiales"
"Rhizophydiaceae"	"F"	27404	4	4	0.0001288	0.0001288	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes>Rhizophydiales"
"Rhizophydium"	"G"	27405	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes>Rhizophydiales>Rhizophydiaceae"
"Lobulomycetales"	"O"	6554	11	11	0.0003542	0.0003542	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes"
"Lobulomycetaceae"	"F"	6555	11	11	0.0003542	0.0003542	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes>Lobulomycetales"
"uncultured"	"G"	27402	8	8	0.0002576	0.0002576	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes>Lobulomycetales>Lobulomycetaceae"
"Gromochytriales"	"O"	27391	7	7	0.0002254	0.0002254	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes"
"Gromochytriaceae"	"F"	27392	7	7	0.0002254	0.0002254	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes>Gromochytriales"
"uncultured"	"G"	27394	6	6	0.0001932	0.0001932	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes>Gromochytriales>Gromochytriaceae"
"Incertae Sedis"	"O"	27395	6	6	0.0001932	0.0001932	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes"
"Synchytriaceae"	"F"	27400	5	5	0.000161	0.000161	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes>Incertae&nbsp;Sedis"
"Synchytrium"	"G"	27401	5	5	0.000161	0.000161	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes>Incertae&nbsp;Sedis>Synchytriaceae"
"Incertae Sedis"	"F"	27396	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes>Incertae&nbsp;Sedis"
"Catenomyces"	"G"	27398	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes>Incertae&nbsp;Sedis>Incertae&nbsp;Sedis"
"Spizellomycetales"	"O"	6573	6	6	0.0001932	0.0001932	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes"
"Powellomycetaceae"	"F"	6578	3	3	9.661e-05	9.661e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes>Spizellomycetales"
"uncultured"	"G"	27408	3	3	9.661e-05	9.661e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes>Spizellomycetales>Powellomycetaceae"
"Spizellomycetaceae"	"F"	6581	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes>Spizellomycetales"
"Spizellomyces"	"G"	6584	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes>Spizellomycetales>Spizellomycetaceae"
"Olpidiaceae"	"F"	6576	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes>Spizellomycetales"
"Olpidium"	"G"	6577	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes>Spizellomycetales>Olpidiaceae"
"uncultured"	"O"	6586	5	5	0.000161	0.000161	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes"
"Chytridiales"	"O"	6535	5	5	0.000161	0.000161	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes"
"Chytriomycetaceae"	"F"	27383	3	3	9.661e-05	9.661e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes>Chytridiales"
"Rhizoclosmatium"	"G"	27386	3	3	9.661e-05	9.661e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes>Chytridiales>Chytriomycetaceae"
"Incertae Sedis"	"F"	13936	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes>Chytridiales"
"Polychytriales"	"O"	6557	4	4	0.0001288	0.0001288	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes"
"Incertae Sedis"	"F"	6558	4	4	0.0001288	0.0001288	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes>Polychytriales"
"Karlingiomyces"	"G"	27403	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes>Polychytriales>Incertae&nbsp;Sedis"
"Neokarlingia"	"G"	6560	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes>Polychytriales>Incertae&nbsp;Sedis"
"Arkaya"	"G"	6559	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes>Polychytriales>Incertae&nbsp;Sedis"
"Cladochytriales"	"O"	6549	3	3	9.661e-05	9.661e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes"
"Nowakowskiellaceae"	"F"	27389	3	3	9.661e-05	9.661e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes>Cladochytriales"
"Nowakowskiella"	"G"	27390	3	3	9.661e-05	9.661e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Chytridiomycetes>Cladochytriales>Nowakowskiellaceae"
"Monoblepharidomycetes"	"C"	6587	4	4	0.0001288	0.0001288	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis"
"Monoblepharidales"	"O"	6588	4	4	0.0001288	0.0001288	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Monoblepharidomycetes"
"Gonapodyaceae"	"F"	13505	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Monoblepharidomycetes>Monoblepharidales"
"Gonapodya"	"G"	13506	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Chytridiomycota>Incertae&nbsp;Sedis>Monoblepharidomycetes>Monoblepharidales>Gonapodyaceae"
"Microsporidia"	"P"	8590	42	42	0.001352	0.001352	"Eukaryota>Opisthokonta>Nucletmycea>Fungi"
"Amblyosporidae"	"F"	28482	21	21	0.0006762	0.0006762	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Microsporidia"
"Amblyospora"	"G"	28483	17	17	0.0005474	0.0005474	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Microsporidia>Amblyosporidae"
"Parathelohania"	"G"	28488	3	3	9.661e-05	9.661e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Microsporidia>Amblyosporidae"
"Pseudonosematidae"	"F"	28505	5	5	0.000161	0.000161	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Microsporidia"
"Pseudonosema"	"G"	28507	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Microsporidia>Pseudonosematidae"
"Bryonosema"	"G"	28506	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Microsporidia>Pseudonosematidae"
"Trichonosema"	"G"	28508	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Microsporidia>Pseudonosematidae"
"Tuzetiidae"	"F"	28512	3	3	9.661e-05	9.661e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Microsporidia"
"Janacekia"	"G"	28513	3	3	9.661e-05	9.661e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Microsporidia>Tuzetiidae"
"Incertae Sedis"	"F"	8591	3	3	9.661e-05	9.661e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Microsporidia"
"Senoma"	"G"	28500	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Microsporidia>Incertae&nbsp;Sedis"
"Neoperezia"	"G"	28499	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Microsporidia>Incertae&nbsp;Sedis"
"Lanatospora"	"G"	28498	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Microsporidia>Incertae&nbsp;Sedis"
"Thelohaniidae"	"F"	28509	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Microsporidia"
"Hyalinocysta"	"G"	28510	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Microsporidia>Thelohaniidae"
"Mrazekiidae"	"F"	28502	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Microsporidia"
"Bacillidium"	"G"	28503	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Microsporidia>Mrazekiidae"
"Gurleyidae"	"F"	28494	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Microsporidia"
"Gurleya"	"G"	28495	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Microsporidia>Gurleyidae"
"Caudosporidae"	"F"	28490	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Microsporidia"
"Culicosporella"	"G"	28491	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Microsporidia>Caudosporidae"
"LKM15"	"P"	14090	8	8	0.0002576	0.0002576	"Eukaryota>Opisthokonta>Nucletmycea>Fungi"
"uncultured"	"P"	8759	4	4	0.0001288	0.0001288	"Eukaryota>Opisthokonta>Nucletmycea>Fungi"
"Incertae Sedis"	"P"	8573	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi"
"Incertae Sedis"	"-"	28477	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Incertae&nbsp;Sedis"
"Incertae Sedis"	"C"	28478	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Incertae&nbsp;Sedis>Incertae&nbsp;Sedis"
"Incertae Sedis"	"O"	28479	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Incertae&nbsp;Sedis>Incertae&nbsp;Sedis>Incertae&nbsp;Sedis"
"Incertae Sedis"	"F"	28480	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Incertae&nbsp;Sedis>Incertae&nbsp;Sedis>Incertae&nbsp;Sedis>Incertae&nbsp;Sedis"
"Nephridiophaga"	"G"	28481	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Incertae&nbsp;Sedis>Incertae&nbsp;Sedis>Incertae&nbsp;Sedis>Incertae&nbsp;Sedis>Incertae&nbsp;Sedis"
"Blastocladiomycota"	"P"	6517	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi"
"Incertae Sedis"	"-"	6518	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Blastocladiomycota"
"Blastocladiomycetes"	"C"	6519	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Blastocladiomycota>Incertae&nbsp;Sedis"
"Blastocladiales"	"O"	6520	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Blastocladiomycota>Incertae&nbsp;Sedis>Blastocladiomycetes"
"Physodermataceae"	"F"	6529	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Blastocladiomycota>Incertae&nbsp;Sedis>Blastocladiomycetes>Blastocladiales"
"Blastocladiaceae"	"F"	6521	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Blastocladiomycota>Incertae&nbsp;Sedis>Blastocladiomycetes>Blastocladiales"
"Blastocladia"	"G"	6523	1	1	3.22e-05	3.22e-05	"Eukaryota>Opisthokonta>Nucletmycea>Fungi>Blastocladiomycota>Incertae&nbsp;Sedis>Blastocladiomycetes>Blastocladiales>Blastocladiaceae"
"Nucleariidae and Fonticula group"	"P"	28719	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Nucletmycea"
"Nucleariidae"	"F"	28721	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Nucletmycea>Nucleariidae&nbsp;and&nbsp;Fonticula&nbsp;group"
"Nuclearia"	"G"	28722	2	2	6.44e-05	6.44e-05	"Eukaryota>Opisthokonta>Nucletmycea>Nucleariidae&nbsp;and&nbsp;Fonticula&nbsp;group>Nucleariidae"
"Aphelidea"	"C"	27345	28	28	0.0009017	0.0009017	"Eukaryota>Opisthokonta"
"uncultured"	"G"	27348	13	13	0.0004186	0.0004186	"Eukaryota>Opisthokonta>Aphelidea"
"Aphelidium"	"G"	27346	11	11	0.0003542	0.0003542	"Eukaryota>Opisthokonta>Aphelidea"
"Paraphelidium"	"G"	27347	4	4	0.0001288	0.0001288	"Eukaryota>Opisthokonta>Aphelidea"
"SAR"	"-"	8770	5804	5804	0.1869	0.1869	"Eukaryota"
"Alveolata"	"K"	8771	2626	2626	0.08456	0.08456	"Eukaryota>SAR"
"Ciliophora"	"P"	8848	813	813	0.02618	0.02618	"Eukaryota>SAR>Alveolata"
"Intramacronucleata"	"C"	8849	767	767	0.0247	0.0247	"Eukaryota>SAR>Alveolata>Ciliophora"
"Conthreep"	"O"	8863	426	426	0.01372	0.01372	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata"
"Oligohymenophorea"	"F"	8899	151	151	0.004863	0.004863	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep"
"Scuticociliatia"	"-"	8951	59	59	0.0019	0.0019	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep>Oligohymenophorea"
"uncultured"	"G"	8987	12	12	0.0003864	0.0003864	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep>Oligohymenophorea>Scuticociliatia"
"Pleuronema"	"G"	8976	12	12	0.0003864	0.0003864	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep>Oligohymenophorea>Scuticociliatia"
"Plagiopyliella"	"G"	8975	5	5	0.000161	0.000161	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep>Oligohymenophorea>Scuticociliatia"
"Miamiensis"	"G"	8969	4	4	0.0001288	0.0001288	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep>Oligohymenophorea>Scuticociliatia"
"Protocyclidium"	"G"	14856	4	4	0.0001288	0.0001288	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep>Oligohymenophorea>Scuticociliatia"
"Homalogastra"	"G"	8966	3	3	9.661e-05	9.661e-05	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep>Oligohymenophorea>Scuticociliatia"
"Hippocomos"	"G"	8964	2	2	6.44e-05	6.44e-05	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep>Oligohymenophorea>Scuticociliatia"
"Uronema"	"G"	8984	2	2	6.44e-05	6.44e-05	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep>Oligohymenophorea>Scuticociliatia"
"Pseudocohnilembus"	"G"	8978	2	2	6.44e-05	6.44e-05	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep>Oligohymenophorea>Scuticociliatia"
"Cristigera"	"G"	14854	2	2	6.44e-05	6.44e-05	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep>Oligohymenophorea>Scuticociliatia"
"Cardiostomatella"	"G"	8955	1	1	3.22e-05	3.22e-05	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep>Oligohymenophorea>Scuticociliatia"
"Entorhipidium"	"G"	8961	1	1	3.22e-05	3.22e-05	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep>Oligohymenophorea>Scuticociliatia"
"Sathrophilus"	"G"	8980	1	1	3.22e-05	3.22e-05	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep>Oligohymenophorea>Scuticociliatia"
"Metanophrys"	"G"	8968	1	1	3.22e-05	3.22e-05	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep>Oligohymenophorea>Scuticociliatia"
"Paranophrys"	"G"	8970	1	1	3.22e-05	3.22e-05	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep>Oligohymenophorea>Scuticociliatia"
"Peniculia"	"-"	8924	43	43	0.001385	0.001385	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep>Oligohymenophorea"
"Frontonia"	"G"	8925	18	18	0.0005796	0.0005796	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep>Oligohymenophorea>Peniculia"
"Stokesia"	"G"	8928	13	13	0.0004186	0.0004186	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep>Oligohymenophorea>Peniculia"
"Paramecium"	"G"	8927	8	8	0.0002576	0.0002576	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep>Oligohymenophorea>Peniculia"
"Peritrichia"	"-"	8931	34	34	0.001095	0.001095	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep>Oligohymenophorea"
"Zoothamnium"	"G"	8948	7	7	0.0002254	0.0002254	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep>Oligohymenophorea>Peritrichia"
"Trichodina"	"G"	8943	5	5	0.000161	0.000161	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep>Oligohymenophorea>Peritrichia"
"Urceolaria"	"G"	8945	4	4	0.0001288	0.0001288	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep>Oligohymenophorea>Peritrichia"
"uncultured"	"G"	8950	4	4	0.0001288	0.0001288	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep>Oligohymenophorea>Peritrichia"
"Vorticella"	"G"	8947	2	2	6.44e-05	6.44e-05	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep>Oligohymenophorea>Peritrichia"
"Apocarchesium"	"G"	8932	2	2	6.44e-05	6.44e-05	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep>Oligohymenophorea>Peritrichia"
"Trichodinella"	"G"	8944	1	1	3.22e-05	3.22e-05	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep>Oligohymenophorea>Peritrichia"
"Telotrochidium"	"G"	8942	1	1	3.22e-05	3.22e-05	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep>Oligohymenophorea>Peritrichia"
"Pseudovorticella"	"G"	8941	1	1	3.22e-05	3.22e-05	"Eukaryota>SAR>Alveolata>Ciliophora>Intramacronucleata>Conthreep>Oligohymenophorea>Peritrichia"
